Phase,Count,Frequency
0001-0002-0301-0302,1,1e-4
0002-0010,1,1e-4
0002-0010-0300-0302,2,2e-4
0002-0010-0302,1,1e-4
0010,22,0.0022
0010-0011,3,3e-4
0010-0011-0300,1,1e-4
0010-0011-0300-0301,1,1e-4
0010-0011-0300-0301-0311,1,1e-4
0010-0011-0310-0311,4,4e-4
0010-0012-0102-0302,1,1e-4
0010-0012-0300-0302,5,5e-4
0010-0012-0302,2,2e-4
0010-0012-0310-0312,1,1e-4
0010-0013,1,1e-4
0010-0013-0100-0300-0303,1,1e-4
0010-0013-0210-0303,2,2e-4
0010-0013-0300-0303,12,0.0012
0010-0013-0303,44,0.0044
0010-0013-0303-0310,2,2e-4
0010-0013-0310-0313,1,1e-4
0010-0013-0313,10,0.001
0010-0100-0300,3,3e-4
0010-0100-0300-0303,11,0.0011
0010-0103-0303,1,1e-4
0010-0110-0303,1,1e-4
0010-0112-0310-0312,1,1e-4
0010-0113-0300-0303,5,5e-4
0010-0113-0303,7,7e-4
0010-0113-0303-0310,1,1e-4
0010-0200-0300,1,1e-4
0010-0200-0300-0303,3,3e-4
0010-0200-0303,1,1e-4
0010-0210-0300-0303,3,3e-4
0010-0210-0303,9,9e-4
0010-0210-0313,1,1e-4
0010-0212-0300-0302,1,1e-4
0010-0213-0303,1,1e-4
0010-0213-0313,2,2e-4
0010-0300,25,0.0025
0010-0300-0302,5,5e-4
0010-0300-0303,113,0.0113
0010-0300-0303-0310,1,1e-4
0010-0303,62,0.0062
0010-0303-0310,48,0.0048
0010-0310,11,0.0011
0010-0310-0312,1,1e-4
0010-0310-0313,4,4e-4
0010-0312,2,2e-4
0010-0313,6,6e-4
0011-0012-0301-0302,1,1e-4
0011-0013-0211-0313,1,1e-4
0011-0013-0301-0303,7,7e-4
0011-0013-0303,2,2e-4
0011-0013-0303-0311,3,3e-4
0011-0113-0301-0303,1,1e-4
0011-0201-0301-0303,1,1e-4
0011-0211-0301-0303,1,1e-4
0011-0301-0303,9,9e-4
0011-0301-0303-0311,1,1e-4
0011-0303-0311,2,2e-4
0012-0013-0302-0303,2,2e-4
0012-0302,1,1e-4
0013-0303,12,0.0012
0013-0313,2,2e-4
0100-0300-0303-1000,1,1e-4
0101-0301-0303-1001,6,6e-4
0101-0301-0303-1001-1003,1,1e-4
0102-0302-0310-1002-1010,1,1e-4
0103-0303-1003-1010,2,2e-4
0103-1003-1010,1,1e-4
0110,1,1e-4
0110-0111,1,1e-4
0110-0111-0310-0311-1010-1011,2,2e-4
0110-0112-0302-1010-1012,1,1e-4
0110-0113-0303-0310-1010,1,1e-4
0110-0113-0303-0310-1010-1013,1,1e-4
0110-0200-0300-0303-1010,2,2e-4
0110-0210-0313-1010,1,1e-4
0110-0300,4,4e-4
0110-0300-0302-1002-1010,1,1e-4
0110-0300-0303,9,9e-4
0110-0300-0303-1010,16,0.0016
0110-0300-0303-1010-1013,4,4e-4
0110-0300-1010,3,3e-4
0110-0302-1010,1,1e-4
0110-0303,9,9e-4
0110-0303-0310,9,9e-4
0110-0303-0310-1010,36,0.0036
0110-0303-0310-1010-1013,6,6e-4
0110-0303-1010,6,6e-4
0110-0310,1,1e-4
0110-0310-0313,2,2e-4
0110-0310-0313-1010-1013,1,1e-4
0110-0310-1010,12,0.0012
0110-0313-1010,1,1e-4
0110-1010,1,1e-4
0111-0113-0303-0311,1,1e-4
0111-0113-0303-0311-1011-1013,10,0.001
0111-0113-0303-0311-1013,1,1e-4
0111-0113-0311-0313-1011,1,1e-4
0111-0113-0311-0313-1011-1013,1,1e-4
0111-0201-0301-0303-1011,1,1e-4
0111-0301-0303,2,2e-4
0111-0301-0303-1011,4,4e-4
0111-0303-0311-1003-1011,1,1e-4
0111-0303-0311-1011,1,1e-4
0112-0113-0302-0303-1012-1013,3,3e-4
0112-0113-0312-0313-1012-1013,1,1e-4
0112-0210-0312-1010-1012,1,1e-4
0112-0300-0302-1010-1012,1,1e-4
0112-0302-0303-1012-1013,1,1e-4
0112-0302-0310-1010-1012,1,1e-4
0112-0312-1010-1012,2,2e-4
0112-0312-1012,1,1e-4
0113-0200-0300-0303-1010-1013,1,1e-4
0113-0203-0303-1010-1013,1,1e-4
0113-0210-0303-1010,1,1e-4
0113-0210-0303-1010-1013,3,3e-4
0113-0300-0303-1010,2,2e-4
0113-0300-0303-1010-1013,10,0.001
0113-0301-0303-1011-1013,6,6e-4
0113-0303,6,6e-4
0113-0303-0310-1010,3,3e-4
0113-0303-0310-1010-1013,15,0.0015
0113-0303-0311-1011-1013,2,2e-4
0113-0303-1010,4,4e-4
0113-0303-1010-1013,66,0.0066
0113-0303-1011-1113,1,1e-4
0113-0303-1013,22,0.0022
0113-0310-0313-1010,1,1e-4
