parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1010-1013,0303-1010-1013,3,3,1
2,0312-1010-1012,0312-1010-1012,3,3,1
3,1010-1103-1303,1010-1103-1303,3,3,1
4,0301-0303,0301-0303,2,2,1
5,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
6,0300-0303-1010,0300-0303-1010,3,3,1
7,0303-1003-1010,0303-1003-1010,3,3,1
8,0313-1010-1013,0313-1010-1013,3,3,1
9,0303,0303,1,1,1
10,0303-1010-1013,0303-1010-1013,3,3,1
11,1010,1010,1,1,1
12,0303-1003-1010,0303-1003-1010,3,3,1
13,0300-0303-1010,0300-0303-1010,3,3,1
14,0303-1013,0303-1013,2,2,1
15,0300-1010,0300-1010-1110,2,3,1
16,0301-0303-1011,0301-0303-1011,3,3,1
17,1010-1013-1303,1010-1013-1303,3,3,1
18,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
19,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
20,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
21,1010-1013-1303,1010-1013-1303,3,3,1
22,0113-0300-0303-1010-1013,0113-0300-0303-1010-1013,5,5,1
23,1011-1013-1303,1011-1013-1303,3,3,1
24,0303-1010,0303-1010,2,2,1
25,0210-1010,0210-1010-1110,2,3,1
26,0303-1010-1013,0303-1010-1013,3,3,1
27,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
28,1011-1013-1303,1011-1013-1303,3,3,1
29,0310-1010,0310-1010,2,2,1
30,0300-0303-1010,-1,3,2,0
31,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
32,1010-1013-1303,-1,3,2,0
33,1010,1010,1,1,1
34,1010-1013-1303,1010-1013-1303,3,3,1
35,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
36,1010-1303,1010-1303,2,2,1
37,0303-1013,0303-1013,2,2,1
38,0010-0103-0303,0010-0103-0300-0303,3,4,1
39,0210-0300-0301-1010-1011,0210-0211-0300-0301-1010-1011,5,6,1
40,0300-0303-1010,0300-0303-1010-1013,3,4,1
41,1013-1303,1013-1203-1303,2,3,1
42,1003-1010-1303,1003-1010-1303,3,3,1
43,0303-1010-1013,0303-1010-1013-1113,3,4,1
44,0303-1010-1013,0303-1010-1013,3,3,1
45,1010,1010,1,1,1
46,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
47,0303-1003,0303-1003,2,2,1
48,0303-1013,0303-1013-1113,2,3,1
49,0303-1010-1013,0303-1010-1013,3,3,1
50,0300-0303-1010,0300-0303-1010,3,3,1
51,1003-1303,1003-1303,2,2,1
52,0300-0303-1010,0300-0303-1010,3,3,1
53,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
54,0300-0303-1010,0300-0303-1010,3,3,1
55,0303,0303,1,1,1
56,0300-0303-1010,0300-0303-1003-1010,3,4,1
57,0303-1010-1013,0303-1010-1013,3,3,1
58,0313-1010-1013,0313-1010-1013,3,3,1
59,0300-0303,0010-0300-0303,2,3,1
60,0303-1010,0303-1010,2,2,1
61,0303-1010-1013,0303-1010-1013,3,3,1
62,0210-1010,0210-1010,2,2,1
63,1303,1001-1303,1,2,1
64,1010-1013-1303,1010-1013-1303,3,3,1
65,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
66,0300-1010,0300-0302-1010-1012,2,4,1
67,0300-0303-1010,0300-0303-1010,3,3,1
68,0300-0303-1010,0300-0303-1010,3,3,1
69,0303-1010-1013,0303-1010-1013,3,3,1
70,1003-1010-1303,1003-1010-1303,3,3,1
71,1010-1013-1303,1010-1013-1303,3,3,1
72,1010,1010,1,1,1
73,0303-0310-1010-1013,-1,4,2,0
74,0300-0303-1010-1013,0210-0300-0303-1010-1013,4,5,1
75,0302-1010-1012,0302-1010-1012,3,3,1
76,0303-0310-1003-1010,0303-0310-1003-1010,4,4,1
77,1013-1303,1013-1303,2,2,1
78,0302-1010-1012,0302-1010-1012,3,3,1
79,1011-1013-1301-1303,1011-1013-1201-1203-1301-1303,4,6,1
80,0300-1010,0300-1010,2,2,1
81,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
82,0303-1003,0303-1003,2,2,1
83,0300-1010,0300-1010,2,2,1
84,0303-1010-1013,0303-1010-1013,3,3,1
85,0213-0313-1010-1013,0213-0313-1010-1013,4,4,1
86,0303-1010-1013,0303-1010-1013,3,3,1
87,0300-0303-1010-1013,0113-0300-0303-1010-1013,4,5,1
88,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
89,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
90,0303-1010-1013,0303-1010-1013,3,3,1
91,0300-0303-1010,0300-0303-1010,3,3,1
92,0300-0303-1010,0300-0303-1010,3,3,1
93,0303-1003,0303-1003,2,2,1
94,1010-1013-1303,1010-1013-1303,3,3,1
95,1010-1303,1010-1113-1303,2,3,1
96,0303-1003-1010,0303-1003-1010,3,3,1
97,0310-1010,0310-1010,2,2,1
98,1010-1013-1303,1010-1013-1303,3,3,1
99,0310-1110,0310-1010-1110,2,3,1
100,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
101,0300-0303-1010,0300-0303-1010,3,3,1
102,0300-0303-1010-1013-1103,0300-0303-1010-1013-1103,5,5,1
103,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
104,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
