parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0310-1010,0310-1010,2,2,1
2,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
3,0010-0210-0300,0010-0011-0210-0211-0300-0301,3,6,1
4,0300-1010,0300-1010,2,2,1
5,0111-0303-0311-1011,0111-0303-0311-1011,4,4,1
6,0300-0303-1010-1013,0113-0300-0303-1010-1013,4,5,1
7,0200-0300-1010,0200-0300-1010,3,3,1
8,0303-1010-1013,0303-1010-1013,3,3,1
9,0300-0303-1010-1200,0300-0303-1010-1200,4,4,1
10,1010,1010,1,1,1
11,0210-1010,0210-1010,2,2,1
12,1010,1010,1,1,1
13,1001,1001-1103-1201-1303,1,4,1
14,0303,0301-0303-1011,1,3,1
15,1010,1010,1,1,1
16,1010,-1,1,2,0
17,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
18,0300-0303-1010,0300-0303-1010,3,3,1
19,0010-0013-0303,0010-0013-0303,3,3,1
20,0112-0300-0302-1010-1012,0112-0300-0302-1010-1012,5,5,1
21,0303-1010-1013,0303-1010-1013,3,3,1
22,0112-0300-0302-1010-1012,0112-0300-0302-1010-1012,5,5,1
23,0303-1003,0303-1003,2,2,1
24,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
25,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
26,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
27,0300-0303-1010,0300-0303-1010,3,3,1
28,0010-0012-0302,0010-0012-0302,3,3,1
29,0301-0303-1101,0301-0303-1101,3,3,1
30,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
31,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
32,1010-1013-1303,1010-1013-1113-1303,3,4,1
33,0303-1013,0303-1013,2,2,1
34,0303-1010-1013,0303-1010-1013,3,3,1
35,0300-0303-1010,0300-0303-1010,3,3,1
36,0301-0303,0301-0303-1011,2,3,1
37,0301-0303-1011,0301-0303-1011,3,3,1
38,1010-1012,-1,2,2,0
39,0010-0303-0310,0010-0113-0303-0310,3,4,1
40,0300-0303-1010-1013,0300-0303-1010-1013-1200,4,5,1
41,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
42,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
43,1010-1103-1300-1303,1010-1103-1303,4,3,0.75
44,0303-1003-1010,0303-1003-1010,3,3,1
45,0310-0312-1010-1012,0310-0312-1010-1012,4,4,1
46,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
47,0303-0310-1003-1010,0303-0310-1003-1010,4,4,1
48,0010-0300-0303,0010-0300-0303,3,3,1
49,0303-1003,0301-0303-1003-1011-1111,2,5,1
50,0303,0303,1,1,1
51,0113-0303-1010-1013,0113-0210-0303-1010-1013,4,5,1
52,0300-1010,0300-1010,2,2,1
53,0110-0310-0313-1010,0110-0310-0313-1010,4,4,1
54,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
55,0002-0010-0300-0302,0002-0010-0300-0302,4,4,1
56,1013-1303,1013-1113-1303,2,3,1
57,0310-1010,0310-1010,2,2,1
58,1010-1013-1303,1010-1013-1303,3,3,1
59,0300-0303-1010,0300-0303-1010,3,3,1
60,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
61,0303-0310-1010,0303-0310-1010,3,3,1
62,0110-0200-0300-0303-1010,0110-0200-0300-0303-1010,5,5,1
63,1003-1010-1303,1003-1010-1303,3,3,1
64,1010,1010,1,1,1
65,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
66,0303-1010,0303-1010,2,2,1
67,0303-1013,0303-1013,2,2,1
68,0303,0303,1,1,1
69,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
70,1010-1013-1303,1010-1013-1303,3,3,1
71,0310-0311-1010-1011,0310-0311-1010-1011,4,4,1
72,1003-1303,1003,2,1,0.5
73,0303-1010,0303-1010,2,2,1
74,0113-0303-1010-1013,0113-0303-1010-1013,4,4,1
75,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
76,0303-0311,0303-0311,2,2,1
77,0303-1010-1013,0303-1010-1013,3,3,1
78,0303-0310-1003-1010,0303-0310-1003-1010,4,4,1
79,0303-1010-1013,0303-1010-1013,3,3,1
80,1010,1010,1,1,1
81,0300-0303-1010,0300-0303-1010,3,3,1
82,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
83,1010-1303,-1,2,2,0
84,0300-1010,0300-1010,2,2,1
85,0303-1010,0303-1010,2,2,1
86,0303-1010-1013,0303-1010-1013,3,3,1
87,0303-1010-1013,0303-1010-1013,3,3,1
88,0300-0303-1010,0300-0303-1010,3,3,1
89,0300-0303-1010-1013-1113,0300-0303-1010-1013-1113,5,5,1
90,0303-1010-1013,0303-1010-1013,3,3,1
91,0300-0303-1010,0300-0303-1010,3,3,1
92,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
93,1010-1013,1010-1013,2,2,1
94,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
95,0303-0310-1010,0303-0310-1010-1013,3,4,1
96,0300-1010,0300-1010,2,2,1
97,0113-0303-1013,0113-0303-1013,3,3,1
98,0300-1010,0300-1010,2,2,1
99,0300-0303-1010,0300-0303-1010,3,3,1
100,0303-1010-1013,0303-1010-1013,3,3,1
101,0300-0303-1003-1010-1200,0300-0303-1003-1010-1200,5,5,1
102,1010-1013-1203,0303-1010-1013-1203,3,4,1
103,0300-0303-1010,0300-0303-1010,3,3,1
104,0300-0303-1010-1200,0300-0303-1010-1200,4,4,1
105,1010-1013-1303,1010-1013-1303,3,3,1
106,1010-1013-1303,1010-1013-1303,3,3,1
107,1010,1010,1,1,1
108,0303-1010-1013,0303-1010-1013,3,3,1
109,0110-0303-0310-1010,0110-0303-0310-1010,4,4,1
110,1011-1013,1011-1013,2,2,1
111,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
112,1010-1013-1303,1010-1013-1303,3,3,1
113,0300-0303-1010,0300-0303-1010,3,3,1
114,1010,0302-1010-1012,1,3,1
115,0300-0303-1010,0300-0303-1010,3,3,1
116,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
117,0300-1010,0300-1010,2,2,1
118,1010-1013-1303,1010-1013-1303,3,3,1
119,0310-0312-1010-1012,0310-0312-1010-1012,4,4,1
120,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
121,0303-1011-1013,0301-0303-1011-1013,3,4,1
122,0303-0310-1010,0303-0310-1010,3,3,1
123,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
124,0303-1010-1013,0303-1010-1013,3,3,1
125,1010-1013,1010-1013,2,2,1
126,0303-1003-1010,0303-1003-1010,3,3,1
127,0300-0303-1010,0300-0303-1010,3,3,1
128,0300-0303,0110-0300-0303-1010,2,4,1
129,0010-0310,0010-0310,2,2,1
130,0313-1010-1013,0113-0313-1010-1013,3,4,1
131,0300-1010,0300-1010,2,2,1
132,0010-0011,0010-0011,2,2,1
133,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
134,1010-1200-1302,1002-1010-1200-1202,3,4,0.6666666666666666
135,0300-0303-1010,0300-0303-1010,3,3,1
136,0313-1010-1013,0210-0313-1010-1013,3,4,1
137,0303-1010-1013,0303-1010-1013,3,3,1
138,0300-0303,0300-0303,2,2,1
139,0303-1010-1013,0303-1010-1013,3,3,1
140,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
141,1010-1013-1303,1010-1013-1303,3,3,1
142,0303-1010-1013,0303-1010-1013,3,3,1
143,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
144,1010-1013-1303,1010-1013-1113-1303,3,4,1
145,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
146,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
147,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
148,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
149,0303-1013,0303-1013-1113,2,3,1
150,1010-1011,1010-1011,2,2,1
151,0303-1010-1013,0303-1010-1013,3,3,1
152,0210-0300-0301-1010,0210-0211-0300-0301-1010-1011,4,6,1
153,0312-1010-1012,0312-1010-1012,3,3,1
154,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
155,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
156,1010,1010,1,1,1
157,1011-1013,1011-1013,2,2,1
158,0303,0113-0303,1,2,1
159,0303-1203,0303,2,1,0.5
160,0200-0300-0303-1003-1010,0200-0300-0303-1003-1010,5,5,1
161,0300-0303-1010-1013-1200,0300-0303-1010-1013-1200,5,5,1
162,1010-1013,1010-1013,2,2,1
163,0210-0303-0310-1010,0210-0303-0310-1010,4,4,1
164,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
165,0300-0303-1010-1110,0300-0303-1010-1110,4,4,1
166,0303-1010,0303-1010,2,2,1
167,0303-1010-1013,0303-1010-1013,3,3,1
168,0312-1010-1012,0312-1010-1012,3,3,1
169,0303-0310-1010,0303-0310-1010,3,3,1
170,1010-1013-1303,1010-1013-1303,3,3,1
171,1010-1303,1010-1303,2,2,1
172,0311-0313-1011-1013,0311-0313-1011-1013,4,4,1
173,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
174,0303-1003,0303-1003,2,2,1
175,0300-0303-1010-1100,0200-0300-0303-1010-1100,4,5,1
176,0200-0300-1010,0200-0300-1010,3,3,1
