1	5	43.432848	78.009463	0.485692	0.802632	2.710003	36.000000	0.011072	2.473876	33.000000	85.483062	0.692458	36.000000	0.021282	1.540560	38.000000	35.256082
2	2	19.802179	70.763980	0.607141	0.683428	4.008485	36.000000	0.410191	4.525921	31.000000	11.504235	3.581888	31.000000	0.010904	3.401953	36.000000	11.523194
3	3	75.336449	87.655933	0.844868	0.457999	0.181226	40.000000	0.040150	2.148904	36.000000	89.596730	1.870256	33.000000	0.047450	1.420320	33.000000	67.983561
4	3	29.116491	30.682411	0.997255	0.766459	2.934412	35.000000	0.010468	2.945623	33.000000	92.677974	3.847207	40.000000	0.035700	0.162723	37.000000	94.565800
5	2	7.312027	93.394387	0.626384	0.423000	1.409852	31.000000	0.046174	1.113676	40.000000	1.015653	3.731831	32.000000	0.033987	0.265206	39.000000	59.081482
6	3	62.776409	81.340300	0.362829	0.355380	3.923152	35.000000	0.012656	2.492155	33.000000	3.675645	2.933188	39.000000	0.017155	1.137881	31.000000	28.208004
7	2	50.798847	87.555494	0.769037	0.840089	4.029658	33.000000	0.021919	2.818136	38.000000	23.605480	3.820942	31.000000	0.410522	3.856806	38.000000	32.422875
8	3	15.450260	36.770369	0.310348	0.397698	2.362132	33.000000	0.019574	3.911865	33.000000	41.692445	4.170743	31.000000	0.021729	3.743686	35.000000	39.167229
9	3	54.900816	82.331595	0.633848	0.355604	2.071128	37.000000	0.021627	1.461612	37.000000	30.682411	4.748205	39.000000	0.010030	3.328288	33.000000	74.310448
10	2	54.266480	44.469810	0.577404	0.557837	1.635002	36.000000	0.136761	3.863932	37.000000	93.394387	0.113503	36.000000	0.016977	1.400585	37.000000	36.530031
11	3	70.597004	2.168048	0.905460	0.762471	1.327622	34.000000	0.022364	2.795928	39.000000	59.938680	2.296951	35.000000	0.031787	0.274554	36.000000	63.464754
12	2	79.809396	32.947119	0.999909	0.504215	1.738681	37.000000	0.023876	3.666641	33.000000	8.390165	2.889021	34.000000	0.012453	1.904079	40.000000	7.967261
13	3	29.967481	12.253064	0.914868	0.322436	1.692529	31.000000	0.014447	2.339066	31.000000	28.139551	4.288988	33.000000	0.013654	2.726833	33.000000	76.806933
14	3	24.396028	10.359024	0.500122	0.555345	1.867562	35.000000	0.027398	2.192047	35.000000	81.129067	1.865668	36.000000	0.421360	2.430663	36.000000	31.264840
15	3	52.037638	11.223065	0.881825	0.408328	0.944880	33.000000	0.039372	3.302869	35.000000	98.435006	3.044101	33.000000	0.020718	3.322257	37.000000	25.206506
16	3	82.828185	96.923974	0.777760	0.851895	4.225913	37.000000	0.060094	3.921190	32.000000	96.210265	4.024588	37.000000	0.030668	3.795646	38.000000	38.990769
17	2	68.016118	7.312027	0.939949	0.626384	1.636375	31.000000	0.012398	1.499203	31.000000	12.765307	1.113676	40.000000	0.046174	3.509418	32.000000	1.015653
18	3	68.487107	5.144846	0.368477	0.591496	0.947107	37.000000	0.041880	3.328591	37.000000	72.429452	4.035974	39.000000	0.028033	1.973778	40.000000	18.529049
19	1	98.435006	48.268362	0.320059	0.875376	0.100347	36.000000	0.014601	0.475216	33.000000	5.144846	3.763353	35.000000	0.011589	0.165063	38.000000	2.230532
20	2	64.014185	49.250361	0.601172	0.497406	2.684680	33.000000	0.012146	1.498633	32.000000	59.723235	3.022740	31.000000	0.034345	1.138744	36.000000	46.238059
21	3	21.492449	36.012310	0.541803	0.523609	0.811870	34.000000	0.012175	1.264580	33.000000	87.571837	1.186669	34.000000	0.011964	0.692363	36.000000	30.495384
22	2	16.114086	65.096168	0.671689	0.419946	2.086178	36.000000	0.046528	2.423156	39.000000	36.012310	0.758601	31.000000	0.021010	2.924368	38.000000	49.598292
23	3	61.584247	25.398672	0.985773	0.529712	1.129276	39.000000	0.035451	4.109768	31.000000	46.410166	0.106706	39.000000	0.041880	0.446894	36.000000	72.429452
24	2	15.919774	65.290912	0.235198	0.796984	3.369833	40.000000	0.020162	2.060131	33.000000	36.012310	0.293736	36.000000	0.020162	3.153501	36.000000	47.597037
25	3	30.495384	24.396028	0.185082	0.500122	2.288320	36.000000	0.027398	1.985921	35.000000	81.129067	2.192047	36.000000	0.421360	1.754476	36.000000	31.264840
26	1	49.392171	49.437280	0.862338	0.920329	0.618465	38.000000	0.012024	4.041466	31.000000	78.784519	4.345243	31.000000	0.049017	0.618465	32.000000	2.051852
