Phase,Count,Frequency
0000-0300,1,1e-4
0000-0300-0303,2,2e-4
0001-0201-0303,1,1e-4
0001-0301-0302,1,1e-4
0001-0301-0303,3,3e-4
0002-0302,1,1e-4
0010,47,0.0047
0010-0011,3,3e-4
0010-0011-0100-0101-0300-0301,1,1e-4
0010-0011-0210-0211,2,2e-4
0010-0011-0300-0301,7,7e-4
0010-0012-0102-0300-0302,1,1e-4
0010-0012-0300-0302,4,4e-4
0010-0012-0300-0302-0312,1,1e-4
0010-0012-0302,6,6e-4
0010-0012-0302-0310,2,2e-4
0010-0012-0312,2,2e-4
0010-0013-0100-0300-0303,1,1e-4
0010-0013-0110-0303,1,1e-4
0010-0013-0200-0300-0303,1,1e-4
0010-0013-0210-0303,2,2e-4
0010-0013-0213,2,2e-4
0010-0013-0300-0303,26,0.0026
0010-0013-0303,51,0.0051
0010-0013-0303-0310,9,9e-4
0010-0013-0313,12,0.0012
0010-0100-0203-0300-0303,1,1e-4
0010-0100-0300,2,2e-4
0010-0100-0300-0303,4,4e-4
0010-0103-0303,1,1e-4
0010-0110,1,1e-4
0010-0110-0300-0303,5,5e-4
0010-0110-0303,6,6e-4
0010-0110-0303-0310,2,2e-4
0010-0110-0313,1,1e-4
0010-0112-0312,1,1e-4
0010-0113-0300-0303,1,1e-4
0010-0113-0303,7,7e-4
0010-0113-0303-0310,3,3e-4
0010-0113-0310-0313,1,1e-4
0010-0113-0313,1,1e-4
0010-0200-0300-0303,3,3e-4
0010-0210,6,6e-4
0010-0210-0300,2,2e-4
0010-0210-0300-0303,1,1e-4
0010-0210-0303,11,0.0011
0010-0210-0303-0310,1,1e-4
0010-0210-0313,2,2e-4
0010-0300,53,0.0053
0010-0300-0301,1,1e-4
0010-0300-0302,6,6e-4
0010-0300-0303,148,0.0148
0010-0302,2,2e-4
0010-0303,94,0.0094
0010-0303-0310,58,0.0058
0010-0310,21,0.0021
0010-0310-0312,2,2e-4
0010-0310-0313,6,6e-4
0010-0312,1,1e-4
0010-0313,7,7e-4
0011-0013-0301-0303,4,4e-4
0011-0013-0303,2,2e-4
0011-0013-0303-0311,1,1e-4
0011-0013-0311-0313,1,1e-4
0011-0110-0300-0301,1,1e-4
0011-0113-0301-0303,1,1e-4
0011-0201-0301-0303,1,1e-4
0011-0211-0303,1,1e-4
0011-0301,4,4e-4
0011-0301-0303,13,0.0013
0011-0303,2,2e-4
0011-0303-0311,4,4e-4
0012-0302-0303,1,1e-4
0012-0312,1,1e-4
0013-0303,15,0.0015
0013-0313,1,1e-4
0100-0300-0303,1,1e-4
0100-0300-0303-1000,1,1e-4
0101-0301-0303-1001,3,3e-4
0102-0300-0302-1000-1002,1,1e-4
0103-0303-1003-1010,1,1e-4
0110,4,4e-4
0110-0111-0300-0301-1010,1,1e-4
0110-0111-0300-0301-1010-1011,1,1e-4
0110-0113-0210-0303-1010-1013,1,1e-4
0110-0210-0300-0303-1010,2,2e-4
0110-0210-0303-1010,1,1e-4
0110-0300,3,3e-4
0110-0300-0301,1,1e-4
0110-0300-0302-0310-1010,1,1e-4
0110-0300-0303,6,6e-4
0110-0300-0303-1010,20,0.002
0110-0300-0303-1010-1013,2,2e-4
0110-0300-1010,9,9e-4
0110-0302-1010,1,1e-4
0110-0303,8,8e-4
0110-0303-0310,11,0.0011
0110-0303-0310-1010,14,0.0014
0110-0303-0310-1010-1013,7,7e-4
0110-0303-1010,2,2e-4
0110-0310-0313-1010,1,1e-4
0110-0310-1010,3,3e-4
0110-0313,1,1e-4
0111-0113-0301-0303-1011-1013,1,1e-4
0111-0113-0303-0311-1011-1013,1,1e-4
0111-0301-0303,2,2e-4
0111-0301-0303-1003-1011,1,1e-4
0111-0301-0303-1011,3,3e-4
0111-0303-0311-1011,1,1e-4
0111-0303-0311-1011-1013,1,1e-4
0112-0300-0302-1010-1012,1,1e-4
0112-0302-1010-1012,1,1e-4
0112-0312-1010-1012,1,1e-4
0112-0312-1012,1,1e-4
0113-0210-0300-0303-1010-1013,1,1e-4
0113-0210-0303-1010-1013,1,1e-4
0113-0300-0303-1010,1,1e-4
0113-0300-0303-1010-1013,16,0.0016
0113-0301-0303-1011-1013,3,3e-4
0113-0303,4,4e-4
