parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
2,0303-1003-1010,0300-0303-1003-1010,3,4,1
3,0300-0303-1010,0300-0303-1003-1010,3,4,1
4,1010,1010,1,1,1
5,0313-1010-1013-1113,0303-1010-1013-1113,4,4,0.75
6,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
7,1010,0303-1010-1013,1,3,1
8,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
9,0010-0300,0010-0300-0303,2,3,1
10,1010,1010,1,1,1
11,0303-0310-1010-1013,0303-0310-1010-1013-1113,4,5,1
12,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
13,0303-1010-1013,0303-1010-1013,3,3,1
14,0303-1010-1013,0303-1010-1013-1103,3,4,1
15,0300-0302-1010-1012-1112,0300-0302-1002-1010-1102,5,5,0.6
16,0300-0303-1003-1010-1203,0300-0303-1003-1010-1203,5,5,1
17,0303-1003-1010,0303-1003-1010,3,3,1
18,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
19,1003-1303,1003-1203,2,2,0.5
20,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
21,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
22,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
23,0300-1010,0300-1010,2,2,1
24,1003-1010,1003-1010-1303,2,3,1
25,0300-0303-1010,0200-0300-0303-1010,3,4,1
26,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
27,0300-0303-1010,0300-0303-1010,3,3,1
28,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
29,0300-1010,0300-1010,2,2,1
30,0300-0303-1010,0300-0303-1003-1010,3,4,1
31,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
32,0303-1010-1013,0303-1010-1013,3,3,1
33,0303-0310-1010,0303-1010,3,2,0.6666666666666666
34,0010-0210-0303,0010-0013-0210-0303,3,4,1
35,1010,0310-1010,1,2,1
36,0303-0310-1010,0303-1010,3,2,0.6666666666666666
37,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
38,0303-1010-1013,0303-1010-1013,3,3,1
39,1010,1010,1,1,1
40,1010,1010,1,1,1
41,0010-0210-0303,0010-0210-0303,3,3,1
42,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
43,0303-1010-1013,0303-0310-1010-1013-1103,3,5,1
44,0010-0303,0010-0300-0303,2,3,1
45,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
46,0300-1010,0300-1010,2,2,1
47,0010-0300,0010-0300,2,2,1
48,0303-1010-1013,0303-1010-1013,3,3,1
49,1010,1010,1,1,1
50,0300-1010,0300-1010,2,2,1
51,0303-1010-1013,0303-1010-1013,3,3,1
52,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
53,1010-1303,1010-1103-1303,2,3,1
54,0310-0311-1010-1011,1010-1011,4,2,0.5
55,0300-0303-1010-1013,-1,4,2,0
56,0303-1010-1013,0303-1010-1013,3,3,1
57,0302-1010-1012-1202,0302-1010-1012,4,3,0.75
58,0313-1010-1013,0313-1010-1013,3,3,1
59,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
60,0303-1010-1013,0303-1010-1013,3,3,1
61,0303-1013,0300-0303-1010-1013,2,4,1
62,1010-1303,1010-1013-1113-1303,2,4,1
63,0010-0300-0303,0010-0100-0300-0303,3,4,1
64,0310-1010,0310-1010,2,2,1
65,0300-1010,0300-1010,2,2,1
66,0010-0300-0303,0010-0113-0300-0303,3,4,1
67,0303-1010,0303-1003-1010,2,3,1
68,0300-1010,0300-0302-1010-1012,2,4,1
69,0303-1010-1013,0303-1010-1013,3,3,1
70,0300-1010,0300-1010,2,2,1
71,0010-0013-0303,0010-0013-0303,3,3,1
72,0313-1013,0313-1013,2,2,1
73,0010-0303,0010-0303,2,2,1
74,1010,1010,1,1,1
75,0300-0302,0300-0302,2,2,1
76,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
77,1010,1010,1,1,1
78,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
79,1010,1010,1,1,1
80,0303-0311,0303-0311,2,2,1
81,1010-1013,1010-1013,2,2,1
82,0010-0300-0303,0010-0210-0300-0303,3,4,1
83,1010-1013,1010-1013,2,2,1
84,0303-1003,0303-1003,2,2,1
85,1010,1010,1,1,1
86,0300-0303-1010,0300-0303-1010,3,3,1
87,0303-1010-1013,0303-1010-1013,3,3,1
88,0300-0302-1010,0300-0302-1010,3,3,1
89,0303-1013,0303-1013,2,2,1
90,0300-0303-1010,0300-0303-1010,3,3,1
91,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
92,0300-1010,0300-1010,2,2,1
93,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
94,0303-0310-1010,0303-0310-1010-1013,3,4,1
95,0300-0303-1010-1013-1103,0300-0303-1010-1013-1103,5,5,1
96,0310,0310,1,1,1
97,0303,0111-0301-0303-1011,1,4,1
98,1303,1302-1303,1,2,1
99,0300-0303-1010,0300-0303-1010,3,3,1
100,0300-0303-1010,0300-0303-1010-1200,3,4,1
101,0303-1010,0210-0303-1010,2,3,1
102,1010-1303,1010-1303,2,2,1
103,0301-0303-1011,0301-0303-1003-1011,3,4,1
104,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
105,0313-1010-1013,0313-1010-1013,3,3,1
106,1011-1013-1303,-1,3,2,0
107,0303-1011-1013,0303-0311-1011-1013,3,4,1
108,0300-0303-1010,0300-0303-1010,3,3,1
109,0300-1010,0300-0302-1002-1010,2,4,1
110,0303-1010-1013,0303-1010-1013,3,3,1
111,0301-0311-1011,0210-0211-0300-0301-1010-1011,3,6,0.6666666666666666
112,0313-1010-1013,0313-1010-1013,3,3,1
113,0300-0303-1010,0300-0303-1010,3,3,1
114,0303-1010-1013,0303-1010-1013,3,3,1
115,1010,1010,1,1,1
116,1003-1010-1303,1003-1010-1303,3,3,1
117,0010-0013-0303,0010-0013-0303,3,3,1
118,0300-0303-1010,-1,3,2,0
119,0010-0303-0310,0010-0303,3,2,0.6666666666666666
120,0300-1010,0300-1010,2,2,1
121,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
122,0010-0300-0303,0010-0300-0303,3,3,1
123,0303-1003-1010,0303-1003-1010,3,3,1
124,0313-1010-1013,0313-1010-1013,3,3,1
125,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
126,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
127,1010-1013-1303,1010-1013-1303,3,3,1
128,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
129,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
130,0301-0303,0301-0303,2,2,1
131,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
132,0303-1010-1013,0303-1010-1013,3,3,1
133,1010,1010,1,1,1
134,0110-0300-0303,0010-0300-0303,3,3,0.6666666666666666
135,1010-1013-1303,1010-1013-1303,3,3,1
136,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
137,0300-1010,0300-1010,2,2,1
138,0210-0300-1010,0210-0300-1010,3,3,1
139,0303-1003,0303-1003,2,2,1
140,0303-1010,0303-1003-1010,2,3,1
141,0303-1013,0303-1010-1013,2,3,1
142,0313-1010-1013,0303-1010-1013,3,3,0.6666666666666666
143,0302-1002,0302-1002,2,2,1
144,0303-1013,0303-1010-1013,2,3,1
145,0303-1010-1013,0303-1010-1013,3,3,1
146,1010,0312-1010-1012,1,3,1
147,0010-0303,0010-0303,2,2,1
148,1010-1013-1303,1010-1013-1303,3,3,1
149,0303-1003,0301-0303-1001-1003,2,4,1
150,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
151,0301-0303-1011,0111-0301-0303-1003-1011,3,5,1
152,0010-0013-0303,0010-0013-0303,3,3,1
153,0203-0303-1013,0203-0303-1013,3,3,1
154,0303-1103,0303-1013-1103,2,3,1
155,0010-0013-0303,0010-0013-0303,3,3,1
156,0300-0303-1010,0300-0303-1010-1200,3,4,1
157,0303-1011-1013,0301-0303-1011-1013,3,4,1
158,0303-1013,0300-0303-1010-1013,2,4,1
159,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
160,0313-1010-1013,0313-1010-1013,3,3,1
161,0303-1003-1010,0303-1003-1010,3,3,1
162,0300-0302-1002-1010,0300-0302-1002-1010,4,4,1
163,0300-1003-1010,0300-0303-1010-1103,3,4,0.6666666666666666
164,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
165,0013-0303,0013-0303,2,2,1
166,1003-1303,1003-1010-1303,2,3,1
167,0300-0303-1000-1003,0300-0303-1000-1003,4,4,1
168,0303-0310-1010,0303-0310-1010,3,3,1
169,0303-1010-1013,0303-1010-1013,3,3,1
170,1010,1010,1,1,1
171,0300-1010,0200-0201-0300-0301-1010-1011,2,6,1
172,0010-0300-0303,0010-0300-0303,3,3,1
173,0310-1010,0310-1010,2,2,1
174,0300-0303-1010,0300-0303-1003-1010,3,4,1
175,0303-1003,0303-1003-1010,2,3,1
176,1010-1013-1303,1010-1013-1303,3,3,1
177,0301-0302,0301-0302,2,2,1
178,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
179,1010,0300-1010,1,2,1
180,1010,1010,1,1,1
181,1010,1010,1,1,1
182,0300-0303-1010,0300-0303-1003-1010,3,4,1
183,0303-1010-1013,0303-1010-1013,3,3,1
184,0313-1010-1013,0313-1010-1013,3,3,1
185,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
186,0310-1010,0310-1010,2,2,1
187,0303-1013,0301-0303-1011-1013,2,4,1
188,1010-1303,1010-1103-1303,2,3,1
189,0300-0303-1010,0300-0303-1003-1010,3,4,1
190,0301-0303-1003-1011,0301-0303-1001-1003,4,4,0.75
191,0300-1010,0300-1010,2,2,1
192,0303-1010-1013,0303-1010-1013,3,3,1
193,0303-0311-1011-1013-1103,0211-0303-0311-1011-1013-1103,5,6,1
