Phase,Count,Frequency
0001-0301-0303,1,1e-4
0002-0010-0300-0302,1,1e-4
0003-0010-0303,1,1e-4
0010,33,0.0033
0010-0011,5,5e-4
0010-0011-0210-0211,1,1e-4
0010-0011-0300-0301,3,3e-4
0010-0012,1,1e-4
0010-0012-0300-0302,1,1e-4
0010-0012-0302-0310,2,2e-4
0010-0012-0310,1,1e-4
0010-0012-0312,3,3e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0210-0313,1,1e-4
0010-0013-0300-0303,11,0.0011
0010-0013-0303,47,0.0047
0010-0013-0303-0310,8,8e-4
0010-0013-0313,8,8e-4
0010-0100-0300,5,5e-4
0010-0100-0300-0303,9,9e-4
0010-0102-0302,1,1e-4
0010-0110,1,1e-4
0010-0110-0303,1,1e-4
0010-0110-0313,1,1e-4
0010-0112-0312,2,2e-4
0010-0113-0300-0303,3,3e-4
0010-0113-0303,12,0.0012
0010-0113-0310-0313,1,1e-4
0010-0113-0313,2,2e-4
0010-0200-0300,1,1e-4
0010-0200-0300-0303,4,4e-4
0010-0203-0300-0303,1,1e-4
0010-0210,1,1e-4
0010-0210-0300-0303,2,2e-4
0010-0210-0303,12,0.0012
0010-0212-0310-0312,1,1e-4
0010-0213-0313,1,1e-4
0010-0300,18,0.0018
0010-0300-0302,3,3e-4
0010-0300-0303,108,0.0108
0010-0300-0303-0310,1,1e-4
0010-0302,1,1e-4
0010-0303,53,0.0053
0010-0303-0310,45,0.0045
0010-0310,12,0.0012
0010-0310-0312,2,2e-4
0010-0310-0313,5,5e-4
0010-0312,2,2e-4
0010-0313,5,5e-4
0011-0013-0211-0303,1,1e-4
0011-0013-0301-0303,3,3e-4
0011-0013-0303-0311,2,2e-4
0011-0013-0311-0313,1,1e-4
0011-0113-0301-0303,1,1e-4
0011-0201-0301-0303,1,1e-4
0011-0301,1,1e-4
0011-0301-0303,8,8e-4
0012-0013-0302-0303,1,1e-4
0012-0013-0312-0313,1,1e-4
0013-0303,19,0.0019
0013-0313,1,1e-4
0100-0300-1000,1,1e-4
0101-0301-0303,2,2e-4
0101-0301-0303-1001,2,2e-4
0101-0301-0303-1001-1103,1,1e-4
0102-0302-1002,1,1e-4
0102-0302-1002-1010,2,2e-4
0103-0301-0303-1001-1003,1,1e-4
0103-0303-1003-1010,1,1e-4
0110,2,2e-4
0110-0111-0310-0311-1010-1011,1,1e-4
0110-0112-0302-0310-1010-1012,1,1e-4
0110-0113-0303-0310-1010-1013,3,3e-4
0110-0200-0300-0303-1010,1,1e-4
0110-0210-0303-1010,1,1e-4
0110-0300,3,3e-4
0110-0300-0303,7,7e-4
0110-0300-0303-1010,21,0.0021
0110-0300-0303-1010-1013,1,1e-4
0110-0300-0303-1010-1113,1,1e-4
0110-0300-1010,5,5e-4
0110-0303,11,0.0011
0110-0303-0310,7,7e-4
0110-0303-0310-1010,26,0.0026
0110-0303-0310-1010-1013,12,0.0012
0110-0303-1010,8,8e-4
0110-0310,1,1e-4
0110-0310-0312,1,1e-4
0110-0310-0312-1010,1,1e-4
0110-0310-0313-1010,2,2e-4
0110-0310-0313-1010-1013,2,2e-4
0110-0310-1010,9,9e-4
0110-0310-1010-1011,1,1e-4
0110-0313,1,1e-4
0110-0313-1010,2,2e-4
0110-1010,2,2e-4
