Phase,Count,Frequency
0012-0020-0202,1,1e-4
0012-0021-0202,1,1e-4
0012-0021-0202-2020,10,0.001
0012-0021-2020,1,1e-4
0012-0022-0202-2020,1,1e-4
0012-0202,5,5e-4
0012-0202-1020,1,1e-4
0012-0202-2011,1,1e-4
0012-0202-2011-2020,7,7e-4
0012-0202-2020,88,0.0088
0012-0202-2020-2021,1,1e-4
0012-0202-2020-2101,2,2e-4
0012-0212-2020,1,1e-4
0012-2011-2020,1,1e-4
0012-2020,6,6e-4
0020-0202,3,3e-4
0021,2,2e-4
0021-0022-0202-2020,2,2e-4
0021-0102-2020,1,1e-4
0021-0112-0202-2020,1,1e-4
0021-0112-2020,1,1e-4
0021-0121-0202-2020,1,1e-4
0021-0202,10,0.001
0021-0202-0211-2020,5,5e-4
0021-0202-0221-2020,2,2e-4
0021-0202-1020,1,1e-4
0021-0202-2020,56,0.0056
0021-0202-2021,1,1e-4
0021-2020,6,6e-4
0022,3,3e-4
0022-0102-2020,1,1e-4
0022-0122-0202-2020,1,1e-4
0022-0202,20,0.002
0022-0202-0212,1,1e-4
0022-0202-0212-2020,1,1e-4
0022-0202-1020,1,1e-4
0022-0202-1021,1,1e-4
0022-0202-1210-2020,3,3e-4
0022-0202-1220-2020,1,1e-4
0022-0202-2020,135,0.0135
0022-0202-2021,10,0.001
0022-0212-2020,3,3e-4
0022-1020,1,1e-4
0022-2020,10,0.001
0102-0122-2020,1,1e-4
0102-0202-2020,1,1e-4
0102-1002-2020,1,1e-4
0102-1022-2020,1,1e-4
0102-2002-2020,2,2e-4
0102-2020,9,9e-4
0111-2020,1,1e-4
0112-0120-0202,1,1e-4
0112-0120-0202-2020,5,5e-4
0112-0121-0202-1120-2020,1,1e-4
0112-0121-0202-2020,4,4e-4
0112-0121-2020,3,3e-4
0112-0122-0202,1,1e-4
0112-0202,3,3e-4
0112-0202-1012-1021,1,1e-4
0112-0202-1012-1021-2020,1,1e-4
0112-0202-1012-2012-2020,1,1e-4
0112-0202-1012-2020,6,6e-4
0112-0202-1120-1201-2020,1,1e-4
0112-0202-1120-2020,5,5e-4
0112-0202-2011-2012-2020,1,1e-4
0112-0202-2011-2020,5,5e-4
0112-0202-2011-2020-2201,1,1e-4
0112-0202-2012,2,2e-4
0112-0202-2012-2020,10,0.001
0112-0202-2012-2021,1,1e-4
0112-0202-2020,35,0.0035
0112-0202-2020-2120,1,1e-4
0112-0202-2021,1,1e-4
0112-0202-2120,1,1e-4
0112-0212-2020,1,1e-4
0112-1021-2020,1,1e-4
0112-2012-2020,1,1e-4
0112-2020,3,3e-4
0120,1,1e-4
0120-0122-0202,1,1e-4
0120-0122-0202-2020,3,3e-4
0120-0200-2020,1,1e-4
0120-0201-2020,1,1e-4
0120-0202,2,2e-4
0120-0202-0210,1,1e-4
0120-0202-0210-2020,11,0.0011
0120-0202-0220-2020,1,1e-4
0120-0202-2020,60,0.006
0120-0212-0220-2020,1,1e-4
0120-0212-2020,1,1e-4
