Phase,Count,Frequency
0000-0300-0303,1,1e-4
0001-0301,1,1e-4
0001-0301-0303,4,4e-4
0002-0010-0300-0302,2,2e-4
0003-0010-0300-0303,2,2e-4
0003-0010-0303,3,3e-4
0003-0303,1,1e-4
0010,67,0.0067
0010-0011,8,8e-4
0010-0011-0210-0211,1,1e-4
0010-0011-0210-0211-0300-0301,1,1e-4
0010-0011-0300-0301,5,5e-4
0010-0011-0311,1,1e-4
0010-0012,1,1e-4
0010-0012-0212,1,1e-4
0010-0012-0300-0302,2,2e-4
0010-0012-0302,2,2e-4
0010-0012-0302-0310,1,1e-4
0010-0012-0312,2,2e-4
0010-0013,1,1e-4
0010-0013-0103-0303,2,2e-4
0010-0013-0110-0303,1,1e-4
0010-0013-0110-0313,1,1e-4
0010-0013-0213-0303,1,1e-4
0010-0013-0300-0303,26,0.0026
0010-0013-0303,62,0.0062
0010-0013-0303-0310,4,4e-4
0010-0013-0310-0313,1,1e-4
0010-0013-0313,8,8e-4
0010-0100-0300,3,3e-4
0010-0100-0300-0303,5,5e-4
0010-0102-0300-0302,1,1e-4
0010-0103-0300-0303,1,1e-4
0010-0110,1,1e-4
0010-0110-0300-0303,2,2e-4
0010-0110-0303,3,3e-4
0010-0112-0210-0312,1,1e-4
0010-0112-0300-0302,1,1e-4
0010-0113-0303,9,9e-4
0010-0113-0303-0310,2,2e-4
0010-0113-0313,2,2e-4
0010-0200-0300,1,1e-4
0010-0200-0300-0303,1,1e-4
0010-0210,2,2e-4
0010-0210-0300,2,2e-4
0010-0210-0300-0302,1,1e-4
0010-0210-0300-0303,2,2e-4
0010-0210-0303,6,6e-4
0010-0210-0313,2,2e-4
0010-0300,52,0.0052
0010-0300-0301,1,1e-4
0010-0300-0302,5,5e-4
0010-0300-0303,150,0.015
0010-0300-0310,1,1e-4
0010-0303,104,0.0104
0010-0303-0310,53,0.0053
0010-0310,13,0.0013
0010-0310-0313,2,2e-4
0010-0312,2,2e-4
0010-0313,9,9e-4
0011-0012,1,1e-4
0011-0013-0211-0301-0303,1,1e-4
0011-0013-0301-0303,8,8e-4
0011-0013-0303-0311,3,3e-4
0011-0113-0301-0303,2,2e-4
0011-0201-0301,1,1e-4
0011-0301,1,1e-4
0011-0301-0303,9,9e-4
0011-0303-0311,2,2e-4
0011-0311-1010-1011,1,1e-4
0011-0313,1,1e-4
0012-0013-0302-0303,1,1e-4
0012-0302,2,2e-4
0013-0303,21,0.0021
0013-0303-0310-1010,1,1e-4
0013-0313,1,1e-4
0100-0300-0303-1000,1,1e-4
0101-0301-0303-1001,2,2e-4
0101-0301-0303-1001-1003,2,2e-4
