parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,002-022-200,002,002-200,3,0.48,-0.948812,-0.362675,5.11793,0.48
1,3,002-022-200,022,002-200,3,0.42,-7.407561,1.59001,1.71401,0.42
1,3,002-022-200,200,002-200,3,0.1,1.481378,0.830431,-1.27998,0.1
2,1,102,102,102,1,1,-1.087019,-5.569803,7.308993,1
3,2,012-020,020,012-020,2,0.51,-0.894174,6.159519,0.750501,0.51
3,2,012-020,012,012-020,2,0.49,-6.852952,1.575727,6.810657,0.49
4,2,021-202,021,021-202,2,0.12,-2.123261,6.154052,1.435502,0.12
4,2,021-202,202,021-202,2,0.88,2.144355,-4.690397,2.751299,0.88
5,2,201-220,201,201-220,2,0.35,6.967651,-4.312969,-0.494461,0.35
5,2,201-220,220,201-220,2,0.65,1.801706,1.641474,-3.122279,0.65
6,1,022,022,022,1,1,-5.365367,4.19253,1.062236,1
7,2,022-220,220,022-201-220,2,0.71,2.614995,2.533249,-5.341119,0.71
7,2,022-220,022,022-201-220,2,0.29,-0.942704,5.040783,1.025638,0.29
8,1,220,220,220,1,1,2.635994,3.077648,-5.197309,1
9,2,002-200,002,002-200,2,0.5,-1.097467,-4.284115,4.458393,0.5
9,2,002-200,200,002-200,2,0.5,5.526042,-4.165413,-1.092946,0.5
10,2,022-202,022,202,2,0.02,-0.193921,2.728872,1.642494,0.02
10,2,022-202,202,202,2,0.98,1.352765,-5.557504,1.996854,0.98
11,2,002-020,020,002-020,2,0.19,0.624275,4.732092,-1.414735,0.19
11,2,002-020,002,002-020,2,0.81,-0.139842,-1.267832,5.128758,0.81
12,2,002-201,002,002-201,2,0.68,-2.427087,-0.50307,4.078988,0.68
12,2,002-201,201,002-201,2,0.32,3.937751,-6.461849,-2.012379,0.32
13,2,021-200,021,021-200,2,0.96,-6.354967,6.154111,1.314428,0.96
13,2,021-200,200,021-200,2,0.04,2.69962,-0.23842,0.240249,0.04
14,1,202,202,202,1,1,2.108321,-5.165225,2.242386,1
15,1,002,002,002,1,1,1.081021,-0.298974,7.156417,1
16,2,021-202,021,021-201,2,0.2,-4.954964,4.735764,-0.946796,0.2
16,2,021-202,202,021-201,2,0.8,1.501469,-4.007467,3.224146,0.8
17,3,002-020-210,210,002-020-210,3,0.06,2.292874,-0.088456,-5.875546,0.06
17,3,002-020-210,020,002-020-210,3,0.77,-2.767758,4.986215,-2.245914,0.77
17,3,002-020-210,002,002-020-210,3,0.17,-4.313087,-1.517645,2.072935,0.17
18,1,202,202,202,1,1,1.994167,-7.375295,1.668544,1
19,2,022-102,102,022-102,2,0.61,1.111923,-2.79912,8.138205,0.61
19,2,022-102,022,022-102,2,0.39,-0.237659,1.379519,1.827216,0.39
20,1,002,002,002,1,1,1.4356,0.626874,6.568557,1
21,3,002-020-200,020,002-020-200,3,0.16,0.339615,4.807665,-2.361004,0.16
21,3,002-020-200,200,002-020-200,3,0.82,6.889847,-0.872337,-3.906341,0.82
21,3,002-020-200,002,002-020-200,3,0.02,1.736926,-2.30842,2.654246,0.02
22,1,200,200,200,1,1,7.982072,-0.798764,-1.696668,1
23,3,012-020-201,201,012-020-201,3,0.07,5.18022,-4.502778,1.3129,0.07
23,3,012-020-201,020,012-020-201,3,0.48,-0.429581,6.207502,0.239242,0.48
23,3,012-020-201,012,012-020-201,3,0.45,-5.721344,-0.157332,6.841896,0.45
24,1,022,022,022,1,1,-3.959741,4.391332,0.741138,1
25,2,020-210,210,020-210,2,0.15,2.578712,1.026089,-10.203301,0.15
25,2,020-210,020,020-210,2,0.85,-2.423964,5.526042,-3.821104,0.85
26,1,200,200,200,1,1,7.466164,0.179886,-1.071164,1
27,2,012-120,120,012-120,2,0.45,1.48659,7.635311,-2.92103,0.45
27,2,012-120,012,012-120,2,0.55,-4.8651,1.408021,7.576515,0.55
28,3,012-020-202,020,012-020-202,3,0.44,-0.345791,6.09673,-0.014226,0.44
28,3,012-020-202,202,012-020-202,3,0.38,2.889268,-5.993567,5.004529,0.38
28,3,012-020-202,012,012-020-202,3,0.18,-1.810033,0.599811,5.70095,0.18
29,2,022-120,120,022-120,2,0.38,0.57179,7.638692,-3.376532,0.38
