parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,012-120,012,012-120,2,0.91,-4.711953,-0.777711,6.583777,0.91
1,2,012-120,120,012-120,2,0.09,1.182577,4.79702,-6.307279,0.09
2,2,002-202,002,002,2,0.34,-1.41267,0.42641,5.491759,0.34
2,2,002-202,202,002,2,0.66,2.024602,-2.677607,0.771423,0.66
3,1,210,210,210,1,1,7.085367,0.021758,-3.480191,1
4,2,201-220,220,201-220,2,0.7,3.593046,1.653791,-4.214168,0.7
4,2,201-220,201,201-220,2,0.3,7.669752,-2.556842,-0.055223,0.3
5,1,002,002,002,1,1,-4.628616,0.927886,6.72082,1
6,2,021-120,021,021-120,2,0.36,-5.507194,6.249384,-2.552896,0.36
6,2,021-120,120,021-120,2,0.64,0.080982,6.249384,-5.451588,0.64
7,2,012-220,220,012-220,2,0.97,4.379079,2.018537,-6.587392,0.97
7,2,012-220,012,012-220,2,0.03,-1.872246,1.613831,4.23294,0.03
8,2,022-220,022,022-220,2,0.26,-4.056811,3.147794,3.291399,0.26
8,2,022-220,220,022-220,2,0.74,1.849328,1.71294,-3.148759,0.74
9,1,200,200,200,1,1,6.369336,0.479903,-0.505543,1
10,3,022-202-220,220,022-202-220,3,0.06,1.92093,1.947881,-3.008324,0.06
10,3,022-202-220,202,022-202-220,3,0.27,1.246106,-3.911651,4.224091,0.27
10,3,022-202-220,022,022-202-220,3,0.67,-3.780082,0.318179,2.40762,0.67
11,1,012,012,012,1,1,0.104782,0.649524,5.960859,1
12,1,201,201,201,1,1,3.418676,-1.403512,0.465674,1
13,2,021-120,021,021-120,2,0.57,-4.501051,7.68601,1.292757,0.57
13,2,021-120,120,021-120,2,0.43,1.286444,7.68813,-3.88198,0.43
14,1,002,002,002,1,1,0.547365,-0.375599,7.553047,1
15,1,120,120,120,1,1,1.193441,1.481064,-1.557409,1
16,2,022-120,120,022-120,2,0.33,1.449079,7.524184,-0.616652,0.33
16,2,022-120,022,022-120,2,0.67,-4.431275,3.078856,3.956794,0.67
17,1,002,002,002,1,1,-0.487411,1.412998,6.711157,1
18,1,202,202,202,1,1,3.127863,-6.128049,2.396254,1
19,2,200-220,220,200,2,0.17,1.64883,0.644309,-2.240526,0.17
19,2,200-220,200,200,2,0.83,7.555828,-0.542855,0.56256,0.83
20,2,002-201,201,002-201,2,0.81,4.325614,-8.407696,-3.015658,0.81
20,2,002-201,002,002-201,2,0.19,-1.616744,-2.372268,3.377981,0.19
21,1,022,022,022,1,1,-1.716565,1.422763,2.215551,1
22,1,202,202,202,1,1,3.714659,-5.620864,3.394839,1
23,2,022-202,022,022-202,2,0.75,-3.956809,3.747372,2.182937,0.75
23,2,022-202,202,022-202,2,0.25,2.466205,-2.162951,2.1480070000000002,0.25
24,1,202,202,202,1,1,3.347034,-4.903218,1.846911,1
25,2,201-210,210,-1,2,0.55,7.111683,0.896912,-4.493196,0.55
25,2,201-210,201,-1,2,0.45,7.111482,-3.33292,1.366338,0.45
26,2,202-220,202,021-202-220,2,0.46,2.543901,-2.751385,1.810026,0.46
26,2,202-220,220,021-202-220,2,0.54,2.492181,3.741032,-3.892623,0.54
27,1,020,020,020,1,1,-0.696741,7.559153,-0.646169,1
28,1,201,201,201,1,1,6.817863,-6.189419,1.162856,1
29,1,022,022,022,1,1,-3.596908,2.695432,2.392854,1
30,3,002-020-200,020,002-020-200,3,0.67,-1.400334,5.282079,-1.061629,0.67
30,3,002-020-200,200,002-020-200,3,0.16,4.484727,-1.213375,-0.111638,0.16
30,3,002-020-200,002,002-020-200,3,0.17,-2.022432,-0.77100900000000006,4.837318,0.17
31,2,021-201,201,021-201,2,0.05,5.707494,0.136929,-0.399144,0.05
31,2,021-201,021,021-201,2,0.95,-0.42136,4.033609,0.903139,0.95
32,2,022-120,120,022-120,2,0.96,0.669327,7.082685,-4.737538,0.96
32,2,022-120,022,022-120,2,0.04,-2.119297,1.205082,1.880505,0.04
33,1,120,120,120,1,1,1.19344,1.481065,-1.557396,1
34,1,020,020,020,1,1,-0.54478,6.98604,1.122896,1
35,3,002-020-200,200,002-020-200,3,0.03,2.187696,0.913528,-1.330711,0.03
35,3,002-020-200,002,002-020-200,3,0.27,-3.810675,-0.28663,4.367554,0.27
35,3,002-020-200,020,002-020-200,3,0.7,-3.651974,5.079349,-1.251101,0.7
36,1,220,220,220,1,1,2.617531,2.57509,-4.260088,1
37,1,200,200,200,1,1,8.450274,0.646434,0.129733,1
38,2,202-210,202,202-210,2,0.55,1.879739,-4.060837,1.651551,0.55
38,2,202-210,210,202-210,2,0.45,6.657104,0.254048,-4.905341,0.45
39,3,012-022-202,012,012-202,3,0.4,-3.732921,-0.59868,8.140239,0.4
39,3,012-022-202,202,012-202,3,0.29,2.677226,-6.540953,4.620248,0.29
39,3,012-022-202,022,012-202,3,0.31,-3.732921,0.664181,1.742613,0.31
40,2,021-210,210,021-210,2,0.44,5.442548,-1.302303,-4.898246,0.44
40,2,021-210,021,021-210,2,0.56,-3.870661,4.548362,1.043317,0.56
41,3,012-202-220,012,012-202-220,3,0.13,-0.671532,-1.466378,5.478028,0.13
41,3,012-202-220,220,012-202-220,3,0.59,3.906007,-0.339959,-3.01936,0.59
41,3,012-202-220,202,012-202-220,3,0.28,2.299059,-6.899956,2.579402,0.28
42,1,022,022,022,1,1,-7.69536,1.239605,2.719171,1
43,2,021-220,021,021-220,2,0.81,-4.346279,7.106589,1.574777,0.81
43,2,021-220,220,021-220,2,0.19,2.235429,0.57507,-4.694661,0.19
44,2,112-220,220,112-220,2,0.8,3.657374,3.679768,-5.118655,0.8
44,2,112-220,112,112-220,2,0.2,-1.441454,-0.897771,6.876598,0.2
45,2,022-202,022,022-202,2,0.12,-1.385765,1.051587,5.003242,0.12
45,2,022-202,202,022-202,2,0.88,3.16561,-5.509235,2.769028,0.88
46,2,002-021,021,002-021,2,0.41,-4.473008,7.135503,0.910117,0.41
46,2,002-021,002,002-021,2,0.59,1.198432,0.846523,6.402765,0.59
47,1,020,020,020,1,1,0.925528,5.75002,-0.92227,1
48,1,210,210,210,1,1,7.318432,-0.076015,-5.822404,1
49,2,002-020,002,002-020,2,0.84,0.668562,-2.174755,6.040436,0.84
49,2,002-020,020,002-020,2,0.16,1.090002,4.141376,0.036654,0.16
50,2,021-201,201,021-201,2,0.92,1.720187,0.330779,-0.304375,0.92
50,2,021-201,021,021-201,2,0.08,-2.762326,6.220825,-0.285618,0.08
51,1,210,210,210,1,1,6.072499,0.715649,-2.003138,1
52,2,202-220,220,202-220,2,0.09,3.081039,3.897775,-2.481286,0.09
52,2,202-220,202,202-220,2,0.91,2.613482,-2.517271,2.458618,0.91
53,1,202,202,202,1,1,3.690138,-4.922554,1.886829,1
54,1,201,201,201,1,1,4.876873,-3.676827,-0.05062,1
55,3,012-120-200,120,012-120-200,3,0.07,0.953165,5.358801,-2.959286,0.07
55,3,012-120-200,012,012-120-200,3,0.27,-0.570092,1.000762,6.474256,0.27
55,3,012-120-200,200,012-120-200,3,0.66,6.087006,-0.04123,0.517326,0.66
56,1,002,002,002,1,1,-0.732924,-1.041738,6.068561,1
57,2,020-210,210,020-210,2,0.64,6.410115,1.131796,-7.298776,0.64
57,2,020-210,020,020-210,2,0.36,0.11297,5.775009,-2.299451,0.36
58,2,102-201,201,102-201,2,0.55,6.308055,-6.028211,1.53199,0.55
58,2,102-201,102,102-201,2,0.45,0.327966,-5.570177,7.525413,0.45
59,4,021-102-111-210,210,021-102-111-210,4,0.26,5.433076,1.119227,-5.262143,0.26
59,4,021-102-111-210,102,021-102-111-210,4,0.01,1.506585,-5.155637,5.941615,0.01
59,4,021-102-111-210,111,021-102-111-210,4,0.13,1.480482,1.119227,-0.349874,0.13
59,4,021-102-111-210,021,021-102-111-210,4,0.6,-3.16637,7.500793,-0.348291,0.6
60,2,201-220,201,201-220,2,0.8,7.029663,-3.518741,0.087333,0.8
60,2,201-220,220,201-220,2,0.2,2.441047,1.909912,-2.239375,0.2
61,3,022-202-220,202,022-202-220,3,0.38,2.625462,-3.582498,4.290466,0.38
61,3,022-202-220,022,022-202-220,3,0.47,-1.416047,2.585524,3.257827,0.47
61,3,022-202-220,220,022-202-220,3,0.15,3.856209,1.45873,-0.659597,0.15
62,3,022-202-220,022,022-202-220,3,0.26,-1.055733,-0.002738,3.288943,0.26
62,3,022-202-220,220,022-202-220,3,0.13,2.391144,1.605418,-1.904758,0.13
62,3,022-202-220,202,022-202-220,3,0.61,3.198083,-3.449615,2.06458,0.61
63,1,220,220,220,1,1,0.657111,2.909783,-6.724927,1
64,2,201-220,220,201-220,2,0.36,2.44614,1.833214,-7.317629,0.36
64,2,201-220,201,201-220,2,0.64,7.492865,-4.330616,-1.061484,0.64
65,2,012-020,020,012-020,2,0.95,-0.104236,6.514863,-2.564078,0.95
65,2,012-020,012,012-020,2,0.05,-4.531834,1.604791,2.869223,0.05
66,2,002-220,220,002-220,2,0.94,1.87684,1.803935,-7.475717,0.94
66,2,002-220,002,002-220,2,0.06,1.100907,0.537194,3.092184,0.06
67,1,220,220,220,1,1,4.605478,1.093758,-8.908553,1
68,2,022-210,210,022-210,2,0.16,6.252447,0.759426,-2.806475,0.16
68,2,022-210,022,022-210,2,0.84,-4.9934,2.802875,2.279201,0.84
69,2,022-202,202,022-202,2,0.53,1.765834,-1.293028,3.189508,0.53
69,2,022-202,022,022-202,2,0.47,-3.611597,4.745129,1.533828,0.47
70,2,202-210,210,202-210,2,0.71,7.83258,0.531567,-4.493973,0.71
70,2,202-210,202,202-210,2,0.29,3.345277,-5.333173,2.043413,0.29
71,2,022-120,022,022-120-202,2,0.75,-4.105819,4.106526,1.021848,0.75
71,2,022-120,120,022-120-202,2,0.25,0.555186,7.047865,-5.526547,0.25
72,2,002-201,002,002-201,2,0.2,1.134881,-5.325611,4.754982,0.2
72,2,002-201,201,002-201,2,0.8,6.756131,-11.606601,-0.855866,0.8
73,1,022,022,022,1,1,-5.959926,3.44198,1.837895,1
74,1,200,200,200,1,1,8.453942,-2.859091,-0.676521,1
75,1,021,021,021,1,1,-6.154649,6.18059,-0.225887,1
76,2,020-200,020,020-200,2,0.22,-1.547573,5.079613,-2.87936,0.22
76,2,020-200,200,020-200,2,0.78,5.071173,-1.147679,-3.665863,0.78
77,3,022-120-202,120,022-120-202,3,0.07,0.158685,7.167521,0.628868,0.07
77,3,022-120-202,202,022-120-202,3,0.32,0.470021,-3.519382,3.72159,0.32
77,3,022-120-202,022,022-120-202,3,0.61,-6.15921,1.579904,5.617562,0.61
78,1,022,022,022,1,1,-6.470464,2.850819,3.143712,1
79,1,202,202,202,1,1,2.56037,-6.709968,4.203596,1
80,1,220,220,-1,1,1,1.90621,3.846874,-5.797156,1
81,2,202-210,202,202-210,2,0.83,0.220454,-5.945644,3.834328,0.83
81,2,202-210,210,202-210,2,0.17,6.210169,-0.936518,-0.618581,0.17
82,1,020,020,020,1,1,-1.725533,7.945678,0.832442,1
83,2,202-210,210,202-210,2,0.17,8.953694,0.30611,-3.729146,0.17
83,2,202-210,202,202-210,2,0.83,3.648741,-6.266659,1.443637,0.83
84,1,120,120,120,1,1,0.460019,2.171828,1.313149,1
85,3,021-202-211,202,021-202-210,3,0.44,2.188009,-4.641406,2.17655,0.44
85,3,021-202-211,021,021-202-210,3,0.18,-3.3545,7.195734,1.332791,0.18
85,3,021-202-211,211,021-202-210,3,0.38,2.077957,1.265258,0.698442,0.38
86,2,021-210,021,021-210,2,0.01,0.868144,4.760401,-0.236811,0.01
86,2,021-210,210,021-210,2,0.99,8.048133,0.432231,-2.511672,0.99
87,1,200,200,200,1,1,6.550395,-3.06622,-1.933702,1
88,1,202,202,202,1,1,3.027818,-6.931681,2.82355,1
89,1,120,120,120,1,1,-0.212708,6.92965,-2.422909,1
90,2,022-202,202,022-202,2,0.51,1.22011,-0.890422,2.11218,0.51
90,2,022-202,022,022-202,2,0.49,-0.844829,1.055049,5.59682,0.49
91,2,022-102,022,022-102,2,0.81,-6.235877,-0.113984,4.052152,0.81
91,2,022-102,102,022-102,2,0.19,-0.753546,-5.560851,8.463767,0.19
92,3,020-022-200,200,020-200,3,0.21,5.922018,-0.029406,-0.362498,0.21
92,3,020-022-200,022,020-200,3,0.22,-5.13403,1.17005,4.255764,0.22
92,3,020-022-200,020,020-200,3,0.57,-0.130998,6.563128,-0.852643,0.57
93,1,122,122,022,1,1,-1.659924,-1.424961,1.439534,1
94,1,021,021,021,1,1,-6.932678,6.567211,0.42577,1
95,1,012,012,012,1,1,-5.976939,-1.672749,6.502034,1
96,3,022-120-201,022,022-120-201,3,0.17,-3.510215,1.528867,1.315888,0.17
96,3,022-120-201,120,022-120-201,3,0.66,0.994686,5.589485,-4.69898,0.66
96,3,022-120-201,201,022-120-201,3,0.17,7.52112,-1.813391,0.876092,0.17
97,3,012-201-220,201,012-201-220,3,0.46,7.574312,-3.119285,1.417857,0.46
97,3,012-201-220,220,012-201-220,3,0.41,1.679288,2.492691,-4.231295,0.41
97,3,012-201-220,012,012-201-220,3,0.13,-4.543084,0.736186,7.524476,0.13
98,2,002-201,201,002-201,2,0.13,5.762649,-6.386765,1.375195,0.13
98,2,002-201,002,002-201,2,0.87,-0.248885,0.035048,7.199453,0.87
99,3,022-202-210,022,022-202-210,3,0.25,-2.801862,1.72143,2.497268,0.25
99,3,022-202-210,210,022-202-210,3,0.24,8.252102,0.805122,-1.540215,0.24
99,3,022-202-210,202,022-202-210,3,0.51,2.925702,-4.448515,1.949541,0.51
100,2,111-210,210,111-210,2,0.98,3.8339,-1.71233,-4.389817,0.98
100,2,111-210,111,111-210,2,0.02,-0.758642,-1.712344,1.053533,0.02
101,1,012,012,012,1,1,-4.779364,-0.004159,8.530629,1
102,2,002-210,210,002-210,2,0.93,5.924293,1.54467,-2.246673,0.93
102,2,002-210,002,002-210,2,0.07,1.051795,0.833334,4.316883,0.07
103,1,002,002,002,1,1,0.140656,-2.559492,6.701054,1
104,1,202,202,202,1,1,3.918415,-0.8638,-0.306764,1
105,3,022-102-220,022,022-102-220,3,0.19,-3.11511,2.99217,3.930039,0.19
105,3,022-102-220,220,022-102-220,3,0.58,3.494651,2.833305,-1.378065,0.58
105,3,022-102-220,102,022-102-220,3,0.23,-0.167523,-2.377506,5.92531,0.23
106,2,202-220,202,202-220,2,0.39,5.251895,-3.111692,2.414296,0.39
106,2,202-220,220,202-220,2,0.61,4.938619,3.152429,-3.149554,0.61
107,1,021,021,021,1,1,-2.720395,4.782909,1.289277,1
108,2,120-200,200,120-200,2,0.75,6.725065,-2.013853,-0.527348,0.75
108,2,120-200,120,120-200,2,0.25,0.855261,4.046705,-6.319601,0.25
109,2,102-200,102,102-200,2,0.86,-0.959967,-5.315735,5.610684,0.86
109,2,102-200,200,102-200,2,0.14,5.202482,0.631183,-0.966434,0.14
110,1,220,220,220,1,1,3.009071,2.536454,-5.968363,1
111,2,012-202,202,012-202,2,0.45,1.225892,-1.732395,2.044876,0.45
111,2,012-202,012,012-202,2,0.55,-5.001956,-0.099521,8.13895,0.55
112,1,210,210,210,1,1,7.124615,1.240086,-3.123609,1
113,2,022-210,210,022-210,2,0.74,2.493529,-0.496115,0.531868,0.74
113,2,022-210,022,022-210,2,0.26,-4.138196,3.483669,2.837561,0.26
114,1,012,012,012,1,1,-3.101684,1.294225,7.451379,1
115,1,022,022,022,1,1,-6.118983,6.646302,0.370954,1
116,1,022,022,022,1,1,-6.467508,1.540746,4.163371,1
117,1,220,220,220,1,1,0.440575,1.68294,-5.47998,1
118,1,202,202,202,1,1,4.034827,-6.760379,2.021267,1
