Phase,Count,Frequency
0000-0300-0303,1,1e-4
0001-0301-0303,3,3e-4
0010,22,0.0022
0010-0011,2,2e-4
0010-0011-0300-0301,2,2e-4
0010-0011-0310-0311,1,1e-4
0010-0011-0311,1,1e-4
0010-0012-0102-0302,1,1e-4
0010-0012-0300-0302,1,1e-4
0010-0012-0302-0310,2,2e-4
0010-0012-0312,3,3e-4
0010-0013,2,2e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0300-0303,12,0.0012
0010-0013-0303,48,0.0048
0010-0013-0303-0310,4,4e-4
0010-0013-0313,4,4e-4
0010-0100-0300,2,2e-4
0010-0100-0300-0303,5,5e-4
0010-0103-0303,1,1e-4
0010-0110-0303,3,3e-4
0010-0110-0303-0310,1,1e-4
0010-0111-0311,1,1e-4
0010-0112-0312,1,1e-4
0010-0113-0210-0303,2,2e-4
0010-0113-0300-0303,3,3e-4
0010-0113-0303,9,9e-4
0010-0200-0300,1,1e-4
0010-0200-0300-0303,5,5e-4
0010-0200-0303,1,1e-4
0010-0210,4,4e-4
0010-0210-0300-0303,4,4e-4
0010-0210-0303,9,9e-4
0010-0210-0303-0310,1,1e-4
0010-0210-0310,1,1e-4
0010-0300,30,0.003
0010-0300-0302,3,3e-4
0010-0300-0303,99,0.0099
0010-0303,75,0.0075
0010-0303-0310,57,0.0057
0010-0310,11,0.0011
0010-0310-0313,5,5e-4
0010-0312,1,1e-4
0010-0313,1,1e-4
0011-0013-0301-0303,1,1e-4
0011-0013-0303-0311,3,3e-4
0011-0113-0301-0303,1,1e-4
0011-0211,1,1e-4
0011-0301-0303,12,0.0012
0011-0303-0311,2,2e-4
0011-0311,2,2e-4
0012-0302,1,1e-4
0013-0213-0303,1,1e-4
0013-0300-0303-1010-1013,1,1e-4
0013-0303,9,9e-4
0013-0313,1,1e-4
0100-0300-0303,1,1e-4
0100-0300-0303-1100,1,1e-4
0101-0301-0303,4,4e-4
0101-0301-0303-1001,3,3e-4
0102-0210-0300-0302-1002-1010,1,1e-4
0103-0300-0303-1003-1010,1,1e-4
0103-0301-0303-1003-1011,1,1e-4
0103-0303,1,1e-4
0103-0303-1003,1,1e-4
0103-0303-1003-1010,4,4e-4
0110,1,1e-4
0110-0112-0302-0310-1010-1012,1,1e-4
0110-0112-0302-1010-1012,1,1e-4
0110-0113-0303-0310-1010,1,1e-4
0110-0113-0303-0310-1010-1013,2,2e-4
0110-0210-1010,1,1e-4
0110-0300,1,1e-4
0110-0300-0302-1002-1010,1,1e-4
0110-0300-0302-1010,5,5e-4
0110-0300-0303,6,6e-4
0110-0300-0303-1010,26,0.0026
0110-0300-1010,2,2e-4
0110-0303,9,9e-4
0110-0303-0310,12,0.0012
0110-0303-0310-1010,14,0.0014
0110-0303-0310-1010-1013,9,9e-4
0110-0303-1010,1,1e-4
0110-0303-1010-1013,1,1e-4
0110-0310,1,1e-4
0110-0310-0312-1010,4,4e-4
0110-0310-0313,2,2e-4
0110-0310-0313-1010,2,2e-4
0110-0310-1010,9,9e-4
0110-0313-1010,1,1e-4
0111-0113-0301-0303-1011-1013,2,2e-4
0111-0113-0303-0311-1011-1013,4,4e-4
0111-0113-0311-0313,1,1e-4
0111-0113-0311-0313-1011-1013,2,2e-4
0111-0301-0303,1,1e-4
0111-0301-0303-1011,3,3e-4
0111-0301-0303-1011-1013,2,2e-4
0111-0303-0311,1,1e-4
0111-0303-0311-1011,1,1e-4
0111-0303-0311-1011-1013,1,1e-4
0111-0311-1011,1,1e-4
0112-0113-0302-0303,1,1e-4
0112-0300-0302-1010,1,1e-4
0112-0312-1010-1012,2,2e-4
0113-0200-0300-0303-1010-1013,2,2e-4
0113-0210-0300-0303-1010-1013,1,1e-4
0113-0210-0303-1010-1013,2,2e-4
0113-0300-0303-1010,2,2e-4
0113-0300-0303-1010-1013,18,0.0018
0113-0300-1010,1,1e-4
0113-0301-0303-1011-1013,5,5e-4
0113-0303,4,4e-4
0113-0303-0310-1010-1013,18,0.0018
0113-0303-0311-1011-1013,1,1e-4
0113-0303-1010,2,2e-4
0113-0303-1010-1013,65,0.0065
0113-0303-1013,25,0.0025
0113-0313,1,1e-4
0113-0313-1010-1013,6,6e-4
0113-0313-1013,1,1e-4
0200-0201-0300-1010,1,1e-4
0200-0300-0302-1010-1012,2,2e-4
0200-0300-0302-1010-1012-1102,1,1e-4
0200-0300-0303,1,1e-4
0200-0300-0303-1003-1010,3,3e-4
0200-0300-0303-1010,17,0.0017
0200-0300-0303-1010-1013,6,6e-4
0200-0300-0303-1010-1013-1103,1,1e-4
0200-0300-0303-1010-1100,2,2e-4
0200-0300-1010,13,0.0013
0201-0203-0301-0303-1003-1011,1,1e-4
0201-0301-0303,1,1e-4
0201-0301-0303-1001,2,2e-4
0201-0301-0303-1011,1,1e-4
0201-0301-0303-1011-1013,4,4e-4
0202-0203-0302-0303-1002-1003,1,1e-4
0203-0303-1010-1013,2,2e-4
0203-0303-1011-1013,1,1e-4
0210-0211-1010-1011,3,3e-4
0210-0212-0302-1010-1012,1,1e-4
0210-0300-0301-1010-1011,1,1e-4
0210-0300-0302-1002-1010,2,2e-4
0210-0300-0302-1010,4,4e-4
0210-0300-0302-1010-1012,1,1e-4
0210-0300-0303-1003-1010,3,3e-4
0210-0300-0303-1010,29,0.0029
0210-0300-0303-1010-1013,17,0.0017
0210-0300-0303-1010-1013-1113,1,1e-4
0210-0300-0303-1110,1,1e-4
0210-0300-1010,20,0.002
0210-0300-1010-1012,1,1e-4
0210-0302-0310-1010,1,1e-4
0210-0302-1002-1010,1,1e-4
0210-0302-1010-1012,1,1e-4
0210-0303,3,3e-4
0210-0303-0310,1,1e-4
0210-0303-0310-1010,5,5e-4
0210-0303-0310-1010-1013,3,3e-4
0210-0303-0310-1010-1103,1,1e-4
0210-0303-0310-1013,1,1e-4
0210-0303-1003-1010,2,2e-4
0210-0303-1010,22,0.0022
0210-0303-1010-1013,45,0.0045
0210-0303-1010-1113,1,1e-4
0210-0303-1013-1110,1,1e-4
0210-0303-1110,2,2e-4
0210-0310-0313-1010-1013,1,1e-4
0210-0310-1010,4,4e-4
0210-0312,1,1e-4
0210-0312-1010-1012,1,1e-4
0210-0313-1010,1,1e-4
0210-0313-1010-1013,9,9e-4
0210-0313-1010-1113,1,1e-4
0210-1010,21,0.0021
0210-1010-1013,1,1e-4
0211-0301-0303-1011-1013,5,5e-4
0211-0303-0311,2,2e-4
0211-0303-0311-1003-1011,1,1e-4
0211-0303-0311-1011-1013,4,4e-4
0211-1011,1,1e-4
0212-0300-0302-1010-1012,1,1e-4
0212-0312-1010-1012,1,1e-4
0212-0312-1012,1,1e-4
0213-0303-1010-1013,3,3e-4
0213-0303-1013,2,2e-4
0213-0313-1010-1013,6,6e-4
0213-0313-1013,1,1e-4
0300,9,9e-4
0300-0301-1010,3,3e-4
0300-0301-1010-1011,44,0.0044
0300-0301-1010-1011-1100-1101,1,1e-4
0300-0301-1010-1011-1101-1200,1,1e-4
0300-0301-1010-1011-1200,1,1e-4
0300-0302,2,2e-4
0300-0302-0310-1010-1012,1,1e-4
0300-0302-1000,1,1e-4
0300-0302-1002-1010,22,0.0022
0300-0302-1002-1010-1200,1,1e-4
0300-0302-1010,6,6e-4
0300-0302-1010-1012,46,0.0046
0300-0302-1010-1012-1102,2,2e-4
0300-0302-1010-1012-1200-1202,1,1e-4
0300-0302-1010-1112,1,1e-4
0300-0302-1010-1212,1,1e-4
0300-0302-1110,4,4e-4
0300-0303,40,0.004
0300-0303-0310-1003-1010,1,1e-4
0300-0303-0310-1010,5,5e-4
0300-0303-0310-1010-1013,3,3e-4
0300-0303-1000,6,6e-4
0300-0303-1000-1003,5,5e-4
0300-0303-1000-1103,1,1e-4
0300-0303-1000-1200,1,1e-4
0300-0303-1003-1010,385,0.0385
0300-0303-1003-1010-1200,2,2e-4
0300-0303-1010,730,0.073
0300-0303-1010-1013,375,0.0375
0300-0303-1010-1013-1100,2,2e-4
0300-0303-1010-1013-1103,21,0.0021
0300-0303-1010-1013-1113,1,1e-4
0300-0303-1010-1013-1200,16,0.0016
0300-0303-1010-1013-1203,1,1e-4
0300-0303-1010-1013-1213,1,1e-4
0300-0303-1010-1013-1300,1,1e-4
0300-0303-1010-1100,19,0.0019
0300-0303-1010-1100-1103,2,2e-4
0300-0303-1010-1103,68,0.0068
0300-0303-1010-1103-1200,2,2e-4
0300-0303-1010-1113,8,8e-4
0300-0303-1010-1200,27,0.0027
0300-0303-1010-1203,1,1e-4
0300-0303-1010-1300,1,1e-4
0300-0303-1013-1110,1,1e-4
0300-0303-1100,1,1e-4
0300-0303-1110,14,0.0014
0300-0303-1110-1200,1,1e-4
0300-0303-1113,1,1e-4
0300-0303-1200,1,1e-4
0300-1000,3,3e-4
0300-1002-1010,2,2e-4
0300-1003-1010,1,1e-4
0300-1010,388,0.0388
0300-1010-1011,3,3e-4
0300-1010-1012,2,2e-4
0300-1010-1012-1202,1,1e-4
0300-1010-1013,2,2e-4
0300-1010-1100,8,8e-4
0300-1010-1110,1,1e-4
0300-1010-1200,10,0.001
0300-1010-1300,1,1e-4
0300-1110,3,3e-4
0301,1,1e-4
0301-0302-1011-1012,4,4e-4
0301-0303,50,0.005
0301-0303-1001,43,0.0043
0301-0303-1001-1003,38,0.0038
0301-0303-1001-1103,5,5e-4
0301-0303-1001-1201,1,1e-4
0301-0303-1001-1301,1,1e-4
0301-0303-1003,1,1e-4
0301-0303-1003-1011,26,0.0026
0301-0303-1011,57,0.0057
0301-0303-1011-1013,143,0.0143
0301-0303-1011-1013-1101,1,1e-4
0301-0303-1011-1013-1101-1103,3,3e-4
0301-0303-1011-1013-1103,7,7e-4
0301-0303-1011-1013-1113,2,2e-4
0301-0303-1011-1013-1201,2,2e-4
0301-0303-1011-1101,2,2e-4
0301-0303-1011-1101-1103,7,7e-4
0301-0303-1011-1103,2,2e-4
0301-0303-1011-1113,1,1e-4
0301-0303-1011-1201,1,1e-4
0301-0303-1013,3,3e-4
0301-0303-1013-1111,1,1e-4
