parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
2,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
3,0010-0300-0303,0010-0300-0303,3,3,1
4,0300-1010,0300-1010,2,2,1
5,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
6,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
7,0303-1010,0303-1010,2,2,1
8,1013-1103-1303,1013-1103-1303,3,3,1
9,1010-1303,1010-1303,2,2,1
10,0303-1010-1013,0303-1010-1013,3,3,1
11,0303-0311-1011-1113,0303-0311-1011-1013-1111-1113,4,6,1
12,0303-0310-1010,0303-0310-1010,3,3,1
13,0010-0300-0303,0010-0300-0303,3,3,1
14,0303-1013,0303-1013,2,2,1
15,0313-1010-1013,0313-1010-1013,3,3,1
16,0300-0303-1000-1003,0300-0303-1000-1003,4,4,1
17,1013-1303,1013-1303,2,2,1
18,0303-1010-1013,0303-1010-1013-1103,3,4,1
19,0303-1010,0303-1010,2,2,1
20,0303-1010-1013,0303-1010-1013,3,3,1
21,0010-0012-0302,0010-0012-0302,3,3,1
22,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
23,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
24,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
25,0303-1013,0303-1013,2,2,1
26,0303-1103,0301-0303-1011,2,3,0.5
27,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
28,1010-1013,0303-1010-1013,2,3,1
29,0303-1013,0303-1013-1103,2,3,1
30,1010-1303,1010-1303,2,2,1
31,0303-1010-1013,0303-1010-1013,3,3,1
32,0300-1010,0300-1010,2,2,1
33,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
34,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
35,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
36,1010-1013-1303,1010-1013-1303,3,3,1
37,0300-0303-1010,0300-0303-1010,3,3,1
38,0300-0303-1003-1010,0300-0303-1003-1010-1103,4,5,1
39,0303-1010-1013,0303-0310-1010-1013,3,4,1
40,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
41,0313-1010-1013,0313-1010-1013,3,3,1
42,0010,0010,1,1,1
43,0303-1010-1013,0303-1010-1013,3,3,1
44,0303-0310-1010,0210-0303-0310-1010,3,4,1
45,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
46,0303-1013,0303-1013,2,2,1
47,0300-0303-1010,0300-0303-1010,3,3,1
48,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
49,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
50,0303-1010-1013,0303-1010-1013,3,3,1
51,0010-0303-0310,0010-0303-0310,3,3,1
52,1010-1013-1303,1010-1013-1303,3,3,1
53,0303-1013,0303-1013,2,2,1
54,0300-0303-1010,0300-0303-1010,3,3,1
55,0303-1010-1013,0113-0303-1010-1013,3,4,1
56,1010-1013-1300-1303,1010-1013-1300-1303,4,4,1
57,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
58,0300-0303-1010-1013,0203-0300-0303-1010-1013,4,5,1
59,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
60,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
61,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
62,0313-1010-1013,0313-1010-1013,3,3,1
63,0010-0113-0303,0010-0113-0303,3,3,1
64,0303-1010-1013,0303-1010-1013,3,3,1
65,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
66,1010-1300-1303,1010-1300-1303,3,3,1
67,0303-1010-1013,0303-1010-1013,3,3,1
68,1003-1010-1303-1310,1003-1010-1303,4,3,0.75
69,1010-1303,1010-1303,2,2,1
70,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
71,1101-1201-1303,1101-1201-1303,3,3,1
72,0303-1010-1013,0303-1010-1013,3,3,1
73,0303-1013,0303-1013,2,2,1
74,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
75,1010,1010,1,1,1
76,0210-0302-1010-1012,0210-0302-1002-1010,4,4,0.75
77,0110-0303-1010,0110-0303-1010,3,3,1
78,0303-1003,0303-1003,2,2,1
79,0303,0303,1,1,1
80,0303-1003,0303-1003,2,2,1
81,0303-1003-1010,0303-1003-1010,3,3,1
82,0303-0310-1010,0303-0310-1010,3,3,1
83,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
84,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
85,0303-1010,0303-1010,2,2,1
86,1010,1010,1,1,1
87,1010-1013-1303,1010-1013-1303,3,3,1
88,0303,0303,1,1,1
89,0300-0303-1010,0300-0303-1010,3,3,1
90,0310-1010,0310-1010,2,2,1
91,0300-0303-1110,0300-0303-1010-1110,3,4,1
92,1010-1300,1010-1300,2,2,1
93,0303-0310-1010,0303-0310-1010,3,3,1
94,0010-0303,0010-0303,2,2,1
95,0303-1010-1013,0303-1010-1013,3,3,1
96,1010-1303,1010-1103-1303,2,3,1
97,0300-0303-1010,0300-0303-1010,3,3,1
98,0300-0303-1010,0300-0303-1010,3,3,1
