parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1010-1013,0303-1010-1013,3,3,1
2,0303-1010,0303-1010,2,2,1
3,0113-0303-1010-1013,0113-0303-1010-1013,4,4,1
4,0300-0303-1010,0300-0303-1010,3,3,1
5,0303-1003,0303-1003,2,2,1
6,0010,0010,1,1,1
7,0113-0300-0303-1010,0113-0300-0303-1010,4,4,1
8,0300-0303-1010,0300-0303-1010,3,3,1
9,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
10,0303-0310-1010-1013,0303-0310-1010-1013-1103,4,5,1
11,0303-1010-1013,0303-1010-1013,3,3,1
12,0300-0303-1010,0300-0303-1010,3,3,1
13,0300-0303-1010,0300-0303-1010,3,3,1
14,0300-0303-1010,0300-0303-1010,3,3,1
15,0212-0312-1010-1012,0212-0312-1010-1012,4,4,1
16,0300-0303-1010,0300-0303-1010,3,3,1
17,0303-1010-1013,0303-1010-1013,3,3,1
18,0113-0303-1013,0113-0303-1013,3,3,1
19,0300-0303-1003,0300-0303-1003-1010,3,4,1
20,0303-1010-1013,0303-1010-1013,3,3,1
21,0303-1010-1013,0303-1010-1013,3,3,1
22,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
23,0300-0303-1010,0300-0303-1010,3,3,1
24,0303-1010-1013,0303-1010-1013,3,3,1
25,0303-1010-1013,0303-1010-1013,3,3,1
26,0303-1010-1013,0303-1010-1013,3,3,1
27,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
28,0303,0303,1,1,1
29,0110-0303-0310-1010,0110-0303-0310-1010,4,4,1
30,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
31,0303,0300-0303-1010,1,3,1
32,0010-0303,0010-0303,2,2,1
33,1010-1013,0303-1010-1013,2,3,1
34,0301-0303-1011,0301-0303-1011,3,3,1
35,0303-1010-1013,0303-1010-1013,3,3,1
36,0300-0303-1010,0300-0303-1010,3,3,1
37,0300-1010,0300-1010,2,2,1
38,0300-1010,0300-1010,2,2,1
39,0300-0303-1010,0300-0303-1010,3,3,1
40,0113-0303-1010-1013,0113-0303-1010-1013,4,4,1
41,0210-0303-1010,0210-0303-1010-1110,3,4,1
42,1010-1013-1303,1010-1013-1303,3,3,1
43,0303-1013,0303-1013-1113,2,3,1
44,1010-1013-1303,1010-1013-1303,3,3,1
45,1010-1013-1303,1010-1013-1303,3,3,1
46,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
47,0300-0303-1010,0300-0303-1010,3,3,1
48,0301-0303-1001,0101-0301-0303-1001,3,4,1
49,0303-1010,0303-1010,2,2,1
50,0010-0012-0300-0302,0010-0012-0300-0302,4,4,1
51,0300-1010,0300-1010,2,2,1
52,1010-1303,1010-1303,2,2,1
53,0313-1013,0313-1010-1013,2,3,1
54,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
55,0303-1010-1013,0303-1010,3,2,0.6666666666666666
56,0303-0310-1010,0303-0310-1010,3,3,1
57,1010-1303,1010-1303,2,2,1
58,0210-0300-0303-1010,0210-0300-0303-1010,4,4,1
59,0303-1003-1010,0303-1003-1010,3,3,1
60,1010-1300,1010-1300,2,2,1
61,0302-0310-1010-1012,0302-0310-1010-1012,4,4,1
62,0113-0200-0300-0303-1010-1013,0113-0200-0300-0303-1010-1013,6,6,1
63,0010-0300-0303,0010-0100-0300-0303,3,4,1
64,1003-1010-1303,1003-1010-1303,3,3,1
65,0300-0303-1010,0300-0303-1010,3,3,1
66,0300-1010,0300-1010,2,2,1
67,0303-1013,0303-1013,2,2,1
68,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
69,0301-0303,0301-0303,2,2,1
70,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
71,0302-0303,0302-0303,2,2,1
72,0303,0303,1,1,1
73,0303-0310-1010-1210,0303-0310-1010-1210,4,4,1
74,0300-1010,0300-1010,2,2,1
75,0300-0303-1010,0300-0303-1010,3,3,1
76,0310-0312-1010,0310-0312-1010-1012,3,4,1
77,0303-1010-1013,0303-1010-1013,3,3,1
78,1010-1013-1303,1010-1013-1303,3,3,1
79,0303-0310-1010,0303-0310-1010,3,3,1
80,0303-1010-1013,0303-1010-1013,3,3,1
81,0300-1010,0300-1010,2,2,1
82,0300-0303-1010,0300-0303-1010,3,3,1
83,0300-0302-1002-1010,0300-0302-1002-1010,4,4,1
84,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
85,0300-1010,0300-0303-1010-1013-1113,2,5,1
86,0113-0303-1013,0113-0303-1013,3,3,1
