Phase,Count,Frequency
0000-0300-0303,1,1e-4
0001-0301-0303,1,1e-4
0002-0010-0300-0302,1,1e-4
0003-0010-0300-0303,1,1e-4
0010,32,0.0032
0010-0011,3,3e-4
0010-0011-0100-0300-0301,1,1e-4
0010-0011-0300-0301,3,3e-4
0010-0011-0310-0311,2,2e-4
0010-0012,1,1e-4
0010-0012-0202-0302,1,1e-4
0010-0012-0300,2,2e-4
0010-0012-0300-0302,2,2e-4
0010-0012-0302,4,4e-4
0010-0012-0302-0310,1,1e-4
0010-0012-0312,2,2e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0210-0313,2,2e-4
0010-0013-0300-0303,9,9e-4
0010-0013-0303,39,0.0039
0010-0013-0303-0310,5,5e-4
0010-0013-0310-0313,3,3e-4
0010-0013-0313,3,3e-4
0010-0100-0300,2,2e-4
0010-0100-0300-0303,9,9e-4
0010-0102-0300-0302,1,1e-4
0010-0103-0300-0303,1,1e-4
0010-0103-0303,2,2e-4
0010-0112-0312,1,1e-4
0010-0113-0300-0303,5,5e-4
0010-0113-0303,7,7e-4
0010-0113-0303-0310,2,2e-4
0010-0113-0310-0313,1,1e-4
0010-0113-0313,2,2e-4
0010-0200-0300-0303,7,7e-4
0010-0210,4,4e-4
0010-0210-0211,1,1e-4
0010-0210-0300,1,1e-4
0010-0210-0300-0303,4,4e-4
0010-0210-0303,7,7e-4
0010-0210-0313,2,2e-4
0010-0300,20,0.002
0010-0300-0302,2,2e-4
0010-0300-0303,115,0.0115
0010-0303,64,0.0064
0010-0303-0310,47,0.0047
0010-0310,6,6e-4
0010-0310-0312,1,1e-4
0010-0310-0313,8,8e-4
0010-0312,3,3e-4
0010-0313,8,8e-4
0011-0013-0101-0301-0303,1,1e-4
0011-0013-0211-0301-0303,1,1e-4
0011-0013-0213-0301-0303,1,1e-4
0011-0013-0301-0303,7,7e-4
0011-0013-0303,2,2e-4
0011-0013-0303-0311,3,3e-4
0011-0013-0313,1,1e-4
0011-0110,1,1e-4
0011-0113-0301-0303,2,2e-4
0011-0211-0301-0303,1,1e-4
0011-0301,2,2e-4
0011-0301-0303,3,3e-4
