Phase,Count,Frequency
0000-0303,1,1e-4
0001-0303,1,1e-4
0002-0010-0300-0302,1,1e-4
0002-0010-0302,2,2e-4
0002-0302,1,1e-4
0003-0010-0303,1,1e-4
0010,24,0.0024
0010-0011,1,1e-4
0010-0011-0210-0300-0301,1,1e-4
0010-0011-0300-0301,4,4e-4
0010-0011-0310-0311,1,1e-4
0010-0012-0300-0302,1,1e-4
0010-0012-0302,5,5e-4
0010-0012-0302-0310,2,2e-4
0010-0012-0312,3,3e-4
0010-0013-0203-0303,1,1e-4
0010-0013-0210-0300-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0300-0303,15,0.0015
0010-0013-0303,58,0.0058
0010-0013-0303-0310,4,4e-4
0010-0013-0313,4,4e-4
0010-0100-0300,3,3e-4
0010-0100-0300-0303,12,0.0012
0010-0100-0303,1,1e-4
0010-0102-0302,1,1e-4
0010-0110-0303,1,1e-4
0010-0112,1,1e-4
0010-0113-0300-0303,2,2e-4
0010-0113-0303,6,6e-4
0010-0113-0303-0310,1,1e-4
0010-0113-0313,4,4e-4
0010-0200-0300-0303,4,4e-4
0010-0210,3,3e-4
0010-0210-0300,1,1e-4
0010-0210-0300-0303,10,0.001
0010-0210-0303,12,0.0012
0010-0210-0312,1,1e-4
0010-0300,23,0.0023
0010-0300-0302,3,3e-4
0010-0300-0303,93,0.0093
0010-0303,67,0.0067
0010-0303-0310,56,0.0056
0010-0310,17,0.0017
0010-0310-0313,3,3e-4
0010-0312,1,1e-4
0010-0313,2,2e-4
0011-0013-0301-0303,3,3e-4
0011-0013-0303,1,1e-4
0011-0013-0303-0311,4,4e-4
0011-0113-0301-0303,1,1e-4
0011-0301-0303,11,0.0011
0011-0303-0311,1,1e-4
0011-0311-0313,1,1e-4
0012-0013-0312-0313,1,1e-4
0013-0110-0303,1,1e-4
0013-0303,9,9e-4
0013-0313,2,2e-4
0100-0300-0303-1000,1,1e-4
0101-0301-0303,1,1e-4
0101-0301-0303-1001,4,4e-4
0102-0300-0302-1002-1010,1,1e-4
0102-0302-1002-1010,1,1e-4
0110-0111-0300-0301-1010-1011,1,1e-4
0110-0111-0310-0311-1010-1011,3,3e-4
0110-0112-0302-0310-1010-1012,2,2e-4
0110-0113-0303-0310-1010,1,1e-4
0110-0113-0303-0310-1010-1013,2,2e-4
0110-0113-0310-0313-1010-1013,1,1e-4
0110-0200-0300-0303-1010,1,1e-4
0110-0200-0300-1010,1,1e-4
0110-0300,2,2e-4
0110-0300-0302,2,2e-4
0110-0300-0302-1010,1,1e-4
0110-0300-0303,9,9e-4
0110-0300-0303-1010,26,0.0026
0110-0300-0303-1010-1013,2,2e-4
0110-0300-0303-1013,1,1e-4
0110-0300-1010,6,6e-4
0110-0303,13,0.0013
0110-0303-0310,8,8e-4
0110-0303-0310-1010,18,0.0018
0110-0303-0310-1010-1013,11,0.0011
0110-0303-1010,6,6e-4
0110-0303-1010-1013,3,3e-4
0110-0310,1,1e-4
0110-0310-0312,1,1e-4
0110-0310-0312-1010,1,1e-4
0110-0310-0313,1,1e-4
0110-0310-0313-1010-1013,3,3e-4
0110-0310-1010,9,9e-4
0110-0312,1,1e-4
0110-0313,1,1e-4
0110-1010,1,1e-4
0111-0113-0301-0303,1,1e-4
0111-0113-0301-0303-1011-1013,3,3e-4
0111-0113-0303-0311-1011-1013,8,8e-4
0111-0301-0303-1003-1011,1,1e-4
0111-0301-0303-1011,2,2e-4
0111-0301-1011,1,1e-4
0111-0303-0311,1,1e-4
0111-0303-0311-1011,2,2e-4
0111-0311-1011,1,1e-4
0111-0313-1011,1,1e-4
0112-0113-0302-0303,1,1e-4
0112-0113-0302-0303-1012-1013,1,1e-4
0112-0310-0312-1010-1012,1,1e-4
0112-0312-1010-1012,2,2e-4
0113-0200-0300-0303-1010-1013,1,1e-4
0113-0210-0300-0303-1010-1013,1,1e-4
0113-0210-0303-1010-1013,2,2e-4
0113-0300-0303-1010,1,1e-4
0113-0300-0303-1010-1013,22,0.0022
0113-0301-0303-0311-1011-1013,1,1e-4
0113-0301-0303-1011-1013,7,7e-4
0113-0302-0303-1012-1013,1,1e-4
0113-0303,4,4e-4
0113-0303-0310-1010-1013,18,0.0018
0113-0303-0310-1010-1113,1,1e-4
0113-0303-0311-1011-1013,1,1e-4
0113-0303-1010-1013,67,0.0067
0113-0303-1013,28,0.0028
0113-0310-0313-1010-1013,2,2e-4
0113-0313,1,1e-4
0113-0313-1010-1013,16,0.0016
0113-0313-1011-1013,1,1e-4
0113-0313-1013,1,1e-4
0113-1010-1013,1,1e-4
0200-0202-0300-0302-1002-1010,1,1e-4
0200-0300-0302-1010,1,1e-4
0200-0300-0302-1010-1012,1,1e-4
0200-0300-0303-1003-1010,4,4e-4
0200-0300-0303-1010,24,0.0024
0200-0300-0303-1010-1013,4,4e-4
0200-0300-0303-1010-1103,2,2e-4
0200-0300-1000,1,1e-4
0200-0300-1010,11,0.0011
0200-0300-1010-1011,2,2e-4
0201-0301-0303,1,1e-4
0201-0301-0303-1001-1003,1,1e-4
0201-0301-0303-1011-1013,3,3e-4
0201-0301-1001,1,1e-4
0201-0303-1001-1003,1,1e-4
0202-0300-0302-1002-1010,1,1e-4
0202-1002-1010,1,1e-4
0203-0300-0303-1003-1010,1,1e-4
0203-0303-1003-1010,1,1e-4
0203-0303-1010-1013,5,5e-4
0203-0303-1011-1013,1,1e-4
0203-0303-1013,1,1e-4
0203-1003-1010,1,1e-4
0210,1,1e-4
0210-0211-0300-0301-1010-1011,2,2e-4
0210-0211-1010-1011,1,1e-4
0210-0212-0302-1010-1012,4,4e-4
0210-0300-0302-1002-1010,1,1e-4
0210-0300-0303-1003-1010,2,2e-4
0210-0300-0303-1010,24,0.0024
0210-0300-0303-1010-1013,19,0.0019
0210-0300-1010,10,0.001
0210-0303,2,2e-4
0210-0303-0310,1,1e-4
0210-0303-0310-1010,4,4e-4
0210-0303-0310-1010-1013,6,6e-4
0210-0303-1003-1010,4,4e-4
0210-0303-1010,26,0.0026
0210-0303-1010-1013,60,0.006
0210-0303-1010-1113,1,1e-4
0210-0303-1110,3,3e-4
0210-0310-0313-1010,1,1e-4
0210-0312-1010,2,2e-4
0210-0312-1010-1012,1,1e-4
0210-0313,1,1e-4
0210-0313-1010,1,1e-4
0210-0313-1010-1013,5,5e-4
0210-1010,16,0.0016
0211-0213-0303-1011-1013,3,3e-4
0211-0301-0303-1011-1013,5,5e-4
0211-0301-1011,1,1e-4
0211-0303-0311,1,1e-4
0211-0303-0311-1003-1011,1,1e-4
0211-0303-0311-1011-1013,5,5e-4
0211-0311-0313-1011-1013,1,1e-4
0212-0213-0312-0313,1,1e-4
0213-0303-1010-1013,3,3e-4
0213-0303-1013,2,2e-4
0213-0310-0313-1010-1013,2,2e-4
0213-0313-1010-1013,4,4e-4
0213-0313-1013,2,2e-4
0213-1010-1013,3,3e-4
0300,6,6e-4
0300-0301,1,1e-4
0300-0301-1010,4,4e-4
0300-0301-1010-1011,38,0.0038
0300-0301-1010-1011-1200,1,1e-4
0300-0302-1002-1010,36,0.0036
0300-0302-1002-1010-1200-1202,1,1e-4
0300-0302-1010,11,0.0011
0300-0302-1010-1012,51,0.0051
0300-0302-1010-1012-1102,3,3e-4
0300-0302-1010-1012-1200,3,3e-4
0300-0302-1010-1100,2,2e-4
0300-0302-1010-1100-1102-1200,1,1e-4
0300-0302-1010-1112,1,1e-4
0300-0303,49,0.0049
0300-0303-0310-1010,1,1e-4
0300-0303-0310-1010-1013,2,2e-4
0300-0303-1000,9,9e-4
0300-0303-1000-1003,3,3e-4
0300-0303-1000-1103,1,1e-4
0300-0303-1003,2,2e-4
0300-0303-1003-1010,404,0.0404
