Phase,Count,Frequency
0002-2020,1,1e-4
0012-0021-0102-2020,1,1e-4
0012-0021-0202-2020,6,6e-4
0012-0202,2,2e-4
0012-0202-2011-2020,14,0.0014
0012-0202-2020,66,0.0066
0012-0212-2020,1,1e-4
0012-2020,4,4e-4
0021-0022-2020,1,1e-4
0021-0202,2,2e-4
0021-0202-0210-0211-2020,1,1e-4
0021-0202-0211-2020,8,8e-4
0021-0202-2020,55,0.0055
0021-0202-2020-2100,1,1e-4
0021-0211-2020,1,1e-4
0021-2020,6,6e-4
0022,3,3e-4
0022-0202,19,0.0019
0022-0202-2020,152,0.0152
0022-0202-2020-2101,1,1e-4
0022-0202-2021,16,0.0016
0022-0212,1,1e-4
0022-0212-2020,9,9e-4
0022-0212-2021-2211,1,1e-4
0022-2020,20,0.002
0022-2021,2,2e-4
0102-2002-2020,5,5e-4
0102-2020,1,1e-4
0112-0120-0202-2012-2020,1,1e-4
0112-0120-0202-2020,7,7e-4
0112-0120-2020,1,1e-4
0112-0121-0202-1120-2020,2,2e-4
0112-0121-0202-2012-2020,2,2e-4
0112-0121-0202-2020,10,0.001
0112-0121-0202-2120,1,1e-4
0112-0121-2020,1,1e-4
0112-0122-0202-1012-1022-2020,1,1e-4
0112-0202,7,7e-4
0112-0202-1012-2011-2020,1,1e-4
0112-0202-1012-2020,7,7e-4
0112-0202-1111-1120-1201-2011-2020,2,2e-4
0112-0202-1120,1,1e-4
0112-0202-1120-2012-2020,3,3e-4
0112-0202-1120-2020,9,9e-4
0112-0202-2011-2020,11,0.0011
0112-0202-2011-2020-2201,2,2e-4
0112-0202-2012,1,1e-4
0112-0202-2012-2020,14,0.0014
0112-0202-2020,24,0.0024
0112-0202-2020-2200,1,1e-4
0112-0202-2120,2,2e-4
0112-2012-2020,1,1e-4
0112-2020,5,5e-4
0112-2021,1,1e-4
0120-0121-0202-2020,1,1e-4
0120-0201-2020,2,2e-4
0120-0202,4,4e-4
0120-0202-0210-2020,6,6e-4
0120-0202-2001-2020,1,1e-4
0120-0202-2020,56,0.0056
0120-2020,5,5e-4
0121-0122-0202-2020,1,1e-4
0121-0202,5,5e-4
0121-0202-0211,2,2e-4
0121-0202-0211-2020,7,7e-4
0121-0202-0211-2021,1,1e-4
0121-0202-1021-2020,8,8e-4
0121-0202-1120-2020,9,9e-4
0121-0202-2002-2020,1,1e-4
0121-0202-2020,83,0.0083
0121-0202-2021,2,2e-4
0121-0202-2120,1,1e-4
0121-0211-2020,1,1e-4
0121-1021-2020,3,3e-4
0121-2020,11,0.0011
0122,3,3e-4
0122-0202,12,0.0012
0122-0202-1022,3,3e-4
0122-0202-1022-2020,11,0.0011
0122-0202-1022-2021,1,1e-4
0122-0202-1120,1,1e-4
0122-0202-1120-1200-2020,1,1e-4
0122-0202-1120-1201-1210-2020,1,1e-4
0122-0202-1120-1210-2020,1,1e-4
0122-0202-1120-2020,22,0.0022
0122-0202-1121-2021,2,2e-4
0122-0202-1201-2020,1,1e-4
0122-0202-2020,136,0.0136
0122-0202-2020-2021,1,1e-4
0122-0202-2020-2022,1,1e-4
0122-0202-2020-2201,1,1e-4
0122-0202-2021,15,0.0015
0122-0202-2022,4,4e-4
0122-0202-2120,3,3e-4
0122-0212,1,1e-4
0122-0212-1120-2020,2,2e-4
0122-0212-1121-1211-2021,1,1e-4
0122-0212-2020,10,0.001
0122-0212-2021,1,1e-4
0122-1022,1,1e-4
0122-1022-2020,1,1e-4
0122-1120-2020,1,1e-4
0122-2020,10,0.001
0122-2021,3,3e-4
0122-2022,2,2e-4
0200-2020,2,2e-4
0201-0210-2020,1,1e-4
0201-0220-2020,2,2e-4
0201-1200-2020,1,1e-4
0201-2020,6,6e-4
0201-2020-2100,1,1e-4
0201-2020-2200,1,1e-4
0202,581,0.0581
0202-0210,9,9e-4
0202-0210-2020,58,0.0058
0202-0210-2020-2110,12,0.0012
0202-0210-2020-2210,1,1e-4
0202-0211,5,5e-4
0202-0211-1021-1102-1111-2020-2110,3,3e-4
0202-0211-1021-2020,7,7e-4
0202-0211-1021-2020-2210,2,2e-4
0202-0211-1210-2020,5,5e-4
0202-0211-2002-2020,1,1e-4
0202-0211-2020,27,0.0027
0202-0211-2020-2102-2110,2,2e-4
0202-0211-2020-2110,7,7e-4
0202-0211-2020-2210,15,0.0015
0202-0212-1022-2020,1,1e-4
0202-0212-1220-2020,1,1e-4
0202-0212-2020,5,5e-4
0202-0220,13,0.0013
0202-0220-1020,1,1e-4
0202-0220-2011-2020,1,1e-4
0202-0220-2020,136,0.0136
0202-0220-2020-2101,1,1e-4
0202-0220-2120,6,6e-4
0202-0221,19,0.0019
0202-0221-1002-1021-2020,1,1e-4
0202-0221-1012-1021-2020,1,1e-4
0202-0221-1021-1102-2020,2,2e-4
0202-0221-1021-2020,22,0.0022
0202-0221-1220,2,2e-4
0202-0221-1220-2020,22,0.0022
0202-0221-1220-2020-2102,1,1e-4
0202-0221-1220-2120,2,2e-4
0202-0221-2012-2020,2,2e-4
0202-0221-2020,130,0.013
0202-0221-2020-2021,1,1e-4
0202-0221-2020-2102,1,1e-4
0202-0221-2021,2,2e-4
0202-0221-2120,9,9e-4
0202-0221-2220,5,5e-4
0202-0222-1022-2020,1,1e-4
0202-0222-2020,1,1e-4
0202-0222-2020-2201,1,1e-4
0202-0222-2021,1,1e-4
0202-0222-2120,1,1e-4
0202-1002,4,4e-4
0202-1002-1021-2020,8,8e-4
0202-1002-2001,1,1e-4
0202-1002-2001-2020,3,3e-4
0202-1002-2002-2020,2,2e-4
0202-1002-2020,65,0.0065
0202-1012,11,0.0011
0202-1012-1021,1,1e-4
0202-1012-1021-2020,8,8e-4
0202-1012-1102,2,2e-4
0202-1012-1102-2011-2020-2101,2,2e-4
0202-1012-1102-2020,8,8e-4
0202-1012-1202-2020,1,1e-4
0202-1012-2011,2,2e-4
0202-1012-2011-2020,5,5e-4
0202-1012-2020,75,0.0075
0202-1020,7,7e-4
0202-1021,7,7e-4
0202-1021-1022-2020,1,1e-4
0202-1021-1102-2020,6,6e-4
0202-1021-2020,33,0.0033
0202-1021-2020-2200,2,2e-4
0202-1021-2021,1,1e-4
0202-1022,18,0.0018
0202-1022-1102-2020,27,0.0027
0202-1022-1102-2020-2100,1,1e-4
0202-1022-1102-2020-2101,1,1e-4
0202-1022-1102-2021,2,2e-4
0202-1022-1202-2020,1,1e-4
0202-1022-2020,111,0.0111
0202-1022-2020-2120,1,1e-4
0202-1022-2020-2210,2,2e-4
0202-1022-2021,10,0.001
0202-1022-2021-2201,1,1e-4
0202-1102,4,4e-4
0202-1102-2020,29,0.0029
0202-1102-2020-2100,13,0.0013
0202-1102-2020-2101,7,7e-4
0202-1102-2020-2101-2110,2,2e-4
0202-1102-2020-2102,1,1e-4
0202-1102-2020-2110,4,4e-4
0202-1111-2020,2,2e-4
0202-1120,15,0.0015
0202-1120-1200-2020,5,5e-4
0202-1120-1201-2020,5,5e-4
0202-1120-1210,1,1e-4
0202-1120-1210-2020,5,5e-4
0202-1120-1220-2020,1,1e-4
0202-1120-2011-2020,1,1e-4
0202-1120-2012-2020,1,1e-4
0202-1120-2020,46,0.0046
0202-1121,3,3e-4
0202-1121-2120,1,1e-4
0202-1200,9,9e-4
0202-1200-1210-2020,1,1e-4
0202-1200-2020,61,0.0061
0202-1200-2020-2100,9,9e-4
0202-1200-2020-2200,1,1e-4
0202-1200-2100,1,1e-4
0202-1201,3,3e-4
0202-1201-1210,1,1e-4
0202-1201-1210-2001-2020,1,1e-4
0202-1201-1210-2020,9,9e-4
0202-1201-1210-2020-2101-2110,1,1e-4
0202-1201-1220,3,3e-4
0202-1201-1220-2011-2020,1,1e-4
0202-1201-1220-2020,19,0.0019
0202-1201-1220-2020-2101,3,3e-4
0202-1201-1220-2120,2,2e-4
0202-1201-2001-2020,10,0.001
0202-1201-2011-2020,2,2e-4
0202-1201-2020,29,0.0029
0202-1201-2020-2101,3,3e-4
0202-1201-2021,1,1e-4
0202-1201-2101,1,1e-4
0202-1202,1,1e-4
0202-1202-2012-2020,1,1e-4
0202-1202-2020,2,2e-4
0202-1202-2021,1,1e-4
0202-1210,10,0.001
0202-1210-2020,78,0.0078
0202-1210-2020-2110,7,7e-4
0202-1210-2020-2202-2210,1,1e-4
0202-1210-2020-2210,2,2e-4
0202-1210-2110,2,2e-4
0202-1220,18,0.0018
0202-1220-2020,128,0.0128
0202-1220-2020-2102,5,5e-4
0202-1220-2120,12,0.0012
0202-2000,1,1e-4
0202-2001,2,2e-4
0202-2001-2020,65,0.0065
0202-2002,18,0.0018
0202-2002-2010,1,1e-4
0202-2002-2020,114,0.0114
0202-2002-2021,9,9e-4
0202-2010,2,2e-4
0202-2011,5,5e-4
0202-2011-2020,37,0.0037
0202-2011-2020-2101,10,0.001
0202-2011-2020-2201,20,0.002
0202-2011-2021,1,1e-4
0202-2011-2201,1,1e-4
0202-2012,18,0.0018
0202-2012-2020,117,0.0117
0202-2012-2020-2102,14,0.0014
0202-2012-2021,4,4e-4
0202-2012-2021-2102,1,1e-4
0202-2012-2102,2,2e-4
0202-2020,3791,0.3791
0202-2020-2021,7,7e-4
0202-2020-2021-2102,1,1e-4
0202-2020-2021-2210,1,1e-4
0202-2020-2022,2,2e-4
0202-2020-2100,65,0.0065
0202-2020-2100-2102,1,1e-4
0202-2020-2100-2200,1,1e-4
0202-2020-2101,70,0.007
0202-2020-2101-2102,1,1e-4
0202-2020-2101-2110,2,2e-4
0202-2020-2101-2120,1,1e-4
0202-2020-2102,122,0.0122
0202-2020-2102-2110,16,0.0016
0202-2020-2110,23,0.0023
0202-2020-2110-2210,1,1e-4
0202-2020-2120,4,4e-4
0202-2020-2200,133,0.0133
0202-2020-2201,108,0.0108
0202-2020-2201-2210,18,0.0018
0202-2020-2202,2,2e-4
0202-2020-2210,127,0.0127
0202-2020-2220,1,1e-4
0202-2021,123,0.0123
0202-2021-2101,3,3e-4
0202-2021-2102,11,0.0011
0202-2021-2102-2111,2,2e-4
0202-2021-2111,1,1e-4
0202-2021-2201,1,1e-4
0202-2022,36,0.0036
0202-2022-2102,5,5e-4
0202-2101,2,2e-4
0202-2102,8,8e-4
0202-2102-2120,1,1e-4
0202-2110,11,0.0011
0202-2111,1,1e-4
0202-2112-2120,1,1e-4
0202-2120,138,0.0138
0202-2120-2200,5,5e-4
0202-2120-2201,14,0.0014
0202-2120-2201-2210,1,1e-4
0202-2120-2202,2,2e-4
0202-2120-2210,3,3e-4
0202-2120-2220,1,1e-4
0202-2121,2,2e-4
0202-2122,1,1e-4
0202-2200,23,0.0023
0202-2201,15,0.0015
0202-2201-2210,1,1e-4
0202-2201-2220,6,6e-4
0202-2210,13,0.0013
0202-2220,27,0.0027
0210-2020,3,3e-4
0211,1,1e-4
0211-1021-2020,1,1e-4
0211-2020,9,9e-4
0211-2020-2110,1,1e-4
0211-2021-2111,1,1e-4
0211-2120,1,1e-4
0211-2120-2210,1,1e-4
0211-2210,1,1e-4
0212,7,7e-4
0212-0220-2020,13,0.0013
0212-0220-2120,1,1e-4
0212-0221,1,1e-4
0212-0221-2020,4,4e-4
0212-0221-2220,1,1e-4
0212-0222-2020,1,1e-4
0212-1012-2011,1,1e-4
0212-1012-2020,1,1e-4
0212-1022,1,1e-4
0212-1022-1112-2020,1,1e-4
0212-1022-2020,13,0.0013
0212-1112-2020,1,1e-4
0212-1210-2020,2,2e-4
0212-1211-1220-2020,1,1e-4
0212-1220,1,1e-4
0212-1220-2020,8,8e-4
0212-1220-2120,3,3e-4
0212-2011,1,1e-4
0212-2011-2020,1,1e-4
0212-2012-2020,3,3e-4
0212-2020,150,0.015
0212-2020-2110,1,1e-4
0212-2020-2112,1,1e-4
0212-2020-2120,1,1e-4
0212-2021,11,0.0011
0212-2021-2022,1,1e-4
0212-2021-2211,1,1e-4
0212-2022,4,4e-4
0212-2110,1,1e-4
0212-2111,1,1e-4
0212-2112,1,1e-4
0212-2120,4,4e-4
0212-2121,1,1e-4
0212-2211-2220,1,1e-4
0212-2220,3,3e-4
0220,3,3e-4
0220-2020,16,0.0016
0221-1021-2020,4,4e-4
0221-1220-2020,3,3e-4
0221-2020,18,0.0018
0222,4,4e-4
0222-1022-2020,3,3e-4
0222-1220-2020,5,5e-4
0222-2020,24,0.0024
0222-2021,2,2e-4
0222-2120,2,2e-4
0222-2220,1,1e-4
1002,1,1e-4
1002-1021-2020,1,1e-4
1002-2002-2020,1,1e-4
1002-2020,4,4e-4
1012-1021-2020,1,1e-4
1012-1102-2020,1,1e-4
1012-2011-2020,1,1e-4
1021-2020,4,4e-4
1022-1202-2020,1,1e-4
1022-2020,12,0.0012
1022-2021,3,3e-4
1102,2,2e-4
1102-1121-2120,1,1e-4
1102-2020,8,8e-4
1102-2020-2101,1,1e-4
1111-1120-1201-2011-2020,1,1e-4
1112-1121-1202-2120,1,1e-4
1112-2020,3,3e-4
1120-1201-2020,1,1e-4
1120-1202-2020,4,4e-4
1120-2020,6,6e-4
1121-1202-1211-2021,1,1e-4
1121-1202-2021,2,2e-4
1122,1,1e-4
1122-1202-2120,1,1e-4
1200-2020,2,2e-4
1201-1202-2020,1,1e-4
