Phase,Count,Frequency
002,473,0.0473
002-012,1,1e-4
002-012-020-102,1,1e-4
002-012-020-102-112-202-212,1,1e-4
002-012-020-122-201-202,1,1e-4
002-012-021-101-102,1,1e-4
002-012-021-102-122,1,1e-4
002-012-102-112-200-202,1,1e-4
002-012-102-112-210,1,1e-4
002-012-102-120-210,1,1e-4
002-012-112-201,1,1e-4
002-012-112-201-220,1,1e-4
002-012-202-211-212-220,1,1e-4
002-020,171,0.0171
002-020-021-120-121-201,1,1e-4
002-020-021-120-200,1,1e-4
002-020-021-220,1,1e-4
002-020-200,167,0.0167
002-020-200-202-210,1,1e-4
002-020-201,17,0.0017
002-020-201-210,1,1e-4
002-020-202,6,6e-4
002-020-210,23,0.0023
002-020-220,7,7e-4
002-021,128,0.0128
002-021-022-102-112-220,1,1e-4
002-021-111-201-210,1,1e-4
002-021-120,6,6e-4
002-021-120-121-201-210-211-220,1,1e-4
002-021-120-200,2,2e-4
002-021-121-201-210,1,1e-4
002-021-200,18,0.0018
002-021-200-201-210-220,1,1e-4
002-021-200-220,1,1e-4
002-021-201,16,0.0016
002-021-210,7,7e-4
002-021-210-220,1,1e-4
002-021-211,1,1e-4
002-021-220,9,9e-4
002-021-220-221,1,1e-4
002-022,26,0.0026
002-022-102,1,1e-4
002-022-102-120-121,1,1e-4
002-022-102-120-121-220,1,1e-4
002-022-120,1,1e-4
002-022-120-200,2,2e-4
002-022-200,7,7e-4
002-022-201,2,2e-4
002-022-210,3,3e-4
002-022-220,4,4e-4
002-102,1,1e-4
002-102-112-120,1,1e-4
002-102-201,1,1e-4
002-102-201-202-222,1,1e-4
002-120,27,0.0027
002-120-200,23,0.0023
002-120-201,9,9e-4
002-120-201-220,1,1e-4
002-120-202,2,2e-4
002-120-210,2,2e-4
002-120-220,1,1e-4
002-200,161,0.0161
002-200-210,1,1e-4
002-200-220,6,6e-4
002-201,141,0.0141
002-201-210,5,5e-4
002-201-220,3,3e-4
002-202,31,0.0031
002-202-210,2,2e-4
002-210,23,0.0023
002-210-220,3,3e-4
002-210-220-221,1,1e-4
002-211,1,1e-4
002-220,32,0.0032
011,1,1e-4
011-020-021-110-111-120,1,1e-4
011-102-120-200,1,1e-4
012,248,0.0248
012-020,136,0.0136
012-020-021-022-120-210,1,1e-4
012-020-021-111-120,1,1e-4
012-020-022-102-120,1,1e-4
012-020-022-102-202-210-211,1,1e-4
012-020-022-112-120-210,2,2e-4
012-020-022-120-122-210,1,1e-4
012-020-102,7,7e-4
012-020-102-110-112-210,1,1e-4
012-020-102-112-210,1,1e-4
012-020-102-120-200,1,1e-4
012-020-102-200,2,2e-4
012-020-102-201,1,1e-4
012-020-112-200-201-202-210,1,1e-4
012-020-200,26,0.0026
012-020-201,10,0.001
012-020-201-210,1,1e-4
012-020-202,7,7e-4
012-020-202-210-211,1,1e-4
012-020-210,12,0.0012
012-020-220,1,1e-4
012-021,91,0.0091
012-021-022-102-112-210,1,1e-4
012-021-022-112-121-200,1,1e-4
012-021-022-120-121-210,1,1e-4
012-021-022-121,1,1e-4
012-021-022-202-211,1,1e-4
012-021-022-202-221,1,1e-4
012-021-102,11,0.0011
012-021-102-112-201-202-211,1,1e-4
012-021-102-112-202-211,1,1e-4
012-021-112-201-202-211,1,1e-4
012-021-120,14,0.0014
012-021-120-202,1,1e-4
012-021-120-210-211-220,1,1e-4
012-021-120-220,1,1e-4
012-021-200,2,2e-4
012-021-201,5,5e-4
