parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,0.734026,5.307302,01
2,2,01-10,01-10,2,23,1.122586,6.670863,01
2,2,01-10,01-10,2,77,6.449902,0.30023300000000003,10
3,2,01-10,01-10,2,99,-0.151674,3.688151,01
3,2,01-10,01-10,2,1,5.137394,-0.013761,10
4,2,01-10,01-10,2,70,2.399723,6.556065,01
4,2,01-10,01-10,2,30,7.14375,0.373653,10
5,2,01-10,01-10,2,79,5.277892,1.260689,10
5,2,01-10,01-10,2,21,-0.319096,5.917698,01
6,1,01,01,1,100,0.723038,7.440126,01
7,1,01,01,1,100,-3.226867,4.459527,01
8,1,01,01,1,100,-3.936701,6.83857,01
9,2,01-10,01-10,2,50,-0.070494,8.077252,01
9,2,01-10,01-10,2,50,6.466966,1.48469,10
10,2,01-10,01-10,2,90,6.952469,-0.196693,10
10,2,01-10,01-10,2,10,2.085448,5.442804,01
11,2,01-10,01-10,2,96,1.162792,4.159066,01
11,2,01-10,01-10,2,4,6.862867,-0.873375,10
12,2,01-10,01-10,2,84,-0.179771,6.433356,01
12,2,01-10,01-10,2,16,5.442814,0.150298,10
13,2,01-10,01-10,2,46,2.570782,6.172812,01
13,2,01-10,01-10,2,54,5.813575,2.60942,10
14,1,01,01-10,1,100,-0.219431,7.227274,01
15,2,01-10,01-10,2,69,7.461567,3.444537,10
15,2,01-10,01-10,2,31,1.261215,6.493754,01
16,2,01-10,01-10,2,82,0.414186,7.140988,01
16,2,01-10,01-10,2,18,6.423716,1.249006,10
17,1,01,01,1,100,-0.432878,6.867279,01
18,2,01-10,01-10,2,94,-2.024622,5.442814,01
18,2,01-10,01-10,2,6,4.034804,2.934807,10
19,2,01-10,01-10,2,76,5.203508,0.936373,10
19,2,01-10,01-10,2,24,-0.653269,6.234685,01
20,2,01-10,01-10,2,71,1.780967,7.268642,01
20,2,01-10,01-10,2,29,6.295439,2.285949,10
21,2,01-10,01-10,2,71,0.521713,7.688376,01
21,2,01-10,01-10,2,29,6.754082,3.558834,10
22,2,01-10,01-10,2,65,2.876348,7.326169,01
22,2,01-10,01-10,2,35,6.473297,3.900526,10
23,2,01-10,01-10,2,97,-0.234669,7.2172790000000004,01
23,2,01-10,01-10,2,3,5.428923,1.739565,10
24,1,01,01,1,100,-1.119921,6.274028,01
25,1,01,01,1,100,1.526753,7.193713,01
26,2,01-10,01-10,2,71,1.069537,6.921162,01
26,2,01-10,01-10,2,29,7.019775,0.388919,10
27,1,01,01,1,100,-0.985803,7.696013,01
28,1,10,10,1,100,7.36372,0.537981,10
29,2,01-10,01-10,2,13,0.832364,7.802454,01
29,2,01-10,01-10,2,87,7.135539,1.198859,10
30,2,01-10,01-10,2,95,-0.996079,7.619493,01
30,2,01-10,01-10,2,5,5.51498,1.403179,10
31,2,01-10,01-10,2,76,0.124385,7.182888,01
31,2,01-10,01-10,2,24,6.427537,2.191783,10
32,1,10,10,1,100,5.255005,-2.466537,10
33,1,01,01,1,100,0.30842,4.485799,01
34,2,01-10,01-10,2,80,6.04787,-0.492988,10
34,2,01-10,01-10,2,20,2.1416,5.73202,01
35,2,01-10,01-10,2,16,5.830294,0.604137,10
35,2,01-10,01-10,2,84,0.207706,7.065393,01
36,1,10,10,1,100,5.14252,0.514641,10
37,1,01,01,1,100,-0.435154,7.066172,01
38,2,01-10,01-10,2,52,-0.061375,7.394021,01
38,2,01-10,01-10,2,48,6.503337,2.63181,10
39,1,01,01,1,100,-3.592175,6.205172,01
40,2,01-10,01-10,2,94,7.172627,1.605383,10
40,2,01-10,01-10,2,6,4.713952,7.231967,01
41,1,01,01,1,100,1.51268,6.634807,01
42,2,01-10,01-10,2,59,0.822986,7.296376,01
42,2,01-10,01-10,2,41,6.391296,2.136914,10
43,1,01,01,1,100,-0.052283,7.090933,01
44,2,01-10,01-10,2,78,8.212712,-0.89668,10
44,2,01-10,01-10,2,22,3.040903,5.699526,01
45,1,10,10,1,100,7.238076,1.448204,10
46,2,01-10,01-10,2,94,-1.12093,8.436027,01
46,2,01-10,01-10,2,6,5.278527,3.139344,10
47,1,01,01,1,100,1.200452,7.063334,01
48,2,01-10,01-10,2,85,-1.048846,8.480025,01
48,2,01-10,01-10,2,15,5.439837,1.91703,10
49,2,01-10,01-10,2,77,7.826923,1.959177,10
49,2,01-10,01-10,2,23,2.49922,7.017941,01
50,1,11,11,1,100,0.452429,1.975915,11
