19.440,0.574
68.708,0.489	2.552,44.530
2.350,66.729
90.711,0.796	1.874,60.532
88.488,0.195	1.287,18.896
0.781,520.761
36.913,3.976	0.966,107.238
96.541,0.493	2.448,39.680
32.677,2.274	0.482,181.092
92.383,12.716	1.185,139.103
10.446,21.160	0.424,156.390
4.555,119.266
82.259,2.447	1.007,92.320
150.485,2.534	2.437,165.252
33.663,1.221	0.354,104.757
165.876,5.655	4.412,155.333
137.495,3.792	2.831,230.890
36.219,3.245	0.755,220.017
50.666,1.742	1.256,64.107
3.785,62.030
288.417,1.052	3.163,81.389
32.941,5.367	0.410,93.246
220.017,2.402	5.195,102.354
23.240,3.533	0.711,209.907
92.945,1.934	2.190,128.801
0.183,102.364
80.517,3.645	3.814,343.925
144.929,2.388	2.340,110.541
66.231,1.277	1.062,94.278
262.155,1.397	4.509,131.964
86.080,1.775	1.092,119.262
181.720,1.599	6.806,125.407
256.013,6.311	4.361,145.575
22.080,12.636	0.636,288.478
40.746,5.155	0.710,104.232
249.590,2.668	17.225,85.077
33.244,3.306	0.418,143.840
91.327,1.065	31.602,77.215
117.810,0.714	1.624,69.316
173.811,3.178
240.667,2.238	2.641,112.951
90.195,1.515	0.989,80.618
67.588,0.632	1.121,62.329
324.360,1.546	3.868,76.164
26.498,1.972	0.983,17.586
43.449,1.664	0.490,77.206
46.945,0.915	0.544,61.688
189.402,3.307	2.306,314.326
433.632,0.238
5.530,331.941
3.625,405.338
201.300,0.730	6.651,72.738
290.007,1.555	4.137,123.821
290.738,0.251	10.987,23.529
0.140,94.952
40.946,1.237
75.824,3.457	0.833,70.326
43.223,2.185
0.986,110.801
70.023,0.719	0.747,69.461
0.972,123.971
113.892,12.320	12.935,69.026
195.106,3.437
71.802,1.911	0.941,132.007
75.644,0.765	1.315,52.970
80.898,2.087	1.628,100.043
83.824,2.985	1.379,209.818
0.141,98.434
292.275,3.944	5.469,109.122
306.220,0.382
1.325,81.384
2.015,329.783
73.455,1.176	1.407,74.492
27.765,0.682	0.756,48.332
194.890,0.286
165.118,2.426	1.813,77.098
194.774,0.881	2.736,49.629
120.219,1.268
13.278,24.776
80.092,1.957	1.126,79.115
69.039,2.713	4.744,107.487
65.279,0.147
29.391,5.348	3.248,290.445
257.639,11.653
0.285,41.579
87.543,9.519
76.805,2.205	1.356,187.846
96.916,5.900	4.690,264.581
1.294,417.952
88.448,3.396	1.063,102.417
246.319,0.111
0.409,90.167
0.227,35.016
233.776,4.250
100.388,1.494
69.452,7.729
70.218,2.970
16.724,1.728
2.453,276.213
0.148,45.336
140.247,2.705	1.731,190.675
646.087,1.780	12.528,40.797
493.860,11.493	10.922,158.645
279.428,0.872	12.122,46.871
