1	2	88	2.417652	7.587308
1	2	12	7.155367	1.063234
2	2	76	6.246910	0.350871
2	2	24	2.104140	6.769888
3	2	54	0.101590	6.366623
3	2	46	6.424297	0.587799
4	1	100	5.439822	-0.910980
5	2	32	6.366623	1.233174
5	2	68	-0.132853	7.006648
6	1	100	4.421114	-0.412683
7	1	100	1.233189	6.631430
8	2	92	1.417732	6.828177
8	2	8	6.463996	1.952513
9	2	82	7.018951	0.022211
9	2	18	0.750277	6.558194
10	2	67	6.480103	-1.782823
10	2	33	0.413262	4.707545
11	2	55	-0.258594	5.980878
11	2	45	5.848237	-0.402320
12	1	100	-1.167003	6.527761
13	2	81	6.073588	-0.242906
13	2	19	0.195853	5.973230
14	2	42	2.828046	6.963890
14	2	58	5.702394	1.613470
15	2	99	6.073588	0.943348
15	2	1	0.105832	5.966456
16	2	85	-0.445627	7.511011
16	2	15	5.016039	1.068428
17	1	100	-2.001775	5.745239
18	2	75	0.117357	6.665591
18	2	25	6.577950	2.709817
19	1	100	-3.755670	6.766605
20	2	64	7.304187	0.121250
20	2	36	1.165224	6.316791
21	1	100	7.397570	1.007387
22	1	100	-2.879331	7.084766
23	2	32	1.625439	7.048110
23	2	68	6.768544	2.019280
24	1	100	0.195740	7.197867
25	2	88	4.985446	-0.336994
25	2	12	-1.132243	6.157145
26	2	87	1.960891	6.905753
26	2	13	6.952250	1.915426
27	2	66	5.455184	-4.435095
27	2	34	-0.426789	1.670371
28	2	66	1.422891	7.248821
28	2	34	7.598325	1.717519
29	2	94	7.689157	-0.282012
29	2	6	3.040017	5.435897
30	2	70	6.861785	2.996777
30	2	30	0.478641	7.761476
31	2	40	1.687245	7.658230
31	2	60	7.716175	3.114007
32	2	39	0.161643	6.469430
32	2	61	6.400188	3.483389
33	1	100	-0.012407	8.019578
34	2	89	-0.838123	7.641538
34	2	11	4.649680	2.172134
35	1	100	5.813043	-0.650951
36	1	100	-4.380871	6.077200
37	2	78	7.454636	1.399208
37	2	22	0.961483	7.572596
38	1	100	-3.473304	5.308191
39	2	80	4.948284	1.078491
39	2	20	3.391959	2.886721
40	2	75	5.584181	-1.073011
40	2	25	0.920040	5.453739
41	1	100	7.680112	0.317647
42	2	73	7.203094	0.984302
42	2	27	3.098961	6.205063
43	2	58	1.292608	3.785056
43	2	42	6.479862	-2.570709
44	2	57	8.115715	-0.294452
44	2	43	1.917411	6.282345
45	2	44	1.141258	6.115056
45	2	56	7.585370	0.858879
46	2	16	0.141821	4.668703
46	2	84	6.126982	-0.393224
47	1	100	6.958686	-3.224706
48	2	89	1.472214	7.695126
48	2	11	7.081668	1.947172
49	1	100	-0.931020	6.610691
50	2	86	6.743133	0.751049
50	2	14	3.383797	5.240418
51	2	77	6.412368	0.023501
51	2	23	1.270230	6.554521
52	1	100	-2.172303	5.300434
53	2	24	6.931965	1.681339
53	2	76	1.361004	8.147826
54	1	100	-0.468645	6.841607
55	2	25	7.122229	-1.651563
55	2	75	0.550731	4.590889
56	2	39	6.239420	4.303541
56	2	61	-0.121432	7.636913
57	2	61	0.808682	7.130891
57	2	39	7.017763	1.659903
58	1	100	8.374754	-0.796943
59	1	100	6.803410	-0.158871
60	1	100	-0.118566	6.139194
61	1	100	-0.987897	6.507705
62	1	100	7.820009	-1.169464
63	2	82	1.376864	7.354503
63	2	18	7.287208	3.886142
64	2	64	0.650821	6.201403
64	2	36	6.954760	-0.396459
65	2	53	7.837016	0.641678
65	2	47	1.397766	6.026092
66	2	95	7.216861	0.968841
66	2	5	0.790661	6.795346
67	1	100	-3.814326	4.715884
68	1	100	2.667518	6.670063
69	2	92	7.227506	-0.319796
69	2	8	0.929161	6.219974
70	2	94	7.985991	0.771161
70	2	6	3.291390	6.468329
71	1	100	4.039343	6.195064
72	2	79	1.003039	8.226069
72	2	21	7.294625	1.861234
73	2	66	-0.063474	4.627703
73	2	34	6.563482	-0.857392
74	2	22	5.813789	1.471882
74	2	78	2.187550	5.290979
75	2	80	4.507233	0.721736
75	2	20	1.905878	5.828749
76	2	94	0.793991	8.326626
76	2	6	6.540113	2.959574
77	2	98	-0.021187	4.841260
77	2	2	5.647001	1.346907
78	2	55	5.911808	1.336143
78	2	45	2.365548	6.798336
79	2	67	7.219064	-1.036768
79	2	33	0.710118	5.106809
80	1	100	6.522640	0.608892
81	1	100	1.451719	6.753950
82	1	100	2.270749	8.902422
83	1	100	-4.627152	7.340965
84	2	93	-0.552487	6.848316
84	2	7	5.981816	0.441124
85	2	38	2.227687	6.381158
85	2	62	7.222760	0.620583
