1.663,39.596
87.421,1.231	2.176,101.890
35.470,0.333	0.900,12.890
141.411,1.296	5.277,94.097
38.798,2.396	0.801,60.451
1.651,173.660
0.103,22.001
0.065,114.450
88.461,2.799	0.952,270.082
123.852,0.873	3.827,43.496
132.874,0.545	2.239,17.865
43.496,0.971	0.883,86.424
93.170,6.103	5.941,79.824
38.801,2.680	0.859,149.839
176.360,10.887	2.383,90.119
85.848,2.370	1.333,141.140
0.741,116.750
16.391,1.093	0.189,43.496
36.848,1.914	0.635,75.306
78.545,4.848	3.437,154.198
107.984,11.785	1.436,206.268
89.182,14.933	7.343,160.478
43.081,2.499	0.850,148.805
0.441,77.387
2.881,146.394
129.767,1.307	2.099,121.193
0.505,207.363
164.703,1.452
140.608,2.296	1.781,223.269
45.727,2.491	0.501,196.651
86.077,4.569	1.090,145.300
38.187,0.066
0.964,22.406
66.159,0.709	4.407,53.151
56.897,1.504	1.155,133.935
35.323,1.429
0.740,134.008
90.719,6.198	0.958,168.198
0.083,73.781
144.270,3.043	26.244,157.327
2.853,99.375
83.941,4.398	1.769,157.191
0.964,136.328
296.669,0.537	8.229,51.967
150.966,2.729
39.596,8.803	0.460,346.335
2.298,133.744
43.407,3.776	0.483,357.060
227.059,3.888	5.654,129.604
1.367,3.899
27.347,0.610	0.372,52.460
86.830,3.354	2.297,197.139
127.762,1.268	1.544,87.928
60.769,3.373	2.253,141.760
4.293,384.910
13.615,0.860	0.203,17.521
82.528,9.913	3.348,122.518
86.184,4.468	1.520,169.240
0.249,76.041
153.465,7.431	1.880,418.214
77.453,2.387	5.019,184.975
1.824,191.863
112.253,3.094	2.379,151.842
58.941,0.171
100.296,0.539
131.536,0.750	3.574,8.181
111.157,0.870	2.531,70.050
41.469,10.320	2.430,209.019
5.664,17.028
99.954,0.033
59.459,9.137	0.728,514.247
1.296,331.987
50.622,1.430	2.749,79.647
213.124,1.025	7.750,50.573
120.400,1.082	1.250,78.389
102.461,4.778	1.205,177.558
55.571,3.068	5.076,75.528
52.677,0.595	1.571,47.925
58.008,6.640	28.136,384.774
56.833,1.406
0.087,91.462
62.363,0.590	0.805,49.610
186.097,0.104
0.062,127.674
18.147,1.075	0.193,94.355
3.471,243.903
64.368,4.680
182.583,0.999	2.055,97.868
53.560,0.323	0.645,31.144
106.827,2.031
49.723,1.401	1.754,101.823
103.440,1.478	10.651,74.235
8.906,174.325
0.040,173.280
47.803,0.381	1.082,37.460
50.994,1.872	2.305,115.664
324.988,19.056	3.796,659.470
52.281,1.451	1.070,58.539
105.491,0.749	2.867,68.689
563.554,2.288
0.150,105.643
42.425,2.733	0.614,266.588
104.706,3.847	4.809,158.763
46.618,4.690	7.977,24.082
1.916,72.106
64.000,2.102	0.781,162.212
115.533,1.152	5.902,62.574
92.083,1.242	3.993,75.776
189.431,1.106	2.138,54.193
7.431,139.178
22.326,3.419	0.244,200.849
13.507,4.959
85.797,6.350	7.052,183.717
77.251,1.527	1.358,137.071
3.746,75.335
107.661,0.567	3.148,35.113
0.964,151.402
64.598,1.250	8.656,92.605
64.598,1.157	0.822,92.605
113.870,1.289	1.351,102.213
0.076,72.214
73.249,8.031	2.725,126.029
61.462,1.207	0.818,72.069
21.060,6.506	1.710,120.143
199.448,1.290	7.041,104.780
243.927,8.471	5.749,707.906
580.233,2.118	6.449,209.012
385.263,1.710	10.304,39.511
50.664,1.748	2.161,92.335
84.899,6.759	2.421,223.976
183.413,0.629	10.054,35.676
212.317,3.520	5.433,30.488
197.068,2.130	2.506,61.316
0.292,251.106
56.498,0.912	0.809,77.740
93.063,5.608	1.286,219.904
281.222,1.881	3.792,111.050
176.126,9.754	2.013,319.040
384.104,0.219
19.390,0.685	6.093,36.450
37.951,0.824	1.551,34.636
80.610,14.853	1.656,85.453
52.000,0.283	0.974,26.151
44.244,0.691	0.653,39.954
798.917,3.788	10.559,363.706
138.416,0.286	1.511,19.626
28.830,5.997	0.504,386.670
32.687,2.429	0.409,183.801
100.781,1.862	2.973,154.037
95.995,1.773	2.218,94.823
282.647,1.706	5.935,131.848
74.762,2.498
56.908,1.726	1.639,118.023
112.052,0.722	3.489,53.230
97.326,0.743	3.467,68.522
1.249,33.727
61.172,5.544	1.047,170.157
280.008,1.117
82.093,2.483
93.262,4.544	1.124,121.223
45.957,2.963
21.331,1.396	0.373,85.270
293.037,1.430	3.022,87.807
325.904,0.199
133.879,4.976	1.448,397.594
62.604,1.832	0.951,47.920
1.112,120.142
0.179,132.420
205.038,0.922
9.137,0.763	0.126,48.551
163.942,1.558	1.705,114.930
96.200,1.117	1.284,69.214
135.230,5.178	1.659,73.103
246.209,0.811
96.466,1.230	1.260,110.836
2.606,232.233
136.222,3.900	2.196,123.256
135.725,0.861	2.451,60.040
141.323,8.369	1.779,211.096
100.375,1.698	3.490,100.417
91.978,5.509	1.210,203.155
74.337,3.372	19.734,225.673
31.769,11.467	0.485,261.844
32.897,0.428	0.735,27.276
856.490,1.990	9.342,62.416
29.436,2.165	1.533,97.658
78.044,1.940	1.791,98.682
379.899,0.140
1.060,83.446
0.430,513.403
152.288,0.156
88.856,5.204	2.666,209.112
82.371,1.119	0.925,58.157
85.822,8.282	2.641,567.405
107.625,0.834
107.596,4.880	1.461,95.381
3.919,404.704
63.595,2.250	0.690,64.350
244.576,1.215
21.328,13.821	1.353,96.992
31.134,0.949	0.457,38.892
368.364,0.544	12.956,41.147
138.296,1.286	2.525,91.579
15.608,0.124	0.178,10.356
41.286,5.447	3.170,444.643
16.671,0.221	0.192,16.356
51.640,1.068
3.254,322.691
35.181,0.916	0.620,63.218
129.686,4.552	3.818,37.125
1.225,12.579
0.472,361.913
48.697,1.737	2.006,154.133
0.201,69.276
1.613,177.060
79.552,5.224	2.240,249.891
0.623,171.551
83.796,2.831
69.770,13.889	2.788,54.123
55.985,0.226
76.613,1.553	1.445,71.695
78.963,2.977	3.736,200.534
126.153,1.016
98.278,1.436	2.260,87.760
398.754,1.146
105.861,6.305	2.512,93.720
0.214,322.103
327.421,3.435	5.737,98.789
120.951,8.424	2.803,219.357
143.532,2.269	7.108,147.575
138.137,0.711	3.770,20.913
22.572,3.424	0.776,274.976
140.671,3.064	1.854,143.807
550.299,5.631	6.151,78.626
93.154,0.727	2.851,59.342
100.301,4.952
204.601,5.540
85.734,3.229	2.913,147.111
420.634,20.178	5.681,163.066
37.417,1.232	0.491,115.940
4.978,1.067	0.075,51.817
2.413,196.195
20.597,7.923	0.526,83.535
201.053,0.385	7.457,37.137
0.338,61.342
76.244,3.067	0.970,223.352
91.921,0.443	1.069,34.074
19.651,9.728	1.468,341.778
53.934,1.191
170.188,0.581	3.790,49.990
2.009,75.260
0.108,55.827
32.075,16.143
230.099,1.349	2.534,117.902
59.776,1.073	1.155,106.535
33.150,4.607	0.664,330.097
82.026,9.841	1.823,243.817
177.836,3.067	4.032,118.985
151.287,12.781	7.011,119.869
82.429,0.551	1.201,27.503
115.590,0.925	1.324,72.932
157.422,9.738	3.621,370.917
133.566,10.114	1.538,87.216
316.574,0.212	28.262,18.310
109.258,0.905	2.693,26.240
122.715,0.064
93.867,2.121	4.030,83.215
178.071,18.243
104.431,0.038
119.757,1.338	1.770,98.606
297.632,0.534
297.632,0.534
247.185,3.150	9.977,251.945
417.453,5.905	11.488,318.855
291.913,0.418
38.455,1.735	0.495,91.199
361.541,5.636
173.713,0.771	1.812,59.852
0.869,208.428
45.602,13.267	0.562,131.543
155.628,1.416	3.358,123.236
42.109,8.520	0.459,436.566
37.065,6.337	11.194,58.352
149.836,0.211
115.923,11.686
499.875,0.819	26.645,56.139
191.380,0.560	2.625,16.628
232.530,0.976	7.595,52.111
90.133,0.618
238.739,7.070
101.207,2.186	10.290,82.967
144.582,2.213	5.431,37.664
236.516,0.132
35.558,2.400	1.260,22.815
363.193,0.501	3.965,37.331
252.286,1.321	4.387,94.339
244.561,0.321	4.602,17.166
103.894,1.708
132.218,1.368
33.798,1.208
395.701,6.180	5.460,193.759
142.382,0.473
330.343,0.306
217.995,0.534	2.549,48.670
8.520,169.508
292.326,8.198	34.118,46.075
0.875,639.334
144.496,0.953	4.479,83.375
415.611,2.029	8.087,91.291
239.023,0.422	7.051,33.756
3.852,421.792
1.133,300.638
747.735,1.275	8.583,119.715
38.472,2.319	0.472,96.470
42.235,1.096
52.709,2.010	0.589,50.650
77.800,1.290	1.169,110.505
0.086,93.836
620.048,6.559	11.181,64.437
324.625,6.280	3.643,85.748
0.370,219.161
245.401,1.809	9.910,86.678
