6.522,27.727	0.005,123.543
30.577,2.739	0.142,27.716
145.049,1.156	0.041,71.457
54.882,2.341	0.017,84.470
136.631,1.646	0.097,96.226
83.956,0.035
25.976,5.217	0.019,99.519
33.146,3.235	0.014,117.311
44.431,1.074	0.022,92.607
60.371,0.629	0.447,35.301
47.366,0.916	0.011,58.818
6.817,1.676	0.004,89.397
97.286,1.175	0.031,69.967
0.290,2.328	27.716,2.328	0.008,226.797
18.848,28.028	0.002,105.401
1.235,11.287	101.272,0.218
105.949,0.938	0.043,84.964	2.041,84.964
99.148,2.951	0.013,94.695
189.703,0.096
96.806,1.588	0.011,152.830
20.533,1.719	0.021,98.086
1.551,3.250	122.796,3.250	0.018,130.319
111.914,11.470	0.021,223.833
114.158,2.638	0.019,120.273
1.213,9.732	98.268,9.732	0.015,265.584
61.228,4.893	0.030,134.962
0.033,144.621	0.596,144.621
119.960,4.337	0.078,133.242
126.733,2.187	0.074,83.052
207.933,0.852	0.049,80.986
2.473,1.134	163.254,1.134	0.249,82.465
110.884,1.534	0.079,94.516	3.209,94.516
56.313,0.620	0.025,38.380
1.374,1.068	75.199,1.068	0.346,54.946
112.245,1.130	0.132,57.396
0.047,160.911
105.172,1.496	0.135,107.767
43.554,2.293	0.025,151.646
160.875,1.943	0.078,148.866
92.747,1.198	1.745,66.720
39.922,4.592	0.015,65.631
74.765,7.404	0.035,133.473
304.768,4.628	0.103,142.896
0.014,207.288
44.689,0.151	0.156,11.477	3.806,11.477
127.310,7.443	0.021,146.800
34.664,3.130	0.053,56.482
153.089,2.566	0.168,210.395
246.030,1.598	0.228,105.722
135.045,0.403	0.066,21.962
1.201,1.142	18.758,1.142	0.039,61.968
0.419,0.541	14.225,0.541	0.030,18.336
0.018,143.810
0.001,70.077
48.325,2.521	0.055,172.344
13.099,13.315	0.008,219.361
1.605,7.138	63.843,7.138	0.024,114.477
26.699,4.216	0.004,116.234
202.670,4.520	0.700,74.431
0.025,111.054
0.022,163.126
88.295,3.267	0.386,89.837
9.035,0.563	0.005,23.510
170.712,2.947	0.102,239.536
