parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,20,20,01-20,1,1,5.576377,-1.403921,1
2,1,20,20,01-20,1,1,5.201793,-0.672331,1
3,2,01-20,01,01-20,2,0.367,-3.70252,4.349353,0.367
3,2,01-20,20,01-20,2,0.633,5.97635,-1.604654,0.633
4,1,20,20,01-10-20,1,1,6.775794,2.001423,1
5,2,01-20,01,01-20,2,0.578,-4.844316,4.880055,0.578
5,2,01-20,20,01-20,2,0.422,7.444196,-0.18906,0.422
6,3,01-10-20,20,01-10-20,3,0.318,5.540231,1.020063,0.318
6,3,01-10-20,01,01-10-20,3,0.645,-4.98358,5.804419,0.645
6,3,01-10-20,10,01-10-20,3,0.037,0.835025,2.570222,0.037
7,2,01-20,01,01-20,2,0.892,-5.614258,7.459964,0.892
7,2,01-20,20,01-20,2,0.108,4.756956,3.476258,0.108
8,2,01-20,20,01-20,2,0.435,7.185424,2.563579,0.435
8,2,01-20,01,01-20,2,0.565,-5.659101,4.773658,0.565
9,3,01-11-20,11,01-11-20,3,0.336,2.469476,6.461919,0.336
9,3,01-11-20,20,01-11-20,3,0.28,6.807054,1.185664,0.28
9,3,01-11-20,01,01-11-20,3,0.384,-2.575848,7.089155,0.384
10,2,01-20,01,01-20,2,0.877,-9.181269,7.495056,0.877
10,2,01-20,20,01-20,2,0.123,2.733556,1.422892,0.123
11,2,01-20,20,01-20,2,0.25,5.998268,-0.688863,0.25
11,2,01-20,01,01-20,2,0.75,-4.64236,5.835748,0.75
12,2,01-20,20,01-20,2,0.364,6.308766,-0.119978,0.364
12,2,01-20,01,01-20,2,0.636,-6.201629,6.474097,0.636
13,2,01-20,20,01-20,2,0.203,4.131638,1.720941,0.203
13,2,01-20,01,01-20,2,0.797,-6.817454,7.646794,0.797
14,2,01-21,21,01-21,2,0.477,1.554939,2.563325,0.477
14,2,01-21,01,01-21,2,0.523,-4.83369,7.127709,0.523
15,3,01-11-20,20,01-11-20,3,0.731,6.28677,0.713803,0.731
15,3,01-11-20,01,01-11-20,3,0.1,-5.625351,6.669188,0.1
15,3,01-11-20,11,01-11-20,3,0.169,0.942589,6.352405,0.169
16,2,00-20,00,00-20,2,0.739,-4.190604,2.932049,0.739
16,2,00-20,20,00-20,2,0.261,0.828254,1.809754,0.261
17,1,20,20,01-20,1,1,7.651428,-1.866839,1
18,2,01-20,20,01-10-20,2,0.138,4.943282,1.227033,0.138
18,2,01-20,01,01-10-20,2,0.862,-7.377811,5.930453,0.862
19,1,20,20,20,1,1,7.247277,-1.854998,1
