parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,102,102,102,1,1,0.500171,-8.811346,6.766438,1
2,1,021,021,021,1,1,-1.984562,5.488656,0.535924,1
3,1,021,021,021,1,1,-7.08739,6.174031,0.089803,1
4,2,021-220,021,021-102-220,2,0.34,-2.346753,5.980671,-0.568108,0.34
4,2,021-220,220,021-102-220,2,0.66,3.000729,4.685045,-5.030848,0.66
5,1,002,002,002,1,1,-0.789937,-1.467169,6.491101,1
6,1,202,202,202,1,1,0.590233,-6.351964,1.53492,1
7,1,022,022,022,1,1,-7.644011,2.869577,3.877771,1
8,2,202-220,202,202-220,2,0.18,5.763098,-1.95428,0.960654,0.18
8,2,202-220,220,202-220,2,0.82,2.024188,3.23829,-5.566661,0.82
9,1,120,120,120,1,1,0.973879,7.406509,-8.752687,1
10,2,021-120,120,021-120,2,0.27,-0.26911,7.383392,-5.874787,0.27
10,2,021-120,021,021-120,2,0.73,-6.256236,7.375529,0.011769,0.73
11,1,202,202,022-202,2,0.92,1.531764,-4.023244,1.705525,1
11,1,202,202,022-202,2,0.08,2.732285,-4.023244,0.237296,1
12,1,220,220,220,1,1,3.694246,1.947566,-5.096658,1
13,2,002-020,020,002-020,2,0.5,-1.27854,6.246844,-0.481432,0.5
13,2,002-020,002,002-020,2,0.5,-1.393889,0.099421,5.64123,0.5
14,1,022,022,022,1,1,-5.670228,1.69815,1.733971,1
15,1,210,210,210,1,1,7.500727,1.029067,-3.555692,1
16,1,200,200,200,1,1,6.213185,-0.791091,0.850884,1
17,1,020,020,020,1,1,0.676408,6.803084,0.515822,1
18,2,012-102,012,012,2,0.75,-2.118996,0.259305,6.720215,0.75
18,2,012-102,102,012,2,0.25,1.184834,-0.174641,1.648591,0.25
19,2,022-220,022,022-220,2,0.9,-4.333857,5.960613,1.356348,0.9
19,2,022-220,220,022-220,2,0.1,2.183568,4.538181,-5.152246,0.1
20,3,012-020-202,202,012-020-202,3,0.06,2.931184,-3.194594,2.399207,0.06
20,3,012-020-202,020,012-020-202,3,0.74,1.122861,6.643708,0.590684,0.74
20,3,012-020-202,012,012-020-202,3,0.2,-1.740326,0.272696,5.262378,0.2
21,2,022-102,102,022-102,2,0.6,-0.542364,-3.223448,5.794388,0.6
21,2,022-102,022,022-102,2,0.4,-5.415459,1.618624,3.944034,0.4
22,2,020-210,020,020-210,2,0.64,-3.506465,6.043898,0.849295,0.64
22,2,020-210,210,020-210,2,0.36,2.053967,-0.235284,-5.636361,0.36
23,1,002,002,002,1,1,-0.859452,-0.731293,6.381422,1
24,1,201,201,201,1,1,8.223974,-5.369532,1.185641,1
25,1,202,202,202,1,1,1.190915,-5.668484,6.622529,1
26,3,021-022-102,022,021-102,3,0.42,-5.981795,1.071248,3.417909,0.42
26,3,021-022-102,021,021-102,3,0.36,-5.981795,6.533441,1.335957,0.36
26,3,021-022-102,102,021-102,3,0.22,-0.549277,-5.416639,7.211265,0.22
27,1,021,021,021,1,1,-0.587888,6.219992,0.472211,1
28,2,012-020,012,012-020,2,0.14,-8.71565,1.272265,4.593765,0.14
28,2,012-020,020,012-020,2,0.86,-2.678732,7.217036,-1.456803,0.86
29,1,020,020,020,1,1,0.066913,6.936946,-2.201528,1
30,2,022-220,022,022,2,0.76,-5.077254,2.300298,0.362145,0.76
