parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,10,10,1,100,6.461947,1.402225,10
2,1,01,01,1,100,3.452096,6.551497,01
3,1,10,10,1,100,7.238298,2.470785,10
4,1,11,01-10,1,100,5.285771,4.275013,11
5,1,01,01-10,1,100,5.992911,6.043851,01
6,1,00,01-10,1,100,5.18148,4.813158,00
7,1,01,01-10,1,100,5.771278,6.051909,01
8,1,01,01-10,1,100,4.660994,4.838912,01
9,1,01,01,1,100,4.007517,5.925771,01
10,1,00,00,1,100,4.3057550000000004,3.057958,00
11,1,10,10,1,100,6.63834,5.527065,10
12,1,10,10,1,100,7.208813,2.784411,10
13,1,11,01-10,1,100,5.086654,5.092639,11
14,1,10,01-10,1,100,4.371081,3.838875,10
15,1,00,10,1,100,5.951,3.870897,00
16,1,00,01-10,1,100,3.255117,4.41098,00
17,1,01,01,1,100,3.035343,7.072096,01
18,1,10,01-10,1,100,6.22248,3.949652,10
19,1,00,01,1,100,3.812279,5.920362,00
20,1,10,01-10,1,100,3.398812,3.749623,10
21,1,01,01,1,100,3.685775,7.313797,01
22,1,10,10,1,100,7.770839,3.594217,10
23,1,01,01,1,100,1.902192,7.156677,01
24,1,01,01-10,1,100,1.862985,7.122495,01
25,1,01,01,1,100,0.435502,7.848411,01
26,1,01,01-10,1,100,1.955823,6.270026,01
27,1,11,01-10,1,100,3.347383,5.853261,11
28,1,00,01-10,1,100,5.6111510000000004,4.724176,00
29,1,10,10,1,100,8.088418,1.461984,10
30,1,10,10,1,100,7.101254,2.522712,10
31,1,10,01-10,1,100,6.816989,5.640773,10
32,1,10,10,1,100,4.773566,-0.784997,10
33,1,01,01-10,1,100,4.258795,6.457679,01
34,1,01,01-10,1,100,4.410918,5.913091,01
35,1,10,10,1,100,7.020175,1.757374,10
36,1,01,01,1,100,3.488173,5.78131,01
37,1,01,01,1,100,4.785917,6.879544,01
38,1,10,10,1,100,8.785602,0.201719,10
39,1,10,10,1,100,5.32937,3.329503,10
40,1,10,01-10,1,100,7.041945,4.212941,10
41,1,01,01,1,100,1.200846,6.220712,01
42,1,01,01-10,1,100,4.565879,7.523064,01
43,1,01,01,1,100,0.320572,8.372731,01
44,1,10,10,1,100,5.601046,4.304107,10
45,1,10,01-10,1,100,5.520011,5.30813,10
46,1,00,00,1,100,1.811549,3.33645,00
47,1,10,10,1,100,6.659975,1.149165,10
48,1,01,01,1,100,1.055695,6.903285,01
49,1,01,01,1,100,3.497572,6.838807,01
50,1,01,01-10,1,100,3.910552,6.295318,01
51,1,10,10,1,100,4.094799,-0.328355,10
52,1,11,01-10,1,100,6.003988,6.166279,11
53,1,10,01-10,1,100,6.237843,3.306457,10
54,1,10,10,1,100,6.541122,3.745685,10
55,1,01,01,1,100,2.871933,5.354107,01
56,1,01,01,1,100,1.52986,6.4169,01
57,1,01,01-10,1,100,4.421271,6.11224,01
58,1,00,10,1,100,4.773768,4.136537,00
