0.002,42.960
90.086,2.410	0.034,26.847
114.902,3.853	0.092,78.873	2.849,78.873
0.011,11.283
132.154,2.925	0.291,39.075
31.702,0.099	0.003,9.630
0.725,3.589	29.258,3.589	0.036,42.930
111.581,1.484	0.162,58.322
150.185,1.405	0.960,131.798
30.379,1.343	0.006,105.084
123.893,2.001	0.049,128.134
112.588,0.282	0.549,19.552
76.218,1.058	0.093,102.012
83.605,9.385	0.038,86.795
106.492,0.445	0.016,42.273
87.618,1.198	0.048,101.971
111.676,0.198	0.025,11.360
66.400,0.582	0.029,46.985
2.223,11.908	212.603,0.405
194.377,0.795	0.148,43.697
2.004,3.113	107.850,3.113	0.075,189.779
44.551,0.337
75.329,2.249	0.210,208.230	2.195,208.230
135.759,0.914	0.957,75.750
30.848,3.477	0.003,37.386
74.852,2.137	0.008,89.966
163.912,2.884	0.022,151.351	1.782,151.351
199.241,0.197
0.968,1.321	25.104,1.321	0.020,113.476
37.652,0.738	0.010,62.532
105.831,0.378	0.065,26.134	2.008,26.134
86.823,0.216	0.151,16.362
23.619,1.441	0.006,69.785
151.125,2.653
100.454,2.532	0.039,54.589	1.955,54.589
77.279,1.835	0.015,140.787
1.489,2.010	106.155,0.070
223.452,0.665	0.263,59.065	3.150,59.065
123.339,2.764	0.106,105.632
124.429,3.616	0.060,149.529
128.134,6.221	0.080,248.577
142.493,1.014	0.063,71.015
175.213,1.305	0.201,42.435
214.015,1.198
5.095,2.605	0.006,220.784
0.003,118.055
150.428,1.729	0.109,109.223
4.683,5.729	0.001,326.412
1.729,0.703	149.818,0.703	0.133,60.948
33.806,9.603	0.030,366.132
90.753,1.222	0.160,91.786	1.113,91.786
15.502,3.619	0.004,285.161
115.016,2.197	0.043,97.189
308.914,1.242	0.075,36.793
1.527,1.789	52.694,1.789	0.027,108.933
264.128,4.453	0.183,305.180
136.761,1.219
2.609,2.888	255.189,2.888	0.028,76.105
0.926,3.571	75.861,3.571	0.195,72.780
9.626,0.772	0.002,59.854
75.761,12.705	0.026,178.286
31.319,6.318	0.077,79.721
161.006,0.179
