Phase,Count,Frequency
002,397,0.0397
002-011-012-020-102-201-202,1,1e-4
002-011-020-021-120-201-210,1,1e-4
002-012,2,2e-4
002-012-020-102-112,1,1e-4
002-012-020-102-200,1,1e-4
002-012-021-120-201-202-220,1,1e-4
002-012-021-210-211-220,1,1e-4
002-012-022-102-201,1,1e-4
002-012-022-102-202-210-220,1,1e-4
002-012-022-122-200-202-220,1,1e-4
002-012-102-120,1,1e-4
002-012-102-120-200,1,1e-4
002-012-102-210,1,1e-4
002-012-112-201-210,1,1e-4
002-012-120-200,1,1e-4
002-012-200,1,1e-4
002-012-201-202-211-212,1,1e-4
002-020,76,0.0076
002-020-102-200,1,1e-4
002-020-200,126,0.0126
002-020-200-201,1,1e-4
002-020-201,10,0.001
002-020-202,1,1e-4
002-020-202-210,1,1e-4
002-020-210,11,0.0011
002-020-220,1,1e-4
002-021,97,0.0097
002-021-022-102-211-220-221,1,1e-4
002-021-120,6,6e-4
002-021-120-220,1,1e-4
002-021-121-220,1,1e-4
002-021-200,18,0.0018
002-021-201,10,0.001
002-021-201-210,1,1e-4
002-021-210,6,6e-4
002-021-211,1,1e-4
002-021-220,3,3e-4
002-022,13,0.0013
002-022-102-120,1,1e-4
002-022-102-120-210,1,1e-4
002-022-102-221,1,1e-4
002-022-120,1,1e-4
002-022-200,4,4e-4
002-022-210,1,1e-4
002-022-220,1,1e-4
002-101-200-201,1,1e-4
002-102,1,1e-4
002-102-220,2,2e-4
002-110,1,1e-4
002-120,30,0.003
002-120-200,8,8e-4
002-120-201,4,4e-4
002-121-201,1,1e-4
002-122-202-210-220,1,1e-4
002-200,96,0.0096
002-200-201,1,1e-4
002-200-220,2,2e-4
002-201,94,0.0094
002-201-210,2,2e-4
002-201-220,7,7e-4
002-202,16,0.0016
002-202-210,1,1e-4
002-202-220,1,1e-4
002-210,21,0.0021
002-220,31,0.0031
011-021-111-201,1,1e-4
011-021-200-201-210,1,1e-4
012,261,0.0261
012-020,87,0.0087
012-020-021-200,1,1e-4
012-020-021-202-220,1,1e-4
012-020-022-102-120,1,1e-4
012-020-022-102-120-202-210,1,1e-4
012-020-022-210,1,1e-4
012-020-102,5,5e-4
012-020-102-200,2,2e-4
012-020-102-202,1,1e-4
012-020-112,1,1e-4
012-020-112-201-202,1,1e-4
012-020-120-200,1,1e-4
012-020-200,11,0.0011
012-020-201,6,6e-4
012-020-202,5,5e-4
012-020-210,2,2e-4
012-020-211,1,1e-4
012-021,62,0.0062
012-021-022-102-120-210,1,1e-4
012-021-022-102-121,1,1e-4
012-021-022-112-121-122,1,1e-4
012-021-022-112-121-122-210,1,1e-4
012-021-022-112-121-210,1,1e-4
012-021-022-112-202-210,1,1e-4
012-021-022-112-202-210-211,1,1e-4
012-021-022-112-210-220,1,1e-4
012-021-022-120-121,1,1e-4
012-021-022-120-200-210,1,1e-4
012-021-022-121-201,1,1e-4
012-021-022-201-212-221,1,1e-4
012-021-102,8,8e-4
012-021-102-120,1,1e-4
012-021-102-220,1,1e-4
012-021-120,5,5e-4
012-021-120-121-211-220,1,1e-4
012-021-120-202,1,1e-4
012-021-120-211-220,1,1e-4
012-021-121-210-211-220,1,1e-4
012-021-200,3,3e-4
012-021-201,6,6e-4
012-021-201-202-211-212,1,1e-4
012-021-202,12,0.0012
012-021-202-211-212,1,1e-4
012-021-202-220,8,8e-4
012-021-210,3,3e-4
012-021-210-211-220-221,1,1e-4
012-021-220,14,0.0014
012-022,6,6e-4
012-022-102,3,3e-4
012-022-102-112-120,2,2e-4
012-022-102-202,1,1e-4
012-022-102-220,1,1e-4
012-022-110-120,1,1e-4
012-022-112-120-121,1,1e-4
012-022-112-121-202,1,1e-4
012-022-112-121-220,1,1e-4
012-022-112-122,2,2e-4
012-022-112-122-210,1,1e-4
012-022-112-122-220,1,1e-4
012-022-112-210,1,1e-4
012-022-112-211-220,1,1e-4
012-022-120,6,6e-4
012-022-120-121-211-220,1,1e-4
012-022-202,2,2e-4
012-022-202-210,1,1e-4
012-022-210,3,3e-4
012-022-212,1,1e-4
012-022-220,3,3e-4
012-102,58,0.0058
012-102-111-202-211,1,1e-4
012-102-111-220,1,1e-4
012-102-112,1,1e-4
012-102-112-121-202,1,1e-4
012-102-120,4,4e-4
012-102-120-201,2,2e-4
012-102-200,3,3e-4
012-102-201,19,0.0019
012-102-201-220,1,1e-4
012-102-202,2,2e-4
012-102-202-210,1,1e-4
012-102-202-220,1,1e-4
012-102-210,9,9e-4
012-102-210-211,1,1e-4
012-102-220,5,5e-4
012-111,1,1e-4
012-111-120,1,1e-4
012-111-120-121-210-211-220,1,1e-4
012-111-120-201,7,7e-4
012-111-201,1,1e-4
012-111-202,1,1e-4
012-112-120-202,1,1e-4
012-112-202-210,1,1e-4
012-112-202-211,1,1e-4
012-120,59,0.0059
012-120-121-202,1,1e-4
012-120-121-211-220,1,1e-4
012-120-121-211-220-221,1,1e-4
012-120-121-220,1,1e-4
012-120-200,3,3e-4
012-120-201,6,6e-4
012-120-202,6,6e-4
012-120-210,4,4e-4
012-120-210-220,1,1e-4
012-121-201,2,2e-4
012-122-210-211-212-220,1,1e-4
012-200,23,0.0023
012-200-202-210,1,1e-4
012-200-220,2,2e-4
012-201,62,0.0062
012-201-202,5,5e-4
012-201-202-210-211,1,1e-4
