Phase,Count,Frequency
002,356,0.0356
002-012,3,3e-4
002-012-020-022-102-121,1,1e-4
002-012-021-022-201-211,1,1e-4
002-012-021-102-120-201-202,1,1e-4
002-012-022-102-112-210,1,1e-4
002-012-022-121,1,1e-4
002-012-022-201,1,1e-4
002-012-022-210,1,1e-4
002-012-102,1,1e-4
002-012-102-112-201-210,1,1e-4
002-012-102-202-212,1,1e-4
002-012-111-201-202,1,1e-4
002-012-201-202,1,1e-4
002-012-202-210-212,1,1e-4
002-012-202-220,1,1e-4
002-012-220,1,1e-4
002-020,109,0.0109
002-020-021-200-220,1,1e-4
002-020-101,1,1e-4
002-020-120,1,1e-4
002-020-200,117,0.0117
002-020-201,16,0.0016
002-020-202,4,4e-4
002-020-210,14,0.0014
002-021,96,0.0096
002-021-120,8,8e-4
002-021-120-121-210-220,1,1e-4
002-021-120-200,1,1e-4
002-021-120-210-220,1,1e-4
002-021-200,17,0.0017
002-021-201,2,2e-4
002-021-210,4,4e-4
002-021-220,3,3e-4
002-022,10,0.001
002-022-102-121,1,1e-4
002-022-121-202-211-221,1,1e-4
002-022-122-220-221,1,1e-4
002-022-200,1,1e-4
002-022-210,2,2e-4
002-022-220,3,3e-4
002-102,1,1e-4
002-102-112,1,1e-4
002-102-120-202-220,1,1e-4
002-102-200-201-220,1,1e-4
002-102-210,3,3e-4
002-120,12,0.0012
002-120-121-201-220,1,1e-4
002-120-200,21,0.0021
002-120-201,12,0.0012
002-200,91,0.0091
002-201,92,0.0092
002-201-210,2,2e-4
002-201-220,6,6e-4
002-202,17,0.0017
002-202-220,1,1e-4
002-210,21,0.0021
002-211,1,1e-4
002-220,28,0.0028
012,262,0.0262
012-020,101,0.0101
012-020-021-022-220,1,1e-4
012-020-021-111-120,1,1e-4
012-020-102,5,5e-4
012-020-200,13,0.0013
012-020-200-201,1,1e-4
012-020-200-210,1,1e-4
012-020-201,7,7e-4
012-020-201-202-210,1,1e-4
012-020-201-202-210-211,1,1e-4
012-020-202,1,1e-4
012-020-210,7,7e-4
012-020-220,1,1e-4
012-021,57,0.0057
012-021-022-102-121,1,1e-4
012-021-022-102-202-211-220,1,1e-4
012-021-022-112-120-211-212-220,1,1e-4
012-021-022-112-121-201,1,1e-4
012-021-022-120-220,1,1e-4
012-021-022-121,1,1e-4
012-021-022-121-202,1,1e-4
012-021-022-122-220,1,1e-4
012-021-102,8,8e-4
012-021-102-112-201-202,1,1e-4
012-021-102-200,1,1e-4
012-021-102-201-202,1,1e-4
012-021-102-201-202-220,1,1e-4
012-021-102-202,1,1e-4
012-021-102-220,3,3e-4
012-021-120,10,0.001
012-021-120-200,1,1e-4
012-021-200,1,1e-4
012-021-201,4,4e-4
012-021-201-202-211,1,1e-4
012-021-201-210,1,1e-4
012-021-202,11,0.0011
012-021-202-210,2,2e-4
012-021-202-210-220,1,1e-4
012-021-202-220,3,3e-4
012-021-210,6,6e-4
012-021-211,1,1e-4
012-021-211-220,1,1e-4
012-021-220,6,6e-4
012-022,9,9e-4
012-022-102,2,2e-4
012-022-102-112-120,2,2e-4
012-022-102-112-201-220,1,1e-4
012-022-111-112-120-210,1,1e-4
012-022-112,2,2e-4
012-022-112-120-121-201-202,1,1e-4
012-022-112-120-122,1,1e-4
012-022-112-121-122-212,1,1e-4
012-022-112-121-201,1,1e-4
012-022-112-121-220,1,1e-4
012-022-112-122,1,1e-4
012-022-112-122-212-220,1,1e-4
012-022-112-220,1,1e-4
012-022-120,2,2e-4
012-022-120-202,1,1e-4
012-022-120-220,1,1e-4
012-022-121,1,1e-4
012-022-201,1,1e-4
012-022-201-211-220,1,1e-4
012-022-202,4,4e-4
012-022-202-210,1,1e-4
012-022-210,1,1e-4
012-022-210-220,1,1e-4
012-022-211-220-221,1,1e-4
012-022-220,5,5e-4
012-102,60,0.006
012-102-112-122,1,1e-4
012-102-112-200-202-210-211,1,1e-4
012-102-112-201-202-211,2,2e-4
012-102-112-202,1,1e-4
012-102-112-202-210-211,1,1e-4
012-102-112-202-212,1,1e-4
012-102-120,7,7e-4
012-102-120-201,1,1e-4
012-102-121-200,1,1e-4
012-102-200,1,1e-4
012-102-200-201-210,1,1e-4
012-102-200-201-210-211,1,1e-4
012-102-201,13,0.0013
012-102-201-202-210-211,1,1e-4
012-102-201-202-211,1,1e-4
012-102-201-210,1,1e-4
012-102-201-220,2,2e-4
012-102-202,6,6e-4
012-102-202-211,1,1e-4
012-102-202-220,1,1e-4
012-102-210,5,5e-4
012-102-220,3,3e-4
012-111-120,1,1e-4
012-111-120-201,4,4e-4
012-111-220,1,1e-4
012-112-120-201-202-210-220,1,1e-4
012-112-202,1,1e-4
012-112-202-210-211,2,2e-4
012-112-202-211,1,1e-4
012-120,72,0.0072
012-120-200,5,5e-4
012-120-201,8,8e-4
012-120-202,8,8e-4
012-120-202-220,1,1e-4
012-120-210,10,0.001
012-121,1,1e-4
012-200,26,0.0026
012-200-220,1,1e-4
012-201,62,0.0062
012-201-202,3,3e-4
012-201-202-220,1,1e-4
012-201-210,4,4e-4
012-201-220,13,0.0013
012-202,114,0.0114
012-202-210,3,3e-4
012-202-210-211,1,1e-4
012-202-220,24,0.0024
012-210,100,0.01
012-210-211,1,1e-4
012-210-211-220,2,2e-4
012-210-211-220-221,1,1e-4
012-210-220,1,1e-4
012-211,2,2e-4
012-211-220,1,1e-4
012-212,1,1e-4
012-220,85,0.0085
020,422,0.0422
020-021,1,1e-4
020-021-022-120,1,1e-4
020-021-022-120-210,1,1e-4
020-021-022-201-220,1,1e-4
020-021-120,1,1e-4
020-021-120-201,3,3e-4
020-021-121-201-210,1,1e-4
020-021-200,1,1e-4
020-021-202-210-211-220,1,1e-4
020-022,14,0.0014
020-022-111-112-120,1,1e-4
020-022-200,1,1e-4
020-102,26,0.0026
020-102-200,4,4e-4
020-102-201,1,1e-4
020-102-201-202-211,1,1e-4
020-102-210,2,2e-4
020-110,1,1e-4
020-112,1,1e-4
020-112-201-202-211,1,1e-4
020-120,1,1e-4
020-120-201,1,1e-4
020-200,84,0.0084
020-200-202,4,4e-4
020-201,18,0.0018
020-201-202,1,1e-4
020-201-202-211,1,1e-4
020-201-202-212,1,1e-4
020-201-210,8,8e-4
020-201-220,1,1e-4
020-202,33,0.0033
020-202-210,8,8e-4
020-210,79,0.0079
020-211,1,1e-4
020-220,14,0.0014
021,264,0.0264
021-022,15,0.0015
021-022-102,4,4e-4
021-022-102-112-121,1,1e-4
021-022-102-120,1,1e-4
021-022-102-121,1,1e-4
021-022-102-121-201,1,1e-4
021-022-102-200,1,1e-4
021-022-102-201,2,2e-4
021-022-111,1,1e-4
021-022-112-120-201-210,1,1e-4
021-022-112-121-210,1,1e-4
021-022-112-121-220-221,1,1e-4
021-022-112-210,1,1e-4
021-022-120,2,2e-4
021-022-120-200,1,1e-4
021-022-121,1,1e-4
021-022-121-122,1,1e-4
021-022-121-122-201-202-220,1,1e-4
021-022-121-122-201-220,1,1e-4
021-022-121-202,1,1e-4
021-022-200,1,1e-4
021-022-201,1,1e-4
021-022-202,2,2e-4
021-022-202-220-221,1,1e-4
021-022-220-221,1,1e-4
021-102,70,0.007
021-102-111-201-202,1,1e-4
021-102-111-210,3,3e-4
021-102-111-211,1,1e-4
021-102-112-201-202-220,1,1e-4
021-102-112-202-211-220,1,1e-4
021-102-112-202-211-221,1,1e-4
021-102-112-220,1,1e-4
021-102-120,11,0.0011
021-102-200,10,0.001
021-102-201,4,4e-4
