parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,200,200,200,1,1,7.383495,-2.066741,-0.954184,1
2,1,012,012,012,1,1,-5.697108,0.887251,5.468871,1
3,2,120-200,120,120-200,2,0.31,1.052052,4.926273,-5.837199,0.31
3,2,120-200,200,120-200,2,0.69,6.220182,-1.208793,-0.615293,0.69
4,2,202-220,202,202-220,2,0.39,2.349125,-1.760712,1.716647,0.39
4,2,202-220,220,202-220,2,0.61,1.935156,4.484691,-4.871691,0.61
5,2,002-020,020,002-020,2,0.15,-0.806348,6.304731,0.679511,0.15
5,2,002-020,002,002-020,2,0.85,-0.178107,-0.123895,6.464602,0.85
6,1,120,120,120,1,1,-0.15055,6.424156,-6.380426,1
7,2,202-220,202,202-220,2,0.85,1.76375,-4.827005,4.897536,0.85
7,2,202-220,220,202-220,2,0.15,1.785372,1.596074,-1.303203,0.15
8,2,022-200,200,022-200,2,0.3,4.221012,1.14263,-0.341381,0.3
8,2,022-200,022,022-200,2,0.7,-7.185515,3.636999,1.235861,0.7
9,2,102-202,202,102,2,0.24,4.108764,-3.84726,1.849596,0.24
9,2,102-202,102,102,2,0.76,1.415187,-3.84724,6.80771,0.76
10,3,020-201-210,201,020-201-210,3,0.03,4.836481,-2.305169,1.142175,0.03
10,3,020-201-210,210,020-201-210,3,0.17,4.834231,-0.588053,-4.883988,0.17
10,3,020-201-210,020,020-201-210,3,0.8,-0.535629,5.773215,-2.140882,0.8
11,2,022-220,220,022-220,2,0.8,5.762055,4.231865,-4.898993,0.8
11,2,022-220,022,022-220,2,0.2,0.057761,3.160761,0.977532,0.2
12,2,022-202,202,022-202,2,0.72,4.233863,-2.801146,3.046527,0.72
12,2,022-202,022,022-202,2,0.28,-1.551216,3.34974,3.353872,0.28
13,2,201-210,201,201-210,2,0.59,5.047704,-6.252139,1.218801,0.59
13,2,201-210,210,201-210,2,0.41,5.047739,0.120271,-1.055083,0.41
14,2,102-120,120,102-120,2,0.2,-0.498294,6.751613,-2.463711,0.2
14,2,102-120,102,102-120,2,0.8,0.007741,1.064518,3.325487,0.8
15,1,201,201,201,1,1,7.538579,-9.656304,1.311141,1
16,2,022-220,220,220,2,0.85,1.820745,3.143256,-3.296294,0.85
16,2,022-220,022,220,2,0.15,-2.926481,0.366952,3.135539,0.15
17,2,002-022,002,002,2,0.58,-1.863176,-0.139876,7.089413,0.58
17,2,002-022,022,002,2,0.42,-3.813236,4.465079,0.864529,0.42
18,2,202-220,202,202-220,2,0.32,4.872535,-3.734941,2.521265,0.32
18,2,202-220,220,202-220,2,0.68,2.761222,0.495529,-3.508451,0.68
19,2,002-201,201,002-201,2,0.26,1.616267,-6.56648,1.838217,0.26
