Phase,Count,Frequency
0012-0021-0202-2020,8,8e-4
0012-0102-2020,1,1e-4
0012-0202,8,8e-4
0012-0202-1020,1,1e-4
0012-0202-2011-2020,8,8e-4
0012-0202-2011-2020-2101,1,1e-4
0012-0202-2012-2020,1,1e-4
0012-0202-2020,47,0.0047
0012-1020,1,1e-4
0012-2020,3,3e-4
0020-0202,1,1e-4
0021-0202,3,3e-4
0021-0202-0211,1,1e-4
0021-0202-0211-1210-2020,1,1e-4
0021-0202-0211-2020,3,3e-4
0021-0202-1200-2020,1,1e-4
0021-0202-2020,54,0.0054
0021-2020,8,8e-4
0022,5,5e-4
0022-0202,16,0.0016
0022-0202-1020,2,2e-4
0022-0202-1210-2020,2,2e-4
0022-0202-2020,135,0.0135
0022-0202-2020-2101,1,1e-4
0022-0202-2020-2201,1,1e-4
0022-0202-2020-2210,1,1e-4
0022-0202-2021,6,6e-4
0022-0212-2020,6,6e-4
0022-0212-2021,1,1e-4
0022-1022-2020,1,1e-4
0022-2020,18,0.0018
0022-2021,2,2e-4
0102-1002-2020,1,1e-4
0102-2020,3,3e-4
0112,1,1e-4
0112-0120-0202-2020,7,7e-4
0112-0121-0202,1,1e-4
0112-0121-0202-1120-1200-2020,1,1e-4
0112-0121-0202-1120-2012-2020,1,1e-4
0112-0121-0202-2020,4,4e-4
0112-0121-2020,2,2e-4
0112-0202,4,4e-4
0112-0202-1012,1,1e-4
0112-0202-1012-2011-2020,1,1e-4
0112-0202-1012-2020,4,4e-4
0112-0202-1120-2020,8,8e-4
0112-0202-2011-2020,3,3e-4
0112-0202-2011-2020-2201,1,1e-4
0112-0202-2011-2201,2,2e-4
0112-0202-2012-2020,13,0.0013
0112-0202-2012-2021,1,1e-4
0112-0202-2020,34,0.0034
0112-0202-2020-2200,2,2e-4
0112-0202-2120,1,1e-4
0112-2012-2020,1,1e-4
0112-2020,9,9e-4
0120,2,2e-4
0120-0122-0202-2020,1,1e-4
0120-0200-2020,1,1e-4
0120-0201-2020,1,1e-4
0120-0202,6,6e-4
0120-0202-0210-2020,8,8e-4
0120-0202-0220,1,1e-4
0120-0202-2020,73,0.0073
0120-2020,9,9e-4
0121-0122-0202-1021-1022,1,1e-4
0121-0122-0202-2020,1,1e-4
0121-0202,9,9e-4
0121-0202-0211-1021,1,1e-4
0121-0202-0211-1021-2020,1,1e-4
0121-0202-0211-1120-1210-2020,1,1e-4
0121-0202-0211-2020,2,2e-4
0121-0202-0211-2020-2210,1,1e-4
0121-0202-1021-2020,9,9e-4
0121-0202-1120-1200-2020,1,1e-4
0121-0202-1120-2020,6,6e-4
0121-0202-2020,82,0.0082
0121-0202-2020-2200,1,1e-4
0121-0202-2021,1,1e-4
0121-0211,2,2e-4
0121-0211-2020,1,1e-4
0121-1120-2020,1,1e-4
0121-2020,15,0.0015
0121-2020-2120,1,1e-4
