parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,1010,0303-1010-1013,1,3,1
2,0300-0303-1010,0300-0303-1010-1103-1200,3,5,1
3,0303,0303,1,1,1
4,0210-0300-0303-1010-1013,0210-0300-0303-1010-1013,5,5,1
5,0303-1010-1013,0303-1010-1013,3,3,1
6,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
7,1010-1013-1303,1010-1013-1303,3,3,1
8,1110,1010-1110,1,2,1
9,1010-1013,1010-1013,2,2,1
10,0303-1010-1013,0303-1010-1013,3,3,1
11,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
12,1010-1310,1010-1310,2,2,1
13,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
14,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
15,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
16,0010-0310,0010-0310,2,2,1
17,0303-0311,0303-0311,2,2,1
18,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
19,1003-1010-1300-1303,1003-1010-1303,4,3,0.75
20,0303,0303,1,1,1
21,1010,1010,1,1,1
22,0300-1010-1110,0300-0301-1010-1011-1110-1111,3,6,1
23,0303-0310-1010-1013,0303-0310-1010-1013-1103,4,5,1
24,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
25,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
26,0303-0310-1010-1013,0303-0310-1010-1013-1110,4,5,1
27,0303-1013,0303-1013,2,2,1
28,0010-0011-0300-0301,0010-0011-0300-0301,4,4,1
29,1010-1300,1010-1300-1303,2,3,1
30,1003-1011-1303,1001-1003-1303,3,3,0.6666666666666666
31,0310-0311-1010-1011,0310-0311-1010-1011,4,4,1
32,0210-0300-0303-1010,0210-0300-0303-1010-1110,4,5,1
33,0303-1010-1013,0303-1010-1013,3,3,1
34,0300-0303-1010,0300-0303-1010,3,3,1
35,1010-1303,1010-1303,2,2,1
36,0303-0310-1003-1010,0303-0310-1003-1010,4,4,1
37,0303-0310-1010,0303-0310-1010,3,3,1
38,0303-1010-1013,0300-0303-1010-1013,3,4,1
39,0010-0100-0102-0300-0302,0010-0100-0102-0300-0302,5,5,1
40,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
41,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
42,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
43,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
44,0303-1010-1013,0303-1010-1013,3,3,1
45,0303-1010-1013,0303-1010-1013,3,3,1
46,0110-0303-0310-1010,0110-0303-0310-1010,4,4,1
47,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
48,1011-1013-1303,1011-1013-1303,3,3,1
49,1010-1013-1303,1010-1013-1303,3,3,1
50,0312-1010-1012,0312-1010-1012,3,3,1
51,0303-1010-1013,0303-1010-1013,3,3,1
52,0300-0303-1010,0300-0303-1010,3,3,1
53,0303-1010-1013,0303-1010-1013-1103,3,4,1
54,0300-0302-1002-1010,0300-0302-1002-1010,4,4,1
55,1010-1013-1300-1303,1010-1013-1303,4,3,0.75
56,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
57,0300-0303-1010,0300-0303-1010,3,3,1
58,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
59,0303-1003-1010,0303-1003-1010,3,3,1
60,0300-1010,0300-1010,2,2,1
61,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
62,0303-1010-1013,0303-1010-1013,3,3,1
63,0303-1010,0303-1003-1010,2,3,1
64,0303-0310-1010,0303-0310-1010,3,3,1
65,0303-0310-1010,0303-0310-1010-1110,3,4,1
66,0300-0303-1010,0300-0303-1010,3,3,1
67,0301-0303-1001,0301-0303-1001-1101,3,4,1
68,0300-1010,0300-1010,2,2,1
69,0303-1003,0303-1003,2,2,1
70,1010-1013-1303,1010-1013-1303,3,3,1
71,0303-1010-1013,0303-1010-1013,3,3,1
72,0213-0303-1010-1013,0303-1010-1013,4,3,0.75
73,0300-0303-1010-1013,0113-0300-0303-1010-1013,4,5,1
74,0310-1010,0310-1010,2,2,1
75,0010-0210-0303,0010-0113-0210-0303,3,4,1
76,0300-0303-1010,0300-0303-1010,3,3,1
77,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
78,0303-1013,0203-0303-1013,2,3,1
79,1010-1013-1303,1010-1013-1303,3,3,1
80,0010-0012-0300-0302,0010-0012-0300-0302,4,4,1
81,0010-0210-0300-0303,0010-0210-0300-0303,4,4,1
82,0210-0300-1010,0210-0300-1010,3,3,1
83,0303-1013,0303-1013,2,2,1
84,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
85,1001-1301-1303,1001-1301-1303,3,3,1
