Phase,Count,Frequency
0002-2001-2020,1,1e-4
0002-2020,1,1e-4
0012-0021-0202-2020,13,0.0013
0012-0022-0202-2020,2,2e-4
0012-0202,11,0.0011
0012-0202-2011-2020,7,7e-4
0012-0202-2020,62,0.0062
0012-0202-2020-2200,1,1e-4
0012-0212-2020,1,1e-4
0012-2020,2,2e-4
0020-0202,4,4e-4
0020-0202-0210,1,1e-4
0021,1,1e-4
0021-0022-0202-2020,1,1e-4
0021-0112-2020,1,1e-4
0021-0202,2,2e-4
0021-0202-0211,1,1e-4
0021-0202-0211-2020,6,6e-4
0021-0202-0221-1220-2020,1,1e-4
0021-0202-0221-2020,1,1e-4
0021-0202-2020,75,0.0075
0021-2020,9,9e-4
0022,3,3e-4
0022-0102-2020,2,2e-4
0022-0202,16,0.0016
0022-0202-0212,1,1e-4
0022-0202-0212-2020,1,1e-4
0022-0202-1020,1,1e-4
0022-0202-2020,126,0.0126
0022-0202-2020-2021,2,2e-4
0022-0202-2021,12,0.0012
0022-0202-2022,1,1e-4
0022-0212-2020,5,5e-4
0022-2020,21,0.0021
0022-2020-2021,1,1e-4
0022-2021,3,3e-4
0102-1020,1,1e-4
0102-1101-2001-2020,1,1e-4
0102-2001-2020,1,1e-4
0102-2002-2020,1,1e-4
0102-2020,4,4e-4
0112-0120-0202-2012-2020,1,1e-4
0112-0120-0202-2020,8,8e-4
0112-0121-0202,1,1e-4
0112-0121-0202-2011-2020,1,1e-4
0112-0121-0202-2012-2020,1,1e-4
0112-0121-0202-2020,4,4e-4
0112-0121-0202-2020-2200,1,1e-4
0112-0121-0212-1012-1021-2020,1,1e-4
0112-0121-2020,1,1e-4
0112-0122-0202-2012-2020,1,1e-4
0112-0122-0202-2020,1,1e-4
0112-0202,5,5e-4
0112-0202-1012,2,2e-4
0112-0202-1012-2020,3,3e-4
0112-0202-1111-1120-1201-2011-2020,1,1e-4
0112-0202-1120-1200-2020,1,1e-4
0112-0202-1120-2012-2020,1,1e-4
0112-0202-1120-2020,6,6e-4
0112-0202-1201-2011-2020,1,1e-4
