Phase,Count,Frequency
0002,1,1e-4
0002-2020,1,1e-4
0012-0021-0202-2020,10,0.001
0012-0021-2020,1,1e-4
0012-0022-0202-2020,1,1e-4
0012-0102-2020,1,1e-4
0012-0202,7,7e-4
0012-0202-1011-1020,1,1e-4
0012-0202-2011,1,1e-4
0012-0202-2011-2020,4,4e-4
0012-0202-2011-2020-2201,1,1e-4
0012-0202-2012-2020,1,1e-4
0012-0202-2020,84,0.0084
0012-2020,4,4e-4
0020-0120-0202,1,1e-4
0020-0202,1,1e-4
0021-0022-0202-2020,1,1e-4
0021-0102-2020,1,1e-4
0021-0202,2,2e-4
0021-0202-0211-1210-2020,1,1e-4
0021-0202-0211-2020,9,9e-4
0021-0202-0221-2020,1,1e-4
0021-0202-1020,3,3e-4
0021-0202-2020,61,0.0061
0021-0212-2020,1,1e-4
0021-2020,2,2e-4
0022,4,4e-4
0022-0202,21,0.0021
0022-0202-1020,1,1e-4
0022-0202-1200-2020,1,1e-4
0022-0202-1210-2020,1,1e-4
0022-0202-2020,139,0.0139
0022-0202-2020-2100,1,1e-4
0022-0202-2020-2201-2210,1,1e-4
0022-0202-2021,6,6e-4
0022-0212-2020,9,9e-4
0022-0212-2021,1,1e-4
0022-2020,17,0.0017
0022-2021,1,1e-4
0102-1002-2020,1,1e-4
0102-2001-2020,2,2e-4
0102-2002,1,1e-4
0102-2020,5,5e-4
0112,3,3e-4
0112-0120-0202,2,2e-4
0112-0120-0202-1012-2020,1,1e-4
0112-0120-0202-2020,11,0.0011
0112-0120-2020,1,1e-4
0112-0121-0202-1012-2020-2200,1,1e-4
0112-0121-0202-1120-2020,1,1e-4
0112-0121-0202-2012-2020,3,3e-4
0112-0121-0202-2020,3,3e-4
0112-0121-2020,1,1e-4
0112-0202,6,6e-4
0112-0202-1012-2011-2020,1,1e-4
0112-0202-1012-2020,6,6e-4
0112-0202-1111-1120-1201-2011-2020,1,1e-4
0112-0202-1120-1200-2020,1,1e-4
0112-0202-1120-1201-2020,1,1e-4
0112-0202-1120-2012-2020,2,2e-4
0112-0202-1120-2020,7,7e-4
0112-0202-2011-2012-2020,1,1e-4
0112-0202-2011-2020,9,9e-4
0112-0202-2011-2020-2101,1,1e-4
0112-0202-2011-2020-2201,1,1e-4
0112-0202-2011-2201,1,1e-4
0112-0202-2012,2,2e-4
0112-0202-2012-2020,9,9e-4
0112-0202-2012-2021,2,2e-4
0112-0202-2020,36,0.0036
0112-0202-2120,1,1e-4
0112-1111-2011,1,1e-4
0112-2012,1,1e-4
0112-2020,6,6e-4
0120,2,2e-4
0120-0122-0202-2020,1,1e-4
0120-0202,2,2e-4
0120-0202-0210,1,1e-4
0120-0202-0210-2020,9,9e-4
0120-0202-0220-2020,3,3e-4
0120-0202-2020,45,0.0045
0120-2020,9,9e-4
0121-0122-0202-2020,1,1e-4
0121-0202,4,4e-4
0121-0202-0211-1021,1,1e-4
0121-0202-0211-1021-2020,1,1e-4
0121-0202-0211-2020,6,6e-4
0121-0202-0211-2020-2210,1,1e-4
0121-0202-0221-1120-1220-2020,2,2e-4
0121-0202-0221-2020,1,1e-4
0121-0202-1002-1021-2020,1,1e-4
0121-0202-1021-2020,6,6e-4
0121-0202-1120,1,1e-4
0121-0202-1120-1200-2020,1,1e-4
0121-0202-1120-2020,11,0.0011
0121-0202-2002-2020,1,1e-4
0121-0202-2020,94,0.0094
0121-0202-2020-2200,1,1e-4
0121-0202-2021,2,2e-4
0121-0202-2120,1,1e-4
0121-0211-2020,1,1e-4
0121-2020,7,7e-4
0122,2,2e-4
0122-0202,12,0.0012
0122-0202-0212-2020,1,1e-4
0122-0202-1022,1,1e-4
0122-0202-1022-2020,23,0.0023
0122-0202-1022-2020-2210,1,1e-4
0122-0202-1120,2,2e-4
0122-0202-1120-1201-2020,1,1e-4
0122-0202-1120-1210-2020,2,2e-4
0122-0202-1120-2020,7,7e-4
0122-0202-1121-1201-2021,1,1e-4
0122-0202-1121-2021,2,2e-4
0122-0202-2002-2020,1,1e-4
0122-0202-2020,117,0.0117
0122-0202-2020-2201,3,3e-4
0122-0202-2020-2210,2,2e-4
0122-0202-2021,12,0.0012
0122-0202-2021-2022,1,1e-4
0122-0202-2022,5,5e-4
0122-0202-2120,1,1e-4
0122-0202-2120-2201,1,1e-4
0122-0202-2120-2210,1,1e-4
0122-0212-1022-2020,1,1e-4
0122-0212-2020,3,3e-4
0122-0212-2020-2021,1,1e-4
0122-1022-2020,3,3e-4
0122-1120-2020,2,2e-4
0122-2020,15,0.0015
0122-2021,2,2e-4
0122-2022,1,1e-4
0200,1,1e-4
0200-2020,1,1e-4
0201-0210,1,1e-4
0201-0220-2020,1,1e-4
0201-0220-2120,1,1e-4
0201-2020,5,5e-4
0201-2020-2100,1,1e-4
0201-2200,1,1e-4
0202,520,0.052
0202-0210,9,9e-4
0202-0210-0211-2020,1,1e-4
0202-0210-0220-2020,1,1e-4
0202-0210-1020,1,1e-4
0202-0210-2001-2020,1,1e-4
0202-0210-2020,54,0.0054
0202-0210-2020-2110,9,9e-4
0202-0210-2020-2210,1,1e-4
0202-0211,9,9e-4
0202-0211-1021,1,1e-4
0202-0211-1021-2020,3,3e-4
0202-0211-1021-2020-2210,2,2e-4
0202-0211-1210,2,2e-4
0202-0211-1210-2020,3,3e-4
0202-0211-1210-2020-2110,1,1e-4
0202-0211-1210-2020-2210,1,1e-4
0202-0211-2020,31,0.0031
0202-0211-2020-2110,5,5e-4
0202-0211-2020-2120-2210,1,1e-4
0202-0211-2020-2210,15,0.0015
0202-0211-2021,3,3e-4
0202-0211-2120-2210,1,1e-4
0202-0211-2210,1,1e-4
0202-0212-1012-2020,1,1e-4
0202-0212-1022,1,1e-4
0202-0212-1220-2020,1,1e-4
0202-0212-2020,4,4e-4
0202-0212-2020-2202-2210,1,1e-4
0202-0212-2210,1,1e-4
0202-0220,17,0.0017
0202-0220-1012-2020,2,2e-4
0202-0220-1020,2,2e-4
0202-0220-1102-2020,1,1e-4
0202-0220-2001-2020,1,1e-4
0202-0220-2020,146,0.0146
0202-0220-2020-2101,1,1e-4
0202-0220-2120,6,6e-4
0202-0221,15,0.0015
0202-0221-1012-1021-2020,3,3e-4
0202-0221-1021,1,1e-4
0202-0221-1021-1022-2020,1,1e-4
0202-0221-1021-1102-2020,1,1e-4
0202-0221-1021-2020,18,0.0018
0202-0221-1220,1,1e-4
0202-0221-1220-2020,18,0.0018
0202-0221-1220-2120,2,2e-4
0202-0221-2002-2021,1,1e-4
0202-0221-2012-2021,2,2e-4
0202-0221-2020,124,0.0124
0202-0221-2020-2102,3,3e-4
0202-0221-2020-2120,1,1e-4
0202-0221-2020-2220,2,2e-4
0202-0221-2021,1,1e-4
0202-0221-2120,17,0.0017
0202-0221-2121,1,1e-4
0202-0221-2220,8,8e-4
0202-0222,1,1e-4
0202-0222-1220-2020,1,1e-4
0202-0222-2020,2,2e-4
0202-0222-2020-2201,1,1e-4
0202-1002,6,6e-4
0202-1002-1021-2020,4,4e-4
0202-1002-1022-2020,1,1e-4
0202-1002-2001-2020,8,8e-4
0202-1002-2010,1,1e-4
0202-1002-2020,64,0.0064
0202-1012,8,8e-4
0202-1012-1021-2020,9,9e-4
0202-1012-1022-2020,1,1e-4
0202-1012-1102-2011-2020-2101,1,1e-4
0202-1012-1102-2020,6,6e-4
0202-1012-2011,1,1e-4
0202-1012-2011-2020,6,6e-4
0202-1012-2011-2020-2201,2,2e-4
0202-1012-2020,98,0.0098
0202-1012-2020-2200,1,1e-4
0202-1012-2021,1,1e-4
0202-1020,8,8e-4
0202-1021,11,0.0011
