1	2	80.780052	17.803238	0.793636	0.921953	0.665916	5.000000	0.011859	10.578022	5.000000	81.627952	6.567837	5.000000	0.013451
2	1	9.353298	58.862329	0.967534	0.777001	3.110106	5.000000	0.010050	4.970102	5.000000	14.060831	6.520447	6.000000	0.018258
3	2	24.026409	73.876693	0.927996	0.839030	41.346953	6.000000	0.055995	4.505368	5.000000	26.211156	4.057276	4.000000	0.013997
4	2	20.067122	86.180091	0.874364	0.945203	44.776859	6.000000	0.019728	5.329285	5.000000	74.046541	0.251271	5.000000	0.023504
5	3	43.051868	61.966884	0.929691	0.886716	32.661992	6.000000	0.043698	0.809382	5.000000	61.973921	4.855940	6.000000	0.011023
6	3	26.260495	59.808148	0.586426	0.832760	36.744568	4.000000	0.017792	1.483882	6.000000	27.712260	8.085842	6.000000	0.017136
7	2	41.303011	22.645587	0.513107	0.882573	45.823109	5.000000	0.019126	10.970505	4.000000	92.318784	10.430379	4.000000	0.023403
8	3	85.246594	40.947247	0.563459	0.756646	14.831035	6.000000	0.019805	1.084390	4.000000	83.057376	5.951642	5.000000	0.044073
9	3	10.793220	29.700558	0.462970	0.861006	25.000641	5.000000	0.010641	1.251249	4.000000	77.056034	10.875701	6.000000	0.018404
10	2	70.448718	10.455986	0.646549	0.530160	10.485218	4.000000	0.012554	10.641246	4.000000	95.585240	2.413339	4.000000	0.016845
11	2	34.115385	33.117363	0.636769	0.689444	7.300051	6.000000	0.025165	8.828136	5.000000	37.820794	7.406840	5.000000	0.010857
12	2	87.030897	81.992894	0.624269	0.624269	19.914260	4.000000	0.011805	4.826191	6.000000	53.740345	6.586216	5.000000	0.090170
13	2	50.407020	69.654838	0.772714	0.632716	27.725516	5.000000	0.033669	5.297376	5.000000	64.621348	11.192189	5.000000	0.024434
14	2	91.864299	99.634486	0.775039	0.529686	41.988383	5.000000	0.026655	10.201472	6.000000	6.873390	8.446856	4.000000	0.010448
15	2	6.061663	56.568489	0.368418	0.930007	10.009398	5.000000	0.013676	5.566469	5.000000	83.019346	2.315245	6.000000	0.012964
16	3	77.637878	51.891793	0.649685	0.523950	13.102294	6.000000	0.015123	5.872799	6.000000	66.383301	0.155114	4.000000	0.017406
17	2	42.075269	50.688237	0.764059	0.477698	8.903630	5.000000	0.153519	10.940227	6.000000	93.644857	5.826926	6.000000	0.018437
18	1	19.132304	97.044759	0.560752	0.469992	32.182455	5.000000	0.153519	8.016694	6.000000	6.513847	0.735404	6.000000	0.010679
19	3	85.976356	70.752762	0.488148	0.824540	27.558344	5.000000	0.032611	3.680548	5.000000	61.912117	10.766732	5.000000	0.019761
20	2	42.075269	50.688237	0.764059	0.477698	8.903630	5.000000	0.010679	10.940227	6.000000	54.238663	5.826926	6.000000	0.014455
21	2	87.293355	38.555850	0.367388	0.795431	13.521455	4.000000	0.012401	11.058323	4.000000	13.787955	7.560836	4.000000	0.012877
22	1	19.883811	4.672086	0.464659	0.515720	21.458558	6.000000	0.053401	1.707654	5.000000	78.274982	10.814082	6.000000	0.350816
23	2	66.075253	52.901775	0.367423	0.906811	35.984604	6.000000	0.015610	10.064485	4.000000	85.725102	9.237955	4.000000	0.013401
24	2	47.869961	36.465934	0.499847	0.364318	43.828064	5.000000	0.031512	1.658565	4.000000	15.382383	6.413963	6.000000	0.033965
25	2	41.513682	23.320743	0.323578	0.729833	3.333341	4.000000	0.020633	2.230049	5.000000	96.578611	8.380287	4.000000	0.017390
26	2	27.573550	59.179892	0.298415	0.595825	12.551976	5.000000	0.056170	3.806851	4.000000	77.299910	8.056033	6.000000	0.012880
27	1	89.192482	99.683504	0.573364	0.422849	21.899658	5.000000	0.043121	0.342123	6.000000	2.585731	5.628808	4.000000	0.223205
28	2	69.210707	78.263316	0.940171	0.958068	27.612773	6.000000	0.010789	11.069351	5.000000	56.883915	3.649124	4.000000	0.012685
