parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.792,-6.893695,5.888724,0.792
1,2,01-20,20,01-20,2,0.208,6.0403,0.070901,0.208
2,1,01,01,01,1,1,-8.110111,7.177139,1
3,2,11-20,20,01-11-20,2,0.08,5.214004,1.496682,0.08
3,2,11-20,11,01-11-20,2,0.92,-1.076672,6.852866,0.92
4,2,01-20,20,01-10-20,2,0.398,6.688926,1.966754,0.398
4,2,01-20,01,01-10-20,2,0.602,-4.924106,6.76346,0.602
5,2,01-20,01,01-20,2,0.728,-6.938694,5.876597,0.728
5,2,01-20,20,01-20,2,0.272,5.113277,-0.468242,0.272
6,2,01-20,01,01-20,2,0.714,-6.026563,6.754038,0.714
6,2,01-20,20,01-20,2,0.286,5.909097,0.861726,0.286
7,3,01-11-20,11,01-11-20,3,0.362,0.472942,7.198875,0.362
7,3,01-11-20,20,01-11-20,3,0.363,6.992272,1.064703,0.363
7,3,01-11-20,01,01-11-20,3,0.275,-6.11086,7.198875,0.275
8,1,01,01,01,1,1,-5.010842,6.054893,1
9,2,01-20,20,01-11-20,2,0.231,5.702509,0.766255,0.231
9,2,01-20,01,01-11-20,2,0.769,-4.645271,5.141209,0.769
10,3,01-11-20,20,01-11-20,3,0.314,7.248971,-0.611494,0.314
10,3,01-11-20,01,01-11-20,3,0.215,-4.583452,5.021304,0.215
10,3,01-11-20,11,01-11-20,3,0.471,0.632089,5.021304,0.471
11,2,01-20,01,01-20,2,0.193,-1.689216,4.126715,0.193
11,2,01-20,20,01-20,2,0.807,5.706563,-1.392105,0.807
12,2,01-20,20,01-20,2,0.816,6.959518,1.011844,0.816
12,2,01-20,01,01-20,2,0.184,-3.64434,7.147316,0.184
13,2,10-20,10,10-20,2,0.162,1.085326,-0.825292,0.162
13,2,10-20,20,10-20,2,0.838,7.335373,-0.825295,0.838
14,1,01,01,01,1,1,-10.262292,6.277775,1
15,2,01-20,01,01-20,2,0.477,-4.368582,5.598188,0.477
15,2,01-20,20,01-20,2,0.523,7.813125,-0.728446,0.523
16,2,01-20,01,01-20,2,0.815,-5.097331,5.581384,0.815
16,2,01-20,20,01-20,2,0.185,3.930078,-0.669894,0.185
17,2,01-20,01,01-20,2,0.772,-8.379964,6.143701,0.772
17,2,01-20,20,01-20,2,0.228,3.972331,-0.421122,0.228
18,2,01-20,20,01-20,2,0.284,5.459946,1.271862,0.284
18,2,01-20,01,01-20,2,0.716,-6.047087,7.391736,0.716
19,1,20,20,20,1,1,7.175915,0.332986,1
20,2,01-21,21,01-21,2,0.47,1.667602,1.75408,0.47
20,2,01-21,01,01-21,2,0.53,-4.440081,7.492154,0.53
21,2,01-20,01,01-20,2,0.518,-4.237184,5.813398,0.518
21,2,01-20,20,01-20,2,0.482,7.099484,0.526369,0.482
22,2,01-21,01,01-21,2,0.356,-5.091099,7.115779,0.356
22,2,01-21,21,01-21,2,0.644,1.060524,2.822046,0.644
23,2,01-20,01,01-20,2,0.184,-1.968794,8.180402,0.184
23,2,01-20,20,01-20,2,0.816,7.806404,2.243619,0.816
24,2,01-20,20,01-20,2,0.666,7.910282,0.890182,0.666
24,2,01-20,01,01-20,2,0.334,-3.463181,6.694327,0.334
25,2,01-21,21,01-21,2,0.376,2.293844,5.690584,0.376
25,2,01-21,01,01-21,2,0.624,-3.580097,7.173296,0.624
26,1,01,01,01,1,1,-6.92431,6.8324,1
27,3,01-11-20,01,01-11-20,3,0.335,-4.0598,6.8390319999999996,0.335
27,3,01-11-20,11,01-11-20,3,0.13,1.272752,6.8390319999999996,0.13
27,3,01-11-20,20,01-11-20,3,0.535,7.700617,0.446378,0.535
28,2,01-21,01,01-21,2,0.373,-1.405895,7.388431,0.373
28,2,01-21,21,01-21,2,0.627,3.123741,1.815058,0.627
29,2,01-20,20,01-20,2,0.398,6.611006,-0.165446,0.398
29,2,01-20,01,01-20,2,0.602,-5.699875,5.720631,0.602
30,1,20,20,20,1,1,6.127646,1.818551,1
31,2,01-20,20,01-20,2,0.117,5.050175,0.211867,0.117
31,2,01-20,01,01-20,2,0.883,-6.390941,6.600611,0.883
