parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,012-020-200,012,012-020-200,3,0.57,-4.241031,1.204215,5.368451,0.57
1,3,012-020-200,020,012-020-200,3,0.27,0.787952,5.971476,-0.786502,0.27
1,3,012-020-200,200,012-020-200,3,0.16,5.68457,-0.508354,-1.158868,0.16
2,1,002,002,002,1,1,-1.974283,0.066204,5.831135,1
3,3,002-020-210,002,002-020,3,0.08,-0.424529,0.51279,4.530057,0.08
3,3,002-020-210,020,002-020,3,0.72,-1.240645,6.656659,-1.071323,0.72
3,3,002-020-210,210,002-020,3,0.2,3.308813,1.245604,-2.04882,0.2
4,3,102-201-210,201,102-201-210,3,0.05,5.216244,-3.332189,1.949441,0.05
4,3,102-201-210,210,102-201-210,3,0.29,4.639629,1.36195,-3.014206,0.29
4,3,102-201-210,102,102-201-210,3,0.66,0.138641,-4.900373,7.847817,0.66
5,3,012-200-220,012,012-200,3,0.15,-4.9773,-0.50438,6.009588,0.15
5,3,012-200-220,200,012-200,3,0.62,7.392315,-2.742184,-0.556563,0.62
5,3,012-200-220,220,012-200,3,0.23,1.292727,1.528643,-6.455057,0.23
6,1,102,102,102,1,1,0.766214,-2.144567,2.561116,1
7,1,220,220,220,1,1,2.840204,1.614633,-3.660674,1
8,2,002-020,002,002-020,2,0.43,0.503583,1.41518,6.263094,0.43
8,2,002-020,020,002-020,2,0.57,0.51745,7.171196,-0.275719,0.57
9,2,022-102,022,022-102,2,0.12,-6.119247,2.828598,3.46491,0.12
9,2,022-102,102,022-102,2,0.88,0.416482,-0.888241,7.755485,0.88
10,3,102-201-210,210,102-201-210,3,0.23,4.639629,1.36195,-3.014205,0.23
10,3,102-201-210,102,102-201-210,3,0.71,0.138641,-4.900373,7.847817,0.71
10,3,102-201-210,201,102-201-210,3,0.06,5.216244,-3.332189,1.949441,0.06
11,1,210,210,210,1,1,5.846293,1.616403,-1.969718,1
12,3,102-120-220,102,120,3,0.07,-0.590465,2.090267,5.002009,0.07
12,3,102-120-220,220,120,3,0.39,3.969509,2.437811,-2.314284,0.39
12,3,102-120-220,120,120,3,0.54,0.116131,7.625843,-4.3904,0.54
13,2,002-202,202,002,2,0.4,4.374911,-5.792159,1.979953,0.4
13,2,002-202,002,002,2,0.6,1.29594,-2.701769,7.030946,0.6
14,2,102-120,120,102-120,2,0.07,0.966329,6.120564,-2.775031,0.07
14,2,102-120,102,102-120,2,0.93,1.813445,0.380615,1.94566,0.93
15,3,021-200-202,200,021-200,3,0.57,7.792895,0.792503,0.507017,0.57
15,3,021-200-202,202,021-200,3,0.35,1.786872,-2.469147,5.117124,0.35
15,3,021-200-202,021,021-200,3,0.08,-0.673062,6.74351,1.16615,0.08
16,1,022,022,022,1,1,-4.777825,3.258999,0.848652,1
17,1,202,202,202,1,1,0.566544,-6.558477,2.209495,1
18,1,210,210,210,1,1,6.971408,0.028932,-5.242998,1
19,1,002,002,002,1,1,-0.999834,0.638623,8.576852,1
20,1,202,202,202,1,1,4.045764,-5.991941,7.358102,1
21,1,002,002,002-210,1,1,-1.738464,0.707052,5.998267,1
22,2,102-220,220,102-120,2,0.69,3.367321,1.15234,-5.464056,0.69
22,2,102-220,102,102-120,2,0.31,-0.914366,-4.8928,6.277248,0.31
23,1,220,220,220,1,1,1.62345,4.174987,-3.498292,1
