1	3	24.708417	4.862300	13.110672	0.531421	0.569713	0.544553	2.342908	16.000000	0.010824	4.523218	11.000000	0.020361	4.916343	8.000000	0.016192	1.007184	15.000000	0.030837	1.010657	10.000000	0.024976	4.017484	8.000000	0.015278
2	2	65.088062	66.803583	87.165051	0.938187	0.732854	0.652238	0.079577	8.000000	0.057131	4.695571	13.000000	0.047498	0.614040	14.000000	0.015476	0.927570	13.000000	0.014962	0.481920	14.000000	0.012231	0.614040	16.000000	0.042619
3	2	22.835481	87.234240	88.771726	0.897925	0.931677	0.931677	3.081378	12.000000	0.205664	0.602189	12.000000	0.076274	0.897229	15.000000	0.020637	3.184621	12.000000	0.018987	2.417986	15.000000	0.010824	3.012532	9.000000	0.020361
4	3	64.004913	12.543319	17.198227	0.694345	0.547482	0.616080	2.798611	7.000000	0.020040	2.821211	12.000000	0.020549	3.461406	12.000000	0.010606	2.409676	11.000000	0.047651	2.781199	11.000000	0.012980	3.031392	16.000000	0.010824
5	2	52.831459	88.179513	81.692634	0.726060	0.885021	0.916219	1.521418	12.000000	0.026511	4.165728	15.000000	0.047302	2.041751	8.000000	0.014917	1.102214	14.000000	0.024639	3.654939	14.000000	0.247442	3.096961	11.000000	0.067271
6	1	19.587742	77.649296	54.539665	0.640509	0.823047	0.799758	4.543101	8.000000	0.309071	0.886462	9.000000	0.097859	0.925030	9.000000	0.013644	1.269651	9.000000	0.051490	0.361714	16.000000	0.018869	0.880594	8.000000	0.019076
7	2	94.282972	20.986041	77.043266	0.930826	0.537406	0.745423	1.489097	9.000000	0.073907	0.986565	13.000000	0.021923	1.695788	9.000000	0.035929	0.828113	10.000000	0.024563	3.800783	12.000000	0.049912	3.394198	15.000000	0.010385
8	2	26.116995	65.968740	24.802308	0.726350	0.702921	0.826374	0.623229	15.000000	0.014005	3.897550	8.000000	0.073029	3.297156	12.000000	0.018343	4.129498	8.000000	0.013796	2.270120	12.000000	0.059652	4.896711	13.000000	0.031528
9	2	34.550671	78.049093	65.088062	0.698214	0.883319	0.938187	3.399503	7.000000	0.025017	4.758794	13.000000	0.010569	1.954386	14.000000	0.010443	4.164543	11.000000	0.014524	0.980803	8.000000	0.016146	1.666832	11.000000	0.023664
10	2	59.032144	11.276611	28.804909	0.981054	0.453385	0.627565	0.543292	7.000000	0.071508	1.382253	16.000000	0.010632	1.943419	14.000000	0.019929	3.479415	14.000000	0.048260	3.310721	16.000000	0.061372	3.923219	14.000000	0.195164
11	3	47.893099	39.972788	94.617245	0.961425	0.716831	0.653942	2.034610	7.000000	0.014306	2.738402	8.000000	0.014854	3.621631	16.000000	0.012361	2.479140	9.000000	0.077296	4.541787	13.000000	0.012309	4.239663	9.000000	0.015816
12	3	47.893099	39.972788	94.617245	0.961425	0.716831	0.653942	2.034610	7.000000	0.014306	2.738402	8.000000	0.014854	3.621631	16.000000	0.012361	2.479140	9.000000	0.077296	4.541787	13.000000	0.012309	4.239663	9.000000	0.015816
13	3	81.692634	69.866573	87.352334	0.916219	0.378155	0.880278	3.741594	12.000000	0.011341	2.853776	9.000000	0.012241	2.041751	13.000000	0.014313	1.102214	16.000000	0.011448	4.216915	14.000000	0.011015	3.958947	12.000000	0.031649
14	1	78.626089	30.327682	70.410833	0.537206	0.465257	0.726051	0.474769	7.000000	0.024781	0.345119	13.000000	0.870121	2.191848	16.000000	0.027697	3.019261	7.000000	0.015461	1.455453	14.000000	0.018562	4.284392	15.000000	0.060294
15	2	61.933581	42.258486	57.075838	0.722282	0.560647	0.948588	3.914098	9.000000	0.015816	0.530138	14.000000	0.011618	1.147276	13.000000	0.021208	4.222090	15.000000	0.010649	1.257637	7.000000	0.011972	3.440070	15.000000	0.067302
16	1	80.901188	12.937291	81.239993	0.665706	0.873412	0.519556	4.520692	13.000000	0.031528	4.007295	14.000000	0.017578	0.775233	7.000000	0.016224	2.487567	12.000000	0.015592	0.782891	14.000000	0.023384	2.986463	8.000000	0.045405
17	1	16.585350	37.269812	84.464650	0.535306	0.500454	0.444617	2.113673	9.000000	0.020031	4.358989	8.000000	0.037689	2.131111	7.000000	0.025713	4.662256	11.000000	0.015401	4.325310	8.000000	0.049168	0.981068	15.000000	0.063105
18	1	69.866573	87.352334	90.784132	0.378155	0.880278	0.797462	2.863618	12.000000	0.026511	1.878486	15.000000	0.047302	1.198011	8.000000	0.014917	4.202422	14.000000	0.024639	3.654939	14.000000	0.247442	3.096961	11.000000	0.025080
19	3	37.269812	84.464650	48.883613	0.500454	0.444617	0.490009	4.374022	8.000000	0.037689	1.960701	7.000000	0.025713	5.067466	11.000000	0.015401	4.310445	8.000000	0.049168	0.905732	15.000000	0.063105	1.398589	11.000000	0.035293
20	2	43.901016	90.859375	40.863511	0.974377	0.907704	0.261875	1.291191	15.000000	0.063105	0.882545	11.000000	0.035293	0.430370	9.000000	0.016378	2.087749	10.000000	0.010513	1.084985	13.000000	0.012014	5.142641	8.000000	0.022361
21	1	36.104484	64.677768	53.874561	0.241685	0.429726	0.858770	2.353511	16.000000	0.025702	2.161522	8.000000	0.022779	2.029144	10.000000	0.011130	2.106409	12.000000	0.053174	4.374022	8.000000	0.037294	2.131111	10.000000	0.054384
22	1	66.834438	81.760987	23.463910	0.992672	0.431582	0.964109	0.374485	16.000000	0.014981	2.302707	13.000000	0.021535	1.371612	10.000000	0.046583	3.578976	10.000000	0.020880	3.331129	10.000000	0.025017	4.494826	8.000000	0.010569
