parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0311-1010-1011,1010-1011,3,2,0.6666666666666666
2,0303-0310-1010,0303-0310-1010,3,3,1
3,1010-1013-1303,1010-1013-1303,3,3,1
4,0300-1010,0300-1010,2,2,1
5,0300-0303-1010-1013,0300-0303-1010-1013-1113,4,5,1
6,0300-0303-1010,0300-0303-1010,3,3,1
7,0113-0303-1010-1013,0113-0303-1010-1013,4,4,1
8,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
9,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
10,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
11,0303-1010-1013,0303-1010-1013,3,3,1
12,1010,1010,1,1,1
13,0303-1010-1013,0303-1010-1013,3,3,1
14,1010-1013-1103-1303,1010-1013-1103-1303,4,4,1
15,0303,0303,1,1,1
16,0303-1010-1013,0303-1010-1013,3,3,1
17,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
18,0303-1010-1013,0303-1010-1013,3,3,1
19,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
20,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
21,0300-1010,0300-1010,2,2,1
22,0300-0303-1010,0300-0303-1010,3,3,1
23,0303-1003,0303-1003,2,2,1
24,0310-1010,0310-1010,2,2,1
25,1010-1113-1303,1010-1113-1303,3,3,1
26,0303-1010-1013,0113-0303-1010-1013,3,4,1
27,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
28,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
29,0010-0300,0010-0300,2,2,1
30,1010,1010,1,1,1
31,1003,1003,1,1,1
32,1010-1013-1303,1010-1013-1113-1303,3,4,1
33,0301-0303-1011-1013,0301-0303-1011-1013-1201,4,5,1
34,0010-0013-0303-0310,0010-0013-0303-0310,4,4,1
35,0300-0303-1010,0300-0303-1010-1100,3,4,1
36,0303-1010-1013,0303-1010-1013,3,3,1
37,0310,0310-0312-1010,1,3,1
38,0301-0303-1101,0301-0303-1101,3,3,1
39,0300-0303-1010,-1,3,2,0
40,0303-1010-1013,0303-1010-1013-1113,3,4,1
41,0303-1010-1013,0303-0310-1010-1013,3,4,1
42,1013-1303,1013-1303,2,2,1
43,1010-1013-1303,-1,3,2,0
44,0313-1013,0313-1013,2,2,1
45,0300-0303-1010,0300-0303-1010,3,3,1
46,0303-1010,0300-0303-1010,2,3,1
47,0303-1010-1013,0303-1010-1013,3,3,1
48,0303-0310-1010-1113,0303-0310-1010-1013-1113,4,5,1
49,0302-0303-1012-1013,0202-0203-0302-0303-1012-1013,4,6,1
50,0300-0302-1010,0300-0302-1010,3,3,1
51,0300-0303-1010,0300-0303-1010,3,3,1
52,1003-1010-1300-1303,1003-1010-1303,4,3,0.75
53,0113-0300-0303-1010,0113-0300-0303-1010,4,4,1
54,0303-1010-1013,0303-1010-1013,3,3,1
55,0303-1010-1013,0303-1010-1013,3,3,1
56,0010-0303-0310,0010-0303-0310,3,3,1
57,0300-0303-1010,0300-0303-1010,3,3,1
58,1010-1203-1303,1010-1203-1303,3,3,1
59,0303,0303-1003,1,2,1
60,0300-1010,0300-1010,2,2,1
61,0303-1010-1013,0303-1010-1013,3,3,1
62,0303-1010-1013,0303-1010-1013,3,3,1
63,0303-1010-1013,0303-1010-1013,3,3,1
64,0313-1010-1013,0313-1010-1013,3,3,1
65,0300-0303-1010,0300-0303-1010,3,3,1
66,1010-1300,1010-1300,2,2,1
67,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
68,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
69,0010-0013-0300-0303,0010-0013-0300-0303,4,4,1
70,0010-0303-0310,0010-0303-0310,3,3,1
71,0113-0303-0310-1010-1013,0113-0303-0310-1010-1013,5,5,1
72,1010,0303-1010,1,2,1
73,0303-0310,0303-0310,2,2,1
74,0312-1010-1012,0312-1010-1012,3,3,1
75,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
76,0010-0300-0303,0010-0300-0303,3,3,1
77,0312-1010-1012,0312-1010-1012,3,3,1
78,0300-0303-1010,0300-0303-1010,3,3,1
79,1010,0203-0303-1010-1013,1,4,1
80,0303-0310-1010,0303-0310-1010,3,3,1
81,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
82,1010-1013-1103-1303,1010-1013-1103-1303,4,4,1
83,0300-1010-1103,0300-0303-1010-1103,3,4,1
84,0110-0303-0310-1010-1013,0110-0303-0310-1010-1013,5,5,1
85,1010-1011,1010-1011,2,2,1
86,1010-1113-1303,1010-1013-1113-1303,3,4,1
87,0010-0100-0300,0010-0100-0300,3,3,1
88,0010-0013-0303,0010-0013-0303,3,3,1
89,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
90,0313-1010-1013,0210-0313-1010-1013,3,4,1
91,0300-0303-1000,0300-0303-1000-1100,3,4,1
92,0303-1010-1013,0303-1010-1013,3,3,1
93,0300-1010,0300-0303-1010,2,3,1
94,0303-1010-1013,0303-1010-1013,3,3,1
95,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
96,0300-0303-1010,0110-0300-0303-1010,3,4,1
97,1010,1010,1,1,1
98,0303-1010-1013,0303-1010-1013,3,3,1
99,1010-1013-1303,1010-1013-1303,3,3,1
100,0313-1010-1013,0313-1010-1013,3,3,1
101,1010-1113-1303,1010-1113-1303,3,3,1
102,0303-1010,0303-1010,2,2,1
103,0010-0210-0313,0010-0210-0313,3,3,1
104,0303-1010,0303-1010,2,2,1
105,0303-1010-1013,0303-1010-1013,3,3,1
106,1010-1013-1300-1303,1010-1013-1300-1303,4,4,1
107,0300-0303-1010,0200-0300-0303-1010,3,4,1
108,1010-1013-1303,1010-1013-1303,3,3,1
109,0303-1010-1113,0303-1010-1013-1113,3,4,1
110,0313-1013,0113-0313-1013,2,3,1
111,0113-0300-0303-1010-1013,0113-0200-0300-0303-1010-1013,5,6,1
112,1010-1011,1010-1011,2,2,1
113,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
114,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
115,0303-1010,0303-1010,2,2,1
116,0303-1013,0303-1013,2,2,1
117,0303-1013,0303-1013,2,2,1
118,0303-0310-1010-1013,0110-0303-0310-1010-1013,4,5,1
119,0210-0300-0303-1010,0210-0300-0303-1010,4,4,1
120,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
121,1011-1013-1211-1301-1303,1011-1013-1211-1301-1303,5,5,1
122,0303-1010-1013,0303-1010-1013,3,3,1
123,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
124,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
125,1002-1003-1302-1303,1002-1003-1302-1303,4,4,1
