Phase,Count,Frequency
0001-0301-0303,4,4e-4
0002-0010-0300-0302,1,1e-4
0010,40,0.004
0010-0011-0100-0300-0301,1,1e-4
0010-0011-0200-0300-0301,1,1e-4
0010-0011-0300-0301,6,6e-4
0010-0011-0310-0311,1,1e-4
0010-0012,2,2e-4
0010-0012-0102-0302,1,1e-4
0010-0012-0302,3,3e-4
0010-0012-0302-0310,2,2e-4
0010-0012-0310-0312,1,1e-4
0010-0012-0312,3,3e-4
0010-0013,1,1e-4
0010-0013-0100-0300-0303,1,1e-4
0010-0013-0103-0303,1,1e-4
0010-0013-0200-0300-0303,1,1e-4
0010-0013-0200-0303,1,1e-4
0010-0013-0203-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0300-0303,10,0.001
0010-0013-0303,50,0.005
0010-0013-0303-0310,6,6e-4
0010-0013-0313,3,3e-4
0010-0100-0300,2,2e-4
0010-0100-0300-0303,12,0.0012
0010-0110-0300-0302,1,1e-4
0010-0110-0300-0303,1,1e-4
0010-0113-0300-0303,2,2e-4
0010-0113-0303,7,7e-4
0010-0113-0303-0310,2,2e-4
0010-0113-0313,2,2e-4
0010-0200-0300-0303,3,3e-4
0010-0200-0303,1,1e-4
0010-0210,5,5e-4
0010-0210-0300-0302,1,1e-4
0010-0210-0300-0303,4,4e-4
0010-0210-0303,11,0.0011
0010-0213-0313,1,1e-4
0010-0300,29,0.0029
0010-0300-0302,5,5e-4
0010-0300-0303,113,0.0113
0010-0303,56,0.0056
0010-0303-0310,58,0.0058
0010-0310,13,0.0013
0010-0310-0313,4,4e-4
0010-0313,2,2e-4
0011,1,1e-4
0011-0013-0301-0303,8,8e-4
0011-0013-0303-0311,2,2e-4
0011-0013-0313,1,1e-4
0011-0101-0301-0303,1,1e-4
0011-0103-0301-0303,1,1e-4
0011-0201-0301-0303,1,1e-4
0011-0301-0303,11,0.0011
0011-0303-0311,2,2e-4
0012-0013-0302-0303,1,1e-4
0013-0110-0303,1,1e-4
0013-0213-0303,1,1e-4
0013-0303,10,0.001
0100-0300-0302-1000-1002,1,1e-4
0100-0300-0303-1000,1,1e-4
0101-0301-0303,1,1e-4
0101-0301-0303-1001,8,8e-4
0101-0301-0303-1001-1003,1,1e-4
0103-0303-1003,1,1e-4
0110,1,1e-4
0110-0111-1010-1011,1,1e-4
0110-0113-0300-0303-1010-1013,1,1e-4
0110-0113-0303-0310,1,1e-4
0110-0113-0303-0310-1010-1013,5,5e-4
0110-0113-0310-0313-1010-1013,1,1e-4
0110-0210-1010,1,1e-4
0110-0300,3,3e-4
0110-0300-0302,2,2e-4
0110-0300-0302-1010,1,1e-4
0110-0300-0302-1010-1112,1,1e-4
0110-0300-0303,12,0.0012
0110-0300-0303-0310-1010,1,1e-4
0110-0300-0303-1010,21,0.0021
0110-0300-0303-1010-1013,2,2e-4
0110-0300-1010,8,8e-4
0110-0303,12,0.0012
0110-0303-0310,5,5e-4
0110-0303-0310-1010,22,0.0022
0110-0303-0310-1010-1013,5,5e-4
0110-0303-1010,6,6e-4
0110-0310,4,4e-4
0110-0310-0312-1010-1012,1,1e-4
0110-0310-0313,1,1e-4
0110-0310-0313-1010-1013,4,4e-4
0110-0310-1010,8,8e-4
0110-0313,1,1e-4
0111-0113-0301-0303-1011-1013,1,1e-4
0111-0113-0303-0311-1011-1013,7,7e-4
0111-0113-0311-0313-1011-1013,1,1e-4
0111-0301-0303,1,1e-4
0111-0301-0303-1011,5,5e-4
0111-0301-0303-1011-1013,1,1e-4
0111-0301-1011,1,1e-4
0111-0303-0311-1011,2,2e-4
0111-0303-0311-1011-1013,1,1e-4
0111-0311-0313-1011-1013,1,1e-4
0112-0113-0302-0303-1012-1013,1,1e-4
0112-0300-0302-1010-1012,3,3e-4
0112-0312,1,1e-4
0112-0312-1010-1012,1,1e-4
0113,1,1e-4
0113-0200-0300-0303-1010-1013,1,1e-4
0113-0201-0301-0303-1011,1,1e-4
0113-0210-0303-0310-1010-1013,1,1e-4
0113-0210-0303-1010-1013,2,2e-4
0113-0300-0303-1010,1,1e-4
0113-0300-0303-1010-1013,16,0.0016
0113-0301-0303-1011-1013,8,8e-4
0113-0303,2,2e-4
0113-0303-0310-1010,2,2e-4
0113-0303-0310-1010-1013,12,0.0012
0113-0303-0311-1011-1013,1,1e-4
0113-0303-1010,5,5e-4
0113-0303-1010-1013,73,0.0073
0113-0303-1013,22,0.0022
0113-0310-0313-1010-1013,1,1e-4
0113-0313,1,1e-4
0113-0313-1010,1,1e-4
0113-0313-1010-1013,12,0.0012
0113-0313-1011-1013,2,2e-4
0113-0313-1013,2,2e-4
0200-0300-0302-1010-1012,1,1e-4
0200-0300-0303-1003-1010,2,2e-4
0200-0300-0303-1010,24,0.0024
0200-0300-0303-1010-1013,7,7e-4
0200-0300-0303-1010-1013-1103,1,1e-4
0200-0300-1000,1,1e-4
0200-0300-1010,6,6e-4
0200-0300-1010-1011,1,1e-4
0201-0301-0303,1,1e-4
0201-0301-0303-1001,3,3e-4
0201-0301-0303-1001-1103,2,2e-4
0201-0301-0303-1011-1013,3,3e-4
0201-0301-0303-1011-1013-1103,1,1e-4
0202-1002-1010,1,1e-4
0203-0300-0303-1003-1010,1,1e-4
0203-0303,1,1e-4
0203-0303-1010-1013,2,2e-4
0210-0211-0300-0301-1010-1011,1,1e-4
0210-0211-1010-1011,3,3e-4
0210-0212-0302,1,1e-4
0210-0212-0302-1010-1012,3,3e-4
0210-0300-0301-1010,1,1e-4
0210-0300-0301-1010-1011,1,1e-4
0210-0300-0302-1010-1012,2,2e-4
0210-0300-0303,1,1e-4
0210-0300-0303-1003-1010,7,7e-4
0210-0300-0303-1010,23,0.0023
0210-0300-0303-1010-1013,11,0.0011
0210-0300-0303-1010-1113,1,1e-4
0210-0300-1010,11,0.0011
0210-0300-1110,1,1e-4
0210-0302-1010,1,1e-4
0210-0303,1,1e-4
0210-0303-0310-1010,8,8e-4
0210-0303-0310-1010-1013,4,4e-4
0210-0303-1003-1010,2,2e-4
0210-0303-1010,15,0.0015
0210-0303-1010-1013,56,0.0056
0210-0303-1010-1013-1113,1,1e-4
0210-0303-1010-1013-1213,1,1e-4
0210-0303-1010-1113,1,1e-4
0210-0310-0312-1010,2,2e-4
0210-0310-0312-1010-1012,2,2e-4
0210-0310-0313-1010-1013,1,1e-4
0210-0310-0313-1110-1113,1,1e-4
0210-0310-1010,2,2e-4
0210-0310-1110,1,1e-4
0210-0311-1010-1011,1,1e-4
0210-0313-1010-1013,8,8e-4
0210-0313-1010-1113,2,2e-4
0210-1010,19,0.0019
0210-1010-1012,1,1e-4
0210-1110,1,1e-4
0211-0212-0301-0302-1011-1012,1,1e-4
0211-0301-0303-1011-1013,3,3e-4
0211-0301-0303-1011-1113,1,1e-4
0211-0303-0311-1011-1013,2,2e-4
0211-0303-1011-1013,1,1e-4
0212-0310-0312-1010-1012,1,1e-4
0212-0312-1010-1012,1,1e-4
0213-0303-1010-1013,6,6e-4
0213-0310-0313-1010-1013,1,1e-4
0213-0313-1010,1,1e-4
0213-0313-1010-1013,6,6e-4
0300,9,9e-4
0300-0301,1,1e-4
0300-0301-1000-1001,1,1e-4
0300-0301-1010-1011,39,0.0039
0300-0301-1010-1111,1,1e-4
0300-0301-1110-1111,1,1e-4
0300-0302,2,2e-4
0300-0302-0310-1010-1012,1,1e-4
0300-0302-1000-1002,1,1e-4
0300-0302-1000-1102,1,1e-4
0300-0302-1002-1010,27,0.0027
0300-0302-1002-1010-1202,1,1e-4
0300-0302-1010,12,0.0012
0300-0302-1010-1012,56,0.0056
0300-0302-1010-1012-1102,2,2e-4
0300-0302-1010-1012-1200,1,1e-4
0300-0302-1010-1100-1102,1,1e-4
0300-0302-1010-1112,1,1e-4
0300-0302-1012-1110,1,1e-4
0300-0303,46,0.0046
0300-0303-0310-1003-1010,1,1e-4
0300-0303-0310-1010,2,2e-4
0300-0303-0310-1010-1013,2,2e-4
0300-0303-1000,4,4e-4
0300-0303-1000-1003,6,6e-4
0300-0303-1000-1103,1,1e-4
0300-0303-1003,1,1e-4
0300-0303-1003-1010,389,0.0389
0300-0303-1003-1010-1103,1,1e-4
0300-0303-1003-1010-1200,2,2e-4
0300-0303-1003-1010-1300,1,1e-4
0300-0303-1003-1010-1303,2,2e-4
0300-0303-1010,761,0.0761
