23.685,0.437
67.196,1.781	2.127,114.764
100.600,1.851	1.805,39.067
28.574,0.717	0.432,13.014
62.199,2.017	0.907,191.902
120.247,0.131	1.316,10.742
11.152,103.687
125.661,6.134	1.974,60.269
8.238,1.648	0.108,52.970
237.508,2.515	2.723,181.569
3.575,16.357
0.686,85.813
133.282,0.119	9.033,11.609
0.266,46.952
130.854,0.843	4.793,47.182
41.385,1.263	0.518,21.482
6.737,3.228	0.115,64.073
158.982,3.923	1.717,124.849
138.902,0.527	1.437,41.625
23.498,3.797	10.981,191.479
91.791,1.061	1.078,81.882
221.326,2.792	10.182,69.840
28.086,1.634	4.796,148.045
94.182,1.933
1.312,102.486
24.487,0.096
117.469,1.956	1.176,95.498
69.325,2.739	1.445,69.401
1.137,170.056
83.318,3.148	1.592,119.746
83.003,10.059	0.950,23.424
220.055,1.186	3.583,56.021
293.007,1.722
60.557,1.594	1.309,102.757
176.611,4.066	6.461,347.102
54.971,2.073	0.613,131.232
41.881,1.168	0.661,73.526
63.643,0.161
1.066,40.763
0.133,175.042
34.664,2.570	0.527,180.240
291.675,0.849	5.152,80.752
114.072,0.739	2.706,41.951
25.548,0.398	0.751,19.945
4.017,68.761
1.956,247.568
122.587,1.068	4.616,86.387
91.860,0.739
72.158,1.107	1.575,45.286
91.039,1.217
36.310,1.041	1.320,67.995
165.801,0.670	1.729,27.025
27.419,5.857	3.121,95.113
3.391,49.777
50.546,2.528	2.755,152.496
113.328,14.451	4.451,405.574
119.775,5.174	3.550,179.788
79.977,1.130	0.889,109.337
89.156,0.536	10.420,46.755
0.335,64.455
150.870,9.054
39.167,0.922
109.311,1.104	2.504,105.341
86.131,1.335
43.705,3.129	1.564,20.853
0.694,59.027
0.861,101.599
0.288,160.466
16.987,29.234
379.574,2.417	6.715,201.571
48.784,0.836	1.192,53.512
127.628,4.358	12.097,218.485
485.243,0.800	5.355,20.280
2.875,97.669
377.795,0.060
101.445,1.535
0.079,174.262
245.831,3.740	6.325,223.283
69.825,5.880	1.039,16.586
184.600,0.330
399.770,1.118
74.500,1.336	1.328,35.650
118.229,1.759	3.125,95.983
22.096,1.963	0.264,159.008
0.092,114.044
39.317,6.535	0.487,574.897
128.099,0.446	1.530,22.248
162.071,3.834	2.330,113.591
15.605,0.686	1.094,64.240
109.193,2.090
245.850,0.262	5.764,24.311
1.897,127.356
149.536,12.893	12.569,455.303
98.049,1.624	3.604,67.789
89.877,2.240	0.945,85.282
118.293,0.945	1.334,94.046
121.283,2.162	1.312,67.639
212.972,3.664	2.172,124.046
0.163,219.217
71.679,0.333
47.205,1.539	0.894,152.258
392.912,0.136
0.366,54.399
286.482,0.605	4.187,26.824
5.352,26.384
0.074,41.457
43.190,2.029	1.034,98.627
76.096,0.761	1.330,30.228
350.024,2.245
0.196,188.000
166.202,1.118	2.877,96.247
95.977,4.068	1.500,142.169
441.342,0.236	4.602,12.913
12.668,2.918
148.474,3.060	4.888,264.898
50.292,1.239	1.150,116.255
164.681,0.982	6.072,92.191
3.251,196.543
146.960,0.886	2.494,63.393
178.455,2.636	5.846,118.240
68.101,0.671	1.066,20.081
378.307,0.679	7.315,43.058
32.838,3.388	0.643,94.315
0.226,40.099
93.836,4.982	3.762,290.421
115.902,0.989	2.331,86.424
179.583,1.299	7.236,66.807
145.654,0.264
1.302,138.233
169.966,5.344	1.716,265.369
41.516,0.167	1.982,14.988
115.902,3.651	1.316,86.424
28.287,2.600	0.853,158.140
34.685,3.707	0.804,115.190
88.722,8.692	2.886,135.278
27.519,1.068	0.593,89.281
37.989,0.830	0.825,74.311
127.134,0.138
55.832,0.586	1.776,39.602
1.394,104.375
0.207,67.830
0.234,24.548
92.127,0.863
0.263,86.713
102.203,0.348	1.589,25.070
1.291,102.593
72.497,1.870	1.353,159.298
0.182,55.022
0.202,35.676
119.627,1.248	1.471,120.543
67.445,0.920	1.342,52.404
156.592,1.650
381.939,10.811
12.194,2.872	1.107,199.685
169.855,1.131	3.349,30.100
175.491,1.587	2.070,80.337
298.403,1.637
139.843,1.513	7.075,99.773
102.865,8.356	1.144,76.648
5.398,475.643
1.905,477.696
50.101,0.803	0.532,79.256
105.772,3.486	2.989,295.902
66.834,1.454	0.754,82.584
116.069,3.176	2.587,132.140
89.393,7.121	1.080,575.964
267.475,3.505
1.294,438.252
186.089,2.218	1.956,76.149
143.598,5.553	2.372,494.745
342.875,0.400
48.719,0.262	0.953,25.712
3.410,295.913
107.003,0.282
143.598,10.601	2.061,494.745
183.583,3.109	2.708,109.780
2.019,124.899
105.657,1.804	4.197,160.142
13.875,2.977	0.341,160.247
0.157,221.027
103.654,0.216
67.577,2.508	1.177,48.343
1.183,534.819
73.365,1.096	0.754,67.830
14.062,43.536
22.206,2.374	0.509,151.917
159.736,10.877	1.991,52.288
47.822,2.963
1.065,70.153
34.765,7.064	2.600,241.121
2.593,151.838
87.231,2.375	1.106,169.534
0.688,115.668
79.313,1.695	1.007,116.066
