1	1	21.736695	25.010617	0.917743	0.946521	0.786639	64.000000	0.190674	0.497563	63.000000	0.016540
2	2	63.112137	91.287481	0.939228	0.795437	2.122251	64.000000	0.031657	24.426078	66.000000	0.015522
3	2	95.800492	29.622747	0.952292	0.758251	18.116261	63.000000	0.017941	26.320583	66.000000	0.047384
4	2	25.166818	12.423628	0.880773	0.954635	10.257392	70.000000	0.015112	10.141676	63.000000	0.055104
5	2	25.455494	96.448071	0.409260	0.502590	18.918095	70.000000	0.014586	17.687822	65.000000	0.010510
6	2	95.637896	8.650604	0.795347	0.805303	1.326483	68.000000	0.010943	24.941589	61.000000	0.012173
7	1	87.894689	82.151663	0.865098	0.792304	1.497659	61.000000	0.109766	16.599802	70.000000	0.015508
8	2	73.811313	46.944027	0.587384	0.778914	17.569917	62.000000	0.015705	24.029323	63.000000	0.101773
9	2	6.135360	28.738476	0.744764	0.542540	5.401597	69.000000	0.013095	6.496335	63.000000	0.031111
10	2	55.824913	86.972271	0.235044	0.479005	16.033298	65.000000	0.011464	17.025700	69.000000	0.013849
11	1	99.160650	13.171353	0.362282	0.805262	0.473121	65.000000	0.013061	13.478380	63.000000	0.053012
12	1	48.251003	48.044887	0.880790	0.559880	4.435270	61.000000	0.012524	11.176532	67.000000	0.058783
13	2	85.371567	5.244564	0.640535	0.451763	8.737226	65.000000	0.067776	24.265940	66.000000	0.010256
14	1	6.389013	25.809802	0.853414	0.549701	0.575022	69.000000	0.035582	8.907078	69.000000	0.126691
15	2	76.362279	32.142754	0.583570	0.681244	14.624368	65.000000	0.036630	5.292665	68.000000	0.017871
16	2	15.947963	20.372622	0.385357	0.948363	6.174254	61.000000	0.012524	16.326777	67.000000	0.058783
17	2	2.139777	50.422595	0.317610	0.786960	4.153347	70.000000	0.017067	1.968835	62.000000	0.050376
18	2	21.047105	82.277287	0.132387	0.659012	17.415679	68.000000	0.010798	5.860724	68.000000	0.031421
19	2	61.459480	18.697415	0.442465	0.449189	9.474175	61.000000	0.010347	15.853721	70.000000	0.012652
20	1	21.919190	72.807385	0.932814	0.380237	9.634646	61.000000	0.467338	22.149849	63.000000	0.019832
21	2	34.704038	55.400657	0.378076	0.676592	19.344190	69.000000	0.011743	21.958108	70.000000	0.012961
22	2	93.231352	61.477632	0.421239	0.880269	3.715531	64.000000	0.046005	20.608858	62.000000	0.039983
23	2	7.356697	92.318188	0.261935	0.623581	4.370600	69.000000	0.170750	5.307966	65.000000	0.011035
24	1	64.482668	27.510423	0.684663	0.282246	18.108034	61.000000	0.467338	19.460810	69.000000	0.019832
25	1	27.110422	66.937936	0.334176	0.653140	3.712638	67.000000	0.016169	23.351545	63.000000	0.059309
26	1	7.831383	3.923362	0.319815	0.818266	10.539826	63.000000	0.013179	18.424324	67.000000	0.020092
27	2	62.945081	91.947515	0.535845	0.962823	8.873561	62.000000	0.010013	14.778068	69.000000	0.020483
28	2	18.812892	58.593950	0.271372	0.844285	17.773625	61.000000	0.020844	23.511567	62.000000	0.039471
