Phase,Count,Frequency
0002-2020,2,2e-4
0012-0021-0202-2020,10,0.001
0012-0022-0202-2020,1,1e-4
0012-0102-2020,2,2e-4
0012-0202,6,6e-4
0012-0202-1012-2020,1,1e-4
0012-0202-2011-2020,5,5e-4
0012-0202-2011-2020-2101,1,1e-4
0012-0202-2011-2020-2201,1,1e-4
0012-0202-2020,59,0.0059
0012-0202-2020-2101,1,1e-4
0012-2011,1,1e-4
0012-2011-2020,1,1e-4
0012-2020,6,6e-4
0020-0202,1,1e-4
0021-0022-0202-2020,1,1e-4
0021-0102-2020,1,1e-4
0021-0121-2020,1,1e-4
0021-0202,3,3e-4
0021-0202-0211,1,1e-4
0021-0202-0211-2020,14,0.0014
0021-0202-0221-2020,1,1e-4
0021-0202-1220-2020,1,1e-4
0021-0202-2020,61,0.0061
0021-0202-2020-2100,1,1e-4
0021-0212-2020,1,1e-4
0021-2020,9,9e-4
0022,2,2e-4
0022-0202,15,0.0015
0022-0202-0212-2020,1,1e-4
0022-0202-1210-2020,1,1e-4
0022-0202-2020,117,0.0117
0022-0202-2020-2021,2,2e-4
0022-0202-2020-2101,1,1e-4
0022-0202-2021,6,6e-4
0022-0212-1210-2020,1,1e-4
0022-0212-2020,7,7e-4
0022-2020,30,0.003
0022-2021,2,2e-4
0102,1,1e-4
0102-0121-2020,1,1e-4
0102-1002-2020,1,1e-4
0102-2001-2020,1,1e-4
0102-2002,1,1e-4
0102-2002-2020,1,1e-4
0102-2020,7,7e-4
0112-0120-0202-2020,8,8e-4
0112-0121-0202-2012-2020,2,2e-4
0112-0121-0202-2020,8,8e-4
0112-0121-2020,1,1e-4
0112-0122-0202-1012-1022-2020,1,1e-4
0112-0122-0202-2020,1,1e-4
0112-0202,5,5e-4
0112-0202-1012-2011-2020,1,1e-4
0112-0202-1012-2020,3,3e-4
0112-0202-1012-2021,1,1e-4
0112-0202-1120-2020,2,2e-4
0112-0202-1120-2120,1,1e-4
0112-0202-1201-2011-2020,2,2e-4
0112-0202-2011,1,1e-4
0112-0202-2011-2020,11,0.0011
0112-0202-2011-2020-2201,3,3e-4
0112-0202-2012-2020,9,9e-4
0112-0202-2012-2021,2,2e-4
0112-0202-2020,29,0.0029
0112-0202-2020-2101,1,1e-4
0112-0202-2020-2201,1,1e-4
0112-0212-1211-2020,1,1e-4
0112-2012-2020,1,1e-4
0112-2020,10,0.001
0112-2021,1,1e-4
0120,1,1e-4
0120-0122-0202-2020,1,1e-4
0120-0202,5,5e-4
0120-0202-0210-2020,12,0.0012
0120-0202-0220-2020,2,2e-4
0120-0202-1020,1,1e-4
0120-0202-2020,55,0.0055
0120-2020,11,0.0011
0121-0122-0202-2020,1,1e-4
0121-0202,5,5e-4
0121-0202-0211-1021-2020,1,1e-4
0121-0202-0211-2020,9,9e-4
0121-0202-0211-2120-2210,1,1e-4
0121-0202-0221-2020,2,2e-4
0121-0202-1012-1021-2020,1,1e-4
0121-0202-1021-2020,7,7e-4
0121-0202-1120-2020,3,3e-4
0121-0202-1200-2020,1,1e-4
0121-0202-2020,78,0.0078
0121-0202-2021,1,1e-4
0121-0202-2120,1,1e-4
0121-0211-2020,1,1e-4
0121-0212-2020,2,2e-4
0121-1120,1,1e-4
0121-2020,11,0.0011
0122,1,1e-4
0122-0202,15,0.0015
0122-0202-1002-1022-2020,1,1e-4
0122-0202-1022,3,3e-4
0122-0202-1022-2020,8,8e-4
0122-0202-1120,2,2e-4
0122-0202-1120-1201-1210-2020,1,1e-4
0122-0202-1120-1210-2020,2,2e-4
0122-0202-1120-2020,11,0.0011
0122-0202-1121-2021,4,4e-4
0122-0202-1200-2020,1,1e-4
0122-0202-2020,105,0.0105
0122-0202-2020-2022,1,1e-4
0122-0202-2020-2210,1,1e-4
0122-0202-2021,10,0.001
0122-0202-2022,5,5e-4
0122-0202-2120,2,2e-4
0122-0212-1022-2020,1,1e-4
0122-0212-1120-2020,2,2e-4
0122-0212-2020,7,7e-4
0122-0212-2021,2,2e-4
0122-0222,1,1e-4
0122-0222-2020,1,1e-4
0122-1022,2,2e-4
0122-1120-2020,1,1e-4
0122-2020,17,0.0017
0200-2020,2,2e-4
0200-2020-2100,1,1e-4
0201-0220-2020,2,2e-4
0201-0221-2020,1,1e-4
0201-1200-2020,1,1e-4
0201-2020,8,8e-4
0202,691,0.0691
0202-0210,5,5e-4
0202-0210-0220,1,1e-4
0202-0210-0220-2020,1,1e-4
0202-0210-1002-2020,1,1e-4
0202-0210-2020,58,0.0058
0202-0210-2020-2102,1,1e-4
0202-0210-2020-2110,12,0.0012
0202-0211,4,4e-4
0202-0211-0221-1021-2020,1,1e-4
0202-0211-1021-1102-1111-2020-2110,1,1e-4
0202-0211-1021-2020,3,3e-4
0202-0211-1021-2020-2210,1,1e-4
0202-0211-1210-2020,9,9e-4
0202-0211-2020,28,0.0028
0202-0211-2020-2102-2110,1,1e-4
0202-0211-2020-2110,6,6e-4
0202-0211-2020-2110-2210,1,1e-4
0202-0211-2020-2210,10,0.001
0202-0211-2120-2210,1,1e-4
0202-0211-2120-2220,1,1e-4
0202-0211-2210,2,2e-4
0202-0212,1,1e-4
0202-0212-0220-2020,2,2e-4
0202-0212-0221-2020,2,2e-4
0202-0212-1022-2020,3,3e-4
0202-0212-2011-2020,1,1e-4
0202-0212-2020,7,7e-4
0202-0220,11,0.0011
0202-0220-1012-2020,2,2e-4
0202-0220-1020,1,1e-4
0202-0220-2020,119,0.0119
0202-0220-2020-2101,1,1e-4
0202-0220-2020-2220,1,1e-4
0202-0220-2120,9,9e-4
0202-0220-2220,1,1e-4
0202-0221,14,0.0014
0202-0221-1002-1021-2020,2,2e-4
0202-0221-1012-1021-2020,2,2e-4
0202-0221-1021-1102-2020,2,2e-4
0202-0221-1021-2020,14,0.0014
0202-0221-1021-2021,1,1e-4
0202-0221-1121-2020,1,1e-4
