0.017,107.749
36.722,0.249	0.011,13.674
116.982,0.698
105.280,1.774	0.027,73.087
1.943,19.027	129.440,0.221
65.506,1.023	0.032,75.370
122.341,2.411	0.027,110.945
10.825,30.213	119.685,0.427
13.674,4.181	0.007,98.482
65.753,0.752	0.043,65.506
51.369,0.840	0.017,15.001
74.193,4.430	0.012,136.305
65.806,0.985	0.178,92.036
0.020,149.818
0.113,4.889	7.006,4.889
124.336,12.619	0.033,159.215
28.431,4.133	0.006,195.358
108.211,0.446	0.449,26.628
15.002,8.773	57.013,8.773	0.234,106.458
14.054,1.187	0.049,91.464
169.736,3.344	0.029,197.114
71.856,2.201	0.560,55.908
5.420,10.170	172.799,10.170	0.076,131.048
1.801,28.072	108.267,0.521
0.018,178.469
18.813,6.192	0.007,75.613
274.641,0.109
80.544,0.308	0.209,11.698
146.615,3.124	0.041,231.552
0.036,84.858
22.462,0.978	0.012,41.733
73.431,3.193	0.023,75.882
149.113,1.294	1.871,59.915
19.690,6.060	0.005,237.172
0.007,46.198
89.968,0.938	0.025,57.487
107.566,0.575
41.259,4.461	0.009,104.400
319.539,7.496	2.109,123.336
0.002,123.254
0.005,126.661
11.102,14.576	106.278,14.576	0.235,190.052
21.110,4.161	0.005,210.204
0.000,90.048
128.139,1.953	0.715,122.513
190.982,8.502	0.379,201.314
4.274,0.997	97.696,0.997	0.044,74.440
41.583,3.419	0.082,277.106
183.673,0.604	0.087,15.676
101.062,1.872	0.013,79.819
112.467,0.409	0.059,40.442
193.234,1.977	0.043,62.439
36.878,1.245	0.023,18.701
359.529,49.855
3.222,0.847	121.284,0.847	0.120,76.062
244.415,5.173	0.054,83.725
47.035,1.412	0.018,92.409
76.149,2.543	0.027,164.626
76.149,5.069	0.019,164.626
1.104,1.623	66.369,0.023
1.789,7.054	121.037,0.158
0.023,99.250
0.001,72.805
283.575,0.722	0.434,51.369
64.550,0.378	1.291,29.319
26.631,0.992	0.013,88.568
5.287,92.177	255.577,5.695
161.146,0.055
391.515,9.645	0.154,119.464	12.314,119.464
70.695,13.209	0.015,69.857
0.028,97.242
63.070,1.337	0.011,85.685
0.001,121.461
0.587,11.830	53.245,0.132
347.774,1.873	0.061,113.260
80.427,2.888	0.524,107.097	4.319,107.097
36.281,1.190	0.011,30.375
189.290,4.104	0.058,82.334
8.300,5.452	106.517,5.452	0.148,252.845
0.019,85.042
25.543,0.476	0.011,41.314
158.100,13.128	0.082,405.173
311.646,9.461	0.035,81.823
8.230,3.914	372.661,3.914	0.189,239.469
52.806,1.752	0.012,102.724
25.209,0.322	0.008,28.351
549.246,3.089	0.114,51.023
422.955,2.144	0.082,114.617
122.595,2.552	0.028,68.496
81.384,8.741	0.140,110.290
1.353,0.574	115.211,0.574	0.022,54.622
0.826,14.596	68.885,0.445
156.477,2.846	0.038,120.636
0.011,270.340
49.421,3.351	0.150,106.334
0.001,355.229
101.445,3.851	0.047,201.819
0.133,36.627
0.007,39.729
2.033,38.562	120.491,0.435
0.186,32.081	15.845,2.097
1.530,4.452	46.784,0.102
99.888,9.411	0.280,328.972
145.909,1.153	0.158,16.414
0.010,69.668
214.772,3.617	0.069,141.421
32.483,1.681	0.006,102.977
40.911,2.121	0.037,65.931
0.016,147.431
165.320,32.730	0.198,332.182
104.591,1.010	0.349,87.396
1.123,2.885	93.170,0.085
397.995,1.254	0.094,124.266
21.382,2.161	0.051,73.092
92.588,1.617	0.139,82.816	9.271,82.816
0.006,759.118
81.488,7.124	0.026,412.595
39.893,0.868	0.135,37.411
47.026,0.316	0.034,31.062
51.886,1.520	0.020,73.645
0.884,6.488	86.318,0.171
351.301,0.205
36.793,1.010	0.007,31.612
2.219,2.812	166.364,2.812	0.110,113.779
46.784,1.913	0.027,104.892
145.481,7.666	0.117,91.970
0.906,14.244	84.663,0.803
38.538,2.070	0.010,165.108
64.419,2.925	0.048,217.377
88.636,1.144	0.022,66.555
0.030,690.680
1.611,3.041	93.923,3.041	0.018,105.226
144.975,0.381	0.390,28.684
160.402,2.595	0.088,217.305
70.270,3.921	0.050,289.240
36.322,2.118	0.026,191.513
329.777,1.435	0.582,105.242
0.792,186.906
132.884,0.945	0.250,93.261	12.016,93.261
1.793,49.779	115.495,1.667
1.581,31.943	109.223,1.331
61.792,1.097	0.035,80.730
146.789,10.601	0.062,354.814
2.125,4.163	64.937,0.264
1.287,3.099	67.498,0.079
55.555,0.493	0.006,31.346
128.967,0.665	0.024,54.578
58.576,0.520	0.042,29.605
97.148,7.891	0.039,73.782
0.091,197.422
39.120,1.580	0.033,88.526
66.422,0.617	0.027,51.881
102.478,4.669	0.039,439.333
0.014,94.064
103.375,2.380	0.063,104.241
97.479,1.117	0.385,24.246
290.000,0.785	0.114,60.435
140.782,1.394	0.203,98.205
13.850,0.801	0.001,47.096
0.567,498.301
209.369,1.430	0.178,72.781	15.105,72.781
0.524,30.480	32.657,0.334
170.071,5.868	1.265,272.174
0.023,529.400
92.244,1.033	0.015,80.096
0.383,18.066	32.884,0.326
22.070,4.171	0.018,56.506
0.904,10.112	72.688,0.114
0.009,179.754
1.085,5.781	64.233,5.781	0.014,199.021
23.534,2.173	0.012,164.757
81.562,0.944	0.058,72.322
161.865,1.060	0.082,99.865
103.286,1.109	0.012,86.251
379.746,4.487	0.161,201.532
0.023,254.470
225.606,2.334	0.083,193.476
188.191,1.510	0.265,137.154
0.570,28.842	50.892,1.616
0.056,695.756
0.469,304.745	29.174,26.519
127.695,1.672	2.677,138.826
22.768,1.042	0.005,55.350
70.042,3.825	0.059,132.362
0.157,91.248
0.005,94.837
1.445,30.846	107.254,0.351
186.408,0.712	0.176,23.765
355.535,0.809	0.199,30.813
211.270,0.482	0.124,33.210
397.808,6.554	0.157,295.891
92.882,17.475	0.227,293.385	7.635,293.385
0.058,142.365
151.460,6.651	0.025,177.486
2.056,48.535	180.137,0.533
0.598,336.883
1.947,21.241	82.159,0.254
0.377,13.997	26.520,0.329
76.893,5.694	0.553,314.833
144.887,1.419	0.017,97.192
11.720,2.964	699.987,2.964	0.120,168.306
0.253,134.699	13.452,111.586
1.109,9.336	103.037,0.359
12.976,7.297	0.002,177.802
19.428,3.455	0.145,153.327
4.119,18.691	69.739,0.520
1.418,0.733	138.257,0.733	0.023,58.308
133.503,7.755	0.074,258.646
0.007,213.835
0.001,96.469
149.390,0.221
48.705,1.060	0.021,89.020
0.113,19.880	9.831,0.867
7.413,1.363	0.019,108.224
151.943,2.607	0.065,186.895	3.046,186.895
148.651,0.240
1.182,3.318	82.706,0.033
3.784,27.581	356.186,1.077
278.278,2.180	0.166,207.977	6.810,207.977
169.301,1.162
0.003,203.259
181.227,1.927	0.201,78.854
52.829,3.624	0.026,205.521
0.853,1.784	63.753,0.033
5.973,13.140	443.018,1.364
0.018,370.796
214.093,4.620	0.599,172.943
84.563,0.831	0.022,63.765
111.295,4.234	0.063,88.433
83.071,2.530
0.077,274.567
78.056,0.944	0.096,48.708
130.264,5.123	0.109,209.536
180.651,0.602	0.541,44.692
10.841,0.402	113.537,0.402	0.519,37.475
316.824,5.915	0.099,448.994
72.514,2.532	0.108,212.160
231.345,1.633	0.143,86.755
149.704,2.241	0.048,168.960
102.723,1.924	0.012,186.484
56.812,7.401	0.008,473.688
43.514,1.412	0.008,66.573
19.654,2.848	703.819,2.848	0.292,54.631
74.499,3.390	0.022,104.011	1.437,104.011
7.540,0.938	0.005,62.088
424.808,2.975	0.485,294.209
0.002,104.254
132.125,0.510	0.030,38.059
377.492,5.456	0.106,122.359
101.361,2.567	0.886,204.330
525.667,0.459	1.224,29.772
17.235,3.308
4.104,14.784	60.075,0.357
200.961,7.110	0.750,117.988
0.003,172.043
0.002,132.557
0.842,3.309	13.073,3.309
19.788,3.819	0.010,114.136
1.832,118.032	7.690,118.032
51.634,22.579	0.013,612.305
1.581,24.787	139.144,0.341
156.682,0.779	0.073,77.781
110.362,1.982	0.047,28.993
99.463,0.496	0.104,43.739
17.370,0.729	163.622,0.729	0.794,50.148
46.318,41.266	0.070,85.428
35.081,1.397	0.024,60.855
551.769,5.446	0.281,286.417	10.250,286.417
178.277,2.083	0.762,156.846
51.869,2.094	0.023,132.670
91.203,1.848	0.086,54.420	5.612,54.420
53.985,1.985	0.047,120.302
40.798,0.415	0.061,20.137
658.412,2.222	0.279,93.748
0.001,80.521
4.030,5.338	277.069,5.338	0.056,129.794
182.814,0.789	0.061,77.316
77.100,1.021	0.011,54.041
137.196,4.716	0.058,207.852
42.749,0.407	0.021,25.890
0.144,128.922
84.247,1.396	0.029,42.916	1.312,42.916
96.935,3.696	0.042,275.973
130.054,1.818	0.056,141.317
171.897,1.427	0.066,142.245
48.462,7.293	0.034,641.386
24.339,2.416	0.007,111.716
31.686,1.934	0.033,174.281
202.483,0.304	0.027,14.232
244.096,26.007	0.062,433.400
93.746,1.457	0.557,132.981	1.215,132.981
0.077,177.290	7.378,8.053
3.238,31.892	49.139,0.330
110.965,0.650
110.983,4.364	0.128,152.195
5.670,5.652	427.732,5.652	0.209,232.921
242.871,1.393	0.033,122.972
131.057,0.215	0.116,15.013	3.854,15.013
0.018,343.099
43.315,2.640	0.489,167.612
47.500,12.192	0.087,802.136	2.224,802.136
114.392,0.766	0.026,67.878
81.335,5.027	0.019,180.099	0.817,180.099
47.045,2.977	0.038,153.373
85.511,2.752	0.019,151.432
0.018,56.098
386.206,1.468	0.161,62.278	12.723,62.278
26.833,1.499	0.012,137.423
0.504,1.598	26.479,0.038
1.610,4.159	108.587,0.078
0.009,42.814
0.022,201.522
134.337,1.068	0.041,85.245
0.585,681.354	50.068,33.696
58.302,0.758	0.046,74.032	1.766,74.032
0.343,3.039	29.993,0.039
86.327,2.232	0.011,189.290
284.074,6.602	0.134,76.211
58.194,0.638	0.107,47.766
33.486,2.207	0.015,92.399
29.165,0.679	0.092,53.512
34.116,1.738	0.022,53.744
317.149,2.110	1.829,20.478
189.623,2.760	0.365,64.269
101.198,1.113	0.026,86.999
5.212,35.912	265.879,13.214
30.649,0.960	0.007,48.648
1.861,105.704	183.853,39.781
4.715,20.946	221.597,0.619
1.434,11.082	136.368,0.546
1.592,11.594	120.774,2.687
0.516,53.828	40.735,1.070
3.805,37.566	196.825,0.642
620.180,1.109	0.160,78.830
0.006,47.708
7.273,36.741	50.478,0.442
42.929,5.320	0.030,127.038
120.445,0.314
17.903,1.910	0.034,174.593
0.201,278.766
77.481,9.414	0.019,656.231
21.669,0.781	0.012,74.698
229.974,3.335	0.048,128.596
3.708,3.806	78.327,3.806	0.046,98.735
0.013,9.567
50.680,3.298	0.062,156.145
179.685,13.376	0.062,569.448
93.972,0.706	0.021,52.642
146.288,1.433	0.054,111.583
35.983,5.429	0.080,463.173
99.468,0.198	0.061,18.612
0.002,94.243
1.063,32.961	106.058,0.680
4.004,2.810	148.681,2.810	0.057,161.635
75.532,1.640	0.011,92.013
10.830,2.888	180.735,2.888	0.156,94.005
0.282,5.809	24.619,0.094
57.900,1.052	1.399,30.938
1.594,26.832	76.515,0.811
112.156,16.071	0.097,296.528
0.962,18.544	86.368,0.277
6.731,0.435	101.229,0.435	0.171,39.685
68.308,2.503	0.021,80.148
7.448,12.178	90.080,12.178	1.108,79.142
0.014,870.404
10.191,1.894	98.660,1.894	0.471,82.195
0.067,120.108	4.561,120.108
1.242,11.818	96.021,0.129
1.892,16.206	125.266,0.555
33.399,7.332	0.237,209.595
6.512,4.092	599.961,4.092	0.698,201.099
143.527,2.766	0.075,94.877
224.342,13.688	0.161,681.837
219.090,2.438	0.040,150.466
42.650,3.201	1.588,163.331
186.913,20.086	0.125,60.179
90.400,7.910	0.013,296.087
3.940,35.885	308.460,2.556
0.436,17.663	38.663,0.870
74.222,3.639	0.013,116.718
160.207,1.543	0.049,43.652
244.216,1.477	0.263,147.698
0.713,12.778	55.532,11.589
0.116,42.297
94.144,1.181	0.018,76.757
0.938,20.061	74.624,0.206
2.095,0.975	70.528,0.975
89.535,1.083	0.068,62.626
51.567,2.254	0.114,107.009
32.550,40.515	0.005,427.153
1.812,0.765	80.056,0.765	0.053,73.443
176.140,0.590	0.034,57.883
0.001,180.732
60.599,1.441	0.047,138.199
1.408,3.080	124.984,0.042
103.354,0.758	0.017,26.773
484.710,1.132
567.642,1.261	0.089,113.332
88.980,2.738	0.068,85.089
54.797,2.126	0.032,81.248
36.447,3.249	0.005,279.149
0.018,93.841
5.187,7.181	48.449,7.181	0.379,141.280
263.679,2.381	0.088,163.467
254.594,0.510	0.137,42.650
