62.781,0.494	0.088,33.891	2.974,33.891
0.253,14.969	9.206,1.758
92.302,0.870
56.102,1.076	0.042,76.609
93.342,5.163	0.115,125.712
25.941,0.610	0.010,59.393
112.065,4.637	0.044,68.110	1.660,68.110
3.267,23.054	95.382,0.442
28.160,0.594	0.028,41.084
116.060,8.410	0.041,180.027
67.512,1.971	0.103,46.106
139.002,1.269	0.021,83.606
3.359,4.020	151.934,0.068
152.679,4.501
112.013,2.405	0.034,98.401
54.680,2.150	0.036,129.729
4.329,0.339	145.372,0.339
1.582,29.188	144.399,0.423
62.333,1.837	0.054,106.119
2.024,0.709	59.093,0.709
0.278,24.946	25.734,0.406
0.001,85.910
0.021,117.686
99.586,2.650	0.023,118.260
60.479,6.361	0.048,217.889
3.533,38.841	85.986,0.552
19.724,0.527	0.004,21.387
145.188,6.185	0.388,87.846
145.188,1.106	0.292,87.846
2.111,41.128	74.662,4.302
70.366,14.316	0.059,203.232
192.902,1.072	0.069,73.957
48.941,2.813	0.031,102.138
111.280,4.457	0.065,152.108
274.587,1.399	0.494,31.793
107.985,1.007	0.100,40.762
3.761,20.454	116.252,0.238
42.360,0.272	0.040,21.530
110.090,3.015	0.021,137.752
84.355,4.644	0.016,64.213	0.923,64.213
1.698,5.324	159.878,0.067
18.398,1.510	0.012,142.502
59.888,2.876	0.387,71.553
75.337,1.013	0.009,100.746
95.229,4.272	0.012,163.703
2.751,37.178	74.459,1.215
57.766,4.098	0.038,386.996
88.137,1.980	0.168,86.248
36.569,1.099	0.023,100.056
0.020,342.475
431.886,9.753	0.172,206.473
100.395,0.495	0.323,29.735
2.908,7.750	67.475,0.192
57.271,8.802	0.010,134.595
220.904,0.371
0.075,294.453
190.705,1.580	0.064,69.168	2.305,69.168
30.291,1.695	0.006,77.668
178.070,7.668	0.031,268.697	2.427,268.697
158.271,2.706	0.024,139.589
58.943,0.635	0.015,39.447
279.349,2.419	0.037,73.692
0.045,201.397
115.588,1.746	0.145,94.404
233.375,1.841	0.024,77.037
244.485,0.250	0.222,11.580	11.825,11.580
21.868,0.265
37.718,0.514	0.015,29.891	0.730,29.891
34.392,8.976	0.100,278.457	4.086,278.457
7.426,9.819	63.247,9.819	0.204,83.625
82.907,4.663	0.026,117.593
45.227,1.293	0.014,28.208
127.066,1.097	0.287,98.414
93.013,1.702	0.102,107.330
287.178,3.154	0.173,165.567
97.074,1.074	0.053,80.797
31.933,0.577	0.351,49.798
139.422,2.246	0.068,77.474
136.807,0.806	1.079,51.716
2.220,1.418	167.122,1.418	0.092,126.228
31.843,4.158	0.057,232.838
0.013,561.481
164.023,3.907	0.038,341.358	2.896,341.358
0.379,4.987	33.879,0.385
0.144,212.866	3.055,212.866
52.595,2.703	0.015,186.086
0.038,211.124
1.024,33.009	87.168,0.354
65.509,4.509	0.157,133.671	6.823,133.671
0.021,58.623
3.649,3.770	150.630,0.405
27.104,33.506	0.006,217.535
5.111,0.076	110.197,0.076
41.114,1.093	0.030,66.885
17.825,0.123	0.002,6.664
31.824,0.192	0.025,17.317
1.389,12.071	119.757,0.292
308.889,1.619	0.183,94.456
280.724,4.438	0.209,258.365
625.179,1.627	0.911,97.078
2.779,10.092	93.542,0.107
95.902,3.002	0.017,121.129
39.302,9.038	0.049,251.142
0.220,95.465	9.505,19.410
44.000,12.953	0.064,609.708
0.144,332.107	9.166,53.960
20.148,1.342	0.010,32.512
242.209,6.464
130.765,1.950	0.110,170.980
1.068,14.724	89.417,1.805
132.395,0.933	0.023,54.498
251.748,4.903	0.261,203.456
61.823,3.542	0.024,119.571
79.200,1.318	0.034,124.154
35.506,6.350	0.005,113.950
1.726,24.987	140.978,0.460
0.010,153.645
282.229,5.844	0.126,504.222
117.107,2.336	0.061,178.654
4.590,11.537	61.482,0.188
57.574,0.802	0.104,70.060
2.016,19.027	148.843,0.245
151.428,7.169	0.021,134.526
272.578,5.302	0.260,171.017	4.403,171.017
69.561,6.823	0.071,474.463
94.828,0.156	0.060,13.014
1.241,33.382	45.216,0.407
4.112,2.753	149.245,0.097
71.000,3.281	0.017,174.656	1.138,174.656
35.860,2.316	0.041,176.661
53.230,0.979	0.030,34.660
146.266,1.782	0.458,109.520
89.557,4.521	0.145,76.645
65.311,1.255	0.021,119.511
115.387,2.736	0.115,108.245
0.003,29.183
0.875,117.072	27.954,1.860
103.039,5.628	0.375,272.256
44.637,4.101	0.028,138.071
20.591,1.258	164.493,1.258	0.300,87.215
247.809,2.046	2.196,85.505
330.852,3.669	0.702,78.601
172.613,5.527	0.155,158.148
20.578,2.783	0.007,82.322
0.006,270.771
43.851,16.703	0.013,80.522
261.318,1.848	0.042,43.500
59.548,2.267	0.014,88.173
76.183,4.783	0.415,200.420
49.109,2.725	0.018,118.100
10.880,3.236	179.988,3.236	0.118,84.040
72.771,1.706	0.009,141.245
5.061,1.118	223.986,1.118	0.062,46.864
3.480,18.712	34.894,18.712	0.038,412.253
209.542,10.144	0.151,251.596
114.601,2.613	0.038,226.525
64.940,0.917	0.027,79.143
80.449,13.714	0.011,77.779
74.319,0.860
90.378,1.060	0.070,57.742
59.159,0.234	0.015,11.922
73.437,1.565	0.052,87.948
74.806,0.742
0.025,56.818
19.143,1.693
1.842,11.729	111.885,1.254
89.964,1.621	0.028,157.551
455.236,0.575	0.330,34.863
0.047,9.440
51.861,7.912	0.105,114.824
0.005,238.780
0.550,8.044	53.969,8.044	0.018,71.852
65.088,0.975
31.454,1.699	0.034,28.930
517.598,0.168
133.677,1.419	0.077,123.183	4.585,123.183
235.252,0.260
48.578,3.407	0.020,231.816
109.396,2.231	0.017,127.065
43.628,19.160	0.037,147.397	1.649,147.397
97.503,1.072	0.026,98.128
564.052,10.977	0.198,188.272
129.476,2.383	0.022,116.170
0.082,93.602
1.275,31.570	82.844,0.816
0.211,261.043
0.001,117.445
32.055,4.431	0.005,119.338
228.507,1.278	0.636,67.185
0.083,218.401	3.078,218.401
63.920,2.774	0.015,27.106
37.988,1.832	0.082,105.693
93.538,2.304	0.085,146.808
6.387,24.095	473.917,2.295
56.686,2.425	0.079,108.623
1.823,8.342	176.906,8.342	0.478,82.109
559.908,1.784	0.364,139.488
171.640,1.535	0.656,98.746
481.226,2.356	0.138,226.877	7.669,226.877
77.073,1.317	0.011,115.555
109.233,5.055	0.040,154.809
93.671,4.660	0.055,193.453
104.452,0.248
88.368,2.085	0.034,188.605
112.678,0.381
2.081,0.883	66.084,0.883	0.030,85.695
0.117,99.837
17.660,1.564	0.052,65.300
527.289,2.447	1.035,112.201
3.521,35.456	94.865,35.456	0.356,176.410
20.441,1.187	0.095,110.369
121.968,3.559	0.053,70.284
0.007,70.071
82.917,1.850	0.118,84.917
2.789,34.258	52.811,34.258	0.561,252.688
6.128,3.383	120.287,3.383	0.235,98.503
147.314,0.570
113.559,7.077	0.145,169.538
620.629,0.589	0.442,52.438
0.049,203.198
35.983,2.362	0.010,109.600
59.105,0.067	0.057,6.559	3.441,6.559
62.172,0.198	0.010,8.984
78.625,1.016	0.031,72.978
53.825,1.509	0.013,105.482
1.184,2.641	84.828,2.641	0.022,132.749
62.103,3.837	0.066,380.810
1.198,133.856
2.090,39.801	147.276,0.510
73.643,0.568	0.149,31.841
0.127,481.373
0.674,17.300	23.004,0.368
57.343,31.859	0.017,73.454
244.339,4.631	1.289,248.433
144.172,2.270	0.147,139.331
193.308,1.375	0.094,136.610	4.486,136.610
43.943,0.789	0.008,70.821
209.438,2.271	0.023,73.383
26.846,0.147	0.040,12.877
7.767,2.086	170.371,2.086	1.073,200.066
84.268,1.134	0.245,87.174
10.191,25.697	467.531,0.429
428.407,5.095	0.052,49.215	4.624,49.215
434.842,0.497
64.461,4.684	0.247,150.318
116.390,1.211	0.200,47.510
39.812,3.128	0.006,195.742
101.602,2.055	0.024,88.494
80.201,3.530	0.014,315.246
46.324,11.587	0.015,843.914
98.677,1.914	0.031,65.963
112.507,0.244	0.106,18.914
60.781,4.052	0.015,209.230
0.348,15.902	26.424,0.215
1.163,36.286	94.001,0.382
0.010,83.828
0.012,470.298
87.040,1.728
108.552,25.266	0.975,202.336
158.822,11.158	0.124,469.141	2.489,469.141
83.495,0.829	0.209,80.205
65.364,4.532	0.253,163.875
53.193,16.713	0.011,69.987
41.083,3.210	0.045,194.678
70.168,1.468	0.031,116.884
256.728,0.818	0.137,56.340	11.705,56.340
351.078,6.898	0.248,283.993
3.125,3.136	82.054,1.778
299.506,19.221	0.054,214.353	3.346,214.353
1.301,3.170	129.283,3.170	0.045,209.304
98.521,2.316	0.028,88.466
0.013,148.033
96.268,0.434	0.038,34.747
0.984,11.112	51.566,0.164
0.909,3.371	68.765,3.371	0.027,95.153
23.219,3.854	0.003,118.387
230.268,0.631	0.030,57.716
7.900,2.244	345.462,2.244	0.094,48.034
1.760,36.510	32.820,3.968
216.613,3.458	0.284,119.685	9.456,119.685
20.925,4.910	0.007,223.934
161.051,0.977	0.064,88.247
546.292,1.880	2.172,55.344
0.001,213.728
0.176,264.412	6.304,264.412
33.623,0.616	0.005,42.417
259.513,0.382
1.475,54.800	33.983,1.138
77.430,1.256	0.531,89.016
95.579,17.754	0.126,113.331
91.087,2.974	1.404,169.800
64.473,3.270	0.012,269.765
21.972,0.943	0.070,56.171
22.529,3.037	0.014,173.040
76.971,0.822	0.014,63.190
0.001,232.610
146.258,1.496	0.021,86.115
0.893,47.925	66.741,6.666
3.582,10.890	115.546,0.116
66.998,1.332	0.156,120.356	6.229,120.356
106.158,2.116	0.037,83.293
713.133,3.641	0.099,224.068	9.224,224.068
0.678,15.748	35.692,0.198
120.506,0.546	0.017,31.284
27.298,5.561	0.008,364.347
2.281,4.057	208.858,4.057	0.122,158.415
62.859,3.368	0.060,105.176	5.041,105.176
73.898,0.187	0.018,15.391
64.098,7.507	0.088,317.924
138.260,51.699	0.085,67.086
5.759,782.580	57.098,46.502
0.335,36.751	23.899,0.386
47.064,0.842	0.015,78.529
60.547,4.442	0.054,293.453	3.110,293.453
302.732,1.256	0.110,123.410
343.292,15.793	1.910,198.334
95.326,3.071	0.029,128.307
65.976,9.973	0.022,302.071
165.926,1.082	2.890,56.936
134.865,14.606	0.246,298.766
125.217,2.820	0.419,67.324
451.782,4.339	0.436,161.447
76.004,14.764	0.140,293.277
83.172,28.061	0.034,274.959
113.279,0.904	0.121,78.957
1.358,2.250	98.598,2.250	0.019,85.754
84.163,0.672	0.021,59.614
0.051,564.460	3.164,564.460
98.339,1.596	0.016,112.613
52.651,2.649	0.260,136.888
107.267,1.458	0.847,71.681	3.744,71.681
136.180,2.353	0.019,100.444
110.375,2.142	0.101,54.071
144.254,13.420	0.033,283.957
33.613,4.878	0.093,343.149
1.355,34.593	63.495,0.823
59.563,1.590	0.029,119.022	1.724,119.022
4.772,35.396	80.118,0.903
680.941,0.869	1.777,54.389
827.922,3.204	0.901,251.024
158.677,2.818	0.068,211.249
14.720,0.233	0.002,12.666
75.829,4.124	0.035,102.615
2.766,24.734	71.630,0.305
0.646,3.063	60.156,0.123
55.675,2.632	0.037,68.494
1.898,3.657	118.068,0.061
159.809,1.058	0.043,77.391
0.069,29.985
277.992,1.748	0.410,101.000
135.240,1.445	0.026,32.200	2.198,32.200
36.707,0.812	0.054,28.367
1.590,5.112	54.858,5.112	0.019,444.098
61.512,3.409	0.141,124.750	14.097,124.750
0.008,314.737
182.952,3.288	0.068,130.997
0.012,104.023
31.589,3.398	0.037,67.063
103.386,5.688	0.244,196.684	2.108,196.684
49.088,0.617	0.026,58.659
2.370,3.579	84.031,3.579	0.027,96.020
122.891,4.294	0.024,167.438
149.387,0.656	0.019,23.618	1.600,23.618
363.299,2.510	0.173,187.295
288.858,1.475	0.041,136.618	3.684,136.618
0.567,29.867	33.899,0.372
3.650,0.565	225.158,0.565	1.119,50.866
101.255,0.792	0.029,53.882
149.109,3.685	0.047,98.882
0.032,233.690
154.160,5.263	0.990,78.924
22.291,3.148	0.004,161.104
35.575,1.232	0.386,104.386
43.611,2.089	0.075,183.326
0.002,100.220
39.784,4.918	0.010,95.038
603.855,2.811	0.924,178.065
0.027,138.659
4.267,2.280	130.933,2.280	0.068,139.471
502.889,1.148	0.214,69.399
0.293,341.242	12.378,301.285
134.990,3.732	0.020,91.397
1.282,12.274	38.658,0.155
40.405,0.730	0.013,66.107
0.148,358.864
4.192,7.942	231.323,7.942	0.983,337.115
143.840,2.249	0.083,126.516	6.032,126.516
2.222,7.862	123.699,0.081
479.401,2.948	0.681,72.303
932.348,5.229	0.303,174.848
1.658,0.985	93.150,0.985	0.025,54.570
37.546,1.605	0.067,131.189	1.484,131.189
39.277,3.243	0.070,207.405
75.154,5.159	0.100,70.799
130.805,0.233	0.028,20.914
163.889,16.730	0.022,60.302
297.455,3.000	0.077,221.334
76.803,6.408	0.015,91.745
128.038,7.288	0.048,434.868
153.731,3.445	0.025,96.449
88.366,9.170	0.020,343.752
204.248,1.320	0.141,92.950
624.864,1.509	0.455,91.251
59.479,4.049	0.014,189.613
74.041,1.264	0.076,83.045
172.885,7.625	0.094,397.463
37.483,6.972	0.063,343.494
109.420,5.127	0.085,132.669	6.739,132.669
274.823,1.099	0.083,107.342
100.807,5.590	0.074,41.548
41.109,4.436	0.008,237.935
78.474,3.854	0.054,240.127
131.449,0.726	0.026,69.274
97.263,0.501	0.014,45.432
294.134,1.417	0.142,123.165
45.005,3.852	0.012,137.669	0.923,137.669
394.758,0.472
134.858,2.445	0.032,211.478
0.334,19.587	21.536,0.562
235.384,1.177	0.354,30.542
34.324,4.402	0.013,233.835
306.471,0.534
91.518,1.088	0.017,89.978
36.555,4.575	0.031,177.873
236.123,1.790	0.309,58.171	4.276,58.171
50.772,0.728	0.071,60.834
45.879,7.504	0.005,741.980
74.052,11.274	0.025,299.372	1.284,299.372
1.661,22.804	136.494,15.783
54.906,0.628	0.030,54.950
0.017,75.621
129.269,0.777	0.030,70.378
33.433,0.378	0.015,35.889
0.218,33.643	17.655,33.643
645.886,0.181
396.983,2.703	0.056,106.900
4.927,12.211	183.654,12.211	0.206,123.369
25.932,1.548	0.005,98.198
270.385,0.730
5.342,0.351	101.184,0.351
90.971,4.439	0.045,50.089
0.022,597.186
52.165,4.641	0.016,115.786
0.006,44.841
214.353,7.037	0.029,126.182
156.105,3.891	0.019,365.435
27.896,10.246	0.048,451.185
142.374,1.303	0.115,62.767
241.114,6.019	0.045,48.817
86.315,0.178
361.846,10.855	0.100,261.958
0.965,8.745	82.565,0.112
69.403,27.725	0.371,74.831
208.984,5.906	0.104,135.915
89.481,0.761	0.022,63.701
1.788,12.247	146.517,0.393
358.957,1.775	1.857,103.912
85.902,2.655	0.058,112.712
285.095,0.401
96.284,2.796	0.043,85.800
0.987,10.190	87.478,0.303
267.677,2.107	0.634,105.955	5.992,105.955
4.410,15.773	373.647,0.225
0.006,42.566
325.651,0.388	0.097,35.380
0.067,672.664
1.798,54.219	50.743,0.594
95.892,1.447	0.025,143.372
78.706,0.576	0.040,33.002
1.314,1.735	101.965,1.735	0.065,145.046
5.620,24.442	313.440,1.108
1.094,5.626
2.415,35.303	102.431,0.764
130.028,5.595	0.210,114.481
128.360,2.724	0.983,209.500	9.651,209.500
185.392,0.905	0.694,73.394
118.747,0.234	0.153,17.259
12.413,10.509	189.765,10.509
0.198,18.866	10.257,5.719
2.210,0.661	208.135,0.661	0.455,65.551
5.274,42.368	283.403,0.437
0.877,3.679	62.955,0.073
102.724,3.912	2.410,106.432
36.131,3.455	0.014,274.589
84.876,9.793	4.052,425.368
51.842,1.137	0.011,78.836
10.540,1.901	353.907,1.901	0.222,59.841
75.426,1.034
0.020,80.376
31.664,0.523	0.049,39.884
43.056,9.890	0.028,293.762
89.615,0.723	0.037,71.279
93.325,0.688	0.020,47.868
110.562,1.537	0.437,109.233
167.784,2.029	0.042,43.322
532.572,2.901	0.131,104.097	5.641,104.097
0.027,32.376
68.020,2.442	7.021,61.794
139.228,3.239	0.166,103.301
3.409,2.975	47.104,2.975	0.077,203.585
162.603,24.192	0.098,238.720
58.683,3.123	0.034,221.621
212.458,2.142	0.047,130.171
107.089,2.129	0.018,121.983
181.179,1.221	0.222,75.876
218.683,3.334	0.118,140.345
101.717,4.565	0.028,181.581
107.047,6.063	0.031,264.517
6.455,1.545	40.847,1.545	0.103,86.564
108.344,4.014	0.021,74.826
96.614,0.148
117.580,1.867	0.106,165.386
0.454,98.344
0.001,156.797
33.332,1.617	0.058,99.914
42.771,2.915	0.010,230.291
0.004,194.793
202.702,3.714	0.081,185.950
0.001,223.309
44.366,3.126	0.069,67.411
0.014,116.778
1.596,19.279	146.438,0.684
232.465,2.838	0.036,99.822
297.044,0.706
0.722,26.321	58.365,0.863
107.072,2.109	0.045,80.479
29.342,2.395	0.008,76.585
34.040,1.053	0.133,51.648
57.580,0.085	0.019,5.640	1.113,5.640
2.818,7.542	170.348,0.299
339.158,0.966	0.144,52.973	12.585,52.973
0.360,15.308	15.565,0.194
53.885,0.350	0.090,28.920
44.179,0.023	0.014,1.929
93.732,2.548	0.262,220.050
3.637,35.488	270.665,2.256
60.405,0.399	0.721,36.948
98.565,15.102	0.210,499.833
143.205,0.868	0.129,58.525
2.414,57.769	179.030,0.896
68.479,3.227	0.025,104.086
106.265,1.162
144.599,2.329	0.202,107.500
17.966,1.250	0.019,96.290
84.274,0.722
22.272,2.556	0.084,64.055
133.412,0.632	0.052,56.699
673.281,4.292
129.411,5.262	0.030,124.457
161.210,3.805	0.102,240.501	9.894,240.501
1.001,1.991	45.176,0.022
0.479,18.685	45.998,0.621
68.329,1.477	0.205,78.739
260.011,2.577	0.031,197.170
390.166,0.798	1.090,23.212
1.574,36.635	127.160,0.436
2.530,1.129	211.679,1.129	0.476,94.424
173.094,0.579
84.058,1.670	0.043,65.481
69.987,4.265	0.028,99.761
248.678,1.624	0.172,87.110	6.153,87.110
121.940,0.663	0.025,45.638
104.900,1.234	0.021,107.965
115.595,2.713	0.018,88.154
61.567,2.723	0.035,155.154
308.048,7.709	0.584,377.423
0.016,339.729
18.830,0.836	0.005,27.880
8.173,4.785	264.328,0.083
4.227,0.208	117.657,0.208
33.779,1.463	0.005,91.843
34.450,1.244	0.008,118.237
4.892,3.614	81.250,3.614	0.531,136.452
242.143,24.177	0.300,113.645
99.135,1.094	0.999,60.683
5.862,1.723	550.614,1.723	0.092,114.578
81.828,0.424	0.205,34.262	14.699,34.262
0.001,86.239
52.823,0.446	0.022,25.530
2.105,43.337	91.923,0.805
