0.075,75.013
65.829,4.709	0.020,97.568
69.484,0.898	0.035,87.463	2.210,87.463
1.216,0.889	87.906,0.889	0.024,45.214
0.526,0.284	35.979,0.284
0.896,144.037	9.719,2.851
119.222,1.633	0.156,122.251
135.409,0.513	0.295,18.148
7.843,3.966	0.004,170.114
65.204,1.363	0.277,69.941
0.643,0.093	57.294,0.093
59.499,2.860	0.020,34.045
135.715,0.353	0.248,23.793
0.005,153.109
83.211,2.048	0.079,59.846
111.120,0.753	0.019,38.992	1.836,38.992
153.143,0.908	0.274,61.495
144.065,0.014
142.237,1.144	0.379,113.140	2.853,113.140
81.594,0.453	0.032,11.225
89.658,4.207	2.423,125.290
2.281,0.506	208.886,0.506	0.024,45.023
262.634,3.001	0.126,87.691
0.095,204.289	4.773,41.987
135.841,3.342	0.113,82.250
226.246,0.792	0.176,27.096
0.960,1.201	26.280,1.201	0.034,99.112
1.162,1.075	115.803,1.075	0.021,66.506
124.181,1.055	0.020,47.108
13.906,1.113	0.007,64.412
16.765,5.719	0.020,226.327
0.149,75.816
79.225,1.686
140.192,1.176	0.061,103.645	2.606,103.645
1.016,1.398	97.497,1.398	0.132,65.885
0.551,1.099	41.726,1.099	0.024,68.307
266.978,2.236	0.089,123.393
105.831,9.859	0.055,242.931
16.275,2.926	0.010,267.305
40.599,0.821	0.015,70.598
190.060,0.946	0.085,78.635
88.548,0.688	0.157,39.726
37.517,1.339	0.008,127.811	0.524,127.811
0.684,0.276	9.704,0.276	0.011,22.383
0.099,6.712	9.626,0.225
113.099,3.022	0.017,254.284
115.644,0.486	0.027,42.845
451.092,5.642	0.138,188.183
6.926,4.949	0.002,302.223
1.402,0.795	77.953,0.795	0.017,60.968
145.899,3.326	0.082,160.588
122.134,0.101
193.226,0.682	0.048,61.270	3.228,61.270
16.358,3.792	0.004,186.235
1.591,4.193	101.257,4.193	0.026,207.478
65.885,3.900	0.008,190.966
54.349,0.175
59.532,2.830	0.010,130.106	0.774,130.106
65.830,0.612	0.089,55.790
68.084,1.818	0.014,105.370
125.340,0.096
0.871,0.659	83.242,0.659	0.013,18.069
36.320,7.282	0.022,135.465
79.090,0.704	0.188,57.440
77.907,0.863	0.103,68.312
0.013,253.700
88.491,1.875	0.012,127.400	1.111,127.400
0.583,69.509	23.721,5.597
8.347,4.158	0.002,414.886
2.863,8.973
46.772,2.091	0.007,177.391
75.764,4.651	0.236,132.555
54.962,2.250	0.010,22.735
97.722,5.646	0.171,71.206
288.871,7.787	0.053,89.573	3.372,89.573
73.376,0.318	0.012,30.806	1.209,30.806
189.909,1.134	0.026,103.627	2.571,103.627
65.599,1.466	0.195,55.575
64.171,1.396	0.010,80.513
181.012,13.194	0.243,396.929	2.718,396.929
256.977,11.142	0.112,365.611
41.335,0.735	0.045,56.090
94.107,0.858	0.101,29.339
13.569,0.701	0.050,67.849	1.681,67.849
0.011,233.191	0.608,233.191
67.767,1.838	0.062,133.435	1.219,133.435
178.632,3.902	0.109,290.172
115.994,2.332	0.019,229.665
1.488,74.758	94.409,5.182
105.281,2.435	0.014,167.531
1.181,8.692	76.681,0.090
293.333,1.669	0.085,137.956
7.907,2.357	0.005,155.594
167.620,10.745	0.041,274.742
86.672,1.014	0.017,85.654
68.082,0.183	0.009,16.466
168.430,3.397	0.034,148.174
0.020,177.360
228.560,2.175	0.075,94.223
45.035,5.210	0.026,85.408
1.556,2.541	84.521,2.541	0.019,133.339
140.183,0.320	0.020,31.969
0.099,128.693
