parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,86,0.466091,6.208671,01
1,2,01-10,01-10,2,14,5.302807,-0.052103,10
2,1,01,01,1,100,-0.777784,6.579364,01
3,2,01-10,01-10,2,86,-2.121769,6.617639,01
3,2,01-10,01-10,2,14,4.292421,1.352065,10
4,2,01-10,01-10,2,87,0.221794,5.781893,01
4,2,01-10,01-10,2,13,5.465738,1.010514,10
5,2,01-10,01-10,2,64,0.579469,6.720857,01
5,2,01-10,01-10,2,36,7.155424,1.938659,10
6,1,10,10,1,100,6.643953,-4.356466,10
7,1,01,01-10,1,100,0.900903,7.016956,01
8,1,01,01-10,1,100,-1.445298,6.879768,01
9,2,01-10,01-10,2,85,7.174329,2.428999,10
9,2,01-10,01-10,2,15,0.670145,6.43035,01
10,2,01-10,01-10,2,80,0.893858,5.290507,01
10,2,01-10,01-10,2,20,6.187316,-1.072047,10
11,2,01-10,01-10,2,62,1.921596,7.43464,01
11,2,01-10,01-10,2,38,4.480888,3.992932,10
12,2,01-10,01-10,2,36,7.588988,0.01506,10
12,2,01-10,01-10,2,64,1.255793,5.834872,01
13,2,01-10,01-10,2,55,3.009122,5.924219,01
13,2,01-10,01-10,2,45,5.338101,1.197243,10
14,1,01,01,1,100,0.785579,6.09038,01
15,2,01-10,01-10,2,85,6.638515,2.603202,10
15,2,01-10,01-10,2,15,1.727461,6.171268,01
16,1,10,10,1,100,6.717325,-3.959537,10
17,1,10,10,1,100,6.05637,-0.206245,10
18,2,01-10,01-10,2,72,-0.639203,7.643739,01
18,2,01-10,01-10,2,28,5.725965,1.551988,10
19,2,01-10,01-10,2,88,0.935003,6.777956,01
19,2,01-10,01-10,2,12,7.387465,3.085996,10
20,1,10,10,1,100,7.751277,-0.228635,10
21,2,01-10,01-10,2,49,6.979063,2.697222,10
21,2,01-10,01-10,2,51,1.665775,7.617298,01
22,2,01-10,01-10,2,59,6.914075,1.304909,10
22,2,01-10,01-10,2,41,1.870079,6.202481,01
23,1,01,01-10,1,100,-1.079726,7.505013,01
24,1,10,10,1,100,5.46155,-3.93527,10
25,2,01-10,01-10,2,63,0.844686,6.397141,01
25,2,01-10,01-10,2,37,6.940053,0.726959,10
26,2,01-10,01-10,2,71,1.582401,7.33278,01
26,2,01-10,01-10,2,29,6.263034,1.265152,10
27,2,01-10,01-10,2,86,7.727838,0.015179,10
27,2,01-10,01-10,2,14,1.101928,5.37481,01
28,1,01,01,1,100,0.577514,6.543713,01
29,2,01-10,01-10,2,21,5.155447,-0.332016,10
29,2,01-10,01-10,2,79,0.781577,6.035899,01
30,1,10,10,1,100,8.189594,-0.03209,10
31,2,01-10,01-10,2,97,-0.035724,5.116649,01
31,2,01-10,01-10,2,3,5.198031,-0.41012,10
32,2,01-10,01-10,2,3,5.639788,3.071478,10
32,2,01-10,01-10,2,97,0.067824,7.653904,01
33,2,01-10,01-10,2,46,1.383349,7.670049,01
33,2,01-10,01-10,2,54,7.855363,1.263081,10
34,1,10,10,1,100,6.589926,0.128125,10
35,2,01-10,01-10,2,18,0.468015,6.545294,01
35,2,01-10,01-10,2,82,6.948294,1.519839,10
36,2,01-10,01-10,2,74,6.195097,0.998026,10
36,2,01-10,01-10,2,26,2.086209,6.495529,01
37,2,01-10,01-10,2,78,0.633528,6.564694,01
37,2,01-10,01-10,2,22,5.584155,1.88448,10
38,1,01,01-10,1,100,0.642644,8.419925,01
39,2,01-10,01-10,2,88,5.538517,-0.265888,10
39,2,01-10,01-10,2,12,-0.473409,6.045961,01
40,2,01-10,01-10,2,36,1.508268,6.066792,01
40,2,01-10,01-10,2,64,7.753381,0.051294,10
41,2,01-10,01-10,2,53,1.086494,7.196292,01
41,2,01-10,01-10,2,47,5.825536,2.693492,10
42,2,01-10,01-10,2,81,5.725389,0.661238,10
42,2,01-10,01-10,2,19,-0.477956,6.749215,01
43,2,01-10,01-10,2,81,7.293232,1.502563,10
43,2,01-10,01-10,2,19,1.929298,5.969775,01
44,1,11,11,1,100,4.507894,2.851679,11
45,2,01-10,01-10,2,68,5.037772,0.931526,10
45,2,01-10,01-10,2,32,1.188378,7.037668,01
46,1,10,10,1,100,6.551099,0.107701,10
47,2,01-10,01-10,2,51,5.639911,1.338842,10
47,2,01-10,01-10,2,49,-0.413879,6.961571,01
48,2,01-10,01-10,2,45,2.88825,3.207963,01
48,2,01-10,01-10,2,55,6.885796,-1.901166,10
49,1,10,10,1,100,7.040861,0.555935,10
50,2,01-10,01-10,2,65,7.307134,2.704003,10
50,2,01-10,01-10,2,35,1.15894,6.861589,01
51,1,10,10,1,100,8.071047,-1.18666,10
52,2,01-10,01-10,2,68,6.184614,-0.470946,10
52,2,01-10,01-10,2,32,-0.425659,6.009053,01
53,2,01-10,01-10,2,48,7.591158,-1.145045,10
53,2,01-10,01-10,2,52,2.28707,4.66009,01
54,2,01-10,01-10,2,74,6.578698,0.299774,10
54,2,01-10,01-10,2,26,3.886831,6.346426,01
55,2,01-10,01-10,2,98,5.066598,-0.406418,10
55,2,01-10,01-10,2,2,2.140617,4.369204,01
56,1,01,01,1,100,1.772664,8.012502,01
57,1,01,01-10,1,100,2.6162,6.257841,01
58,1,10,10,1,100,8.606524,1.726937,10
59,2,01-10,01-10,2,60,1.639683,7.966313,01
59,2,01-10,01-10,2,40,6.534937,2.076498,10
60,2,01-10,01-10,2,75,5.836984,0.362554,10
60,2,01-10,01-10,2,25,-0.236591,6.566574,01
61,2,01-10,01-10,2,55,2.160167,6.801845,01
61,2,01-10,01-10,2,45,7.802934,0.662764,10
62,2,01-10,01-10,2,48,3.138058,7.6641,01
62,2,01-10,01-10,2,52,7.691666,1.08789,10
63,2,01-10,01-10,2,64,0.572009,6.338453,01
63,2,01-10,01-10,2,36,6.1238340000000004,1.443143,10
64,2,01-10,01-10,2,95,8.021405,2.218354,10
64,2,01-10,01-10,2,5,1.960503,7.092464,01
65,2,01-10,01-10,2,50,4.579259,6.831729,01
65,2,01-10,01-10,2,50,7.434583,0.950581,10
66,2,01-10,01-10,2,98,7.185008,-0.520569,10
66,2,01-10,01-10,2,2,0.717627,4.948452,01
67,2,01-10,01-10,2,92,6.916648,0.672356,10
67,2,01-10,01-10,2,8,1.439946,6.020616,01
68,1,01,01,1,100,-0.490534,7.315612,01
69,2,01-10,01-10,2,33,3.538765,2.224109,10
69,2,01-10,01-10,2,67,-3.056809,8.38268,01
70,2,01-10,01-10,2,63,7.225725,1.922526,10
70,2,01-10,01-10,2,37,1.836042,6.545489,01
71,1,10,10,1,100,8.257144,-1.208391,10
72,1,01,01,1,100,-2.416876,6.600479,01
73,1,10,10,1,100,6.392438,0.26552,10
74,1,01,01,1,100,1.009243,4.810726,01
75,2,01-10,01-10,2,42,7.515524,0.249729,10
75,2,01-10,01-10,2,58,1.533961,6.88753,01
76,1,10,10,1,100,5.754092,-4.820714,10
77,2,01-10,01-10,2,84,6.740978,0.602662,10
77,2,01-10,01-10,2,16,3.166588,6.742031,01
78,2,01-10,01-10,2,75,7.212346,-0.47222,10
78,2,01-10,01-10,2,25,1.588139,5.790329,01
79,1,10,10,1,100,8.634053,-3.442271,10
