parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,62,6.367524,1.157012,10
1,2,01-10,01-10,2,38,1.455483,6.52489,01
2,1,10,10,1,100,6.999464,-1.97758,10
3,2,01-10,01-10,2,31,6.36344,-0.078864,10
3,2,01-10,01-10,2,69,0.622129,6.422963,01
4,2,01-10,01-10,2,99,-1.258062,3.608243,01
4,2,01-10,01-10,2,1,4.47232,0.407245,10
5,2,01-10,01-10,2,73,6.44655,0.548975,10
5,2,01-10,01-10,2,27,0.457189,5.481964,01
6,2,01-10,01-10,2,82,6.349603,1.498256,10
6,2,01-10,01-10,2,18,-0.070778,5.517078,01
7,2,01-10,01-10,2,70,1.016771,6.326779,01
7,2,01-10,01-10,2,30,7.065241,1.445278,10
8,1,01,01,1,100,-3.059086,6.637493,01
9,1,01,01,1,100,-1.314116,4.840343,01
10,1,01,01,1,100,1.973552,6.847613,01
11,2,01-10,01-10,2,72,6.355151,1.059629,10
11,2,01-10,01-10,2,28,1.642612,5.325515,01
12,2,01-10,01-10,2,99,-1.648161,6.030134,01
12,2,01-10,01-10,2,1,4.595626,-0.325265,10
13,2,01-10,01-10,2,97,-0.310479,7.163821,01
13,2,01-10,01-10,2,3,5.580956,1.201773,10
14,2,01-10,01-10,2,99,5.600929,-0.869305,10
14,2,01-10,01-10,2,1,0.012354,5.563721,01
15,2,01-10,01-10,2,82,1.927462,6.406559,01
15,2,01-10,01-10,2,18,6.219653,1.031024,10
16,2,01-10,01-10,2,81,7.154806,-0.357965,10
16,2,01-10,01-10,2,19,1.182589,4.034593,01
17,1,10,10,1,100,6.203347,0.583672,10
18,1,01,01,1,100,1.673559,7.557391,01
19,2,01-10,01-10,2,4,6.333773,1.435961,10
19,2,01-10,01-10,2,96,-0.096999,6.732159,01
20,2,01-10,01-10,2,19,3.684302,6.614928,01
20,2,01-10,01-10,2,81,6.519658,0.048242,10
21,1,01,01,1,100,-0.33857,6.519658,01
22,2,01-10,01-10,2,92,-0.539642,6.680023,01
22,2,01-10,01-10,2,8,5.163918,1.250932,10
23,2,01-10,01-10,2,73,0.52185,6.884914,01
23,2,01-10,01-10,2,27,7.054904,0.294854,10
24,2,01-10,01-10,2,99,-1.130177,5.499932,01
24,2,01-10,01-10,2,1,5.162395,1.042047,10
25,2,01-10,01-10,2,24,5.686558,-0.720564,10
25,2,01-10,01-10,2,76,1.13435,5.262327,01
26,1,01,01,1,100,1.579253,5.869835,01
27,1,10,10,1,100,9.329035,-0.954714,10
28,1,10,10,1,100,7.126902,0.209198,10
29,2,01-10,01-10,2,54,3.569572,0.773081,10
