parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,002-020-200,002,002-020-200,3,0.23,-3.244588,-0.610851,5.157788,0.23
1,3,002-020-200,020,002-020-200,3,0.51,-2.938195,5.572032,-0.729679,0.51
1,3,002-020-200,200,002-020-200,3,0.26,3.190211,-0.505882,-1.253537,0.26
2,3,022-120-210,022,022-120-210,3,0.48,-5.706167,2.403109,2.153113,0.48
2,3,022-120-210,120,022-120-210,3,0.36,0.742772,6.540831,-2.70695,0.36
2,3,022-120-210,210,022-120-210,3,0.16,5.983694,0.417767,-2.70695,0.16
3,1,210,210,210,1,1,8.463211,1.24313,-5.67672,1
4,1,220,220,220,1,1,1.938976,1.324487,-4.421861,1
5,3,022-202-220,220,022-202-220,3,0.33,2.00655,1.925483,-6.074352,0.33
5,3,022-202-220,202,022-202-220,3,0.47,2.085683,-4.380809,0.432164,0.47
5,3,022-202-220,022,022-202-220,3,0.2,-2.853512,0.689306,-0.337282,0.2
6,1,200,200,200,1,1,6.61879,0.026428,0.090989,1
7,1,021,021,021,1,1,-8.916061,5.985005,-0.578715,1
8,1,220,220,220,1,1,2.800173,2.484265,-7.549019,1
9,1,202,202,012-202,1,1,1.075008,-4.973918,3.626195,1
10,1,022,022,022,1,1,-2.21766,0.560692,5.726678,1
11,1,012,012,012,1,1,-9.334271,0.325138,7.146293,1
12,2,202-210,210,202-210,2,0.24,6.479293,1.417881,-4.431301,0.24
12,2,202-210,202,202-210,2,0.76,0.640753,-4.925049,1.709717,0.76
13,1,102,102,102,1,1,0.341251,-2.974347,5.423088,1
14,1,012,012,012,1,1,-5.791844,1.51791,7.241454,1
15,1,120,120,120,1,1,-0.263102,6.312545,-2.018008,1
16,3,012-021-202,202,012-021-202,3,0.62,3.581648,-3.793868,2.019656,0.62
16,3,012-021-202,012,012-021-202,3,0.27,-0.364145,1.132789,7.335416,0.27
16,3,012-021-202,021,012-021-202,3,0.11,-0.364141,5.423088,1.320818,0.11
17,1,201,201,201,1,1,7.655513,-4.868582,0.343648,1
18,2,022-120,120,022-120,2,0.14,1.546143,6.988949,-1.5606,0.14
18,2,022-120,022,022-120,2,0.86,-4.019069,3.877328,2.445085,0.86
19,2,021-201,021,021-201-210,2,0.79,-1.138591,2.342677,1.308333,0.79
19,2,021-201,201,021-201-210,2,0.21,3.910722,-3.062791,1.389941,0.21
20,1,120,120,021-120,1,1,0.319591,6.976711,-5.197997,1
21,1,200,200,200,1,1,6.303428,0.086517,0.434596,1
22,3,022-202-220,220,022-220,3,0.13,3.695713,1.221276,-3.397354,0.13
22,3,022-202-220,022,022-220,3,0.28,-1.449086,1.270357,2.542124,0.28
22,3,022-202-220,202,022-220,3,0.59,1.074525,-4.119419,1.744528,0.59
23,1,002,002,002,1,1,-5.456861,-1.987041,7.588331,1
24,2,120-200,120,-1,2,0.21,1.279546,5.473036,-7.010413,0.21
24,2,120-200,200,-1,2,0.79,7.617473,-0.313283,-1.28759,0.79
25,2,022-220,022,022-220,2,0.62,-4.004994,1.85006,0.129301,0.62
25,2,022-220,220,022-220,2,0.38,2.465362,0.949511,-5.614994,0.38
26,1,022,022,022,1,1,-8.525084,2.997565,4.731315,1
27,1,020,020,020,1,1,-0.071127,7.713831,-1.796612,1
28,2,012-201,201,012-201,2,0.15,3.752059,-7.339533,-2.21487,0.15
28,2,012-201,012,012-201,2,0.85,-4.702594,-1.725862,4.299453,0.85
29,3,022-120-200,120,022-120-200,3,0.05,0.909443,5.88477,-4.176905,0.05
29,3,022-120-200,200,022-120-200,3,0.69,7.532541,-0.154303,-0.690301,0.69
29,3,022-120-200,022,022-120-200,3,0.26,-4.244814,2.008555,2.368079,0.26
30,3,120-201-220,201,120-201,3,0.7,5.417686,-4.434562,1.319801,0.7
30,3,120-201-220,220,120-201,3,0.09,1.848739,0.951378,-4.066193,0.09
30,3,120-201-220,120,120-201,3,0.21,0.290767,6.078297,-4.066192,0.21
31,1,200,200,200,1,1,6.704828,-0.001851,-1.202803,1
32,2,021-202,202,021-202,2,0.45,3.03649,-3.453785,3.007825,0.45
32,2,021-202,021,021-202,2,0.55,-3.456858,6.65533,0.562272,0.55
33,1,022,022,022,1,1,-3.643387,3.002344,3.437863,1
34,3,022-202-220,022,022-202-220,3,0.52,-2.999425,2.630686,1.769189,0.52
34,3,022-202-220,220,022-202-220,3,0.2,1.473497,0.698355,-0.663749,0.2
34,3,022-202-220,202,022-202-220,3,0.28,2.768306,-3.819479,1.983095,0.28
35,2,022-202,202,022-120-202,2,0.27,0.841891,-3.897309,1.971761,0.27
35,2,022-202,022,022-120-202,2,0.73,-4.231652,2.10812,4.001353,0.73
36,2,002-020,002,002-020,2,0.77,-2.172261,-0.908825,5.899363,0.77
36,2,002-020,020,002-020,2,0.23,-1.913873,5.197399,0.514262,0.23
37,1,022,022,022,1,1,-5.55086,4.703107,1.476776,1
38,2,022-202,022,022-202,2,0.55,-4.064004,1.088986,2.096127,0.55
38,2,022-202,202,022-202,2,0.45,1.062915,-5.373993,3.021543,0.45
39,1,022,022,022,1,1,-0.582469,3.611809,2.806795,1
40,2,022-220,220,022-220,2,0.45,2.836987,4.354091,-3.569773,0.45
40,2,022-220,022,022-220,2,0.55,-2.888304,2.121874,1.91675,0.55
41,1,022,022,022,1,1,-5.826739,3.959356,1.600971,1
42,1,102,102,102,1,1,0.459607,-3.043675,7.89729,1
43,2,002-020,002,002-020,2,0.76,-0.183895,1.030269,6.705623,0.76
43,2,002-020,020,002-020,2,0.24,-0.34416,4.512821,0.261627,0.24
44,1,002,002,002,1,1,0.357587,-1.860362,5.588763,1
45,2,201-220,220,201-220,2,0.4,1.738993,1.152997,-5.75018,0.4
45,2,201-220,201,201-220,2,0.6,6.601168,-4.099282,0.657173,0.6
46,1,202,202,-1,1,1,4.808793,-3.979081,5.883518,1
47,2,022-120,120,022-120,2,0.59,-0.129699,8.327026,-3.51249,0.59
47,2,022-120,022,022-120,2,0.41,-3.814866,6.768643,2.690967,0.41
48,2,002-200,002,002-200,2,0.16,0.805033,0.725852,5.755157,0.16
48,2,002-200,200,002-200,2,0.84,6.075249,0.985841,-1.08492,0.84
49,2,022-210,210,022-210,2,0.11,6.721038,1.400771,-4.519994,0.11
49,2,022-210,022,022-210,2,0.89,-5.809779,2.204054,2.12076,0.89
50,1,120,120,120,1,1,1.249399,6.760086,-5.693748,1
51,3,022-202-220,220,022-202-220,3,0.55,2.19139,3.278948,-2.493998,0.55
51,3,022-202-220,202,022-202-220,3,0.19,4.274679,-1.658487,1.796301,0.19
51,3,022-202-220,022,022-202-220,3,0.26,-0.255517,2.59386,3.638312,0.26
52,1,202,202,202,1,1,2.845827,-0.86393,3.958974,1
53,2,022-102,102,022-102,2,0.18,1.343196,-1.600471,8.245842,0.18
53,2,022-102,022,022-102,2,0.82,-4.873471,3.642537,7.258667,0.82
54,2,102-200,102,102-200,2,0.43,0.234794,-4.57096,5.354702,0.43
54,2,102-200,200,102-200,2,0.57,6.668948,0.659299,-0.530782,0.57
55,1,210,210,210,1,1,7.287559,-0.61456,-0.327065,1
56,2,022-220,022,022-220,2,0.92,-4.689153,1.712144,4.061195,0.92
56,2,022-220,220,022-220,2,0.08,1.554221,4.993421,-1.272545,0.08
57,2,012-220,220,012-220,2,0.24,0.091089,2.228617,-3.312358,0.24
57,2,012-220,012,012-220,2,0.76,-6.116976,0.985478,7.823883,0.76
58,1,200,200,200,1,1,6.265923,-2.180458,-2.65003,1
59,2,021-201,021,021-201,2,0.06,-3.968176,5.614864,0.550601,0.06
59,2,021-201,201,021-201,2,0.94,1.135323,-0.702195,0.627952,0.94
60,2,102-220,220,102-220,2,0.97,3.043958,2.005815,-7.878343,0.97
60,2,102-220,102,102-220,2,0.03,0.304933,-4.411874,3.588563,0.03
61,2,202-220,202,202-220,2,0.24,1.869203,-2.36004,2.170484,0.24
61,2,202-220,220,202-220,2,0.76,2.464136,2.858267,-4.019337,0.76
62,3,022-202-220,202,022-202-220,3,0.31,2.712967,-2.422204,0.646416,0.31
62,3,022-202-220,022,022-202-220,3,0.58,-2.360577,3.599778,2.676009,0.58
62,3,022-202-220,220,022-202-220,3,0.11,2.255256,2.782727,-3.865678,0.11
63,2,202-210,202,202-210,2,0.74,6.89106,-4.795157,2.672003,0.74
63,2,202-210,210,202-210,2,0.26,7.973303,0.245513,-0.56462,0.26
64,3,022-202-220,220,022-202-220,3,0.62,1.754863,2.576202,-3.319068,0.62
64,3,022-202-220,022,022-202-220,3,0.14,-4.137334,1.682898,2.568513,0.14
64,3,022-202-220,202,022-202-220,3,0.24,1.862789,-3.85625,1.447173,0.24
65,1,022,022,022,1,1,-6.823877,0.738482,2.836445,1
66,2,022-202,202,022-202,2,0.28,1.290448,-2.456143,1.230152,0.28
66,2,022-202,022,022-202,2,0.72,-4.962636,3.36151,0.884733,0.72
67,1,202,202,202,1,1,2.588052,-7.78057,4.008218,1
68,1,202,202,202,1,1,6.315488,-6.434874,3.095025,1
69,2,201-210,210,201-210,2,0.4,7.433913,0.326305,-4.752149,0.4
69,2,201-210,201,201-210,2,0.6,7.433913,-4.2716,-0.242715,0.6
70,2,201-202,202,201,2,0.26,1.631055,-3.839044,3.036994,0.26
70,2,201-202,201,201,2,0.74,7.277538,-3.839044,0.469711,0.74
71,2,012-021,012,012-021,2,0.66,-4.703132,1.467099,5.739679,0.66
71,2,012-021,021,012-021,2,0.34,-2.608132,6.860367,-0.548444,0.34
72,2,022-102,022,022-102,2,0.72,-4.525043,1.842788,4.357974,0.72
72,2,022-102,102,022-102,2,0.28,1.342659,-4.583802,6.772738,0.28
73,1,120,120,120,1,1,0.219234,8.896698,-5.697398,1
74,1,022,022,022,1,1,-6.438458,2.170384,0.77863,1
75,3,022-202-220,202,022-202-220,3,0.44,2.830454,-3.602539,1.214553,0.44
