1	2	62.657522	54.448872	25.799130	62.128725	0.644774	0.816899	0.854293	0.874884	1.495529	4.000000	0.015307	1.365365	6.000000	0.012698	2.222592	4.000000	82.489695	1.874558	6.000000	0.013121	2.029967	6.000000	0.585310	1.757763	6.000000	15.868892	2.301571	6.000000	0.014021	0.265532	4.000000	0.012449	0.422093	6.000000	69.439152	1.242101	5.000000	0.040153	2.168392	5.000000	0.021727	1.988348	4.000000	10.146749
2	3	75.462683	33.064025	20.897539	13.069405	0.678641	0.911555	0.992812	0.911555	2.673514	5.000000	0.040817	2.470987	4.000000	0.034471	1.434961	6.000000	29.009862	0.759062	6.000000	0.015107	1.076590	4.000000	0.022181	1.974978	5.000000	7.929926	0.116155	4.000000	0.026961	1.081504	4.000000	0.034471	0.433198	4.000000	66.196630	1.126511	5.000000	0.015541	0.367095	4.000000	0.012369	2.281435	4.000000	41.248183
3	2	50.342180	1.169483	95.394150	16.754117	0.476964	0.955294	0.760347	0.420918	1.821867	6.000000	0.092918	2.412731	6.000000	0.010575	0.598017	4.000000	31.060877	0.961120	6.000000	0.012527	2.409066	6.000000	0.010806	1.450867	4.000000	77.387099	2.686585	4.000000	0.011468	0.335275	6.000000	0.080095	1.502732	6.000000	92.103530	1.499704	5.000000	0.029619	0.223619	5.000000	0.017745	1.224543	6.000000	63.596458
4	5	54.886716	49.983336	24.499724	29.009862	0.692697	0.675884	0.825880	0.465893	0.869665	5.000000	0.013238	2.010148	6.000000	0.024472	0.189699	6.000000	48.400721	0.237814	5.000000	0.023742	1.263140	5.000000	0.018225	0.919867	5.000000	91.984652	0.334261	5.000000	0.012088	1.660580	5.000000	0.010198	1.924124	5.000000	70.065122	1.040947	6.000000	0.070667	2.242594	6.000000	0.011209	1.064620	5.000000	77.628350
5	4	82.400802	29.416827	9.552188	95.757602	0.928582	0.426257	0.731980	0.918509	0.275683	6.000000	0.059836	2.421084	5.000000	0.048188	1.761924	5.000000	91.315026	2.548990	5.000000	0.012294	2.346930	4.000000	0.069565	0.994247	5.000000	93.305326	1.900409	6.000000	0.019686	0.932437	4.000000	0.021863	1.796166	5.000000	93.039026	2.318712	6.000000	0.020721	0.272316	6.000000	0.019214	2.421084	6.000000	39.466509
6	3	73.747051	42.591866	90.601114	20.417479	0.893558	0.404443	0.862161	0.430677	0.720049	6.000000	0.232529	1.907223	5.000000	0.015806	0.474961	4.000000	83.964843	0.484502	5.000000	0.011280	2.035114	6.000000	0.240650	2.441563	6.000000	45.082929	0.550433	4.000000	0.126105	2.231409	4.000000	0.026961	0.878599	5.000000	68.369683	2.160858	4.000000	0.033614	0.995044	5.000000	0.012997	0.675285	6.000000	99.636656
7	2	58.378786	78.997462	10.762125	94.565756	0.373281	0.816606	0.932222	0.794428	2.349898	6.000000	0.014825	0.315763	6.000000	0.011630	2.451732	4.000000	37.795891	0.898890	4.000000	0.019007	1.435437	6.000000	0.019007	1.713910	6.000000	78.163959	1.275450	4.000000	0.015012	2.426842	5.000000	0.022763	1.971893	5.000000	4.185158	2.338121	5.000000	0.032525	2.017831	5.000000	0.016736	1.935655	6.000000	34.517155
8	2	68.369683	29.749149	76.940428	99.636656	0.684508	0.237735	0.512186	0.698005	2.005490	5.000000	0.043143	1.387262	4.000000	0.209641	1.330646	6.000000	83.807081	0.732428	5.000000	0.019064	0.624204	6.000000	0.013479	0.781958	5.000000	74.383047	1.783973	5.000000	0.017816	1.626332	5.000000	0.016243	2.059221	5.000000	20.080395	1.050745	5.000000	0.012519	0.859044	6.000000	0.010779	2.010148	6.000000	90.417728
9	4	88.653511	45.082929	7.929926	37.090792	0.684508	0.428098	0.996697	0.684508	0.999703	5.000000	0.023742	1.727981	4.000000	0.018225	0.792086	5.000000	74.189212	2.048145	4.000000	0.013444	0.700811	6.000000	0.020661	0.660431	6.000000	42.119093	0.781958	5.000000	0.015792	1.673067	6.000000	0.010389	1.639017	5.000000	73.413366	1.639017	6.000000	0.031606	2.152120	5.000000	0.016243	1.042612	5.000000	20.080395
10	3	85.987335	37.795891	52.611030	40.292693	0.387232	0.802480	0.801491	0.696490	1.184006	6.000000	0.023479	0.106018	6.000000	0.037436	2.080711	5.000000	75.462683	1.773291	4.000000	0.015468	1.119060	6.000000	0.011078	1.795216	6.000000	99.209283	1.184006	5.000000	0.010228	0.106018	6.000000	0.076515	0.783259	5.000000	64.650516	1.522002	5.000000	0.015806	0.918992	4.000000	0.011910	0.823956	6.000000	42.787221
11	5	30.048839	90.714203	20.861771	29.221752	0.344031	0.613566	0.506720	0.936718	1.300698	6.000000	0.025529	1.315487	4.000000	0.013252	1.050726	5.000000	81.473326	1.112448	5.000000	0.056071	1.138066	4.000000	0.054966	0.076216	5.000000	79.900286	0.710359	5.000000	0.022875	2.008721	6.000000	0.025529	0.684906	6.000000	33.064025	0.681848	4.000000	0.047853	0.348673	5.000000	0.076515	1.704825	6.000000	64.650516
12	4	7.929926	37.090792	68.369683	29.749149	0.996697	0.684508	0.589879	0.545303	0.741484	4.000000	0.013444	0.619373	4.000000	0.017816	0.772408	6.000000	61.563116	1.762185	6.000000	0.049800	0.624204	6.000000	0.014630	0.781958	6.000000	23.178521	0.213950	6.000000	0.209641	0.937554	5.000000	0.011932	1.741459	5.000000	52.455825	0.757894	4.000000	0.215361	2.048145	6.000000	0.010871	2.518107	6.000000	82.723531
13	2	43.930652	4.185158	30.745144	59.752490	0.404701	0.946191	0.622044	0.462175	1.758667	6.000000	0.033614	1.595469	4.000000	0.012997	0.603622	4.000000	99.636656	2.395886	6.000000	0.030993	0.270344	5.000000	0.012573	1.400826	4.000000	7.116951	1.582702	5.000000	0.112049	0.860891	4.000000	0.020166	1.157724	4.000000	34.127932	1.283694	5.000000	0.080678	0.860990	4.000000	0.015220	1.649208	6.000000	75.542158
