parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,80,-1.612987,6.561043,01
1,2,01-10,01-10,2,20,4.435924,0.102967,10
2,2,01-10,01-10,2,31,6.409996,0.873352,10
2,2,01-10,01-10,2,69,0.137569,5.427285,01
3,2,01-10,01-10,2,80,7.404719,-0.014899,10
3,2,01-10,01-10,2,20,1.638241,6.214713,01
4,2,01-10,01-10,2,96,5.110545,-2.962856,10
4,2,01-10,01-10,2,4,-1.271514,3.101931,01
5,1,10,10,1,100,7.241736,-0.752561,10
6,2,01-10,01-10,2,89,6.600156,0.596523,10
6,2,01-10,01-10,2,11,2.148313,4.620427,01
7,2,01-10,01-10,2,11,4.970053,0.598082,10
7,2,01-10,01-10,2,89,0.307401,6.105939,01
8,2,01-11,01,2,99,3.073923,6.416963,01
8,2,01-11,01,2,1,4.68126,1.329071,11
9,2,01-10,01-10,2,69,5.827257,0.584376,10
9,2,01-10,01-10,2,31,1.680207,6.805702,01
10,2,01-10,01-10,2,50,5.339178,1.334908,10
10,2,01-10,01-10,2,50,1.919896,6.862508,01
11,2,01-10,01-10,2,69,0.695536,7.009194,01
11,2,01-10,01-10,2,31,6.967963,2.45526,10
12,2,01-10,01-10,2,59,0.700021,6.152242,01
12,2,01-10,01-10,2,41,7.341338,-0.198773,10
13,2,01-10,01-10,2,91,2.245606,6.874126,01
13,2,01-10,01-10,2,9,5.20545,2.359647,10
14,1,10,10,1,100,7.273301,1.818904,10
15,2,01-10,01-10,2,63,1.613367,6.154902,01
15,2,01-10,01-10,2,37,6.237117,-0.137938,10
16,2,01-10,01-10,2,84,7.022464,-1.365531,10
16,2,01-10,01-10,2,16,1.50528,5.081066,01
17,2,01-10,01-10,2,78,-0.619977,6.977093,01
17,2,01-10,01-10,2,22,5.70868,0.399987,10
18,2,01-10,01-10,2,95,6.373855,-0.126791,10
18,2,01-10,01-10,2,5,1.679502,6.455042,01
19,2,01-10,01-10,2,60,6.30486,0.350357,10
19,2,01-10,01-10,2,40,-0.18478,6.415945,01
20,1,01,01,1,100,-0.096325,6.765893,01
21,2,01-10,01-10,2,12,6.160022,0.860461,10
21,2,01-10,01-10,2,88,0.233278,7.27285,01
22,2,01-10,01-10,2,78,6.915859,0.055759,10
22,2,01-10,01-10,2,22,1.559259,5.777058,01
23,1,01,01,1,100,-3.820646,5.313612,01
24,2,01-10,01-10,2,79,1.448999,6.957422,01
24,2,01-10,01-10,2,21,5.990684,2.107843,10
25,2,01-10,01-10,2,38,5.911083,0.90167,10
25,2,01-10,01-10,2,62,-0.395294,7.180421,01
26,2,01-10,01-10,2,35,5.75216,1.806883,10
26,2,01-10,01-10,2,65,-0.316771,7.091444,01
27,1,01,01,1,100,-3.200723,5.908469,01
28,2,01-10,01-10,2,29,4.334519,6.849304,01
28,2,01-10,01-10,2,71,6.720742,2.288298,10
29,1,01,01-10,1,100,-0.93023,6.512707,01
30,1,10,10,1,100,7.520543,-3.661599,10
31,2,01-10,01-10,2,41,0.103469,6.091187,01
31,2,01-10,01-10,2,59,4.929244,-0.500082,10
32,2,01-10,01-10,2,98,-0.443498,7.387686,01
32,2,01-10,01-10,2,2,4.94826,1.913325,10
33,2,01-10,01-10,2,87,-0.095467,5.712802,01
33,2,01-10,01-10,2,13,6.063852,-0.359919,10
34,1,01,01,1,100,-0.972282,8.051538,01
35,1,10,10,1,100,6.177392,-3.098647,10
36,2,01-10,01-10,2,76,5.913861,-0.349897,10
