1.406,11.614	72.570,0.178
66.756,3.180	8.397,74.400
18.099,6.765	0.002,63.303
65.242,1.416	0.014,101.457
70.375,1.152	0.019,29.910
2.861,5.673	162.048,5.673	0.337,105.089
54.459,1.536	0.020,109.509
55.089,0.421	0.017,35.194
23.387,0.433	0.007,13.834
1.592,8.805	67.459,8.805	0.190,134.237
81.623,1.300
25.766,0.113
0.420,14.380	14.380,0.182
76.683,0.617	0.014,57.086
0.010,83.113
1.928,1.015	55.516,1.015	0.045,79.124
31.316,2.147	0.021,100.863
1.939,25.068	81.884,0.428
86.388,1.131	0.104,24.353
1.478,3.190	36.046,3.190	0.017,107.135
191.906,2.175	0.032,107.490
54.678,24.733	0.014,127.110
80.896,3.984	0.291,90.168	4.368,90.168
5.601,1.413	127.110,1.413	0.295,49.001
77.315,15.722	0.393,123.643
63.910,0.763	0.018,70.143
22.827,3.325	0.007,76.876
54.357,2.239	0.028,65.468
27.405,0.414
2.954,1.830	260.908,1.830	0.068,172.482
0.603,124.153	25.675,3.790
54.901,0.535	0.019,52.795
181.190,0.530	0.086,47.299
98.485,1.004	0.123,85.117
62.423,4.695	0.011,62.123
8.473,0.347	77.635,0.347	0.168,19.860
2.854,0.176	99.507,0.176	0.031,11.373
66.691,0.341	0.032,18.847
67.200,16.136	0.013,124.000
47.204,0.404	0.051,28.701
176.910,1.573	0.056,105.812
90.833,1.367	0.021,79.350
10.052,0.891	76.241,0.891	0.278,88.033
0.452,6.360	43.610,0.075
22.159,1.644	0.011,55.417
72.317,1.245	0.010,112.421	0.934,112.421
82.487,2.016	0.042,30.177
54.188,2.322	0.015,120.500
109.315,0.362
36.195,3.932	0.066,288.490
0.008,76.463
0.015,276.872
104.716,0.774	0.020,65.859
228.163,1.819	0.037,55.483	2.671,55.483
113.593,6.748	0.312,148.388	12.489,148.388
291.571,2.361	0.058,104.593	3.538,104.593
93.372,27.616	0.883,113.917
46.741,2.987	0.076,82.887
0.088,107.540
113.206,1.769	0.242,139.740
0.166,174.549
73.606,3.930	0.033,311.346
32.562,1.281	0.030,100.739
111.074,1.252	0.075,123.995	4.660,123.995
2.099,15.139	143.823,15.139	0.127,471.881
471.881,4.129
0.977,108.830	12.732,108.830
228.497,3.197	0.430,101.768
315.621,2.675	0.079,171.368
0.037,146.868	2.184,146.868
269.106,2.539	0.067,48.362
42.280,3.910	0.013,260.202
2.874,1.985	19.268,1.985	0.040,48.379
2.227,21.050	156.571,21.050	0.173,114.001
1.114,2.934	100.307,2.934	0.097,71.687
158.212,1.544	0.165,87.169	10.279,87.169
66.793,0.804	0.014,24.733
1.514,0.547	80.726,0.547	0.021,19.818
128.298,1.729	0.217,151.146
