parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,020-201,020,020-201-210,2,0.31,-0.365065,5.543258,0.181473,0.31
1,2,020-201,201,020-201-210,2,0.69,5.81411,-3.055778,1.733592,0.69
2,2,002-020,020,002-020,2,0.25,-0.280727,5.892116,0.993731,0.25
2,2,002-020,002,002-020,2,0.75,0.789517,0.652641,6.509598,0.75
3,2,002-200,002,002-200,2,0.08,0.623936,0.563023,5.485996,0.08
3,2,002-200,200,002-200,2,0.92,5.798895,1.043399,-0.985377,0.92
4,1,020,020,020-201,1,1,-1.069986,4.650998,1.138482,1
5,3,012-120-201,120,-1,3,0.53,0.405239,5.652409,-3.378587,0.53
5,3,012-120-201,201,-1,3,0.1,5.95048,-0.690404,0.59633,0.1
5,3,012-120-201,012,-1,3,0.37,-5.765975,1.645576,7.077154,0.37
6,2,020-220,220,020,2,0.11,2.96444,1.12893,-2.509559,0.11
6,2,020-220,020,020,2,0.89,-0.645097,7.347543,-0.934432,0.89
7,1,002,002,002-020,1,1,-0.336826,-0.726373,6.122635,1
8,1,012,012,012,1,1,0.460273,0.35892,4.691028,1
9,1,002,002,002-201,1,1,-1.372266,-0.5642,6.466705,1
10,2,012-201,201,012-201,2,0.14,6.662933,-4.398805,1.782262,0.14
10,2,012-201,012,012-201,2,0.86,-6.08288,2.019193,5.698194,0.86
11,3,012-020-201,012,012-020,3,0.87,-4.121622,1.515553,5.675259,0.87
11,3,012-020-201,201,012-020,3,0.03,4.927223,-0.319196,1.4204,0.03
11,3,012-020-201,020,012-020,3,0.1,-0.133924,6.387764,0.877539,0.1
12,1,002,002,002,1,1,1.094501,0.150465,7.035404,1
13,2,012-020,012,012-020,2,0.2,0.410258,1.437855,6.574298,0.2
13,2,012-020,020,012-020,2,0.8,2.178208,6.698676,0.890292,0.8
14,3,002-020-200,020,002-020-200,3,0.21,1.424927,4.321343,-0.118767,0.21
14,3,002-020-200,200,002-020-200,3,0.44,6.065661,-1.288657,-0.342109,0.44
14,3,002-020-200,002,002-020-200,3,0.35,0.080236,-1.620849,5.381099,0.35
15,1,012,012,012,1,1,-4.82557,1.041896,7.985733,1
16,2,002-020,020,002-020,2,0.38,-1.645304,6.744058,1.2038,0.38
16,2,002-020,002,002-020,2,0.62,-1.329837,0.994725,6.166622,0.62
17,2,002-200,002,002-200,2,0.18,0.722606,-2.376814,6.811,0.18
17,2,002-200,200,002-200,2,0.82,6.859411,-0.56472,0.485093,0.82
18,2,002-020,002,002-020,2,0.35,1.057613,1.33596,7.604371,0.35
18,2,002-020,020,002-020,2,0.65,0.532404,6.646906,1.826416,0.65
19,1,200,200,102-200,1,1,7.623537,0.88773,-1.686733,1
20,1,022,022,022,1,1,-7.300158,5.580554,5.748467,1
21,1,020,020,012-020,1,1,0.262209,7.419812,1.61863,1
22,2,102-201,201,102-201,2,0.79,7.408379,-5.019637,-0.135575,0.79
22,2,102-201,102,102-201,2,0.21,1.079249,-7.331834,5.79047,0.21
23,3,002-020-200,002,002-020-200,3,0.19,0.361862,1.706779,6.076805,0.19
23,3,002-020-200,200,002-020-200,3,0.41,6.547474,0.995612,0.366918,0.41
23,3,002-020-200,020,002-020-200,3,0.4,0.282484,6.308448,0.092531,0.4
24,2,022-202,202,022-120-202,2,0.42,2.467969,-0.432597,2.049913,0.42
24,2,022-202,022,022-120-202,2,0.58,-2.545933,6.32182,1.599329,0.58
25,1,020,020,020,1,1,-2.535267,8.31111,0.82082,1
26,2,012-020,012,012-020,2,0.27,-3.952011,1.577666,5.489247,0.27
26,2,012-020,020,012-020,2,0.73,0.771658,6.899006,-0.395992,0.73
27,1,002,002,002,1,1,-4.432608,0.956749,5.308295,1
28,2,102-200,200,102-200,2,0.24,6.388767,-0.244543,0.201112,0.24
28,2,102-200,102,102-200,2,0.76,1.401233,0.591477,6.491792,0.76
29,1,210,210,210,1,1,7.231731,0.798907,-4.162397,1
30,2,012-020,020,020-200,2,0.6,-0.366977,5.661078,0.647932,0.6
30,2,012-020,012,020-200,2,0.4,1.91647,1.143813,4.228718,0.4
31,3,002-020-200,020,002-020-200,3,0.31,-0.45537300000000003,6.239709,0.315115,0.31
31,3,002-020-200,200,002-020-200,3,0.4,5.402754,-0.36991,0.890717,0.4
31,3,002-020-200,002,002-020-200,3,0.29,-1.098949,0.283013,5.532104,0.29
32,2,012-020,012,012-020,2,0.25,-5.85057,0.233464,5.139296,0.25
32,2,012-020,020,012-020,2,0.75,-0.428356,6.800232,-0.683395,0.75
33,1,200,200,200,1,1,8.161477,1.00204,0.316301,1
34,3,002-120-200,200,002-120-200,3,0.21,5.303631,0.39004,-0.46907,0.21
34,3,002-120-200,120,002-120-200,3,0.62,1.965236,5.571526,-3.832325,0.62
34,3,002-120-200,002,002-120-200,3,0.17,-0.457108,0.149783,5.940981,0.17
35,2,002-020,002,002-020,2,0.88,-2.849723,-0.019559,7.387661,0.88
35,2,002-020,020,002-020,2,0.12,-2.167165,5.726011,1.784459,0.12
36,2,020-102,102,020-102,2,0.76,2.574516,2.024603,5.020076,0.76
36,2,020-102,020,020-102,2,0.24,1.849299,5.720686,0.761497,0.24
37,2,012-200,200,012-200,2,0.31,6.012178,-3.032395,0.163106,0.31
37,2,012-200,012,012-200,2,0.69,-3.062647,0.471335,6.300871,0.69
