parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,120-201,120,120-201,2,0.1,0.927103,4.711506,-6.430228,0.1
1,2,120-201,201,120-201,2,0.9,6.810429,-4.501313,-0.380901,0.9
2,2,002-210,002,002-210,2,0.94,-3.263869,-1.865137,8.002141,0.94
2,2,002-210,210,002-210,2,0.06,3.29618,0.214277,-4.728479,0.06
3,1,020,020,020,1,1,-2.736494,6.696055,0.176122,1
4,2,012-102,102,012-102,2,0.01,0.905414,-3.927873,5.477214,0.01
4,2,012-102,012,012-102,2,0.99,-5.229824,-0.386212,5.477214,0.99
5,1,200,200,200,1,1,6.598757,-0.995454,-2.313385,1
6,2,020-200,200,020-200,2,0.16,4.5204,-0.810407,-1.353251,0.16
6,2,020-200,020,020-200,2,0.84,0.639178,5.299898,-1.446655,0.84
7,1,102,102,102,1,1,0.225442,-1.007093,1.902528,1
8,2,012-202,012,012-202,2,0.1,-2.449441,-0.122939,7.117765,0.1
8,2,012-202,202,012-202,2,0.9,1.171541,-4.797667,2.657187,0.9
9,1,200,200,200,1,1,4.5204,-1.025838,-1.353251,1
10,2,002-021,021,002-021,2,0.27,-6.599263,3.586029,1.358991,0.27
10,2,002-021,002,002-021,2,0.73,-0.810827,-2.847848,7.825857,0.73
11,2,120-200,200,120-200,2,0.68,5.418965,1.321942,-2.313387,0.68
11,2,120-200,120,120-200,2,0.32,-0.167576,6.789337,-1.73725,0.32
12,1,120,120,120,1,1,0.932444,2.901377,-3.867609,1
13,3,120-201-210,210,201-210,3,0.63,6.906777,1.239832,-5.083036,0.63
13,3,120-201-210,201,201-210,3,0.07,6.906784,-4.085443,-0.158084,0.07
13,3,120-201-210,120,201-210,3,0.3,0.582651,3.348263,-0.630909,0.3
14,3,021-210-220,220,021-210,3,0.02,1.749355,2.272533,-5.378325,0.02
14,3,021-210-220,210,021-210,3,0.35,6.906784,0.506037,-5.378551,0.35
14,3,021-210-220,021,021-210,3,0.63,-4.163523,6.939916,-0.948304,0.63
15,2,012-200,200,012-200,2,0.81,6.044934,-2.192498,0.810426,0.81
15,2,012-200,012,012-200,2,0.19,-2.51128,-1.068186,6.69731,0.19
16,2,002-020,002,002-020,2,0.63,-0.148957,-1.228075,6.455299,0.63
16,2,002-020,020,002-020,2,0.37,-0.383769,5.226368,-0.181419,0.37
17,3,022-120-202,120,022-120-202,3,0.31,1.654601,6.170303,-3.726035,0.31
17,3,022-120-202,202,022-120-202,3,0.49,4.40922,-4.922164,2.537896,0.49
17,3,022-120-202,022,022-120-202,3,0.2,-1.789468,0.546113,1.927541,0.2
18,2,120-201,201,120-201,2,0.66,2.995329,8.48e-4,1.496635,0.66
18,2,120-201,120,120-201,2,0.34,0.886249,6.454753,-4.992861,0.34
19,1,002,002,002,1,1,1.098216,0.592881,7.485791,1
20,1,012,012,012,1,1,-6.143769,0.230069,7.546837,1
21,1,102,102,102,1,1,1.502021,-0.846353,2.630057,1
22,1,200,200,200,1,1,7.942676,-2.622228,0.439071,1
23,1,022,022,022,1,1,-3.878429,1.363955,2.290032,1
24,2,020-022,022,020,2,0.25,-4.068301,-1.760458,2.054757,0.25
24,2,020-022,020,020,2,0.75,0.374025,4.525372,1.257854,0.75
25,3,002-020-200,200,002-020-200,3,0.09,3.28266,-1.232051,0.930006,0.09
25,3,002-020-200,020,002-020-200,3,0.14,-1.055406,3.925379,0.962993,0.14
25,3,002-020-200,002,002-020-200,3,0.77,-2.505741,-1.987499,7.39687,0.77
26,1,210,210,210,1,1,3.148408,0.554208,-0.669726,1
27,2,012-200,012,012-200,2,0.06,-2.328119,0.1808,3.925379,0.06
27,2,012-200,200,012-200,2,0.94,6.477759,-1.580501,-1.341006,0.94
28,1,202,202,202,1,1,4.937805,-7.124441,2.472376,1
29,2,022-202,202,022-202,2,0.47,0.782843,-5.889295,3.87709,0.47
29,2,022-202,022,022-202,2,0.53,-3.94867,0.746598,0.328777,0.53
30,1,002,002,002,1,1,-1.950093,-1.408926,7.39687,1
31,2,022-120,022,022-120,2,0.56,-6.194488,2.199075,2.75103,0.56
31,2,022-120,120,022-120,2,0.44,0.378198,6.599059,-2.75137,0.44
32,1,102,102,102,1,1,-0.091917,-8.321456,6.792271,1
33,1,012,012,012,1,1,-8.573741,-0.440569,6.737032,1
34,2,202-220,220,202-220,2,0.2,1.062425,2.260578,-2.305677,0.2
34,2,202-220,202,202-220,2,0.8,1.155822,-4.210825,1.246491,0.8
35,2,012-210,012,012-210,2,0.88,0.416317,-0.028563,4.795162,0.88
35,2,012-210,210,012-210,2,0.12,4.22629,0.141674,-1.535685,0.12
36,2,020-200,020,020-200,2,0.67,-1.625884,6.477759,-2.701245,0.67
36,2,020-200,200,020-200,2,0.33,4.907343,0.979359,-1.945882,0.33
37,1,120,120,021-120,1,1,-1.447663,7.811276,-2.20389,1
38,1,120,120,120,1,1,-0.106268,6.722193,-7.015584,1
39,2,020-200,020,020-200,2,0.31,-0.230035,4.869353,-1.132113,0.31
39,2,020-200,200,020-200,2,0.69,4.633145,-1.640481,-1.936879,0.69
40,2,021-202,202,021-202,2,0.83,0.97989,-6.000111,3.675786,0.83
40,2,021-202,021,021-202,2,0.17,-5.437282,5.291866,0.074131,0.17
41,1,012,012,012,1,1,-5.813907,0.337157,8.650296,1
42,3,102-201-220,201,102-201-220,3,0.72,7.071759,-2.864094,0.062896,0.72
42,3,102-201-220,220,102-201-220,3,0.15,1.942294,3.40359,-6.558566,0.15
42,3,102-201-220,102,102-201-220,3,0.13,0.655671,-2.863826,6.690624,0.13
43,3,022-202-220,022,022-202-220,3,0.38,-5.298912,1.719527,0.477936,0.38
43,3,022-202-220,202,022-202-220,3,0.38,0.918382,-2.554161,2.53725,0.38
43,3,022-202-220,220,022-202-220,3,0.24,-0.009991,2.885585,-3.571219,0.24
44,1,020,020,020,1,1,-5.352358,7.674713,0.911447,1
45,2,022-102,102,022-102,2,0.84,1.351689,-5.049887,7.100273,0.84
45,2,022-102,022,022-102,2,0.16,-2.958717,1.48514,1.601873,0.16
46,1,002,002,002,1,1,-3.399324,-2.156796,6.303998,1
47,1,202,202,202,1,1,1.698114,-9.247074,2.099176,1
48,2,022-201,201,-1,2,0.13,4.731731,-2.011347,1.040083,0.13
48,2,022-201,022,-1,2,0.87,-8.116734,1.810377,3.743152,0.87
49,1,202,202,202-210,1,1,3.085973,-5.193129,3.40623,1
50,2,020-200,020,020-200,2,0.7,0.455568,6.477759,-2.215739,0.7
50,2,020-200,200,020-200,2,0.3,4.907701,-0.055849,-1.58052,0.3
51,2,020-202,202,-1,2,0.69,2.151204,-8.227681,1.418588,0.69
51,2,020-202,020,-1,2,0.31,0.228618,5.026083,-0.776288,0.31
52,2,012-210,012,012-210,2,0.91,-0.125092,0.425918,5.30216,0.91
52,2,012-210,210,012-210,2,0.09,6.276034,0.148225,-0.608932,0.09
53,2,022-112,112,022-112,2,0.14,1.461076,-1.178875,4.57971,0.14
53,2,022-112,022,022-112,2,0.86,-5.071101,4.017964,4.5799010000000004,0.86
54,1,002,002,002,1,1,-3.387863,-0.038961,7.788896,1
55,1,120,120,120,1,1,0.459354,2.850272,-4.816762,1
56,2,202-210,202,202-210,2,0.68,2.016995,-5.75467,2.610678,0.68
56,2,202-210,210,202-210,2,0.32,7.902895,0.669206,-3.924268,0.32
57,1,102,102,102,1,1,-1.811893,-4.71055,5.345392,1
58,1,022,022,022,1,1,-5.281861,3.700791,1.459947,1
59,2,102-220,102,102-220,2,0.07,1.234941,-2.602976,4.913435,0.07
59,2,102-220,220,102-220,2,0.93,2.231036,1.970786,-6.438338,0.93
60,2,021-120,021,021-120,2,0.63,-5.76943,7.40466,0.864935,0.63
60,2,021-120,120,021-120,2,0.37,-0.01062,7.40466,-3.964795,0.37
61,2,022-202,022,022-202,2,0.45,-2.78075,3.217895,2.369985,0.45
61,2,022-202,202,022-202,2,0.55,2.433467,-3.30209,2.436468,0.55
62,2,012-210,210,012-210,2,0.37,6.97014,0.0214,-5.626739,0.37
62,2,012-210,012,012-210,2,0.63,0.421067,-0.264195,0.746548,0.63
63,1,022,022,022,1,1,-4.973894,3.124074,0.345428,1
64,1,201,201,201,1,1,5.983934,-5.298978,0.39936,1
65,1,220,220,220,1,1,1.913716,3.201135,-5.074234,1
66,2,102-200,102,102-200,2,0.6,0.985622,-3.359729,3.538442,0.6
66,2,102-200,200,102-200,2,0.4,4.751569,1.194961,-2.23723,0.4
67,1,020,020,020,1,1,-0.828393,6.832961,0.024449,1
68,1,200,200,200,1,1,8.834105,-1.262566,0.881821,1
69,4,012-021-202-220,012,012-021-202-220,4,0.04,-2.133285,1.122186,5.102255,0.04
69,4,012-021-202-220,220,012-021-202-220,4,0.36,1.971888,1.425831,-5.810798,0.36
69,4,012-021-202-220,202,012-021-202-220,4,0.47,2.63122,-4.905006,0.732761,0.47
69,4,012-021-202-220,021,012-021-202-220,4,0.13,-2.125623,7.451261,-0.861629,0.13
70,1,202,202,202,1,1,2.958685,-6.669683,-0.14699,1
71,2,012-021,012,012-021,2,0.5,-6.79223,0.773691,6.178987,0.5
71,2,012-021,021,012-021,2,0.5,-6.792226,6.703113,-0.446819,0.5
72,3,002-022-220,022,002-220,3,0.02,-4.860412,3.204315,1.715877,0.02
72,3,002-022-220,002,002-220,3,0.76,-0.032893,9.6e-4,7.884941,0.76
72,3,002-022-220,220,002-220,3,0.22,0.818976,2.37954,-4.347298,0.22
73,1,012,012,012,1,1,-4.90761,0.346313,5.49534,1
74,1,202,202,202,1,1,2.430109,-6.74519,5.047772,1
75,2,012-102,102,012-102,2,0.87,1.047641,-5.963961,6.477759,0.87
75,2,012-102,012,012-102,2,0.13,-3.404358,0.569648,6.477759,0.13
76,1,020,020,020,1,1,-0.561066,7.199529,-1.858217,1
77,1,202,202,202,1,1,4.832453,-7.171206,2.101433,1
78,1,022,022,022,1,1,-1.252964,5.495547,3.597386,1
79,2,021-210,210,021-210,2,0.98,6.935537,0.84528,-4.380126,0.98
79,2,021-210,021,021-210,2,0.02,-2.322174,5.326187,-0.183348,0.02
80,2,201-220,201,201-220,2,0.53,7.366154,-0.922168,-0.083251,0.53
80,2,201-220,220,201-220,2,0.47,4.567503,1.771077,-6.62614,0.47
81,1,220,220,220,1,1,2.832233,1.664219,-7.168053,1
82,1,202,202,201,1,1,1.02975,-5.334021,2.269096,1
83,3,012-202-220,220,012-202-220,3,0.34,1.476072,2.859842,-4.662074,0.34
83,3,012-202-220,012,012-202-220,3,0.19,-4.466414,0.508779,8.124115,0.19
83,3,012-202-220,202,012-202-220,3,0.47,5.085362,-3.16133,1.583705,0.47
84,1,220,220,220,1,1,3.591176,1.476011,-7.303573,1
85,1,210,210,210,1,1,5.531859,-0.86973,0.523108,1
86,1,002,002,002,1,1,-0.484858,-3.631234,9.223957,1
87,3,012-022-102,012,012-102,3,0.47,-4.679614,0.964619,7.433668,0.47
87,3,012-022-102,022,012-102,3,0.01,-3.845479,4.863372,1.749758,0.01
87,3,012-022-102,102,012-102,3,0.52,-0.450968,-5.266773,7.433668,0.52
88,2,201-220,220,201-220,2,0.56,2.142299,2.439823,-5.400728,0.56
88,2,201-220,201,201-220,2,0.44,6.69518,-4.184478,0.157659,0.44
89,1,022,022,022-102,1,1,-5.845837,2.250649,4.507371,1
90,2,022-102,102,022-102,2,0.68,-0.747312,-4.18725,7.940015,0.68
90,2,022-102,022,022-102,2,0.32,-6.199633,1.963839,1.83804,0.32
91,1,002,002,002,1,1,-2.027502,0.126364,8.851118,1
92,1,210,210,210,1,1,6.286335,0.421249,-4.027658,1
93,2,022-220,022,022-220,2,0.3,-3.340207,1.354498,3.690669,0.3
93,2,022-220,220,022-220,2,0.7,2.190293,3.544081,-2.531806,0.7
94,1,002,002,002-120,1,1,-0.359298,-3.973372,8.705757,1
95,2,201-220,201,-1,2,0.42,7.971377,-3.057424,-0.360825,0.42
95,2,201-220,220,-1,2,0.58,1.785232,1.570856,-6.725757,0.58
96,3,022-202-220,022,022-202-220,3,0.36,-4.426676,5.152889,1.708826,0.36
96,3,022-202-220,202,022-202-220,3,0.39,1.306834,-0.463834,4.136359,0.39
96,3,022-202-220,220,022-202-220,3,0.25,1.633741,2.046267,-0.739847,0.25
97,2,022-102,102,022-102,2,0.51,0.262248,-3.084283,9.218179,0.51
97,2,022-102,022,022-102,2,0.49,-5.115867,2.386786,3.850801,0.49
98,2,202-220,202,202-220,2,0.75,1.075982,-4.708196,2.28746,0.75
98,2,202-220,220,202-220,2,0.25,5.348274,1.755242,-4.47788,0.25
99,2,202-220,202,202-220,2,0.77,2.248655,-4.076381,0.708425,0.77
99,2,202-220,220,202-220,2,0.23,4.540405,1.697136,-4.886535,0.23
100,1,210,210,210,1,1,6.722478,1.035497,-3.429316,1
101,1,202,202,202,1,1,1.722716,-7.141164,1.910623,1
102,2,120-210,210,120-210,2,0.64,7.238366,1.280875,-4.540608,0.64
102,2,120-210,120,120-210,2,0.36,1.013603,7.133436,-4.540655,0.36
103,2,022-220,022,022-220,2,0.4,-1.746964,4.236597,1.716738,0.4
103,2,022-220,220,022-220,2,0.6,3.620395,2.882649,-4.501816,0.6
104,2,202-220,220,202-220,2,0.87,2.015606,4.54001,-6.883091,0.87
104,2,202-220,202,202-220,2,0.13,2.28184,-1.856708,-0.382024,0.13
105,2,012-102,012,012,2,0.58,-4.176979,-0.853169,6.152334,0.58
105,2,012-102,102,012,2,0.42,1.780812,-1.658081,3.537312,0.42
106,3,022-202-220,202,022-202-220,3,0.08,3.848711,0.334566,2.73097,0.08
106,3,022-202-220,220,022-202-220,3,0.58,4.106883,2.201791,-3.675117,0.58
106,3,022-202-220,022,022-202-220,3,0.34,-0.817388,6.081888,1.972634,0.34
107,1,220,220,220,1,1,0.304974,1.828689,-6.187878,1
108,1,102,102,102,1,1,1.156698,-6.009584,7.074204,1
109,2,022-220,220,022-220,2,0.89,2.279436,1.137264,-4.083109,0.89
109,2,022-220,022,022-220,2,0.11,-3.325056,1.812129,2.213326,0.11
110,3,012-120-202,120,012-120-202,3,0.03,1.012425,4.70945,-1.870579,0.03
110,3,012-120-202,202,012-120-202,3,0.68,2.079298,-6.23052,2.129076,0.68
110,3,012-120-202,012,012-120-202,3,0.29,-4.299848,0.01724,8.186672,0.29
111,3,012-202-220,202,012-202-220,3,0.37,4.544169,-3.738675,1.837306,0.37
111,3,012-202-220,220,012-202-220,3,0.44,1.849111,2.595995,-4.722634,0.44
111,3,012-202-220,012,012-202-220,3,0.19,-0.130995,-0.713924,8.386773,0.19
112,1,020,020,020,1,1,-1.214109,6.767185,-0.341612,1
113,2,022-220,220,022-220,2,0.17,1.96284,2.40785,-0.766436,0.17
113,2,022-220,022,022-220,2,0.83,-4.11441,1.801829,5.799423,0.83
114,2,202-220,220,202-220,2,0.27,2.795837,3.184586,-3.215164,0.27
114,2,202-220,202,202-220,2,0.73,5.128134,-2.860107,2.212346,0.73
115,1,210,210,210,1,1,6.265295,-0.129156,-4.808805,1
116,1,021,021,021,1,1,0.32328,6.634376,0.444675,1
117,2,002-020,020,002-020,2,0.94,-3.630769,7.055759,-3.04308,0.94
117,2,002-020,002,002-020,2,0.06,-3.359606,0.518192,3.484538,0.06
118,2,202-210,202,202-210,2,0.74,1.217474,-5.402204,1.523177,0.74
118,2,202-210,210,202-210,2,0.26,5.125175,0.408852,-3.799416,0.26
119,1,200,200,200,1,1,6.555558,-2.643674,0.501075,1
120,1,202,202,202,1,1,0.974332,-6.818886,3.977694,1
121,1,200,200,200,1,1,6.836072,-1.095019,-0.058871,1
122,2,021-201,021,021-201,2,0.87,-1.025389,3.295525,-0.022389,0.87
122,2,021-201,201,021-201,2,0.13,5.115136,-3.187553,1.169796,0.13
123,1,102,102,102,1,1,0.725636,-5.373143,9.166732,1
124,1,202,202,202,1,1,0.434421,-4.13573,4.091393,1
125,1,220,220,220,1,1,4.360642,2.500867,-6.068616,1
126,1,200,200,200,1,1,7.747693,-0.648325,-3.132203,1
127,3,021-202-220,220,021-202-220,3,0.73,2.341462,5.302553,-3.345785,0.73
127,3,021-202-220,202,021-202-220,3,0.21,4.572793,-0.80841,2.959247,0.21
127,3,021-202-220,021,021-202-220,3,0.06,-1.923011,8.236694,1.44873,0.06
128,1,002,002,002,1,1,-0.449952,0.400901,9.070934,1
129,3,012-021-201,021,012-021-201,3,0.17,-4.17786,6.089152,-0.194158,0.17
129,3,012-021-201,012,012-021-201,3,0.01,-4.342614,1.131781,5.588857,0.01
129,3,012-021-201,201,012-021-201,3,0.82,0.857336,0.340328,-0.180473,0.82
130,2,012-120,120,012-120,2,0.35,1.366638,5.678771,-5.021188,0.35
130,2,012-120,012,012-120,2,0.65,-3.113671,1.29666,7.317727,0.65
131,2,120-202,120,120-202,2,0.02,1.064825,2.905741,-2.843357,0.02
131,2,120-202,202,120-202,2,0.98,1.45142,-8.316896,3.176533,0.98
132,2,022-220,220,022-220,2,0.48,3.76168,1.77898,-3.892254,0.48
132,2,022-220,022,022-220,2,0.52,-2.077592,3.962177,2.681611,0.52
133,2,102-120,120,102-120,2,0.17,0.374945,3.831503,-5.308999,0.17
133,2,102-120,102,102-120,2,0.83,-0.815842,-1.84265,0.906992,0.83
134,2,002-021,021,002-021,2,0.07,-4.641008,3.374169,-0.091207,0.07
134,2,002-021,002,002-021,2,0.93,-0.27851,-1.020046,6.407914,0.93
135,2,021-102,021,021-102,2,0.42,-4.777914,4.831962,-0.480285,0.42
135,2,021-102,102,021-102,2,0.58,1.34267,-0.950609,3.003373,0.58
136,3,022-202-220,220,022-202-220,3,0.19,3.676979,1.076879,0.665783,0.19
136,3,022-202-220,202,022-202-220,3,0.56,2.240094,-4.205317,1.69095,0.56
136,3,022-202-220,022,022-202-220,3,0.25,-1.406114,0.74822,5.138136,0.25
137,3,002-021-201,002,002-201,3,0.52,0.689644,1.049399,5.354948,0.52
137,3,002-021-201,201,002-201,3,0.36,6.893111,-5.07022,0.360101,0.36
137,3,002-021-201,021,002-201,3,0.12,0.825763,2.819167,0.247143,0.12
138,2,022-210,210,022-210,2,0.06,3.54803,1.135559,-0.866547,0.06
138,2,022-210,022,022-210,2,0.94,-8.016439,4.727989,1.838668,0.94
139,2,012-202,202,012-202,2,0.28,0.27806,-2.31272,5.156499,0.28
