17.209,1.062
20.078,1.890	0.246,57.452
129.995,1.424	1.380,61.045
125.542,2.155	7.919,134.631
61.825,1.148	2.388,44.252
0.033,44.752
95.812,0.696
102.029,1.310	1.819,114.816
83.207,1.748	1.614,60.937
0.814,82.678
39.189,1.272	1.060,52.684
70.182,0.074	3.399,6.807
0.680,65.191
83.207,1.748	1.289,60.937
32.958,5.721	0.350,120.430
136.821,1.460	1.800,37.724
112.789,1.264	6.225,105.654
121.869,1.515	1.449,39.617
12.227,5.718	0.160,93.775
86.458,3.712	2.759,98.382
95.206,1.627	1.075,151.845
18.396,0.145
117.260,1.059	2.014,89.311
151.046,2.612	6.813,62.723
56.287,0.611	0.627,60.994
221.936,0.445
0.233,179.060
47.835,0.655	0.567,48.513
144.242,10.651	2.498,271.787
138.444,2.133	6.013,90.307
98.573,1.269	1.667,107.608
0.071,51.237
1.866,48.934
53.567,0.529
57.803,2.341	0.709,79.350
92.953,0.723	0.956,67.135
44.566,2.947	0.521,258.140
97.542,2.193	2.242,56.008
184.884,0.999	31.552,45.943
26.824,9.410	0.597,210.616
291.633,1.222
98.857,1.982	1.439,90.689
160.040,0.781	5.388,46.577
62.893,2.774	0.668,145.949
0.190,145.311
178.422,0.177
2.854,114.838
0.114,89.771
121.918,2.462	6.227,130.274
59.000,5.848	1.853,129.127
114.479,4.787	1.294,174.548
97.553,10.566	12.889,221.157
2.612,108.065
135.616,18.803	7.039,167.783
2.028,376.850
104.735,9.825	2.136,95.557
61.338,1.544	18.925,153.811
102.731,0.275	4.152,17.776
2.290,224.334
0.788,285.701
49.761,2.798	1.019,96.012
66.361,1.855	34.884,112.131
370.234,0.015
130.866,6.357	1.942,422.509
3.111,18.321
392.875,0.150	13.572,14.727
179.415,1.446
0.099,122.361
30.211,16.603	1.174,284.925
0.704,128.164
0.096,49.163
11.756,23.586
163.768,11.685	1.901,176.908
35.490,1.140	0.556,81.705
54.177,1.173	0.578,114.007
434.672,2.104
0.234,253.690
2.554,203.313
1.730,48.882
0.464,177.021
38.009,1.592	0.393,87.424
92.946,2.352	1.626,203.628
67.934,4.797	0.699,113.376
0.059,169.262
178.207,1.245	7.510,63.278
26.905,0.569	0.302,19.911
212.841,5.916
92.733,0.865	1.121,18.456
0.511,269.560
315.570,2.646	8.043,83.266
213.227,0.621	2.643,34.373
500.063,4.754	6.888,327.985
258.093,9.061	4.810,297.555
0.578,53.723
103.166,3.344	1.279,65.730
83.470,0.141
64.540,6.872	1.070,79.313
89.685,1.880	11.157,124.643
423.537,5.926	8.528,100.521
182.360,0.895
45.792,1.351	0.590,134.648
0.247,102.495
43.345,3.762	0.961,29.038
145.287,2.773	1.700,258.479
0.197,102.495
0.170,433.765
134.252,13.121	2.428,415.020
302.736,0.203
402.176,5.807	4.241,88.615
96.480,3.527	5.559,161.122
31.381,1.520	2.974,26.217
80.189,0.888	1.265,48.882
1.497,69.239
44.046,4.143	1.204,393.156
1.526,262.637
634.640,3.095	8.952,47.667
1.007,509.761
41.624,9.201	1.262,459.362
24.291,0.767	0.474,54.623
55.686,18.156	0.559,509.200
5.832,374.015
218.977,0.636	3.972,60.208
69.006,0.801	0.704,61.460
9.356,870.577
116.484,1.325	4.226,122.335
54.205,9.136	0.995,197.340
123.531,10.247	1.692,106.027
76.229,1.581	1.048,132.843
65.592,0.583
114.998,1.909	1.664,154.602
0.686,108.585
2.635,120.276
152.387,1.222	2.032,66.798
27.582,0.267
105.372,6.761	10.352,124.718
19.668,7.541
0.610,68.908
169.918,6.180
0.369,49.416
1.918,98.328
193.589,2.931	2.864,80.657
239.601,1.991	9.057,119.217
0.569,157.239
140.508,0.057
41.747,1.584	2.056,129.142
84.250,1.307	7.704,71.340
3.680,90.928
182.989,2.357	4.530,198.390
123.432,0.262
47.015,4.078	0.533,99.621
155.339,1.591
102.439,2.798	1.392,273.928
1.022,34.660
171.273,2.940	2.015,231.613
50.897,5.130	2.350,184.500
0.172,89.239
173.957,0.744	6.532,49.921
17.819,2.434	0.217,127.251
106.821,21.106	1.095,99.568
0.156,133.480
229.648,0.023
0.997,107.815
2.767,138.398
208.171,0.821	6.519,74.359
165.006,0.897	4.513,68.048
1.070,61.935
336.865,4.983
242.211,5.332	3.098,126.875
304.183,0.508
207.341,4.366	2.365,227.327
334.755,4.814	5.283,146.284
0.682,224.620
70.855,2.083	1.659,29.036
581.413,1.551
80.719,83.373
37.534,0.430	0.525,34.711
20.748,2.514	0.328,102.503
82.923,2.272	1.060,104.224
0.657,183.130
190.686,1.220	4.059,112.144
135.248,2.088	3.929,107.195
92.643,2.365	1.086,191.112
350.726,4.242	19.060,395.649
538.292,1.111	19.509,92.144
160.599,0.113
68.373,4.716	0.761,212.150
410.742,7.658	41.102,527.008
429.627,5.488	6.984,199.651
37.654,6.120	0.996,73.315
0.540,128.567
168.875,1.874	9.981,113.420
123.633,16.369
46.684,3.874	6.986,36.156
55.553,0.562	2.575,51.918
151.918,1.214	2.252,55.323
288.213,3.955	2.898,390.769
94.207,4.856	1.231,224.357
802.670,0.872
47.385,0.909
68.646,3.596	2.746,319.918
123.159,7.186	5.072,470.062
0.298,97.835
39.642,3.527	0.737,48.348
136.602,3.161	4.857,127.465
0.200,151.008
154.811,1.073
82.576,1.909	1.269,90.259
243.704,0.064
96.138,0.592	1.275,47.926
229.468,4.515
0.189,565.217
65.288,6.377	0.742,159.862
82.283,2.883	1.411,25.334
154.252,1.550	3.195,111.060
0.148,172.957
3.233,115.721
209.858,3.063
16.840,15.222	0.782,52.483
450.633,3.912
623.889,0.352
56.954,2.007	0.670,88.280
56.954,2.007	0.670,88.280
62.497,0.303
258.651,0.219
60.370,1.482	5.851,88.084
226.328,2.696
63.433,3.727	1.157,130.090
72.035,1.031	0.770,78.401
72.035,2.097	0.837,78.401
91.678,0.305
169.099,1.357
159.023,1.621	2.558,111.168
6.637,55.041
124.168,1.526
87.573,0.450	1.459,23.460
