parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,69,5.549649,-0.687349,10
1,2,01-10,01-10,2,31,1.666384,4.383358,01
2,1,01,01,1,100,-2.082842,7.086661,01
3,2,01-10,01-10,2,81,1.166944,7.289877,01
3,2,01-10,01-10,2,19,5.738898,1.130878,10
4,1,01,01,1,100,0.138368,5.678098,01
5,2,01-10,01-10,2,40,3.766189,5.681077,01
5,2,01-10,01-10,2,60,6.247397,0.939431,10
6,2,01-10,01-10,2,68,0.41441,6.358797,01
6,2,01-10,01-10,2,32,6.470773,1.442813,10
7,1,01,01,1,100,1.942259,5.805657,01
8,2,01-10,01-10,2,85,0.774922,7.112,01
8,2,01-10,01-10,2,15,6.610178,1.8868,10
9,1,01,01,1,100,0.764606,5.149191,01
10,1,10,01-10,1,100,7.176089,-1.130927,10
11,2,01-10,01-10,2,69,1.133889,6.493008,01
11,2,01-10,01-10,2,31,7.275062,-0.02222,10
12,1,01,01-10,1,100,-1.438775,6.763879,01
13,1,01,01,1,100,-1.423627,6.255588,01
14,1,01,01,1,100,-0.480934,7.260093,01
15,1,01,01,1,100,1.59519,6.872984,01
16,1,01,01-10,1,100,-2.005271,7.480323,01
17,2,01-10,01-10,2,81,6.757919,1.181969,10
17,2,01-10,01-10,2,19,1.28719,6.427559,01
18,1,10,01-10,1,100,7.862763,1.057016,10
19,2,01-10,01-10,2,66,2.380209,6.247397,01
19,2,01-10,01-10,2,34,6.536368,3.286149,10
20,1,10,10,1,100,8.265477,1.687683,10
21,1,01,01,1,100,0.509331,6.787212,01
22,1,10,10,1,100,5.957488,0.399247,10
23,1,01,01-10,1,100,0.672904,5.463356,01
24,1,01,01-10,1,100,-0.878598,7.716662,01
25,2,01-10,01-10,2,90,0.044846,6.839558,01
25,2,01-10,01-10,2,10,6.172767,0.672274,10
26,1,01,01,1,100,-1.01484,7.757229,01
27,1,10,10,1,100,7.351636,2.929136,10
28,2,01-10,01-10,2,73,2.65772,6.547375,01
28,2,01-10,01-10,2,27,5.919324,3.566485,10
29,1,01,01,1,100,-2.520132,4.957875,01
30,1,10,10,1,100,6.423499,-0.965877,10
31,2,01-10,01-10,2,99,6.426456,-2.369189,10
31,2,01-10,01-10,2,1,4.179548,3.318146,01
32,1,01,01,1,100,-3.72e-4,6.842105,01
33,2,01-10,01-10,2,82,7.074336,2.486504,10
33,2,01-10,01-10,2,18,3.247305,5.526882,01
34,1,10,10,1,100,6.740709,-3.310931,10
35,1,01,01,1,100,-1.505902,7.411012,01
36,1,01,01,1,100,0.746201,8.0208,01
37,1,01,01,1,100,-2.148156,8.530749,01
38,2,01-10,01-10,2,16,2.011189,4.800475,01
38,2,01-10,01-10,2,84,3.966124,1.852279,10
39,2,01-10,01-10,2,79,6.028445,1.281562,10
39,2,01-10,01-10,2,21,2.018824,7.446472,01
40,1,01,01,1,100,2.959557,6.685123,01
41,1,01,01,1,100,-2.059244,6.547449,01
42,1,10,10,1,100,7.549649,-1.735111,10
43,1,01,01,1,100,1.646931,7.816279,01
44,1,01,01-10,1,100,-1.002781,5.869345,01
45,2,01-10,01-10,2,37,5.749949,2.569319,10
45,2,01-10,01-10,2,63,-0.262774,7.357346,01
46,2,01-10,01-10,2,47,7.871467,2.003625,10
46,2,01-10,01-10,2,53,2.282436,6.361667,01
47,1,01,01-10,1,100,-0.704922,7.071697,01
48,2,01-10,01-10,2,50,6.555244,2.286995,10
48,2,01-10,01-10,2,50,0.543394,7.06343,01
49,1,10,01-10,1,100,7.3847950000000004,2.040502,10
50,1,01,01,1,100,-2.132049,5.25706,01
51,2,01-10,01-10,2,26,6.527259,2.016175,10
51,2,01-10,01-10,2,74,0.494325,7.283139,01
52,1,01,01,1,100,0.148699,6.441125,01
53,2,01-10,01-10,2,84,-0.564605,5.491809,01
53,2,01-10,01-10,2,16,5.059949,2.363465,10
54,1,10,01-10,1,100,3.913963,0.127514,10
55,2,01-10,01-10,2,36,5.464511,1.225428,10
55,2,01-10,01-10,2,64,0.378842,7.68943,01
56,1,01,01,1,100,0.587264,6.689808,01
57,2,01-10,01-10,2,76,7.51802,1.977877,10
57,2,01-10,01-10,2,24,5.391522,7.430413,01
58,1,10,10,1,100,6.153525,3.335821,10
59,1,10,10,1,100,5.975363,-1.533662,10
60,1,10,10,1,100,6.757511,-1.495025,10
61,1,01,01,1,100,0.188127,4.519736,01
62,1,01,01,1,100,0.232655,7.471923,01
63,1,10,01-10,1,100,6.381118,2.088554,10
64,1,01,01-10,1,100,0.294798,7.750611,01
65,2,01-10,01-10,2,72,3.873898,8.296335,01
65,2,01-10,01-10,2,28,7.593374,3.216377,10
66,1,01,01,1,100,0.55407,6.360704,01
67,1,10,01-10,1,100,8.210801,-1.375001,10
68,1,01,01,1,100,2.827219,7.905007,01
69,2,01-10,01-10,2,57,6.507089,2.692197,10
69,2,01-10,01-10,2,43,2.054205,6.969781,01
70,2,01-10,01-10,2,37,2.262032,6.103917,01
70,2,01-10,01-10,2,63,5.928635,0.607716,10
71,2,01-10,01-10,2,85,-1.961665,6.219471,01
71,2,01-10,01-10,2,15,4.434649,1.705229,10
72,2,01-10,01-10,2,71,-0.330273,7.260188,01
72,2,01-10,01-10,2,29,4.686871,1.8301,10
73,2,01-10,01-10,2,22,6.973777,1.147888,10
73,2,01-10,01-10,2,78,1.593796,7.498537,01
74,1,01,01,1,100,0.091729,5.32018,01
75,1,10,10,1,100,6.735675,-4.378289,10
76,1,01,01-10,1,100,-0.563346,6.831332,01
77,1,01,01-10,1,100,-1.005788,8.705036,01
78,1,01,01,1,100,-1.401935,6.063969,01
79,2,01-10,01-10,2,82,6.673168,-2.381116,10
79,2,01-10,01-10,2,18,0.266516,3.899337,01
80,1,01,01,1,100,-0.748927,4.936315,01
81,2,01-10,01-10,2,42,8.188786,2.060581,10
81,2,01-10,01-10,2,58,3.637836,8.39736,01
82,2,01-10,01-10,2,64,6.501705,0.993202,10
82,2,01-10,01-10,2,36,0.594042,7.588604,01
83,2,01-10,01-10,2,83,2.496447,6.639916,01
83,2,01-10,01-10,2,17,7.680526,0.891297,10
84,1,01,01-10,1,100,0.388837,8.66459,01
85,1,11,11,1,100,3.696029,6.591121,11
86,2,01-10,01-10,2,72,4.82439,-1.643352,10
86,2,01-10,01-10,2,28,2.144168,4.026385,01
87,2,01-10,01-10,2,96,0.604317,8.66394,01
87,2,01-10,01-10,2,4,6.386456,3.049772,10
88,1,10,10,1,100,8.157507,2.901813,10
89,1,01,01-10,1,100,3.422546,8.062348,01
90,1,01,01-10,1,100,-1.084761,4.508366,01
91,1,00,00,1,100,2.808992,3.906622,00
92,2,01-10,01-10,2,92,-1.077253,6.867085,01
92,2,01-10,01-10,2,8,5.437709,0.750164,10
93,2,01-10,01-10,2,17,6.80866,0.481991,10
93,2,01-10,01-10,2,83,0.237675,6.344698,01
94,1,10,10,1,100,6.565982,-3.050667,10
95,2,01-10,01-10,2,82,0.27404,7.146793,01
95,2,01-10,01-10,2,18,6.549976,0.554856,10
96,2,01-10,01-10,2,56,3.412489,6.936423,01
96,2,01-10,01-10,2,44,7.872807,0.338789,10
97,2,01-10,01-10,2,91,0.319605,5.870991,01
97,2,01-10,01-10,2,9,6.388676,2.346764,10
98,2,01-10,01-10,2,69,0.915067,6.075337,01
98,2,01-10,01-10,2,31,6.961204,1.620865,10
99,2,01-10,01-10,2,61,1.846355,6.335858,01
99,2,01-10,01-10,2,39,6.631111,0.10918,10
100,2,01-10,01-10,2,98,0.882751,8.276874,01
100,2,01-10,01-10,2,2,6.471049,1.838743,10
101,2,01-10,01-10,2,56,7.020099,2.109029,10
101,2,01-10,01-10,2,44,2.442742,6.198566,01
102,1,10,01-10,1,100,6.463345,-0.934209,10
103,2,01-10,01-10,2,34,2.077047,7.78532,01
103,2,01-10,01-10,2,66,8.093947,1.325984,10
104,2,01-10,01-10,2,76,6.599458,3.461751,10
104,2,01-10,01-10,2,24,1.2757,9.112711,01
105,2,01-10,01-10,2,12,6.489681,1.68128,10
105,2,01-10,01-10,2,88,0.046431,6.518373,01
106,1,10,01-10,1,100,6.875567,1.291082,10
107,1,01,01,1,100,-1.676652,8.47662,01
108,2,01-10,01-10,2,62,1.767534,7.957775,01
108,2,01-10,01-10,2,38,7.733396,2.171378,10
109,1,01,01,1,100,-2.607603,7.345787,01
110,1,01,01-10,1,100,0.117699,8.714156,01
111,1,10,01-10,1,100,6.390636,-1.837711,10
112,2,01-10,01-10,2,76,4.464785,1.716155,10
112,2,01-10,01-10,2,24,-1.277186,5.895897,01
113,2,01-10,01-10,2,86,-0.535074,7.291974,01
113,2,01-10,01-10,2,14,5.399934,2.110118,10
114,2,01-10,01-10,2,23,1.725371,6.971329,01
114,2,01-10,01-10,2,77,6.561493,0.628144,10
115,2,01-10,01-10,2,44,6.684278,2.290619,10
115,2,01-10,01-10,2,56,1.348041,7.994786,01
116,1,01,01,1,100,-1.747082,7.696125,01
117,1,01,01,1,100,-2.640963,7.186049,01
118,1,01,01,1,100,2.797469,8.607482,01
119,1,11,11,1,100,3.907526,4.669291,11
120,1,11,11,1,100,1.555417,8.254369,11
121,2,01-10,01-10,2,97,0.245938,7.55456,01
121,2,01-10,01-10,2,3,5.757644,2.24824,10
122,1,10,10,1,100,7.869845,-0.100564,10
123,2,01-10,01-10,2,75,-0.241642,7.095572,01
123,2,01-10,01-10,2,25,6.19965,2.018913,10
124,1,01,01,1,100,-2.128104,6.032246,01
125,1,01,01-10,1,100,0.801423,7.895455,01
126,1,01,01-10,1,100,1.609507,5.089635,01
127,2,01-10,01-10,2,94,6.063042,-0.049631,10
127,2,01-10,01-10,2,6,2.353733,5.390343,01
128,1,01,01-10,1,100,0.283323,7.543462,01
129,2,01-10,01-10,2,82,9.558184,2.327019,10
129,2,01-10,01-10,2,18,3.695053,5.180863,01
130,1,01,01,1,100,-2.494488,7.467216,01
131,1,10,10,1,100,6.165907,-2.257809,10
132,2,01-10,01-10,2,95,7.008443,0.480189,10
132,2,01-10,01-10,2,5,2.019269,6.497116,01
133,1,10,10,1,100,7.996618,0.982502,10
134,1,01,01,1,100,1.456289,8.961201,01
135,1,01,01,1,100,-3.48193,8.750619,01
136,1,01,01-10,1,100,-0.331211,6.661754,01
137,1,10,10,1,100,8.340849,3.341461,10
138,2,01-10,01-10,2,91,6.283828,1.100327,10
138,2,01-10,01-10,2,9,5.048735,5.398143,01
139,1,10,10,1,100,4.801527,0.962598,10
140,1,10,10,1,100,8.925098,2.991492,10
141,2,01-10,01-10,2,91,5.567474,0.065504,10
141,2,01-10,01-10,2,9,1.195772,5.848228,01
142,2,01-10,01-10,2,91,1.59587,6.284311,01
142,2,01-10,01-10,2,9,6.913467,4.346405,10
