parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,002,002,002,1,1,0.462412,-3.432981,3.474642,1
2,3,020-200-201,201,020-201,3,0.64,6.933194,-4.506655,0.164547,0.64
2,3,020-200-201,020,020-201,3,0.1,0.978666,5.221728,-0.449964,0.1
2,3,020-200-201,200,020-201,3,0.26,6.933194,0.01395,-0.331187,0.26
3,3,002-120-201,201,002-120-201,3,0.4,3.150171,-6.444581,0.543936,0.4
3,3,002-120-201,120,002-120-201,3,0.07,-2.161202,4.492237,-2.390637,0.07
3,3,002-120-201,002,002-120-201,3,0.53,-2.997242,-1.012137,7.000193,0.53
4,3,012-020-201,201,012-020-201,3,0.04,5.60228,-7.351552,1.202818,0.04
4,3,012-020-201,012,012-020-201,3,0.57,-7.112398,-0.731422,6.165591,0.57
4,3,012-020-201,020,012-020-201,3,0.39,-1.029161,5.776997,-0.032885,0.39
5,1,022,022,022,1,1,-4.836346,3.243548,4.282083,1
6,2,021-220,220,021-220,2,0.45,0.380063,0.8262,-5.257763,0.45
6,2,021-220,021,021-220,2,0.55,-5.692829,5.709473,-0.110256,0.55
7,1,220,220,220,1,1,4.43211,2.572395,-6.198753,1
8,2,102-210,102,102-210,2,0.9,0.616202,-1.239894,2.353016,0.9
8,2,102-210,210,102-210,2,0.1,5.436688,-0.1618,-3.561357,0.1
9,2,202-220,220,202-220,2,0.77,0.778024,2.752895,-3.739626,0.77
9,2,202-220,202,202-220,2,0.23,2.073591,-3.353927,2.850955,0.23
10,2,002-200,200,002-200,2,0.88,6.863346,-2.925595,-1.590989,0.88
10,2,002-200,002,002-200,2,0.12,0.41388200000000003,-1.033261,4.492237,0.12
11,2,022-120,120,022-120,2,0.19,1.298345,6.138652,-0.431297,0.19
11,2,022-120,022,022-120,2,0.81,-4.966652,3.17016,1.264067,0.81
12,1,202,202,202,1,1,1.960534,-5.602805,1.351118,1
13,2,022-211,022,022,2,0.03,-0.739154,2.453179,1.397814,0.03
13,2,022-211,211,022,2,0.97,1.787086,1.025343,0.710072,0.97
14,1,002,002,002,1,1,-1.542384,-2.056013,6.824087,1
15,2,002-201,201,002-201,2,0.03,3.150171,-7.859011,0.550729,0.03
15,2,002-201,002,002-201,2,0.97,-3.306085,-1.791872,7.000193,0.97
16,2,012-202,202,012-202,2,0.17,2.31683,-4.327011,3.602436,0.17
16,2,012-202,012,012-202,2,0.83,-3.316442,0.181438,7.824425,0.83
17,2,120-200,200,120-200,2,0.86,6.79027,-2.951711,0.059812,0.86
17,2,120-200,120,120-200,2,0.14,0.749068,3.68446,-5.475143,0.14
18,2,022-121,121,022-121,2,0.1,0.353092,0.081012,-1.865899,0.1
18,2,022-121,022,022-121,2,0.9,-5.378619,0.081012,4.717245,0.9
19,2,022-202,022,022-202,2,0.74,-3.466213,1.167465,1.452657,0.74
19,2,022-202,202,022-202,2,0.26,1.171554,-4.322287,3.263631,0.26
20,1,022,022,022,1,1,-5.253741,2.121181,4.090096,1
21,3,012-020-201,020,012-020-201,3,0.18,-0.526507,5.466123,0.260923,0.18
21,3,012-020-201,201,012-020-201,3,0.13,6.093484,-5.695125,1.165426,0.13
21,3,012-020-201,012,012-020-201,3,0.69,-6.553542,0.503351,6.897139,0.69
22,1,020,020,020,1,1,-4.011634,7.598247,-1.262519,1
23,2,020-201,201,020-201,2,0.69,3.136993,-0.894321,0.557774,0.69
23,2,020-201,020,020-201,2,0.31,-0.071676,4.826926,-0.842571,0.31
24,2,201-210,210,201-210,2,0.43,7.083841,0.362021,-5.511188,0.43
24,2,201-210,201,201-210,2,0.57,7.083841,-4.872502,0.18396,0.57
25,3,012-021-220,220,012-021-220,3,0.85,2.695907,1.219078,-6.665979,0.85
25,3,012-021-220,012,012-021-220,3,0.05,-3.106967,0.405288,6.359702,0.05
25,3,012-021-220,021,012-021-220,3,0.1,-2.47649,6.979375,-0.139865,0.1
26,2,120-210,120,120-210,2,0.25,0.749068,3.68446,-5.225218,0.25
26,2,120-210,210,120-210,2,0.75,6.79027,0.364248,-5.225218,0.75
27,1,021,021,021,1,1,-5.182934,6.448768,0.816707,1
28,1,012,012,012,1,1,-3.714854,0.873414,7.35645,1
29,1,210,210,210,1,1,3.770386,1.047089,1.057304,1
30,1,012,012,012,1,1,-6.553542,0.503351,6.897139,1
31,3,021-102-120,021,021-102-120,3,0.43,-6.668924,5.893865,0.365729,0.43
31,3,021-102-120,120,021-102-120,3,0.06,-0.218444,5.893865,-4.353928,0.06
31,3,021-102-120,102,021-102-120,3,0.51,-0.232599,0.655674,1.686214,0.51
32,1,200,200,200,1,1,8.058421,-1.711943,-2.633862,1
33,1,220,220,220,1,1,6.138615,5.993599,-5.375386,1
34,1,021,021,021,1,1,-6.270639,6.448768,-0.747218,1
35,3,022-202-220,220,022-202-220,3,0.36,2.635952,2.726705,-3.973246,0.36
35,3,022-202-220,022,022-202-220,3,0.48,-3.511411,1.648612,0.955502,0.48
35,3,022-202-220,202,022-202-220,3,0.16,1.799914,-3.805519,1.941155,0.16
