parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,120-201,120,120-201,2,0.95,0.327438,7.331582,-2.490272,0.95
1,2,120-201,201,120-201,2,0.05,5.093568,-2.683419,0.444166,0.05
2,2,021-200,021,021-200,2,0.94,-6.082913,4.67978,0.378863,0.94
2,2,021-200,200,021-200,2,0.06,3.34521,-1.330909,-0.10878,0.06
3,1,012,012,012,1,1,-4.628383,0.698043,6.160449,1
4,1,200,200,200,1,1,6.746257,0.351319,-2.745656,1
5,2,021-201,021,021-201,2,0.09,-4.638406,4.509894,0.238475,0.09
5,2,021-201,201,021-201,2,0.91,1.89819,0.193977,0.139478,0.91
6,2,102-120,120,102-120,2,0.91,0.73045,1.2233290000000001,-0.429173,0.91
6,2,102-120,102,102-120,2,0.09,0.37598,-4.882594,5.394774,0.09
7,1,021,021,021,1,1,-4.082461,4.754148,0.550907,1
8,2,012-210,012,012-210,2,0.06,-5.805575,1.648184,6.452273,0.06
8,2,012-210,210,012-210,2,0.94,0.703983,1.442345,-0.060083,0.94
9,3,022-102-220,102,022-102-220,3,0.32,-0.150875,-3.522571,5.726811,0.32
9,3,022-102-220,022,022-102-220,3,0.43,-4.684304,1.211188,0.355819,0.43
9,3,022-102-220,220,022-102-220,3,0.25,1.762587,1.431488,-4.81911,0.25
10,2,012-021,021,012-021,2,0.83,-1.752652,6.426923,0.391762,0.83
10,2,012-021,012,012-021,2,0.17,-1.752652,0.594694,6.737616,0.17
11,2,022-120,120,022-120,2,0.24,1.546052,7.116507,-5.945602,0.24
11,2,022-120,022,022-120,2,0.76,-4.021582,1.562701,0.928736,0.76
12,3,012-120-202,202,012-120-202,3,0.29,1.415474,-6.594886,1.375687,0.29
12,3,012-120-202,012,012-120-202,3,0.69,-4.792793,-1.312717,6.781624,0.69
12,3,012-120-202,120,012-120-202,3,0.02,0.166032,4.685667,-0.39859,0.02
13,1,022,022,022,1,1,-6.812581,4.379146,2.56277,1
14,1,220,220,220,1,1,2.232098,3.797351,-4.263566,1
15,1,201,201,201,1,1,7.070047,-5.89367,0.148135,1
16,4,022-102-201-220,220,022-102-201-220,4,0.45,2.448672,1.990548,-2.010597,0.45
16,4,022-102-201-220,201,022-102-201-220,4,0.02,5.412171,-3.720775,1.437742,0.02
16,4,022-102-201-220,022,022-102-201-220,4,0.34,-3.266942,1.140488,4.152763,0.34
16,4,022-102-201-220,102,022-102-201-220,4,0.19,-0.303443,-3.720775,7.601116,0.19
17,1,002,002,002,1,1,0.473472,0.068923,7.509872,1
18,2,022-201,201,201,2,0.95,5.978204,-4.763167,0.387093,0.95
18,2,022-201,022,201,2,0.05,-4.561518,1.468486,4.521151,0.05
19,1,202,202,202,1,1,1.324917,-5.323239,2.139074,1
20,2,021-220,021,021-220,2,0.47,-4.001355,7.436274,1.156582,0.47
20,2,021-220,220,021-220,2,0.53,1.591492,2.153428,-5.055841,0.53
21,2,120-202,120,120-202,2,0.84,0.956629,7.760358,-3.776006,0.84
21,2,120-202,202,120-202,2,0.16,3.665217,-2.380668,0.757425,0.16
22,1,120,120,120,1,1,1.002402,6.87878,-6.900401,1
23,2,012-022,012,012,2,0.83,-4.769691,-0.270589,7.263202,0.83
23,2,012-022,022,012,2,0.17,-4.769711,1.403018,1.639084,0.17
24,1,021,021,021,1,1,-8.576875,6.252968,0.660269,1
25,1,022,022,022,1,1,-6.056734,1.476477,0.519586,1
26,2,012-210,210,012-210,2,0.99,1.626903,0.826376,-1.99511,0.99
26,2,012-210,012,012-210,2,0.01,-4.832197,0.61331,3.867765,0.01
27,2,012-202,012,012-202,2,0.36,-3.952296,0.338888,7.545011,0.36
27,2,012-202,202,012-202,2,0.64,0.198164,-5.212668,5.920301,0.64
28,1,210,210,210,1,1,7.279589,-0.334867,-7.064654,1
29,2,022-220,220,022-220,2,0.73,3.927738,1.826641,-0.606226,0.73
29,2,022-220,022,022-220,2,0.27,-2.189426,4.606845,5.109389,0.27
30,1,002,002,002,1,1,-2.482046,-0.219871,7.272945,1
31,1,002,002,002,1,1,0.393385,-0.242793,6.379245,1
32,2,202-220,202,202-220,2,0.16,1.450602,-2.770971,3.992697,0.16
32,2,202-220,220,202-220,2,0.84,2.273039,3.582756,-2.227625,0.84
33,2,202-220,220,202-220,2,0.44,5.30035,2.214367,-1.563864,0.44
33,2,202-220,202,202-220,2,0.56,5.889289,-1.369115,1.482875,0.56
34,1,120,120,120,1,1,-0.958418,6.910794,-4.692438,1
35,1,200,200,200,1,1,7.690126,-0.045363,-0.405143,1
36,3,021-201-220,201,021-201,3,0.08,5.167925,-4.725033,0.032433,0.08
