parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,-0.401543,6.351903,01
2,2,01-10,01-10,2,29,0.084644,4.589247,01
2,2,01-10,01-10,2,71,5.381003,-1.652335,10
3,2,01-10,01-10,2,77,6.294518,0.659969,10
3,2,01-10,01-10,2,23,3.795947,7.169241,01
4,2,01-10,01-10,2,38,1.970129,6.211684,01
4,2,01-10,01-10,2,62,5.766356,1.313811,10
5,2,01-10,01-10,2,80,-0.267896,5.88427,01
5,2,01-10,01-10,2,20,4.27928,1.664915,10
6,1,10,10,1,100,6.495861,1.360614,10
7,1,01,01,1,100,0.40913,7.258611,01
8,2,01-10,01-10,2,70,0.448978,6.684841,01
8,2,01-10,01-10,2,30,6.336392,1.038006,10
9,2,01-10,01-10,2,78,0.861767,6.704062,01
9,2,01-10,01-10,2,22,7.354342,1.489612,10
10,1,01,01,1,100,-0.072357,5.423094,01
11,2,01-10,01-10,2,81,0.281979,7.552051,01
11,2,01-10,01-10,2,19,6.150626,1.613969,10
12,1,10,10,1,100,6.725322,0.396381,10
13,1,01,01,1,100,3.111253,7.810399,01
14,2,01-10,01-10,2,38,1.151703,5.06862,01
14,2,01-10,01-10,2,62,5.148975,0.256262,10
15,1,10,10,1,100,5.968911,0.053646,10
16,2,01-10,01-10,2,31,5.405487,1.007765,10
16,2,01-10,01-10,2,69,1.835648,5.960173,01
17,1,10,10,1,100,7.274141,-3.85164,10
18,2,01-10,01-10,2,83,5.457746,1.820199,10
18,2,01-10,01-10,2,17,1.035575,7.209847,01
19,1,01,01,1,100,-1.286192,7.766414,01
20,1,10,10,1,100,8.145047,-1.471897,10
21,1,01,01-10,1,100,-2.243074,7.385797,01
22,2,01-10,01-10,2,91,-0.713053,4.65101,01
22,2,01-10,01-10,2,9,4.096733,-0.152677,10
23,2,01-10,01-10,2,99,-2.12019,5.379797,01
23,2,01-10,01-10,2,1,4.167509,-0.300875,10
24,2,01-10,01-10,2,82,-1.598588,7.052718,01
24,2,01-10,01-10,2,18,5.039994,0.948497,10
25,1,10,10,1,100,7.992393,-2.189662,10
26,1,01,01,1,100,-2.967895,7.502827,01
27,2,01-10,01-10,2,35,0.839624,5.203057,01
27,2,01-10,01-10,2,65,6.498064,-1.001132,10
28,2,01-10,01-10,2,68,6.610862,0.689087,10
28,2,01-10,01-10,2,32,0.002327,6.554555,01
29,2,01-10,01-10,2,48,2.449001,7.441125,01
29,2,01-10,01-10,2,52,7.689977,1.167408,10
30,1,01,01,1,100,-0.535488,5.304008,01
31,2,01-10,01-10,2,82,5.475337,-0.175896,10
31,2,01-10,01-10,2,18,-0.258368,3.963365,01
32,1,10,10,1,100,7.060483,-1.566763,10
33,2,01-10,01-10,2,57,6.525326,-0.381344,10
33,2,01-10,01-10,2,43,0.57264,6.075405,01
34,2,01-10,01-10,2,76,6.562276,0.844871,10
34,2,01-10,01-10,2,24,0.285633,6.296446,01
35,1,10,10,1,100,6.886987,-2.355396,10
36,2,01-10,01-10,2,89,-0.284168,6.330413,01
36,2,01-10,01-10,2,11,6.286603,0.06281,10
37,1,01,01,1,100,0.569563,7.785371,01
38,1,01,01,1,100,2.685552,6.119664,01
39,1,10,10,1,100,5.260001,-2.549706,10
40,1,01,01,1,100,3.311352,7.840375,01
41,1,10,10,1,100,6.435207,2.921394,10
42,1,10,10,1,100,7.967954,-0.429446,10
43,2,01-10,01-10,2,94,-0.292724,7.455492,01
43,2,01-10,01-10,2,6,5.260118,1.097198,10
44,2,01-10,01-10,2,78,6.490804,0.936269,10
44,2,01-10,01-10,2,22,2.390116,6.086789,01
45,1,01,01,1,100,-0.31521,6.777762,01
46,1,01,01,1,100,0.172952,7.136613,01
47,1,10,10,1,100,6.54793,1.829845,10
48,2,01-10,01-10,2,22,3.004494,6.665632,01
48,2,01-10,01-10,2,78,7.184772,0.30061,10
49,2,01-10,01-10,2,54,8.380435,1.721906,10
49,2,01-10,01-10,2,46,2.334749,7.967954,01
50,1,01,01,1,100,1.623002,7.094926,01
51,1,11,11,1,100,2.637,7.451459,11
52,1,10,10,1,100,7.64905,0.03837,10
53,1,11,11,1,100,2.423311,3.322523,11
54,2,01-10,01-10,2,79,8.166843,1.598107,10
54,2,01-10,01-10,2,21,1.649028,5.367985,01
55,2,01-10,01-10,2,67,1.846142,8.1121,01
55,2,01-10,01-10,2,33,6.822722,1.531254,10
56,2,01-10,01-10,2,82,6.155098,-0.86395,10
56,2,01-10,01-10,2,18,1.794058,5.703349,01
57,1,10,10,1,100,8.619923,1.201688,10
58,1,01,01,1,100,0.508627,7.328931,01
59,1,01,01,1,100,-0.731439,8.365476,01
60,1,01,01,1,100,-2.771577,5.62289,01
61,1,11,11,1,100,2.744147,5.244469,11
62,2,01-10,01-10,2,51,7.705326,-0.38716,10
62,2,01-10,01-10,2,49,1.584238,5.920095,01
63,1,01,01,1,100,1.042768,6.199419,01
64,1,01,01,1,100,2.212441,7.980306,01
65,2,01-10,01-10,2,93,9.190527,-1.164192,10
65,2,01-10,01-10,2,7,2.612508,5.436609,01
66,2,01-10,01-10,2,62,5.994791,-0.597054,10
66,2,01-10,01-10,2,38,0.822879,5.931279,01
67,2,01-10,01-10,2,44,-0.852264,7.091617,01
67,2,01-10,01-10,2,56,5.656687,0.886408,10
68,2,01-10,01-10,2,32,4.638001,-0.06571,10
68,2,01-10,01-10,2,68,-0.717227,6.480419,01
69,1,10,10,1,100,7.568758,-3.073077,10
70,2,01-10,01-10,2,99,-0.164397,6.754783,01
70,2,01-10,01-10,2,1,4.585878,0.413627,10
71,2,01-10,01-10,2,37,6.414586,2.133657,10
71,2,01-10,01-10,2,63,0.554979,6.401203,01
72,2,01-10,01-10,2,75,0.854009,5.440403,01
72,2,01-10,01-10,2,25,3.934593,-0.167386,10
73,2,01-10,01-10,2,54,0.646032,7.018267,01
73,2,01-10,01-10,2,46,7.215263,2.539033,10
74,2,01-10,01-10,2,34,6.983576,1.047929,10
74,2,01-10,01-10,2,66,2.419739,6.923414,01
75,1,01,01-10,1,100,-0.718518,8.816916,01
76,2,01-10,01-10,2,22,5.687698,0.524321,10
76,2,01-10,01-10,2,78,-0.860941,6.211504,01
77,1,01,01,1,100,-0.284868,9.497734,01
78,2,01-10,01-10,2,75,0.35292,8.187789,01
78,2,01-10,01-10,2,25,6.989164,2.21376,10
79,2,01-10,01-10,2,90,9.136088,-2.970286,10
79,2,01-10,01-10,2,10,2.817706,3.591819,01
80,2,01-10,01-10,2,84,-0.244378,8.320552,01
80,2,01-10,01-10,2,16,5.972654,2.786283,10
81,1,01,01,1,100,-2.866064,7.850003,01
82,1,01,01,1,100,-1.646087,7.51931,01
83,1,10,10,1,100,6.89403,1.302766,10
84,1,01,01,1,100,-0.98781,8.258276,01
85,1,10,10,1,100,7.13248,1.214438,10
86,2,01-10,01-10,2,83,5.33173,-0.079843,10
86,2,01-10,01-10,2,17,-0.751612,5.596781,01
87,1,10,10,1,100,6.289755,1.613623,10
88,1,10,10,1,100,8.006909,1.521622,10
89,2,01-10,01-10,2,75,5.921099,0.754725,10
89,2,01-10,01-10,2,25,0.612851,4.352025,01
90,1,01,01,1,100,-2.679664,4.926536,01
91,1,10,10,1,100,8.336516,1.705431,10
92,2,01-10,01-10,2,34,-0.585373,6.22598,01
92,2,01-10,01-10,2,66,4.971933,0.757008,10
93,1,10,10,1,100,7.076558,-1.113554,10
94,1,10,10,1,100,7.844322,-0.001771,10
95,1,10,10,1,100,6.310952,1.175912,10
96,2,01-10,01-10,2,56,3.8069,6.801332,01
96,2,01-10,01-10,2,44,6.906547,1.333322,10
97,1,11,11,1,100,5.903207,1.125215,11
98,1,01,01,1,100,-3.693954,6.462492,01
99,1,10,10,1,100,6.752047,0.262972,10
100,1,10,10,1,100,7.65772,-4.662748,10
101,2,01-10,01-10,2,44,0.769284,6.688553,01
101,2,01-10,01-10,2,56,6.818318,1.889651,10
102,2,01-10,01-10,2,68,9.497597,4.145279,10
102,2,01-10,01-10,2,32,3.310026,7.634235,01
103,2,01-10,01-10,2,98,-1.166975,8.82736,01
103,2,01-10,01-10,2,2,4.401232,3.318688,10
104,2,01-10,01-10,2,49,4.752528,1.597563,10
104,2,01-10,01-10,2,51,1.496946,6.432678,01
105,2,01-10,01-10,2,88,-1.061808,7.524846,01
105,2,01-10,01-10,2,12,5.550411,1.371706,10
106,2,01-10,01-10,2,77,6.675883,-1.289284,10
106,2,01-10,01-10,2,23,1.253939,5.340837,01
107,2,01-10,01-10,2,68,5.918783,-1.100541,10
107,2,01-10,01-10,2,32,-0.490099,5.260169,01
108,1,01,01,1,100,-0.308566,7.772631,01
109,2,01-10,01-10,2,99,6.372643,-0.447652,10
109,2,01-10,01-10,2,1,3.216401,6.125127,01
110,2,01-10,01-10,2,74,6.320095,-0.541041,10
110,2,01-10,01-10,2,26,0.169676,5.950285,01
111,1,10,10,1,100,7.423284,0.294248,10
112,2,01-10,01-10,2,78,1.64121,7.12513,01
112,2,01-10,01-10,2,22,6.035315,1.276616,10
113,1,10,10,1,100,7.970892,0.213924,10
114,1,10,10,1,100,6.360887,-0.899798,10
115,2,01-10,01-10,2,91,5.742512,-0.394047,10
115,2,01-10,01-10,2,9,0.893337,6.036057,01
116,2,01-10,01-10,2,92,-0.419837,6.624812,01
116,2,01-10,01-10,2,8,6.122733,0.832537,10
117,2,01-10,01-10,2,68,7.031429,0.663188,10
117,2,01-10,01-10,2,32,0.491194,6.252923,01
118,2,01-10,01-10,2,82,3.831499,1.705428,10
118,2,01-10,01-10,2,18,0.452799,7.529725,01
119,1,01,01,1,100,-4.380053,5.548867,01
120,2,01-10,01-10,2,95,-1.237484,6.619263,01
120,2,01-10,01-10,2,5,5.0827,0.47535,10
121,2,01-10,01-10,2,57,6.436386,2.159621,10
121,2,01-10,01-10,2,43,0.382696,5.882872,01
122,1,01,01,1,100,-4.037109,7.601134,01
123,2,01-10,01-10,2,77,0.976011,8.023708,01
123,2,01-10,01-10,2,23,5.4620050000000004,4.113726,10
124,2,01-10,01-10,2,54,6.272109,0.449663,10
124,2,01-10,01-10,2,46,-0.32259,6.817302,01
125,2,01-10,01-10,2,75,-0.051064,5.283448,01
125,2,01-10,01-10,2,25,5.628215,3.043674,10
126,1,10,10,1,100,8.155675,-1.481553,10
127,1,01,01,1,100,0.705155,8.389464,01
128,1,01,01,1,100,0.515135,8.74426,01
129,2,01-10,01-10,2,26,3.036642,6.900951,01
129,2,01-10,01-10,2,74,5.017971,0.645157,10
