1.010,5.090	25.456,0.104
0.001,39.594
2.927,7.578	67.190,0.091
35.219,0.824	0.044,68.115
0.008,15.773
74.195,1.579	0.059,34.468
1.155,15.314	78.440,0.225
141.667,1.354	0.462,96.705
0.031,198.166
106.092,1.192	0.072,58.401
22.962,1.417	0.037,35.474
83.957,1.988	0.483,79.736
133.542,1.948	0.347,60.412
94.643,3.354	0.032,94.647
152.364,0.861	0.079,45.999	3.043,45.999
0.090,50.487
208.300,0.816	0.207,70.494
3.820,4.486	48.759,4.486	0.092,127.572
29.811,0.324	6.120,24.661
2.662,15.842	173.168,0.174
141.333,2.642	0.036,72.901
173.824,0.085
41.500,0.638	0.014,33.113
145.886,4.504	0.033,315.763
90.101,1.609	0.494,105.480
61.012,0.757	0.106,55.807
227.588,0.398	9.058,39.212
2.713,1.257	35.855,1.257	0.065,123.974
199.738,3.192	2.361,130.211
0.009,257.488
68.312,4.067	0.019,43.327
112.452,2.665	0.282,135.655
0.001,139.783
448.876,1.892	0.559,119.045
159.395,8.899	0.029,59.025
13.808,7.092	0.016,221.675	1.397,221.675
295.224,7.783	0.503,198.325	10.381,198.325
0.160,74.195	7.274,74.195
299.656,0.479	1.910,43.534
107.963,5.972	0.019,139.030
0.849,1.129	68.484,1.129	0.012,86.396
201.366,1.780
1.767,16.333	90.271,0.165
32.739,1.268	0.012,56.223
0.016,72.931
110.441,2.899	0.055,150.263
193.701,2.989	0.359,257.488
116.689,4.658	0.570,125.774
3.012,34.387	127.909,0.456
0.036,188.801
2.356,44.462	203.771,0.503
23.922,3.226	0.005,93.514
87.713,22.855	0.015,601.375
59.482,3.798	0.040,229.623
259.210,0.172
4.156,0.145	352.978,0.145	0.202,10.009
26.109,10.613	0.032,229.411
28.165,6.934	0.004,435.728
129.416,0.515	0.065,46.266
10.487,0.041	108.926,0.041	0.110,3.301
6.832,1.175	123.030,1.175	0.083,115.455
95.811,0.504
94.537,0.983	0.012,82.707
50.936,1.493	0.015,127.401
106.559,2.053	0.096,103.777
0.053,101.125
80.145,1.018	0.083,94.546	5.747,94.546
62.232,1.555	0.031,107.761
5.929,31.518	127.555,0.741
54.378,6.687	0.252,268.600
79.168,1.359	0.035,117.214
1.697,7.885	79.350,7.885	0.019,213.136
1.800,4.650	21.186,4.650	0.025,83.697
92.960,0.318	0.018,13.659
62.611,1.333	0.008,110.487
10.905,0.804	80.452,0.804	0.137,74.292
47.014,0.682	0.053,33.957	2.720,33.957
96.648,0.695	0.511,49.972
521.236,1.894	0.128,155.510	5.894,155.510
429.130,9.436	0.096,118.945
213.440,13.062	0.088,130.282
5.417,12.429	142.918,0.166
3.074,1.193	90.135,0.039
83.261,1.902	0.038,92.654
62.140,5.001	0.104,104.998	6.557,104.998
217.105,0.357	0.037,24.714
63.360,7.699	0.010,567.654
127.034,3.470	2.036,98.868
220.896,32.256	0.076,210.095	7.438,210.095
0.070,30.692
52.704,5.337	0.009,252.749
66.337,0.906	0.013,56.621
144.236,0.869	0.023,54.276
0.094,15.818
240.405,3.498	0.148,272.869
150.689,0.615	1.667,57.545	9.770,57.545
130.033,1.381	0.045,59.394	3.134,59.394
69.806,8.139	0.328,409.321
37.178,2.301	0.045,222.254
2.113,35.220	184.102,2.588
16.408,11.266	0.002,187.118
173.294,1.620	1.230,142.863
65.554,0.738	0.025,66.227
101.214,1.093	2.538,92.894
94.974,12.424	0.028,576.915
0.144,10.795	12.695,10.795
906.819,3.138
47.623,0.617	0.022,53.699
38.047,0.833	0.011,47.945
91.602,2.397	0.030,149.927
125.265,2.633	0.124,49.130
0.042,442.939
2.019,42.857	188.315,1.620
64.170,4.446	0.017,71.386
55.909,0.247	0.009,22.569
51.428,0.533	0.048,51.926	2.763,51.926
118.747,39.363	0.079,62.134	3.685,62.134
0.130,338.943	12.845,17.813
217.756,2.002	0.135,71.429	7.206,71.429
73.457,22.603	0.023,117.317
52.866,2.097	1.956,84.911
