120.253,0.785	0.225,74.785
0.000,88.005
1.102,27.067	52.450,0.305
89.361,14.642	0.027,107.343
60.968,1.251	0.024,84.644
0.026,169.739
132.563,2.058	0.028,135.118
98.031,3.317	0.336,93.811
68.516,0.783	0.083,74.771
93.139,1.770	0.011,110.992
1.230,7.586	86.174,0.153
158.289,2.790	0.049,85.656
195.781,1.979	0.071,127.887
0.794,24.047	45.790,0.853
82.992,0.350	0.028,21.741
1.819,31.572	91.284,0.517
58.799,5.225	0.512,117.370
9.576,3.003	127.518,3.003	0.188,87.591
32.141,0.479	0.005,41.589
199.591,1.062	0.131,93.930
29.317,1.082	0.005,62.918
87.332,2.305	0.025,114.086
0.772,20.991	51.995,0.856
0.006,32.443
94.308,3.732	0.020,146.131
57.090,0.583	0.008,50.644
93.403,1.304	0.207,70.577
242.843,1.836	0.044,118.770	2.842,118.770
133.264,3.925	0.020,206.668
142.672,0.919	0.027,90.335
5.369,22.421	264.247,0.283
16.138,3.302	0.158,247.354
87.231,1.304	0.013,101.596
128.755,0.556
70.724,1.945	0.015,155.833
5.214,22.711	87.710,22.711	0.064,60.245
151.357,0.526	0.074,51.426
3.072,23.196	131.874,0.423
10.308,1.171	295.148,1.171	0.108,56.783
79.439,1.222	0.035,74.856
0.042,67.133	1.708,67.133
0.014,327.653
168.113,2.831	0.128,249.710	2.061,249.710
207.137,2.107	1.817,30.086
146.030,2.163
0.946,6.612	79.513,0.093
216.013,1.007	0.139,86.849	3.137,86.849
0.850,23.976	84.858,0.590
192.079,2.033	0.275,112.136	3.322,112.136
76.835,3.370	0.009,87.632
16.351,1.592	0.002,49.931
181.229,3.598	1.554,207.375
0.003,97.057
7.656,39.569	487.988,0.540
3.527,0.159	87.778,0.159
221.468,1.083	0.097,100.605
12.618,5.703	592.435,5.703	0.200,142.025
0.201,28.653	14.573,0.852
113.923,2.101	0.279,76.141
174.024,0.539	0.147,52.421
199.802,0.532	1.040,48.060
0.018,56.886
58.105,3.493	0.932,82.020
