parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.446,-2.056966,6.224683,0.446
1,2,01-20,20,01-20,2,0.554,6.908731,-0.34727,0.554
2,1,01,01,01,1,1,-8.404417,6.459521,1
3,1,20,20,00-20,1,1,5.673897,0.072831,1
4,2,01-20,20,01-20,2,0.261,6.468718,3.881655,0.261
4,2,01-20,01,01-20,2,0.739,-3.929695,6.746077,0.739
5,2,01-20,20,01-20,2,0.205,5.922674,0.440189,0.205
5,2,01-20,01,01-20,2,0.795,-2.092472,6.403267,0.795
6,1,01,01,01,1,1,-5.272979,7.407177,1
7,2,01-20,01,01-20,2,0.48,-4.772882,7.077913,0.48
7,2,01-20,20,01-20,2,0.52,7.047177,1.103711,0.52
8,2,01-20,01,01-20,2,0.739,-1.482886,6.55168,0.739
8,2,01-20,20,01-20,2,0.261,6.590576,1.738806,0.261
9,2,01-20,01,01-20,2,0.614,-0.621306,6.167708,0.614
9,2,01-20,20,01-20,2,0.386,6.097196,-0.078181,0.386
10,2,01-20,20,01-20,2,0.267,6.538039,0.844975,0.267
10,2,01-20,01,01-20,2,0.733,-5.931352,6.794317,0.733
11,2,00-20,00,00-20,2,0.765,-0.103931,2.919818,0.765
11,2,00-20,20,00-20,2,0.235,6.424475,-1.022407,0.235
12,1,20,20,01-20,1,1,7.295775,1.817936,1
13,2,01-20,20,01-20,2,0.338,7.539611,0.98451,0.338
13,2,01-20,01,01-20,2,0.662,-3.81198,6.99873,0.662
14,2,00-20,20,00-20,2,0.465,5.45245,-0.087926,0.465
14,2,00-20,00,00-20,2,0.535,-0.152424,4.58773,0.535
15,1,20,20,01-20,1,1,6.372171,-1.176127,1
16,1,20,20,00-20,1,1,6.483305,0.666306,1
17,2,01-20,20,01-20,2,0.591,5.858035,2.652264,0.591
17,2,01-20,01,01-20,2,0.409,-0.463772,6.874643,0.409
18,2,01-20,01,01-10-20,2,0.734,-2.399792,6.452713,0.734
18,2,01-20,20,01-10-20,2,0.266,6.978231,1.586542,0.266
