parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,4,0003-0303-3000-3030,0003,0000-0003-0030-0300-0303-3000-3030,4,0.137,-4.524173,-2.024363,-6.025215,4.904824,0.137
1,4,0003-0303-3000-3030,0303,0000-0003-0030-0300-0303-3000-3030,4,0.112,-8.597357,4.565941,-11.627734,4.905006,0.112
1,4,0003-0303-3000-3030,3000,0000-0003-0030-0300-0303-3000-3030,4,0.527,5.15031,-7.61648,-1.777654,-5.832129,0.527
1,4,0003-0303-3000-3030,3030,0000-0003-0030-0300-0303-3000-3030,4,0.224,5.150322,-11.133725,4.738292,-10.43743,0.224
2,2,0303-3030,0303,0003-0020-0030-0300-0303-3020-3030,2,0.533,-10.700705,5.310062,-9.291291,6.326157,0.533
2,2,0303-3030,3030,0003-0020-0030-0300-0303-3020-3030,2,0.467,7.127936,-13.599436,6.355551,-11.740352,0.467
3,2,0303-3030,0303,0003-0010-0030-0033-0300-0303-3010-3030,2,0.78,-13.724042,7.51731,-10.099366,6.159741,0.78
3,2,0303-3030,3030,0003-0010-0030-0033-0300-0303-3010-3030,2,0.22,4.064012,-6.46915,6.397707,-3.459353,0.22
4,2,0303-3030,3030,0030-0103-0303-3000-3030,2,0.146,5.417548,-10.164513,6.466917,-11.135957,0.146
4,2,0303-3030,0303,0030-0103-0303-3000-3030,2,0.854,-10.139206,6.848576,-10.780803,6.601132,0.854
5,3,0030-0303-3030,3030,0030-0103-0303-3000-3030,3,0.183,5.676981,-2.995226,6.687036,-4.914654,0.183
5,3,0030-0303-3030,0030,0030-0103-0303-3000-3030,3,0.243,-0.458961,0.466614,6.446873,0.324781,0.243
5,3,0030-0303-3030,0303,0030-0103-0303-3000-3030,3,0.574,-6.700074,4.300685,-6.040392,5.611211,0.574
6,2,0303-3030,3030,0023-0301-0303-3030,2,0.956,5.905868,-12.809327,6.894548,-7.934692,0.956
6,2,0303-3030,0303,0023-0301-0303-3030,2,0.044,-3.949189,5.409634,-3.46641,6.533921,0.044
7,2,0303-3030,0303,0003-0013-0300-0303-0310-3000-3030,2,0.217,-2.054604,7.117579,-8.304265,2.866171,0.217
7,2,0303-3030,3030,0003-0013-0300-0303-0310-3000-3030,2,0.783,5.64908,-7.963987,5.695157,-9.60308,0.783
8,2,0303-3030,0303,0030-0130-0300-0303-3000-3030,2,0.792,-11.481153,7.482611,-10.101605,6.093465,0.792
8,2,0303-3030,3030,0030-0130-0300-0303-3000-3030,2,0.208,6.217001,-6.868696,6.69103,-8.972371,0.208
9,3,0003-0303-3030,3030,0001-0003-0030-0301-0303-0320-3000-3030,3,0.6,4.98125,-10.545697,5.904723,-8.476303,0.6
9,3,0003-0303-3030,0003,0001-0003-0030-0301-0303-0320-3000-3030,3,0.248,-2.255956,-1.645146,-4.860833,6.929442,0.248
9,3,0003-0303-3030,0303,0001-0003-0030-0301-0303-0320-3000-3030,3,0.152,-7.321889,4.470036,-7.666859,6.929568,0.152
10,2,0303-3030,0303,0003-0030-0033-0300-0303-3030,2,0.069,-6.256248,6.152201,-5.03488,5.318629,0.069
10,2,0303-3030,3030,0003-0030-0033-0300-0303-3030,2,0.931,4.813388,-11.287387,7.228319,-5.518557,0.931
11,2,0303-3030,0303,0003-0030-0303-3000-3001-3030,2,0.688,-8.498292,3.144368,-7.02595,5.981064,0.688
11,2,0303-3030,3030,0003-0030-0303-3000-3001-3030,2,0.312,5.997128,-10.828012,4.549701,-8.118102,0.312
12,2,0303-3030,3030,0003-0303-2000-2001-2030-3000-3001-3030,2,0.035,6.118471,-8.675771,4.078075,-6.299972,0.035
12,2,0303-3030,0303,0003-0303-2000-2001-2030-3000-3001-3030,2,0.965,-5.736632,4.884852,-11.994184,7.226841,0.965
13,2,0303-3030,0303,-1,2,0.195,-9.566728,4.693303,-10.296925,6.446611,0.195
