parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,9,1.743408,5.514068,01
1,2,01-10,01-10,2,91,6.846642,-0.959639,10
2,2,01-10,01-10,2,97,5.427142,-0.029581,10
2,2,01-10,01-10,2,3,0.513191,3.934406,01
3,2,01-10,01-10,2,97,5.809092,0.374207,10
3,2,01-10,01-10,2,3,-0.10079,1.460916,01
4,2,01-10,01-10,2,66,5.951274,-0.352513,10
4,2,01-10,01-10,2,34,-0.420912,6.22274,01
5,2,01-10,01-10,2,93,0.36333,5.719193,01
5,2,01-10,01-10,2,7,5.183437,-0.038883,10
6,2,01-10,01-10,2,70,5.991354,-1.206508,10
6,2,01-10,01-10,2,30,1.216975,4.694765,01
7,1,10,10,1,100,5.626184,-3.93589,10
8,1,01,01,1,100,-3.76027,6.744001,01
9,2,01-10,01-10,2,92,6.611954,-1.269629,10
9,2,01-10,01-10,2,8,0.090853,5.063027,01
10,2,01-10,01-10,2,93,2.275187,4.265342,01
10,2,01-10,01-10,2,7,6.317275,0.649381,10
11,1,01,01,1,100,1.34262,6.689827,01
12,1,01,01,1,100,1.045707,3.3567109999999998,01
13,1,10,10,1,100,8.302786,0.853281,10
14,2,01-10,01-10,2,75,6.283693,0.702726,10
14,2,01-10,01-10,2,25,0.881149,6.556891,01
15,2,01-10,01-10,2,6,5.480801,-0.947615,10
15,2,01-10,01-10,2,94,1.036611,5.611859,01
16,2,01-10,01-10,2,91,6.893689,-2.869822,10
16,2,01-10,01-10,2,9,0.82997,3.708198,01
17,1,01,01,1,100,-1.655547,8.029514,01
18,2,01-10,01-10,2,32,6.632494,-0.521792,10
18,2,01-10,01-10,2,68,0.487757,6.037441,01
19,1,10,10,1,100,6.028277,0.557814,10
20,1,10,10,1,100,7.252211,1.475164,10
21,2,01-10,01-10,2,80,0.286259,6.523102,01
21,2,01-10,01-10,2,20,6.880474,1.536815,10
22,2,01-10,01-10,2,86,6.633867,1.292161,10
22,2,01-10,01-10,2,14,2.785958,6.611954,01
23,2,01-10,01-10,2,36,0.564893,6.012784,01
23,2,01-10,01-10,2,64,5.551202,-0.131948,10
24,2,01-10,01-10,2,54,2.019343,6.133156,01
24,2,01-10,01-10,2,46,7.432619,0.042227,10
25,1,01,01,1,100,0.582524,7.558015,01
26,2,01-10,01-10,2,71,0.80319,5.044243,01
26,2,01-10,01-10,2,29,5.323992,0.953324,10
27,2,01-10,01-10,2,61,2.483395,8.002551,01
27,2,01-10,01-10,2,39,7.611735,1.950172,10
28,2,01-10,01-10,2,46,7.558015,1.649727,10
28,2,01-10,01-10,2,54,2.846613,7.088253,01
29,2,01-10,01-10,2,16,2.685412,6.537028,01
29,2,01-10,01-10,2,84,7.790515,1.413277,10
30,1,11,11,1,100,2.294394,3.80725,11
31,2,01-10,01-10,2,32,7.171802,1.801926,10
31,2,01-10,01-10,2,68,1.260501,7.714373,01
32,2,01-10,01-10,2,78,6.195143,0.04699,10
32,2,01-10,01-10,2,22,1.208834,6.191722,01
33,2,01-10,01-10,2,73,8.104422,2.796161,10
33,2,01-10,01-10,2,27,2.252515,6.909929,01
34,2,01-10,01-10,2,96,6.721019,-0.381477,10
34,2,01-10,01-10,2,4,0.395334,4.297369,01
35,2,01-10,01-10,2,62,-0.147581,6.215846,01
35,2,01-10,01-10,2,38,6.479582,-0.290075,10
36,2,01-10,01-10,2,11,5.117873,0.958168,10
36,2,01-10,01-10,2,89,-1.035319,6.885483,01
37,2,01-10,01-10,2,66,1.10214,6.313233,01
37,2,01-10,01-10,2,34,6.604802,-0.257531,10
38,2,01-10,01-10,2,90,8.09562,-0.757401,10
38,2,01-10,01-10,2,10,1.604647,5.191596,01
39,2,01-10,01-10,2,97,6.270833,-1.403481,10
39,2,01-10,01-10,2,3,0.291804,4.438927,01
40,1,01,01,1,100,0.77725,6.609565,01
41,1,01,01,1,100,0.490914,8.359984,01
42,2,01-10,01-10,2,41,6.279041,0.626958,10
42,2,01-10,01-10,2,59,0.288952,7.186048,01
43,2,01-10,01-10,2,34,7.358114,1.222353,10
43,2,01-10,01-10,2,66,1.345452,5.26444,01
44,1,11,11,1,100,2.304309,3.949058,11
45,1,01,01-10,1,100,-0.530976,6.457212,01
46,2,01-10,01-10,2,86,8.092267,2.721568,10
46,2,01-10,01-10,2,14,3.94854,6.531635,01
47,1,01,01,1,100,-2.690768,6.492553,01
48,2,01-10,01-10,2,92,1.40256,7.459302,01
48,2,01-10,01-10,2,8,6.587249,0.990529,10
49,1,01,01,1,100,-2.67086,4.188975,01
50,2,01-10,01-10,2,52,2.938134,8.024737,01
50,2,01-10,01-10,2,48,7.525963,2.433302,10
51,2,01-10,01-10,2,96,6.863394,0.316405,10
51,2,01-10,01-10,2,4,2.441832,4.416049,01
52,2,01-10,01-10,2,91,-1.104555,5.332479,01
52,2,01-10,01-10,2,9,5.215758,0.501301,10
53,1,01,01,1,100,0.407535,6.96872,01
54,1,10,10,1,100,7.747989,1.489522,10
55,2,01-10,01-10,2,29,3.7402,-0.254765,10
55,2,01-10,01-10,2,71,-1.47736,6.355893,01
56,2,01-10,01-10,2,86,8.472249,-1.13682,10
56,2,01-10,01-10,2,14,3.69787,4.764455,01
57,1,11,11,1,100,3.516909,4.017122,11
58,2,01-10,01-10,2,90,-0.363356,6.784637,01
58,2,01-10,01-10,2,10,5.647061,0.389177,10
59,1,10,10,1,100,8.210379,-1.301994,10
60,1,01,01,1,100,-4.216713,6.872805,01
61,2,01-10,01-10,2,39,6.768427,0.128255,10
61,2,01-10,01-10,2,61,0.280519,5.963395,01
62,1,10,10,1,100,6.536342,-0.066357,10
63,2,01-10,01-10,2,35,0.719035,6.78566,01
63,2,01-10,01-10,2,65,6.375156,3.380932,10
64,2,01-10,01-10,2,98,7.339215,1.291661,10
64,2,01-10,01-10,2,2,0.803092,6.00462,01
65,2,01-10,01-10,2,36,6.72989,0.440758,10
65,2,01-10,01-10,2,64,1.760386,7.02368,01
66,1,01,01,1,100,-0.123209,6.208939,01
67,2,01-10,01-10,2,70,-1.405499,6.83227,01
67,2,01-10,01-10,2,30,4.58654,0.6897,10
68,2,01-10,01-10,2,91,6.558258,0.680227,10
68,2,01-10,01-10,2,9,0.738101,6.261694,01
69,2,01-10,01-10,2,98,5.96143,-2.019241,10
69,2,01-10,01-10,2,2,1.487192,4.376905,01
70,2,01-10,01-10,2,93,7.991759,1.351841,10
70,2,01-10,01-10,2,7,1.810047,6.621083,01
71,2,01-10,01-10,2,51,1.962237,8.211561,01
71,2,01-10,01-10,2,49,7.906264,1.847884,10
72,1,10,10,1,100,7.071525,-0.782571,10
73,1,01,01,1,100,2.76138,7.235279,01
74,2,01-10,01-10,2,43,1.138794,7.145106,01
74,2,01-10,01-10,2,57,5.894065,1.635703,10
75,2,01-10,01-10,2,96,0.211671,7.924193,01
75,2,01-10,01-10,2,4,6.516793,3.07093,10
76,2,01-10,01-10,2,20,1.026297,6.905394,01
76,2,01-10,01-10,2,80,7.254624,1.024234,10
77,2,01-10,01-10,2,97,-0.644536,6.614042,01
77,2,01-10,01-10,2,3,4.935608,0.260319,10
78,2,01-10,01-10,2,87,1.413862,7.950461,01
78,2,01-10,01-10,2,13,5.185079,2.722549,10
79,1,01,01,1,100,1.266315,8.502571,01
80,1,10,10,1,100,8.951701,1.551178,10
81,2,01-10,01-10,2,71,1.77743,7.215191,01
81,2,01-10,01-10,2,29,5.779007,2.386186,10
82,2,01-10,01-10,2,62,6.647014,0.247161,10
82,2,01-10,01-10,2,38,0.753541,5.339866,01
